Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,GREENWICH LONDON BOROUGH COUNCIL,ED212220210535825,"45,913.22 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,11/05/2022,Grants Expenditure,ESFA Funding Directorate,GREENWICH LONDON BOROUGH COUNCIL,22DSG000986,"9,070,950.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,GREENWICH LONDON BOROUGH COUNCIL,22DSG001286,"9,070,950.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,31/05/2022,Grants Expenditure,ESFA Funding Directorate,GREENWICH LONDON BOROUGH COUNCIL,23LAADD01859,"1,660,028.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greenwood Academy,22AYF0584349,"28,989.85 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greenwood Academy,22AYF0584351,"474,475.29 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Greenwood Academy,EUPS857867,"45,613.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greenwood Primary and Nursery School,22AYF0594187,"146,417.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greet Primary School,22AYF0590719,"305,749.73 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greig City Academy,22AYF0595481,"97,039.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greig City Academy,22AYF0595483,"519,327.24 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greig City Academy,22AYF0595484,"64,710.37 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Greig City Academy,EUPS857428,"36,450.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gresham Village School,22AYF0601404,"34,881.52 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grestone Academy,22AYF0595748,"165,099.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gretton Primary School,22AYF0595486,"29,985.08 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gretton Primary School,22AYF0609915,"43,114.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,GREY COURT SCHOOL,22AYF0593674,"117,676.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,GREY COURT SCHOOL,22AYF0593678,"569,081.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,GREY COURT SCHOOL,EUPS893819,"26,275.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,Grey Seal Academy Limited,FCSAPP A481045-A,"33,325.03 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,GREYFRIARS ACADEMY,22AYF0598384,"98,255.39 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greys Education Centre,22AYF0586834,"47,499.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greysbrooke Primary School,22AYF0609288,"58,094.62 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greystoke Primary School,22AYF0591819,"103,797.40 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Greythorn Primary School,22AYF0594190,"95,822.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Griffe Field Primary School,22AYF0591444,"128,619.53 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Griffin Primary School,22AYF0611766,"107,251.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Griffin Primary School,22AYF0617966,"151,004.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Post 16 Regions and FE Provider Oversight,GROUNDWORK LONDON,FCSESF A157845-A,"76,471.66 ",Current grants   Private Sector - Non Profit Institutions Serving Households,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Post 16 Regions and FE Provider Oversight,GROUNDWORK LONDON,FCSESF A157846-A,"92,596.68 ",Current grants   Private Sector - Non Profit Institutions Serving Households,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Post 16 Regions and FE Provider Oversight,GROUNDWORK LONDON,FCSESF A157847-A,"72,009.37 ",Current grants   Private Sector - Non Profit Institutions Serving Households,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Academy,22AYF0593568,"148,449.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Academy,22AYF0605549,"443,941.79 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Church of England School,22AYF0602951,"60,498.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove House Nursery and Infant School,22AYF0617444,"25,563.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove House Primary School,22AYF0603467,"129,218.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove House School,22AYF0605673,"83,333.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Junior School,22AYF0599454,"62,726.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Park Primary School,22AYF0595508,"124,364.53 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Primary Academy,22AYF0607505,"151,981.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Primary School,22AYF0609130,"92,824.61 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Road Primary School,22AYF0604882,"115,067.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Road Primary School,22AYF0604883,"27,749.07 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Wood Primary School,22AYF0595514,"179,578.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Grove Wood Primary School,22AYF0595515,"39,522.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,GTG Training Ltd,FCSAPP A481015-A,"69,251.55 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guardian Angels Catholic Primary School,22AYF0602449,"87,150.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guildford County School,22AYF0586428,"401,665.56 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guildford County School,22AYF0586430,"100,623.33 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guildford Grove Primary School,22AYF0595540,"126,000.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guilsborough Academy,22AYF0595558,"489,039.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guilsborough Academy,22AYF0595559,"25,385.79 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guilsborough Academy,22AYF0595560,"64,762.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Guilsborough CE Primary School,22AYF0603597,"38,097.44 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gulval School,22AYF0616751,"51,323.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"Gumley House RC Convent School, FCJ",22AYF0595567,"430,545.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"Gumley House RC Convent School, FCJ",22AYF0595570,"82,699.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gunthorpe C of E Primary School,22AYF0586141,"25,069.10 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gunthorpe Primary School,22AYF0606222,"138,717.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gunton Primary Academy,22AYF0604477,"95,775.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gurney Pease Academy,22AYF0611719,"75,397.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,GURU NANAK SIKH ACADEMY,22AYF0595577,"601,176.22 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,GURU NANAK SIKH ACADEMY,22AYF0595579,"68,716.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Gusford Community Primary School,22AYF0609134,"189,861.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers Abraham Darby,22AYF0595584,"450,473.23 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers Abraham Darby,22AYF0595586,"74,682.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers Abraham Darby,EUPS863881,"27,354.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske' Slade Green Temple Grove,22AYF0595628,"104,450.02 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Borough Academy,22AYF0595620,"353,310.47 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Crayford Academy,22AYF0595595,"70,852.15 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Crayford Academy,22AYF0595598,"450,685.44 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Crayford Temple Grove,22AYF0595635,"69,438.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Hatcham College,22AYF0595602,"140,292.26 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Hatcham College,22AYF0595605,"601,031.69 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Hatcham College,EUPS856958,"30,847.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Hatcham College,EUPS892475,"30,239.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdasher's Aske's Hatcham Temple Grove,22AYF0595624,"155,053.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Hatcham Temple Grove Free Sch,22AYF0595616,"143,571.68 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Knights Academy,22AYF0595609,"123,954.56 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Knights Academy,22AYF0595613,"587,742.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdashers' Aske's Knights Academy,EUPS856959,"40,432.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haberdasher's Aske's Knights Temple Grove,22AYF0595631,"84,536.96 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,ED212220210535775,"94,155.06 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,ED212220210535778,"74,452.31 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,ED212220210535782,"181,579.99 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,ED212220210535785,"56,330.86 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,ED212220210535789,"49,935.60 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,11/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,22DSG000906,"9,205,242.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,22DSG001206,"9,205,242.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,31/05/2022,Grants Expenditure,ESFA Funding Directorate,HACKNEY LONDON BOROUGH COUNCIL,23LAADD01864,"1,569,232.00 ",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hackney New Primary School,22AYF0592913,"161,684.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hackwood Farm Primary Academy,22AYF0612619,"61,236.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hacton Primary School,22AYF0593148,"170,796.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haddon Primary & Nursery School,22AYF0594193,"64,895.78 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,Haddon Training Ltd,FCSAPP A486429-A,"85,604.18 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,20/05/2022,Grants Expenditure,Apprenticeships,Haddon Training Ltd,FCSAPP A486432-A,"40,464.74 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadleigh High School,22AYF0606534,"322,638.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadleigh Infant and Nursery School,22AYF0595639,"78,707.21 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadleigh Junior School,22AYF0610130,"96,562.95 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadley Learning Community - Primary Phase,22AYF0598956,"201,439.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadley Learning Community - Primary Phase,22AYF0598957,"46,479.15 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadley Learning Community - Secondary Phase,22AYF0598951,"506,693.12 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadley Learning Community - Secondary Phase,22AYF0598952,"121,986.45 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadlow Rural Community School,22AYF0595641,"178,242.28 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hadrian Academy,22AYF0595644,"122,236.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haggonfields Primary and Nursery School,22AYF0591722,"30,928.04 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hagley Catholic High School,22AYF0593114,"406,111.37 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hagley Catholic High School,22AYF0593116,"72,962.69 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hailey Hall School,22AYF0595657,"58,333.31 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haileybury Turnford,22AYF0595659,"341,057.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Haileybury Turnford,22AYF0595661,"66,437.03 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hailsham Community College,22AYF0595665,"542,770.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hailsham Community College,22AYF0595669,"79,597.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halcyon Way School,22AYF0620680,"54,092.45 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hale School,22AYF0613251,"101,842.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HALESOWEN COLLEGE,ED212220210534899,"2,389,232.07 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HALESOWEN COLLEGE,ED212220210534900,"104,400.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HALESOWEN COLLEGE,ED212220210534901,"52,130.40 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HALESOWEN COLLEGE,ED212220210534903,"60,846.06 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/05/2022,Grants Expenditure,ESFA Funding Directorate,HALESOWEN COLLEGE,21LR052049,"-65,491.00 ",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halewood Academy,22AYF0618204,"550,865.45 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halewood Academy,22AYF0618205,"136,152.04 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Halewood Academy,EUPS858219,"40,263.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halewood Church of England Primary Academy,22AYF0599799,"61,726.59 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Half Acres Primary Academy,22AYF0597382,"100,667.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halfway Houses Primary School,22AYF0612943,"200,044.43 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,HALIFAX PRIMARY SCHOOL,22AYF0602372,"133,568.97 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Cross Academy,22AYF0595689,"687,022.92 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Cross Academy,22AYF0595690,"32,718.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Cross Academy,22AYF0595691,"173,629.62 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Cross Academy,EUPS831406,"37,763.80 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Cross Academy,EUPS858760,"32,585.63 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Cross Academy,EUPS893385,"37,493.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Green School,22AYF0595696,"433,923.02 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Green School,EUPS857922,"29,928.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Mead School,22AYF0593141,"470,751.12 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Meadow Primary School,22AYF0597142,"58,890.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Park Academy,22AYF0604743,"375,476.82 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Park Academy,22AYF0604745,"43,068.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hall Road Academy,22AYF0584458,"114,505.29 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"Hallam Fields, Birstall",22AYF0599750,"44,212.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallam Primary School,22AYF0608851,"196,608.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallam Primary School,22AYF0608852,"25,279.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallbrook Primary School,22AYF0608559,"61,833.91 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halley House School,22AYF0586893,"106,929.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halling Primary School,22AYF0590002,"107,494.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallmoor School,22AYF0594417,"171,666.60 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallmoor School,22AYF0594418,"46,666.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallmoor School,EUPS866125,"31,108.13 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallsville Primary School,22AYF0584882,"176,118.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Hallsville Primary School,22AYF0584884,"37,796.89 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halsford Park Primary School,22AYF0603215,"119,216.58 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halsnead Primary School,22AYF0612712,"107,817.73 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,Halstow Primary School,22AYF0610330,"147,154.81 ",Current grants - Academy Trust,,,,,,,,,
