Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Core,13/03/2023,Staff - Bonuses,Human Resources,EDENRED (INCENTIVES & MOTIVATION) LIMITED,CORE-PINV-053569,"27,930.00",Rewards & Recognition
Department for Education,Core,14/03/2023,Legal,Human Resources,THE GOVERNMENT LEGAL DEPARTMENT,CORE-PINV-054086,"46,481.63",Professional Services - Government Legal Department
Department for Education,Core,15/03/2023,IS/IT,Human Resources,WORKDAY LTD,CORE-PINV-054219,"1,300,322.00",Software licences
Department for Education,Core,23/03/2023,Office Costs,Human Resources,Cabinet Office,CORE-PINV-055010,"364,297.20",Contracted out office services
Department for Education,Core,24/03/2023,Staff - Other,Human Resources,Cabinet Office,CORE-PINV-055165,"40,500.00",Occupational Health
Department for Education,Core,30/03/2023,IS/IT,Human Resources,WORKDAY LTD,CORE-PINV-055720,"31,200.00",End User Software & Hardware
Department for Education,Core,08/03/2023,Secondee Costs,Human Resources,Cabinet Office,CORE-PINV-052585,"476,118.00",Fast Streamer Costs
Department for Education,Core,09/03/2023,Learning & Development,Human Resources,CSL KPMG LLP,CORE-PINV-053758,"46,401.05",Talent Development
Department for Education,Core,21/03/2023,Staff - Secondee,Human Resources,Cabinet Office,CORE-PINV-054619,"467,713.00",General fast stream places
Department for Education,Core,21/03/2023,Learning & Development,Human Resources,Cabinet Office,CORE-PINV-054735,"155,960.00",Talent Development
Department for Education,Core,21/03/2023,Learning & Development,Human Resources,Cabinet Office,CORE-PINV-054736,"39,040.00",Talent Development
Department for Education,Core,23/03/2023,Staff - Secondee,Human Resources,Cabinet Office,CORE-PINV-055007,"68,640.00",HR FS recruitment costs 
Department for Education,Core,30/03/2023,Other Costs,Technology,CENTERPRISE INTERNATIONAL LTD,CORE-PINV-055613,"60,634.80",Software
Department for Education,Core,31/03/2023,Other Costs,Technology,Vohkus Limited ,CORE-PINV-055621,"77,348.04",Hardware
Department for Education,Core,14/03/2023,Other Goods & Services,Customer Experience and Digital,CABINET OFFICE RM SHARED SERVICES,CORE-PINV-054068,"190,552.00",Staff (Fast Stream)
Department for Education,Core,14/03/2023,Other Goods & Services,Customer Experience and Digital,CABINET OFFICE RM SHARED SERVICES,CORE-PINV-054069,"31,680.00",Staff (Fast Stream)
Department for Education,Core,03/03/2023,Other Goods & Services,Customer Experience and Digital,NASEN,CORE-PINV-053462,"42,319.20",Professional Services
Department for Education,Core,24/03/2023,Other Goods & Services,Customer Experience and Digital,NASEN,CORE-PINV-055091,"40,560.00",Professional Services
Department for Education,Core,20/03/2023,Staff - Temporary Staff,Customer Experience and Digital,ANDIGITAL LIMITED,CORE-PINV-053899,"69,135.00",Professional Services
Department for Education,Core,16/03/2023,Staff - Temporary Staff,Customer Experience and Digital,ANDIGITAL LIMITED,CORE-PINV-053905,"70,121.39",Professional Services
Department for Education,Core,16/03/2023,Staff - Temporary Staff,Customer Experience and Digital,ANDIGITAL LIMITED,CORE-PINV-053898,"55,518.00",Professional Services
Department for Education,Core,20/03/2023,Staff - Temporary Staff,Customer Experience and Digital,ANDIGITAL LIMITED,CORE-PINV-053901,"49,383.00",Professional Services
Department for Education,Core,20/03/2023,Staff - Temporary Staff,Customer Experience and Digital,ANDIGITAL LIMITED,CORE-PINV-053900,"38,796.00",Professional Services
Department for Education,Core,03/03/2023,Other Goods & Services,Technology,Actica Consulting Ltd,CORE-PINV-053021,"27,096.00",Professional Services
Department for Education,Core,03/03/2023,Other Goods & Services,Technology,Nexer Digital Ltd,CORE-PINV-052203,"36,135.00",Professional Services
Department for Education,Core,17/03/2023,Other Goods & Services,Technology,Nexer Digital Ltd,CORE-PCR-001952,"-36,135.00",Professional Services
Department for Education,Core,17/03/2023,Other Goods & Services,Technology,Nexer Digital Ltd,CORE-PINV-054325,"33,510.00",Professional Services
Department for Education,Core,17/03/2023,Other Goods & Services,Technology,Nexer Digital Ltd,CORE-PINV-054421,"44,850.00",Professional Services
Department for Education,Core,21/03/2023,Other Goods & Services,Technology,Actica Consulting Ltd,CORE-PINV-054481,"39,294.60",Professional Services
Department for Education,Core,27/03/2023,Staff - Temporary Staff,Technology,Bae Systems Applied Intelligence Ltd,CORE-PINV-055254,"148,625.62",Professional Services 
Department for Education,Core,27/03/2023,Other Goods & Services,Technology,ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES INC,CUPS0062174,"38,673.57",Learning & Development
Department for Education,Core,29/03/2023,Staff - Temporary Staff,Technology,Alexander Mann Solutions Ltd,CORE-PINV-054822,"26,823.85",Professional Services 
Department for Education,Core,03/03/2023,IS/IT,Technology,AKHTER COMPUTERS LIMITED,CORE-PINV-052993,"106,111.25",End User Software & Hardware
Department for Education,Core,28/03/2023,IS/IT,Technology,CDW LTD,CORE-PINV-055306,"27,021.60",End User Software & Hardware
Department for Education,Core,29/03/2023,IS/IT,Technology,AKHTER COMPUTERS LIMITED,CORE-PINV-055531,"106,111.25",End User Software & Hardware
Department for Education,Core,06/03/2023,IS/IT,Technology,Bytes Software Services Ltd,CORE-PINV-053433,"1,327,747.38",Systems Development
Department for Education,Core,30/03/2023,IS/IT,Technology,SOL-TEC LIMITED,CORE-PCR-001764,"-41,807.02",Systems Operations
Department for Education,Core,20/03/2023,IS/IT,Technology,AKHTER COMPUTERS LIMITED,CORE-PINV-054603,"51,006.06",End User Software & Hardware
Department for Education,Core,28/03/2023,IS/IT,Technology,Bytes Software Services Ltd,CORE-PINV-055413,"70,754.26",End User Software & Hardware
Department for Education,Core,30/03/2023,Staff - Temporary Staff,Technology,SOL-TEC LIMITED,CORE-PINV-055667,"142,693.70",Short term & agency staff
Department for Education,Core,30/03/2023,IS/IT,Technology,SOL-TEC LIMITED,CORE-PINV-055671,"131,614.68",Systems Operations
Department for Education,Core,30/03/2023,Staff - Temporary Staff,Technology,SOL-TEC LIMITED,CORE-PINV-055662,"65,992.51",Short term & agency staff
Department for Education,Core,30/03/2023,Staff - Temporary Staff,Technology,SOL-TEC LIMITED,CORE-PINV-055643,"32,478.60",Short term & agency staff
Department for Education,Core,14/03/2023,IS/IT,Technology,Methods Business and Digital Technology Ltd,CORE-PINV-054036,"87,778.66",Systems Operations
Department for Education,Core,16/03/2023,IS/IT,Technology,Methods Business and Digital Technology Ltd,CORE-PINV-054039,"254,403.16",Systems Operations
Department for Education,Core,03/03/2023,Staff - Temporary Staff,Technology,NIMBLE DELIVERY LTD,CORE-PINV-052220,"25,992.00",Short term & agency staff
Department for Education,Core,21/03/2023,Other Goods & Services,SARDIS,OECD,CUPS0059310,"213,170.76",Research & Evaluation
Department for Education,Core,03/03/2023,Other Goods & Services,SARDIS,IFF RESEARCH LTD,CORE-PINV-052618,"26,904.00",Research & Evaluation
Department for Education,Core,03/03/2023,Other Goods & Services,SARDIS,IPSOS (MARKET RESEARCH) LTD,CORE-PINV-052384,"29,511.00",Research & Evaluation
Department for Education,Core,10/03/2023,Other Goods & Services,SARDIS,IFF RESEARCH LTD,CORE-PINV-053757,"276,249.05",Research & Evaluation
Department for Education,Core,10/03/2023,Other Goods & Services,SARDIS,Institute for Employment Studies,CORE-PINV-053937,"32,270.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054465,"95,347.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054456,"517,197.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054457,"286,884.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054452,"154,805.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054459,"138,475.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054458,"78,500.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054455,"24,199.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054463,"22,718.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054460,"142,519.00",Research & Evaluation
Department for Education,Core,17/03/2023,Other Goods & Services,SARDIS,PEARSON EDUCATION LIMITED,CORE-PINV-054461,"48,639.00",Research & Evaluation
Department for Education,Core,20/03/2023,Other Goods & Services,SARDIS,IFF RESEARCH LTD,CORE-PINV-054599,"21,355.00",Research & Evaluation
Department for Education,Core,27/03/2023,Other Goods & Services,SARDIS,KANTAR PUBLIC UK LIMITED,CORE-PINV-055164,"25,347.98",Research & Evaluation
Department for Education,Core,28/03/2023,Other Goods & Services,SARDIS,OECD,CUPS0062165,"276,948.17",Professional Services - Grants and Awards
Department for Education,Core,29/03/2023,Other Goods & Services,SARDIS,OECD,CUPS0062170,"291,150.07",Professional Services - Grants and Awards
Department for Education,Core,30/03/2023,Other Goods & Services,SARDIS,IFF RESEARCH LTD,CORE-PINV-054763,"32,280.50",Research & Evaluation
Department for Education,Core,30/03/2023,Other Goods & Services,SARDIS,Kantar UK Ltd,CORE-PINV-054831,"176,341.25",Research & Evaluation
Department for Education,Core,30/03/2023,Other Goods & Services,SARDIS,University of Warwick,CORE-PINV-055439,"30,890.40",Research & Evaluation
Department for Education,Core,31/03/2023,Other Goods & Services,SARDIS,IFF RESEARCH LTD,CORE-PINV-053536,"27,280.00",Research & Evaluation
Department for Education,Core,31/03/2023,Other Goods & Services,SARDIS,IFF RESEARCH LTD,CORE-PINV-054644,"22,561.00",Research & Evaluation
Department for Education,Core,03/03/2023,Other Costs,SARDIS,IFF RESEARCH LTD,CORE-PINV-053417,"30,000.00",Research & development
Department for Education,Core,03/03/2023,Other Costs,SARDIS,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PINV-053416,"312,108.00",Research & development
Department for Education,Core,03/03/2023,Other Costs,SARDIS,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PCR-001915,"-312,108.00",Research & development
Department for Education,Core,03/03/2023,Other Costs,SARDIS,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PINV-053434,"200,000.00",Research & development
Department for Education,Core,03/03/2023,Other Costs,SARDIS,KANTAR PUBLIC UK LIMITED,CORE-PINV-047017,"30,000.00",Research & development
Department for Education,Core,07/03/2023,Other Costs,SARDIS,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PINV-053456,"200,000.00",Research & development
Department for Education,Core,17/03/2023,Other Costs,SARDIS,UNIVERSITY COLLEGE LONDON,CORE-PINV-054510,"25,000.00",Research & development
Department for Education,Core,20/03/2023,Other Costs,SARDIS,UNIVERSITY COLLEGE LONDON,CORE-PINV-053228,"126,938.00",Research & development
Department for Education,Core,22/03/2023,Other Costs,SARDIS,IFF RESEARCH LTD,CORE-PINV-054232,"118,208.07",Research & development
Department for Education,Core,22/03/2023,Other Costs,SARDIS,KANTAR PUBLIC UK LIMITED,CORE-PINV-054729,"21,624.00",Research & development
Department for Education,Core,22/03/2023,Other Costs,SARDIS,NATIONAL FOUNDATION FOR EDUCATIONAL RESEARCH NFER,CORE-PINV-054578,"58,814.10",Research & development
Department for Education,Core,22/03/2023,Other Costs,SARDIS,NATIONAL FOUNDATION FOR EDUCATIONAL RESEARCH NFER,CORE-PINV-054579,"24,328.69",Research & development
Department for Education,Core,23/03/2023,Other Costs,SARDIS,KANTAR PUBLIC UK LIMITED,CORE-PINV-054959,"345,589.00",Research & development
Department for Education,Core,30/03/2023,Other Goods & Services,SARDIS,OECD,CUPS0062168,"259,433.81",Professional Services - Grants and Awards
Department for Education,Core,30/03/2023,Other Costs,SARDIS,THE ANNA FREUD CENTRE,CORE-PINV-055686,"156,375.00",Research & development
Department for Education,Core,30/03/2023,Other Costs,SARDIS,KANTAR PUBLIC UK LIMITED,CORE-PINV-049186,"33,994.00",Research & development
Department for Education,Core,24/03/2023,Other Costs,SARDIS,ECORYS UK LTD,CORE-PINV-055069,"25,472.00",Research & development
Department for Education,Core,27/03/2023,Other Costs,SARDIS,ECORYS UK LTD,CORE-PINV-055070,"50,744.00",Research & development
Department for Education,Core,27/03/2023,Other Goods & Services,SARDIS,CM Monitor (BritainThinks) Limited,CORE-PINV-055155,"23,525.00",Research & Evaluation
Department for Education,Core,22/03/2023,Office Costs,Data,IRON MOUNTAIN UK LTD,CORE-PINV-054774,"47,897.68",Records management
Department for Education,Core,30/03/2023,Other Goods & Services,Data,"Synaptica, LLC",CUPS0062166,"26,024.16",Professional Services
Department for Education,Core,01/03/2023,IS/IT,Data,Solirius Consulting,CORE-PINV-053150,"33,768.00",ICT repair & maintenance
Department for Education,Core,01/03/2023,IS/IT,Data,Solirius Consulting,CORE-PINV-053226,"39,609.60",ICT repair & maintenance
Department for Education,Core,24/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053810,"308,595.00",Software Development
Department for Education,Core,15/03/2023,IS/IT,Data,Solirius Consulting,CORE-PINV-054289,"32,354.60",ICT repair & maintenance
Department for Education,Core,15/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053817,"50,850.00",ICT repair & maintenance
Department for Education,Core,15/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053814,"29,574.00",ICT repair & maintenance
Department for Education,Core,15/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053821,"36,115.20",Software Development
Department for Education,Core,15/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053822,"112,411.20",ICT repair & maintenance
Department for Education,Core,15/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053824,"29,160.00",ICT repair & maintenance
Department for Education,Core,15/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053827,"60,192.00",Software Development
Department for Education,Core,15/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053808,"152,515.20",ICT repair & maintenance
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053812,"395,445.00",Software Development
Department for Education,Core,24/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053816,"83,880.00",Software Development
Department for Education,Core,24/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-053818,"35,535.00",Software Development
Department for Education,Core,27/03/2023,IS/IT,Data,Bramble Hub Limited,CORE-PINV-055081,"129,655.99",ICT repair & maintenance
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055230,"315,780.00",Software Development
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055251,"442,352.00",Software Development
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055252,"92,370.00",Software Development
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055269,"40,065.00",Software Development
Department for Education,Core,27/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055270,"35,340.00",ICT repair & maintenance
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055273,"45,645.60",Software Development
Department for Education,Core,27/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055274,"123,410.40",ICT repair & maintenance
Department for Education,Core,27/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055275,"135,910.80",ICT repair & maintenance
Department for Education,Core,27/03/2023,Other Costs,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055281,"51,163.20",Software Development
Department for Education,Core,27/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055282,"33,600.00",ICT repair & maintenance
Department for Education,Core,27/03/2023,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-055267,"60,330.00",ICT repair & maintenance
Department for Education,Core,30/03/2023,IS/IT,Data,Solirius Consulting,CORE-PINV-055687,"36,984.00",ICT repair & maintenance
Department for Education,Core,30/03/2023,IS/IT,Data,Solirius Consulting,CORE-PINV-055684,"51,060.00",ICT repair & maintenance
Department for Education,Core,30/03/2023,IS/IT,Data,Solirius Consulting,CORE-PINV-055696,"44,097.84",ICT repair & maintenance
Department for Education,Core,14/03/2023,Staff - Other,SARDIS,Cabinet Office,CORE-PINV-053956,"54,397.00",Recruitment Advertising
Department for Education,Core,08/03/2023,IS/IT,SARDIS,HIVE IT LIMITED,CORE-PINV-053535,"77,640.00",Systems Operations
Department for Education,Core,09/03/2023,IS/IT,Data,RM PLC,CORE-PINV-053844,"520,618.60",Systems Operations
Department for Education,Core,07/03/2023,IS/IT,Data,Opencast Software Europe ltd,CORE-PINV-053663,"705,300.00",Systems Operations
Department for Education,Core,21/03/2023,IS/IT,Data,Opencast Software Europe ltd,CORE-PINV-054642,"728,175.00",Systems Operations
Department for Education,Core,29/03/2023,Other Goods & Services,"Disadvantage, International and Sustainability Directorate (DISD)",ECORYS UK LTD,CORE-PINV-055537,"46,200.00",Research & Evaluation
