Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Department for Education,Core,02/11/2021,Other Goods & Services,Commercial,WILLIS LIMITED,CORE-PINV-027713,"49,381.80",Professional Services
Department for Education,Core,15/11/2021,Other Goods & Services,Commercial,WILLIS LIMITED,CORE-PINV-028392,"36,462.60",Professional Services
Department for Education,Core,03/11/2021,Other Goods & Services,Commercial,GOVERNMENT ACTUARYS DEPT,CORE-PINV-027726,"51,862.68",Professional Services
Department for Education,Core,30/11/2021,Other Goods & Services,Commercial,GOVERNMENT ACTUARYS DEPT,CORE-PINV-028982,"65,833.63",Professional Services
Department for Education,Core,01/11/2021,Other Goods & Services,Commercial Delivery,Cabinet Office,CORE-PINV-027700,"101,898.00",Professional Services
Department for Education,Core,19/11/2021,Other Goods & Services,Human Resources,Cabinet Office,CORE-PINV-028582,"415,998.00",Professional Services
Department for Education,Core,11/11/2021,IS/IT,Human Resources,WORKDAY LTD,CORE-PINV-028193,"33,726.00",Training credits 2021-22’
Department for Education,Core,02/11/2021,IS/IT,Digital and Technology,Bytes Software Services Ltd,CORE-PINV-027720,"76,210.24",End User Software & Hardware
Department for Education,Core,23/11/2021,IS/IT,Digital and Technology,SMART SOURCING PLC,CORE-PINV-028191,"55,536.31",Professional Services
Department for Education,Core,11/11/2021,IS/IT,Digital and Technology,VODAFONE ENTERPRISE U.K. (Fixed Line),CORE-PINV-028225,"26,169.16",Telecoms
Department for Education,Core,17/11/2021,IS/IT,Digital and Technology,VODAFONE ENTERPRISE U.K. (Fixed Line),CORE-PINV-028517,"26,351.03",Telecoms
Department for Education,Core,05/11/2021,Other Costs,Digital and Technology,Insight Direct (UK) Ltd,CORE-PINV-027446,"25,840.08",ICT Hardware
Department for Education,Core,26/11/2021,Other Goods & Services,Digital and Technology,FARSIGHT CONSULTING LIMITED,CORE-PINV-028920,"25,026.00",Professional Services
Department for Education,Core,12/11/2021,Grants Expenditure,Digital and Technology,NOTTINGHAMSHIRE COUNTY COUNCIL,CUPS0035130,"33,883.90",Capital grants - Local Government
Department for Education,Core,03/11/2021,Grants Expenditure,Digital and Technology,NESTA,CORE-MAIN-025598,"150,790.01",Research
Department for Education,Core,02/11/2021,IS/IT,Digital and Technology,Bytes Software Services Ltd,CORE-PINV-027721,"144,242.88",End User Software & Hardware
Department for Education,Core,04/11/2021,IS/IT,Digital and Technology,Bytes Software Services Ltd,CORE-PINV-027927,"29,576.16",End User Software & Hardware
Department for Education,Core,29/11/2021,IS/IT,Digital and Technology,Complete University Guide Limited ,CORE-PINV-028895,"22,512.48",ICT Support & Maintenance
Department for Education,Core,17/11/2021,IS/IT,Digital and Technology,Bae Systems Applied Intelligence Ltd,CORE-PINV-028452,"112,952.41",Systems Development
Department for Education,Core,18/11/2021,IS/IT,Digital and Technology,Bae Systems Applied Intelligence Ltd,CORE-PINV-028513,"80,806.22",Systems Development
Department for Education,Core,09/11/2021,IS/IT,Digital and Technology,Bytes Software Services Ltd,CORE-PINV-027926,"1,086,352.46",Systems Development
Department for Education,Core,09/11/2021,IS/IT,Digital and Technology,Cabinet Office,CORE-PINV-028008,"87,506.10",End User Software & Hardware
Department for Education,Core,10/11/2021,IS/IT,Digital and Technology,SOL-TEC LIMITED,CORE-PINV-028123,"74,156.82",Systems Development
Department for Education,Core,10/11/2021,IS/IT,Digital and Technology,SOL-TEC LIMITED,CORE-PINV-028113,"70,447.65",Systems Development
Department for Education,Core,10/11/2021,IS/IT,Digital and Technology,SOL-TEC LIMITED,CORE-PINV-028121,"106,145.90",Systems Development
Department for Education,Core,10/11/2021,IS/IT,Digital and Technology,SOL-TEC LIMITED,CORE-PINV-028122,"104,386.59",Systems Development
Department for Education,Core,10/11/2021,Other Costs,Digital and Technology,SOL-TEC LIMITED,CORE-PINV-028119,"36,074.81",Buildings additions
Department for Education,Core,04/11/2021,IS/IT,Digital and Technology,Insight Direct (UK) Ltd,CORE-PINV-027886,"74,609.28",End User Software & Hardware
Department for Education,Core,10/11/2021,Staff - Temporary Staff,Digital and Technology,LA INTERNATIONAL,CORE-PINV-028171,"37,326.00",Short term & agency staff
Department for Education,Core,18/11/2021,Staff - Temporary Staff,Digital and Technology,Methods Business and Digital Technology Ltd,CORE-PINV-028558,"183,135.00",Short term & agency staff
Department for Education,Core,25/11/2021,Other Goods & Services,Digital and Technology,Parity Consultancy Services Limited,CORE-PINV-028841,"27,379.20",Professional Services
Department for Education,Core,01/11/2021,Other Costs,Analysis,ECORYS UK LTD,CORE-PINV-027540,"24,453.00",Research & development
Department for Education,Core,15/11/2021,Other Goods & Services,Analysis,ECORYS UK LTD,CORE-PINV-028348,"76,968.00",Research & Evaluation
Department for Education,Core,17/11/2021,Other Goods & Services,Analysis,IFF RESEARCH LTD,CORE-PINV-027884,"28,950.00",Research & Evaluation
Department for Education,Core,19/11/2021,Other Costs,Analysis,IFF RESEARCH LTD,CORE-PINV-028563,"69,545.30",Research & development
Department for Education,Core,30/11/2021,Other Costs,Analysis,IFF RESEARCH LTD,CORE-PINV-028931,"25,000.00",Research & development
Department for Education,Core,05/11/2021,Other Goods & Services,Analysis,Kantar UK Ltd,CORE-PINV-027666,"25,528.85",Research & Evaluation
Department for Education,Core,15/11/2021,Other Costs,Analysis,Kantar UK Ltd,CORE-PINV-028345,"166,496.00",Research & development
Department for Education,Core,01/11/2021,Other Goods & Services,Analysis,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PCR-000988,"-30,000.00",Research & Evaluation
Department for Education,Core,01/11/2021,Other Goods & Services,Analysis,NATIONAL CENTRE FOR SOCIAL RESEARCH,CORE-PINV-027687,"36,718.00",Research & Evaluation
Department for Education,Core,04/11/2021,Other Costs,Analysis,NATIONAL FOUNDATION FOR EDUCATIONAL RESEARCH NFER,CORE-PINV-027812,"45,000.00",Research & development
Department for Education,Core,17/11/2021,Other Goods & Services,Analysis,OECD,CUPS0035168,"202,446.23",Research & Evaluation
Department for Education,Core,04/11/2021,Other Costs,Analysis,RAND Europe Community Interest Company,CORE-PINV-027802,"23,664.00",Research & development
Department for Education,Core,15/11/2021,Other Goods & Services,Analysis,SHEFFIELD HALLAM UNIVERSITY,CORE-PINV-028328,"37,040.00",Research & Evaluation
Department for Education,Core,23/11/2021,Staff - Other,Data,Cabinet Office,CORE-PINV-028640,"147,110.00",Recruitment Advertising
Department for Education,Core,15/11/2021,IS/IT,Data,CAPGEMINI UK PLC,CORE-PINV-028364,"70,013.15",ICT repair & maintenance
Department for Education,Core,08/11/2021,IS/IT,Data,AGILE SOLUTIONS GB LTD,CORE-PINV-028003,"59,388.00",ICT repair & maintenance
Department for Education,Core,15/11/2021,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-028325,"49,398.00",ICT repair & maintenance
Department for Education,Core,15/11/2021,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-028318,"81,452.00",ICT repair & maintenance
Department for Education,Core,18/11/2021,IS/IT,Data,Engine Partners UK LLP - Engine Transformation,CORE-PINV-028520,"92,165.20",ICT repair & maintenance
Department for Education,Core,17/11/2021,IS/IT,Data,HIPPO DIGITAL LTD,CORE-PINV-028370,"49,920.00",ICT repair & maintenance
Department for Education,Core,12/11/2021,IS/IT,Data,OLIVE JAR DIGITAL LTD,CORE-PINV-028251,"47,754.00",ICT repair & maintenance
Department for Education,Core,12/11/2021,IS/IT,Data,OLIVE JAR DIGITAL LTD,CORE-PINV-028252,"91,051.72",ICT repair & maintenance
Department for Education,Core,12/11/2021,IS/IT,Data,OLIVE JAR DIGITAL LTD,CORE-PINV-028248,"59,562.00",ICT repair & maintenance
Department for Education,Core,10/11/2021,IS/IT,Data,SOL-TEC LIMITED,CORE-PINV-028112,"100,297.01",ICT repair & maintenance
Department for Education,Core,09/11/2021,IS/IT,Data,HIVE IT LIMITED,CORE-PINV-027952,"62,472.00",Systems Operations
Department for Education,Core,29/11/2021,IS/IT,Data,CDW LTD,CORE-PINV-028894,"138,073.85",ICT repair & maintenance
Department for Education,Core,29/11/2021,IS/IT,Data,RM EDUCATION PLC,CORE-PINV-028966,"390,404.58",Systems Operations
Department for Education,Core,11/11/2021,IS/IT,Data,CADENCE INNOVA,CORE-PINV-028036,"325,044.65",Systems Operations
Department for Education,Core,22/11/2021,"Marketing, Media and Comms","Planning, Performance and Risk",MINISTRY OF JUSTICE,CORE-PINV-028607,"21,014.00",COP26 material’
Department for Education,Core,16/11/2021,Learning & Development,Capital Directorate,Ernst & Young LLP,D-PINV041040,"28,800.00",Training costs
Department for Education,Core,19/11/2021,Other Goods & Services,Capital Directorate,Ceox Services Ltd,D-PINV041115,"28,890.10",Professional Services
Department for Education,Core,03/11/2021,Office Costs,Capital Directorate,City Electrical Factors Limited,D-PINV040193,"388,752.00",Office related
Department for Education,Core,08/11/2021,Office Costs,Capital Directorate,Rexel UK Ltd,D-PINV040656,"1,816,731.45",Office related
Department for Education,Core,10/11/2021,Office Costs,Capital Directorate,Rexel UK Ltd,D-PINV040763,"1,698,399.90",Office related
Department for Education,Core,30/11/2021,Office Costs,Capital Directorate,Rexel UK Ltd,D-PINV041137,"8,070,201.72",Office related
Department for Education,Core,08/11/2021,Grants Expenditure,Capital Directorate,McBains Ltd,D-PINV040673,"65,924.40",Capital grants - Private Sector
Department for Education,Core,01/11/2021,Grants Expenditure,Capital Directorate,Kensington Aldridge Academy,DU00065460,"27,547.00",Current grants - Academy Trust
Department for Education,Core,08/11/2021,Grants Expenditure,Capital Directorate,Portakabin Ltd,D-PINV040861,"166,226.58",Current grants - Academy Trust
Department for Education,Core,30/11/2021,Grants Expenditure,Capital Directorate,Jisc Services Limited,D-PINV041283,"515,091.00",Current grants - Private Sector
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,CL041543,"49,261.80",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BARNSLEY METROPOLITAN BOROUGH COUNCIL,CL041568,"593,303.13",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BATH & NORTH EAST SOMERSET COUNCIL,CL041581,"539,144.13",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BEDFORD BOROUGH COUNCIL,CL041590,"663,205.31",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Blackburn with Darwen Borough Council,CL041614,"314,625.02",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BLACKPOOL BOROUGH COUNCIL,CL041615,"49,378.70",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BRADFORD CITY COUNCIL,CL041572,"317,451.79",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BRENT LONDON BOROUGH COUNCIL,CL041544,"1,029,321.14",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BRIGHTON & HOVE CITY COUNCIL,CL041596,"546,199.11",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BRISTOL CITY COUNCIL,CL041582,"1,090,206.84",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BROMLEY LONDON BOROUGH COUNCIL,CL041545,"248,607.29",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Buckinghamshire Council,CL041592,"671,970.65",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BURY METRO BOROUGH COUNCIL,CL041563,"209,695.17",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,CALDERDALE METRO BOROUGH COUNCIL,CL041573,"460,654.04",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,CENTRAL BEDFORDSHIRE COUNCIL,CL041591,"825,993.73",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Cheshire East Council,CL041618,"664,115.55",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,CHESHIRE WEST & CHESTER COUNCIL,CL041619,"2,750,535.68",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,CITY OF YORK COUNCIL,CL041589,"762,204.45",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,COVENTRY CITY COUNCIL,CL041554,"2,637,055.99",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,CROYDON LONDON BOROUGH COUNCIL,CL041546,"473,190.58",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,CUMBRIA COUNTY COUNCIL,CL041620,"217,588.61",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,DEVON COUNTY COUNCIL,CL041607,"1,374,776.58",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,DONCASTER METRO BOROUGH COUNCIL,CL041569,"154,739.17",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,DORSET COUNCIL,CL041593,"235,515.11",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,DUDLEY METRO BOROUGH COUNCIL,CL041555,"157,912.35",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,DURHAM COUNTY COUNCIL,CL041594,"159,997.13",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,EAST RIDING OF YORKSHIRE COUNCIL,CL041587,"144,902.72",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,EAST SUSSEX COUNTY COUNCIL,CL041595,"221,148.32",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,ESSEX COUNTY COUNCIL,CL041609,"2,416,977.07",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,GREENWICH LONDON BOROUGH COUNCIL,CL041540,"1,394,122.90",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,HAMPSHIRE COUNTY COUNCIL,CL041597,"4,544,861.67",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,HARROW LONDON BOROUGH COUNCIL,CL041548,"1,663,711.52",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,HERTFORDSHIRE COUNTY COUNCIL,CL041621,"1,487,341.06",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,HOUNSLOW LONDON BOROUGH COUNCIL,CL041549,"286,742.12",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,ISLE OF WIGHT COUNCIL,CL041622,"132,441.39",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,KENT COUNTY COUNCIL,CL041612,"2,691,770.28",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,KINGSTON UPON HULL CITY COUNCIL,CL041586,"641,950.30",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,KNOWSLEY METRO BOROUGH COUNCIL,CL041560,"44,908.34",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,LANCASHIRE COUNTY COUNCIL,CL041613,"1,395,391.85",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,LEEDS CITY COUNCIL,CL041574,"7,240,704.89",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,LEICESTERSHIRE COUNTY COUNCIL,CL041599,"2,460,920.70",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,LINCOLNSHIRE COUNTY COUNCIL,CL041623,"322,264.34",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,LIVERPOOL CITY COUNCIL,CL041561,"353,546.69",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,London Borough of Sutton,CL041553,"1,796,725.80",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,London Borough of Tower Hamlets,CL041541,"270,751.85",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Middlesbrough Council,CL041584,"1,075,826.12",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,NEWCASTLE CITY COUNCIL,CL041577,"193,773.35",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,NEWHAM LONDON BOROUGH COUNCIL,CL041551,"115,100.39",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,NORFOLK COUNTY COUNCIL,CL041624,"866,972.22",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,North Northamptonshire Council,CL041629,"115,874.26",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,NORTH TYNESIDE METRO BOROUGH COUNCIL,CL041578,"211,199.36",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,NORTH YORKSHIRE COUNTY COUNCIL,CL041588,"375,742.25",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,NOTTINGHAMSHIRE COUNTY COUNCIL,CL041616,"1,822,663.91",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,OLDHAM METRO BOROUGH COUNCIL,CL041564,"759,179.53",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,PETERBOROUGH CITY COUNCIL,CL041606,"315,131.14",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Reading Borough Council,CL041604,"1,039,524.07",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,REDCAR & CLEVELAND BOROUGH COUNCIL,CL041585,"38,213.97",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,RICHMOND UPON THAMES LONDON BOROUGH COUNCIL,CL041552,"46,291.85",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,ROTHERHAM BOROUGH COUNCIL,CL041570,"382,164.80",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,CL041550,"116,625.14",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,CL041603,"87,883.82",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,RUTLAND COUNTY COUNCIL,CL041600,"187,665.54",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Sandwell Metro Borough Council,CL041556,"992,458.24",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SHEFFIELD CITY COUNCIL,CL041571,"513,057.32",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SHROPSHIRE COUNCIL,CL041617,"337,501.66",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SOLIHULL METRO BOROUGH COUNCIL,CL041557,"487,580.01",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SOUTH GLOUCESTERSHIRE COUNCIL,CL041583,"459,341.97",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SOUTHAMPTON CITY COUNCIL,CL041598,"908,861.83",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,ST HELENS METRO BOROUGH COUNCIL,CL041562,"313,130.72",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,STOKE ON TRENT CITY COUNCIL,CL041601,"1,285,422.33",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SUFFOLK COUNTY COUNCIL,CL041625,"539,296.26",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SUNDERLAND CITY METRO BOROUGH COUNCIL,CL041579,"382,271.72",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,SURREY COUNTY COUNCIL,CL041626,"10,068,657.67",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,TAMESIDE METRO BOROUGH COUNCIL,CL041565,"1,359,090.65",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,THURROCK BOROUGH COUNCIL,CL041610,"711,104.08",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,TORBAY COUNCIL,CL041608,"1,005,632.51",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Trafford Borough Council,CL041566,"871,308.04",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Wakefield City Council,CL041575,"123,153.54",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,WALSALL METRO BOROUGH COUNCIL,CL041558,"146,652.34",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,WARWICKSHIRE COUNTY COUNCIL,CL041627,"2,681,812.95",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,West Northamptonshire Council,CL041630,"251,825.75",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,West Sussex County Council,CL041628,"781,635.41",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,WESTMINSTER CITY COUNCIL,CL041542,"245,630.06",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Wigan Metropolitan Borough Council,CL041567,"244,103.11",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,WILTSHIRE COUNTY COUNCIL,CL041602,"347,953.81",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,WOKINGHAM COUNCIL,CL041605,"794,971.17",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,WOLVERHAMPTON CITY COUNCIL,CL041559,"2,090,046.79",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,Worcestershire County Council,CL041611,"546,613.37",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BARKING & DAGENHAM LONDON BOROUGH COUNCIL,CL041402,"580,607.66",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BARNET LONDON BOROUGH COUNCIL,CL041403,"398,429.14",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BARNSLEY METROPOLITAN BOROUGH COUNCIL,CL041444,"84,169.50",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BATH & NORTH EAST SOMERSET COUNCIL,CL041458,"39,806.45",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BEDFORD BOROUGH COUNCIL,CL041473,"248,821.95",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BEXLEY LONDON BOROUGH COUNCIL,CL041404,"151,951.09",Capital grants - Local Government
Department for Education,Core,19/11/2021,Grants Expenditure,Capital Directorate,BIRMINGHAM CITY COUNCIL,CL041422,"1,509,254.33",Capital grants - Local Government
