Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,22/06/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,631590,Prop Dw SCA Serv Chrge+ Off BS,"£7,681,856.09"
Ministry of Defence,Ministry of Defence,14/06/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020186,Intangible Cap Additions In Yr,"£7,568,431.13"
Ministry of Defence,Ministry of Defence,28/06/2022,P+M General Services,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632647,P+M General Services,"£7,415,303.71"
Ministry of Defence,Ministry of Defence,24/06/2022,Intangibles SUME,Defence Nuclear Organisation,BAE SYSTEMS MARINE LTD,LA14 1AF,632124,Intangible Cap Additions In Yr,"£7,004,212.23"
Ministry of Defence,Ministry of Defence,27/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,632308,Estate+Facilities Mgmnt Servs,"£6,902,002.73"
Ministry of Defence,Ministry of Defence,07/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,628757,Estate+Facilities Mgmnt Servs,"£6,854,601.36"
Ministry of Defence,Ministry of Defence,13/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VINCI CONSTRUCTION UK LIMITED,WD24 4WW,629774,Estate+Facilities Mgmnt Servs,"£5,700,297.97"
Ministry of Defence,Ministry of Defence,28/06/2022,Defence Equip General Services,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,632618,Defence Eqpt Serv Chrge+Off BS,"£5,693,432.00"
Ministry of Defence,Ministry of Defence,16/06/2022,Assets under Construction,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000069812,Fiscal AUC Capital Additions,"£5,662,891.41"
Ministry of Defence,Ministry of Defence,09/06/2022,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,629306,Defence Eqpt Serv Chrge+Off BS,"£5,474,844.05"
Ministry of Defence,Ministry of Defence,20/06/2022,P+M General Services,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,630986,P+M General Services,"£5,238,816.76"
Ministry of Defence,Ministry of Defence,10/06/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,EMP 16879,Monthly GPC Payment,"£4,812,368.88"
Ministry of Defence,Ministry of Defence,14/06/2022,Raw Materials + Consumables,Defence Equipment and Support,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (UK) LTD,GU21 5BH,2000020183,RMC Oil Fuel & Lubricants,"£4,695,597.79"
Ministry of Defence,Ministry of Defence,16/06/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,630504,Prop NonDw SCA Srv Chrg+Off BS,"£4,669,639.58"
Ministry of Defence,Ministry of Defence,29/06/2022,P+M General Services,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632825,P+M General Services,"£4,488,968.30"
Ministry of Defence,Ministry of Defence,28/06/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,EMP 16926,Monthly GPC Payment,"£4,408,847.33"
Ministry of Defence,Ministry of Defence,06/06/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,628590,CL MonthEnd Accruals Balance,"£4,376,077.42"
Ministry of Defence,Ministry of Defence,13/06/2022,Raw Materials + Consumables,Defence Equipment and Support,COMPANIA ESPANOLA DE PETROLEOS SA,,2000020171,RMC Oil Fuel & Lubricants,"£4,202,903.72"
Ministry of Defence,Ministry of Defence,13/06/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,629798,CL MonthEnd Accruals Balance,"£4,188,500.85"
Ministry of Defence,Ministry of Defence,29/06/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,632906,Prop NonDw SCA Srv Chrg+Off BS,"£4,133,118.83"
Ministry of Defence,Ministry of Defence,21/06/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,631272,CL MonthEnd Accruals Balance,"£4,036,268.30"
Ministry of Defence,Ministry of Defence,28/06/2022,Assets under Construction,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632647,SUME AUC Capital Additions,"£4,008,179.56"
Ministry of Defence,Ministry of Defence,21-Jun-22,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,631249,SUME AUC Capital Additions,"£3,845,495.00"
Ministry of Defence,Ministry of Defence,15/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,630210,Fiscal AUC Capital Additions,"£3,581,281.78"
Ministry of Defence,Ministry of Defence,20/06/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,630999,Rental Payments-Transport-Oth,"£3,539,964.62"
Ministry of Defence,Ministry of Defence,20/06/2022,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,631118,P+M General Services,"£3,517,344.18"
Ministry of Defence,Ministry of Defence,28/06/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,632455,CL MonthEnd Accruals Balance,"£3,329,255.68"
Ministry of Defence,Ministry of Defence,24/06/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020275,P+M General Services,"£3,239,893.48"
Ministry of Defence,Ministry of Defence,15/06/2022,Assets under Construction,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,630241,Fiscal AUC Capital Additions,"£3,227,915.80"
Ministry of Defence,Ministry of Defence,09/06/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020158,P+M General Services,"£3,116,770.27"
Ministry of Defence,Ministry of Defence,09/06/2022,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020158,Defence Eqpt Serv Chrge+Off BS,"£3,081,046.84"
Ministry of Defence,Ministry of Defence,06/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,628249,Fiscal AUC Capital Additions,"£2,846,667.92"
Ministry of Defence,Ministry of Defence,27/06/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020293,P+M General Services,"£2,820,346.45"
Ministry of Defence,Ministry of Defence,13/06/2022,Rental Payments - Transport,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,629681,Rental Payments-Transport-Oth,"£2,675,736.00"
Ministry of Defence,Ministry of Defence,24/06/2022,Decom+Restoration Liab Nuclear,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,631951,Decom+Restoration Liab Nuclear,"£2,641,669.29"
Ministry of Defence,Ministry of Defence,27/06/2022,Assets under Construction,Air Command,SURREY SATELLITE TECHNOLOGY LTD,GU2 7YE,632206,Fiscal AUC Capital Additions,"£2,640,865.20"
Ministry of Defence,Ministry of Defence,29/06/2022,Assets under Construction,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632825,SUME AUC Capital Additions,"£2,580,416.96"
Ministry of Defence,Ministry of Defence,14/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,630025,Estate+Facilities Mgmnt Servs,"£2,568,367.59"
Ministry of Defence,Ministry of Defence,09/06/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,629306,P+M General Services,"£2,548,529.15"
Ministry of Defence,Ministry of Defence,16/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,630723,Estate+Facilities Mgmnt Servs,"£2,527,763.63"
Ministry of Defence,Ministry of Defence,06/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,628437,Estate+Facilities Mgmnt Servs,"£2,493,905.10"
Ministry of Defence,Ministry of Defence,22/06/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020248,Intangible Cap Additions In Yr,"£2,405,580.95"
Ministry of Defence,Ministry of Defence,28/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000070617,Estate+Facilities Mgmnt Servs,"£2,394,747.78"
Ministry of Defence,Ministry of Defence,28/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,632581,Estate+Facilities Mgmnt Servs,"£2,359,635.70"
Ministry of Defence,Ministry of Defence,10/06/2022,Raw Materials + Consumables,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000069763,RMC Engineering + Technical,"£2,298,324.76"
Ministry of Defence,Ministry of Defence,16/06/2022,Intangibles SUME,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,630495,Intangible Cap Additions In Yr,"£2,198,424.53"
Ministry of Defence,Ministry of Defence,22-Jun-22,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,631461,SUME AUC Capital Additions,"£2,180,313.09"
Ministry of Defence,Ministry of Defence,06/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,628249,Estate+Facilities Mgmnt Servs,"£2,148,199.30"
Ministry of Defence,Ministry of Defence,07/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,PINNACLE HOUSING LIMITED,WC1V 6PL,628777,Estate+Facilities Mgmnt Servs,"£2,142,085.50"
Ministry of Defence,Ministry of Defence,28/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,PINNACLE HOUSING LIMITED,WC1V 6PL,632632,Estate+Facilities Mgmnt Servs,"£2,142,085.50"
Ministry of Defence,Ministry of Defence,06/06/2022,Rental Payments - Buildings,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,628291,Prop NonDw SCA Srv Chrg+Off BS,"£2,099,344.90"
Ministry of Defence,Ministry of Defence,06/06/2022,P+M General Services,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000069698,P+M General Services,"£2,049,936.89"
Ministry of Defence,Ministry of Defence,23/06/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020263,Intangible Cap Additions In Yr,"£2,041,737.61"
Ministry of Defence,Ministry of Defence,13/06/2022,External Education + Training,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,629715,External Training Mil.,"£2,040,914.85"
Ministry of Defence,Ministry of Defence,07/06/2022,P+M General Services,Defence Equipment and Support,CENTRELINE AV LIMITED,BS48 3DP,628653,P+M General Services,"£2,008,537.29"
Ministry of Defence,Ministry of Defence,23/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,631873,Estate+Facilities Mgmnt Servs,"£1,968,272.05"
Ministry of Defence,Ministry of Defence,14-Jun-22,Assets under Construction,Defence Equipment and Support,BOHEMIA INTERACTIVE SIMULATIONS (UK) LIMITED,GU14 6UU,630023,SUME AUC Capital Additions,"£1,920,000.00"
Ministry of Defence,Ministry of Defence,16/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,630621,Fiscal AUC Capital Additions,"£1,919,490.00"
Ministry of Defence,Ministry of Defence,20/06/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,630760,Prop Dw SCA Serv Chrge+ Off BS,"£1,882,039.23"
Ministry of Defence,Ministry of Defence,23/06/2022,P+M General Services,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,631828,P+M General Services,"£1,861,004.00"
Ministry of Defence,Ministry of Defence,14/06/2022,Assets under Construction,Defence Equipment and Support,THERMOTEKNIX SYSTEMS LIMITED,CB5 9QR,630127,SUME AUC Capital Additions,"£1,850,496.00"
Ministry of Defence,Ministry of Defence,28/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERFITZPATRICK LIMITED,EN11 9BX,632683,Fiscal AUC Capital Additions,"£1,849,688.20"
Ministry of Defence,Ministry of Defence,24/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,632117,Estate+Facilities Mgmnt Servs,"£1,829,295.77"
Ministry of Defence,Ministry of Defence,28/06/2022,Fuels Non Utilities Consumed,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,632545,Fuels Non Utilities Consumed,"£1,822,470.76"
Ministry of Defence,Ministry of Defence,23/06/2022,P+M General Services,Defence Equipment and Support,AIRBUS DEFENCE AND SPACE S.A.U.,,6000070527,P+M General Services,"£1,818,399.94"
Ministry of Defence,Ministry of Defence,23-Jun-22,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000070546,SUME AUC Capital Additions,"£1,686,387.20"
Ministry of Defence,Ministry of Defence,16/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,630556,Fiscal AUC Capital Additions,"£1,627,602.82"
Ministry of Defence,Ministry of Defence,23/06/2022,Telecomms + IT non capital,Strategic Command,CAPGEMINI UK PLC,GU21 6DB,631787,IT+Comms Rental Payments,"£1,621,100.00"
Ministry of Defence,Ministry of Defence,20/06/2022,Defence Equip General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,630871,Defence Eqpt Serv Chrge+Off BS,"£1,576,261.90"
Ministry of Defence,Ministry of Defence,22/06/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020248,P+M General Services,"£1,571,912.39"
Ministry of Defence,Ministry of Defence,06/06/2022,Rental Payments - Transport,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,628344,Rental Payments-Transport-FE,"£1,570,072.28"
Ministry of Defence,Ministry of Defence,15/06/2022,Assets under Construction,Defence Equipment and Support,INSTRO PRECISION LTD,CT13 9FL,630190,SUME AUC Capital Additions,"£1,500,799.10"
Ministry of Defence,Ministry of Defence,22/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,631584,Fiscal AUC Capital Additions,"£1,497,502.14"
Ministry of Defence,Ministry of Defence,06/06/2022,Food + Clothing Consumed,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,628590,Food + Clothing Consumed,"£1,493,285.57"
Ministry of Defence,Ministry of Defence,10/06/2022,Telecomms + IT non capital,Strategic Command,CAPGEMINI UK PLC,GU21 6DB,629531,IT+Comms Rental Payments,"£1,471,674.00"
Ministry of Defence,Ministry of Defence,27/06/2022,Rates + CILOR + Rents,DEFENCE INFRASTRUCTURE ORGANISATION,MEARS LIMITED,RG24 8FW,632352,Rates+CILOR + Rents,"£1,468,748.09"
Ministry of Defence,Ministry of Defence,27/06/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,ORACLE CORPORATION U K LTD,RG6 1RA,632271,IT+Comms Rental Payments,"£1,466,353.93"
Ministry of Defence,Ministry of Defence,06/06/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,628575,P+M General Services,"£1,454,586.63"
Ministry of Defence,Ministry of Defence,15/06/2022,P+M General Services,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000069807,P+M General Services,"£1,426,684.15"
Ministry of Defence,Ministry of Defence,07/06/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020136,P+M General Services,"£1,418,133.27"
Ministry of Defence,Ministry of Defence,13/06/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020175,P+M General Services,"£1,418,133.27"
Ministry of Defence,Ministry of Defence,20/06/2022,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,630999,Rental Payments-Transport-Oth,"£1,406,716.40"
Ministry of Defence,Ministry of Defence,28-Jun-22,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,LAGAN  AVIATION & INFRASTRUCTURE LIMITED,BT3 9HA,632536,Fiscal AUC Capital Additions,"£1,381,473.60"
Ministry of Defence,Ministry of Defence,07/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,628639,Fiscal AUC Capital Additions,"£1,288,192.80"
Ministry of Defence,Ministry of Defence,22/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,631615,Fiscal AUC Capital Additions,"£1,244,921.12"
Ministry of Defence,Ministry of Defence,13/06/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,629795,P+M General Services,"£1,242,235.00"
Ministry of Defence,Ministry of Defence,07/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,THE C.S.P. (CYPRUS SERVICES  PROVIDER) JOINT VENTURE,BFPO 53,6000069707,Fiscal AUC Capital Additions,"£1,203,413.32"
Ministry of Defence,Ministry of Defence,14/06/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,630113,CL MonthEnd Accruals Balance,"£1,199,377.49"
Ministry of Defence,Ministry of Defence,23/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000070539,Estate+Facilities Mgmnt Servs,"£1,194,474.75"
Ministry of Defence,Ministry of Defence,20/06/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,630999,Rental Payments-Transport-Oth,"£1,193,663.24"
Ministry of Defence,Ministry of Defence,20/06/2022,IT+Comms Equipment,Air Command,CAM MANAGEMENT SOLUTIONS LIMITED,M3 2HW,630940,IT+Comms Capital Addtns In Yr,"£1,186,000.00"
Ministry of Defence,Ministry of Defence,28/06/2022,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632647,Defence Eqpt Serv Chrge+Off BS,"£1,158,579.38"
Ministry of Defence,Ministry of Defence,27/06/2022,P+M General Services,Defence Nuclear Organisation,JFD LIMITED,PA4 9RW,632307,P+M General Services,"£1,120,090.98"
Ministry of Defence,Ministry of Defence,21/06/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,631211,Rental Payments-Transport-Oth,"£1,093,943.76"
Ministry of Defence,Ministry of Defence,15/06/2022,Fees for Prof Services,Air Command,PA CONSULTING SERVICES LTD,SG8 6DP,630203,Fees for Other Prof Services,"£1,092,351.60"
Ministry of Defence,Ministry of Defence,09/06/2022,CL MonthEnd Accruals Balance,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,629386,CL MonthEnd Accruals Balance,"£1,092,302.40"
Ministry of Defence,Ministry of Defence,22/06/2022,Telecomms + IT non capital,Head Office and Corporate Services,CELERITY LIMITED,PR4 2EF,631594,IT+Comms Internal Costs,"£1,082,848.00"
Ministry of Defence,Ministry of Defence,29/06/2022,Decom+Restoration Liab Nuclear,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632825,Decom+Restoration Liab Nuclear,"£1,075,643.38"
Ministry of Defence,Ministry of Defence,21/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ROBERTSON CONSTRUCTION GROUP LIMITED,IV30 6AE,631405,Fiscal AUC Capital Additions,"£1,065,235.23"
Ministry of Defence,Ministry of Defence,13/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY COMMUNITY LIMITED,L19 2PH,629855,Estate+Facilities Mgmnt Servs,"£1,057,702.58"
Ministry of Defence,Ministry of Defence,20/06/2022,Heating Oil+Utilities Consumed,Navy Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,630884,Electricity,"£1,038,633.51"
Ministry of Defence,Ministry of Defence,20/06/2022,CL MonthEnd Accruals Balance,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,631082,CL MonthEnd Accruals Balance,"£1,010,926.01"
Ministry of Defence,Ministry of Defence,08/06/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,629105,P+M General Services,"£1,003,455.31"
Ministry of Defence,Ministry of Defence,21/06/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,631372,Fiscal AUC Capital Additions,"£1,002,669.60"
Ministry of Defence,Ministry of Defence,06/06/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,628075,Estate+Facilities Mgmnt Servs,"£998,214.09"
Ministry of Defence,Ministry of Defence,23/06/2022,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,631781,IT+Comms Rental Payments,"£968,854.45"
Ministry of Defence,Ministry of Defence,16/06/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,630569,CL MonthEnd Accruals Balance,"£953,432.94"
Ministry of Defence,Ministry of Defence,24/06/2022,Defence Equip General Services,Navy Command,QINETIQ LIMITED,GU14 0LX,631949,Defence Equip General Services,"£940,325.00"
Ministry of Defence,Ministry of Defence,16/06/2022,Fees for Prof Services,Air Command,PA CONSULTING SERVICES LTD,SG8 6DP,630582,Fees for Other Prof Services,"£933,986.40"
Ministry of Defence,Ministry of Defence,29/06/2022,Telecomms + IT non capital,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,632825,IT+Comms Rental Payments,"£918,606.47"
Ministry of Defence,Ministry of Defence,13/06/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,629678,Fees for Other Prof Services,"£903,913.27"
Ministry of Defence,Ministry of Defence,29/06/2022,Telecomms + IT non capital,Navy Command,CARBON60 LIMITED,HP20 2LA,632871,IT+Comms Rental Payments,"£880,052.15"
Ministry of Defence,Ministry of Defence,21/06/2022,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,631271,IT+Comms Rental Payments,"£862,366.86"
Ministry of Defence,Ministry of Defence,28/06/2022,Telecomms + IT non capital,Navy Command,CARBON60 LIMITED,HP20 2LA,632494,IT+Comms Rental Payments,"£830,975.01"
Ministry of Defence,Ministry of Defence,28/06/2022,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,632452,Fuels Non Utilities Consumed,"£814,536.88"
