Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,20/07/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000014887,Raw materials and consumable aviation fuel inventory purchased,"£2,966,726.32"
Ministry of Defence,Ministry of Defence,21/07/2020,Purchase of inventory and services ,Head Office and Corporate Services,MORGAN STANLEY & CO. INTERNATIONAL PLC,EC14 4QA,2000014895,Cost of other material consumed,"£2,894,570.08"
Ministry of Defence,Ministry of Defence,29/07/2020,Research and development,Defence Equipment and Support,FOREIGN & COMMONWEALTH OFFICE SERVICES,MK19 7BH,496077,Research and development excluding defence science and technology laboratory,"£2,809,499.35"
Ministry of Defence,Ministry of Defence,20/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,494501,Equipment support project costs,"£2,760,244.05"
Ministry of Defence,Ministry of Defence,07/07/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,491786,Spend on Inventory - General,"£2,731,379.18"
Ministry of Defence,Ministry of Defence,17/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,494220,Equipment support non-project costs,"£2,640,776.00"
Ministry of Defence,Ministry of Defence,22/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000056797,Works - estate management,"£2,616,552.71"
Ministry of Defence,Ministry of Defence,06/07/2020,Transport hire charges,Defence Equipment and Support,FORELAND SHIPPING LTD,EC3A 7BT,491606,Transport other operating lease,"£2,548,312.00"
Ministry of Defence,Ministry of Defence,22/07/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,494758,External military training,"£2,446,129.48"
Ministry of Defence,Ministry of Defence,14/07/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,493105,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,445,382.42"
Ministry of Defence,Ministry of Defence,17/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,494105,Fiscal asset under construction - capital in year addition,"£2,422,708.24"
Ministry of Defence,Ministry of Defence,28/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,495945,Equipment support non-project costs,"£2,354,253.00"
Ministry of Defence,Ministry of Defence,17/07/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,494050,Transport other operating lease,"£2,349,168.02"
Ministry of Defence,Ministry of Defence,03/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,491049,Equipment support non-project costs,"£2,213,632.68"
Ministry of Defence,Ministry of Defence,02/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,490793,Works - estate management,"£2,185,322.77"
Ministry of Defence,Ministry of Defence,13/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,2000014833,Equipment support non-project costs,"£2,183,812.98"
Ministry of Defence,Ministry of Defence,07/07/2020,Inventory Accruals,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,491748,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£2,175,021.60"
Ministry of Defence,Ministry of Defence,21/07/2020,Design services and minor equipment purchases,Joint Forces Command,MET OFFICE,EX1 3PB,494644,Equipment support non-project costs,"£2,165,933.58"
Ministry of Defence,Ministry of Defence,10/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000056610,Equipment support non-project costs,"£2,150,038.76"
Ministry of Defence,Ministry of Defence,30/07/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,496480,Spend on Inventory - General,"£2,134,873.18"
Ministry of Defence,Ministry of Defence,27/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,495642,Works - estate management,"£2,078,661.07"
Ministry of Defence,Ministry of Defence,22/07/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,494828,External military training ,"£2,042,135.72"
Ministry of Defence,Ministry of Defence,10/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000056622,Equipment support project costs,"£2,020,411.13"
Ministry of Defence,Ministry of Defence,21/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,OCCAR-EA,,6000056741,Equipment support project costs,"£2,016,765.71"
Ministry of Defence,Ministry of Defence,17/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,494202,Works - estate management,"£2,011,422.24"
Ministry of Defence,Ministry of Defence,17/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,494202,Fiscal asset under construction - capital in year addition,"£1,982,318.81"
Ministry of Defence,Ministry of Defence,27/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,495670,Equipment support non-project costs,"£1,967,078.69"
Ministry of Defence,Ministry of Defence,02/07/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,490888,Spend on Inventory - General,"£1,959,940.11"
Ministry of Defence,Ministry of Defence,03/07/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,491261,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,953,313.57"
Ministry of Defence,Ministry of Defence,28/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,495892,Works services - excluding United States forces/NATO + married quarters,"£1,952,222.47"
Ministry of Defence,Ministry of Defence,10/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,492607,Fiscal asset under construction - capital in year addition,"£1,941,520.31"
Ministry of Defence,Ministry of Defence,29/07/2020,Fees for professional services,Joint Forces Command,KPMG LLP,WD17 1DE,496240,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,916,526.00"
Ministry of Defence,Ministry of Defence,02/07/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,SERVICES SOUND & VISION CORPORATION(THE),SL9 8TN,490697,Welfare services including sports equipment and ministers of religion.,"£1,915,084.00"
Ministry of Defence,Ministry of Defence,29/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,496220,Equipment support non-project costs,"£1,911,384.42"
Ministry of Defence,Ministry of Defence,23/07/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,495221,Fees for professional services excluding legal fees,"£1,901,285.06"
Ministry of Defence,Ministry of Defence,15/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,493589,Works - estate management,"£1,883,891.33"
Ministry of Defence,Ministry of Defence,13/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,492744,Works services - excluding United States forces/NATO + married quarters,"£1,876,240.36"
Ministry of Defence,Ministry of Defence,28/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,495892,Estate core services charge,"£1,862,133.72"
Ministry of Defence,Ministry of Defence,23/07/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,495272,Property dwellings private finance initiative - service concession arrangement service charge,"£1,736,321.45"
Ministry of Defence,Ministry of Defence,13/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,492744,Fiscal asset under construction - capital in year addition,"£1,714,954.33"
Ministry of Defence,Ministry of Defence,13/07/2020,Inventory Accruals,Defence Equipment and Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE24 8BJ,492839,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,714,560.00"
Ministry of Defence,Ministry of Defence,21/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,494589,Works - estate management,"£1,702,918.23"
Ministry of Defence,Ministry of Defence,22/07/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,494827,Transport fighting equipment operating lease,"£1,689,052.00"
Ministry of Defence,Ministry of Defence,29/07/2020,Fees for professional services,Army Command,CAPITA BUSINESS SERVICES LTD,DL1 9HN,496252,Fees for professional services excluding legal fees,"£1,635,249.00"
Ministry of Defence,Ministry of Defence,28/07/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,495945,Defence equipment CLS/IOS service charge,"£1,616,418.00"
Ministry of Defence,Ministry of Defence,16/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,493958,Works - estate management,"£1,611,035.19"
Ministry of Defence,Ministry of Defence,10/07/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,492585,Spend on Inventory - General,"£1,592,914.54"
Ministry of Defence,Ministry of Defence,13/07/2020,Design services and minor equipment purchases,Air Command,QINETIQ LIMITED,GU14 0LX,492805,Equipment support project costs,"£1,506,205.00"
Ministry of Defence,Ministry of Defence,07/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,491821,Fiscal asset under construction - capital in year addition,"£1,488,950.13"
Ministry of Defence,Ministry of Defence,14/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000056648,Single use military equipment asset under construction - capital in year addition,"£1,479,042.31"
Ministry of Defence,Ministry of Defence,09/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,492365,Fiscal asset under construction - capital in year addition,"£1,425,221.81"
Ministry of Defence,Ministry of Defence,17/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,494211,Works - estate management,"£1,411,065.35"
Ministry of Defence,Ministry of Defence,09/07/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,492310,Spend on Inventory - General,"£1,387,944.67"
Ministry of Defence,Ministry of Defence,16/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000014862,Single use military equipment asset under construction - capital in year addition,"£1,382,953.12"
Ministry of Defence,Ministry of Defence,23/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000014936,Single use military equipment asset under construction - capital in year addition,"£1,358,433.49"
Ministry of Defence,Ministry of Defence,13/07/2020,Fees for professional services,Navy Command,TECHMODAL LIMITED,BS1 4ND,492889,Fees for professional services,"£1,286,350.46"
Ministry of Defence,Ministry of Defence,07-Jul-20,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,491672,Equipment support project costs,"£1,264,363.07"
Ministry of Defence,Ministry of Defence,23/07/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,495247,Information technology services,"£1,257,992.78"
Ministry of Defence,Ministry of Defence,16/07/2020,Fees for Professional Services’,DES Bespoke Trading Entity,QINETIQ LIMITED,GU14 0LX,493791,Safety Management,"£1,249,067.18"
Ministry of Defence,Ministry of Defence,07/07/2020,Government Procurement Card,Ministry of Defence,RBS PLC,,13772,Monthly GPC Payment,"1,246,862.80"
Ministry of Defence,Ministry of Defence,17/07/2020,Transport hire charges,Air Command,BABCOCK LAND LIMITED,BH23 6BS,494050,Transport other operating lease,"£1,229,539.78"
Ministry of Defence,Ministry of Defence,28/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,495892,Fiscal asset under construction - capital in year addition,"£1,211,871.45"
Ministry of Defence,Ministry of Defence,22/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,494906,Fiscal asset under construction - capital in year addition,"£1,208,173.22"
Ministry of Defence,Ministry of Defence,02/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,490955,Fiscal asset under construction - capital in year addition,"£1,194,027.00"
Ministry of Defence,Ministry of Defence,22/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,BRITISH INTERNATIONAL HELICOPTER SERVICES LIMITED,CV8 3AZ,494763,Equipment support non-project costs,"£1,192,079.89"
Ministry of Defence,Ministry of Defence,27/07/2020,Development costs for military equipment,Defence Equipment and Support,CGI IT UK LIMITED,CF31 9AP,495719,Intangible single use military equipment asset  - in year capital addition,"£1,166,140.92"
Ministry of Defence,Ministry of Defence,09/07/2020,Government Procurement Card,Ministry of Defence,RBS PLC,,13775,Monthly GPC Payment,"1,142,415.92"
Ministry of Defence,Ministry of Defence,17/07/2020,Enabling Services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,WC1A 1PB,494172,Research and development,"£1,128,600.00"
Ministry of Defence,Ministry of Defence,28/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,495892,Works - estate management,"£1,100,755.46"
Ministry of Defence,Ministry of Defence,09/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000056602,Works - estate management,"£1,083,441.22"
Ministry of Defence,Ministry of Defence,01/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,SAFRAN HELICOPTER ENGINES UK LIMITED,PO15 5RL,6000056493,Equipment support non-project costs,"£1,039,696.76"
Ministry of Defence,Ministry of Defence,02/07/2020,Fees for professional services,Navy Command,TECHMODAL LIMITED,BS1 4ND,490929,Fees for professional services,"£1,011,425.87"
Ministry of Defence,Ministry of Defence,27/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,495654,Equipment support project costs,"£1,009,230.05"
Ministry of Defence,Ministry of Defence,10/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,G33 6HZ,492667,Fiscal asset under construction - capital in year addition,"£980,510.52"
Ministry of Defence,Ministry of Defence,17/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,494030,Equipment support project costs,"£968,391.99"
Ministry of Defence,Ministry of Defence,02/07/2020,Fees for professional services,Air Command,PA CONSULTING SERVICES LTD,SG8 6DP,490666,The provision of advice and assistance relating to the strategy of an organisation,"£957,275.04"
Ministry of Defence,Ministry of Defence,27/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2207078,Equipment support project costs,"£949,686.26"
Ministry of Defence,Ministry of Defence,28/07/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,495848,Works - estate management,"£939,500.15"
Ministry of Defence,Ministry of Defence,28/07/2020,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,495892,Works - civil estate,"£927,230.92"
Ministry of Defence,Ministry of Defence,20/07/2020,Design services and minor equipment purchases,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,494438,Post design services which are not capitalised,"£915,231.90"
Ministry of Defence,Ministry of Defence,10-Jul-20,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,492606,Works - civil estate,"£913,260.01"
Ministry of Defence,Ministry of Defence,07/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,491699,Fiscal asset under construction - capital in year addition,"£906,461.30"
Ministry of Defence,Ministry of Defence,22/07/2020,IT and communication services,Navy Command,SOFTWAREONE UK Ltd,SW19 3RQ,494890,Information technology services,"£906,321.62"
Ministry of Defence,Ministry of Defence,02/07/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,2000014762,Defence equipment CLS/IOS service charge,"£899,720.09"
Ministry of Defence,Ministry of Defence,09/06/2020,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2206892,Equipment support project costs,"£899,622.82"
Ministry of Defence,Ministry of Defence,07/07/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,491680,Single use military equipment asset under construction - capital in year addition,"£892,136.98"
Ministry of Defence,Ministry of Defence,06/07/2020,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,491558,Fees for professional services excluding legal fees,"£890,577.20"
Ministry of Defence,Ministry of Defence,10/07/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,492606,Fiscal asset under construction - capital in year addition,"£882,695.41"
