Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,01/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,507850,Estate + facilities management services - accommodation inventory + service,"£6,179,971.90"
Ministry of Defence,Ministry of Defence,22/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,512706,Fiscal asset under construction - capital in year addition,"£5,889,003.60"
Ministry of Defence,Ministry of Defence,01/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEVEL PEAKS ASSOCIATES LTD.,HR4 9SG,507907,Single use military equipment asset under construction - capital in year addition,"£5,828,486.18"
Ministry of Defence,Ministry of Defence,15/10/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,511340,Defence equipment CLS/IOS service charge,"£5,799,051.54"
Ministry of Defence,Ministry of Defence,13/10/2020,Development costs for military equipment,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000015637,Intangible single use military equipment asset  - in year capital addition,"£5,207,474.40"
Ministry of Defence,Ministry of Defence,08/10/2020,General services and support,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,509784,Defence equipment CLS/IOS service charge,"£5,194,262.58"
Ministry of Defence,Ministry of Defence,08/10/2020,Development costs for military equipment,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3207013,Intangible single use military equipment asset  - in year capital addition,"£5,008,132.80"
Ministry of Defence,Ministry of Defence,15/10/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,12901,Monthly GPC Payment,"£4,935,130.94"
Ministry of Defence,Ministry of Defence,07/10/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000015594,Raw materials and consumable aviation fuel inventory purchased,"£4,843,972.25"
Ministry of Defence,Ministry of Defence,28/10/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,513904,Utilities consumed - water + sewage,"£4,606,436.68"
Ministry of Defence,Ministry of Defence,08/10/2020,Research and development,Defence Equipment and Support,"FOREIGN, COMMONWEALTH & DEVELOPMENT OFFICE SERVICES",MK19 7BH,509695,Research and development excluding defence science and technology laboratory,"£4,480,473.93"
Ministry of Defence,Ministry of Defence,22/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,512530,Estate core services charge,"£4,241,082.89"
Ministry of Defence,Ministry of Defence,27/10/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,513586,Utilities consumed - water + sewage,"£4,200,423.55"
Ministry of Defence,Ministry of Defence,12/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,510506,Works services - excluding United States forces/NATO + married quarters,"£4,167,412.75"
Ministry of Defence,Ministry of Defence,29/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2207401,Single use military equipment asset under construction - capital in year addition,"£4,016,699.14"
Ministry of Defence,Defence Science and Technology Laboratory,09/10/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000085339 - 00337367,Capital Asset expenditure,"£3,958,198.19"
Ministry of Defence,Ministry of Defence,27/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,513383,Fiscal asset under construction - capital in year addition,"£3,938,750.00"
Ministry of Defence,Ministry of Defence,08/10/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,509971,Defence equipment CLS/IOS service charge,"£3,468,141.25"
Ministry of Defence,Ministry of Defence,12/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000058270,Equipment support non-project costs,"£3,253,873.72"
Ministry of Defence,Ministry of Defence,01/10/2020,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,507788,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,245,906.12"
Ministry of Defence,Ministry of Defence,15/10/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015683,Defence equipment CLS/IOS service charge,"£3,145,662.37"
Ministry of Defence,Ministry of Defence,23/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000058492,Estate + facilities management services - accommodation inventory + service,"£3,000,290.67"
Ministry of Defence,Ministry of Defence,19/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,511799,Works - estate management,"£2,991,882.33"
Ministry of Defence,Ministry of Defence,09/10/2020,Spend on Inventory - General,Defence Equipment and Support,GENERAL DYNAMICS ORDNANCE AND  TACTICAL SYSTEMS-CANADA INC,J5Z 2P4,2207297,Spend on Inventory - General,"£2,989,700.09"
Ministry of Defence,Ministry of Defence,15/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,FERRANTI TECHNOLOGIES LIMITED,OL4 3JA,511324,Single use military equipment asset under construction - capital in year addition,"£2,883,357.60"
Ministry of Defence,Ministry of Defence,20/10/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13913,Monthly GPC Payment,"£2,876,378.21"
Ministry of Defence,Ministry of Defence,19/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,511799,Fiscal asset under construction - capital in year addition,"£2,681,898.88"
Ministry of Defence,Ministry of Defence,14/10/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,511041,External military training ,"£2,644,292.48"
Ministry of Defence,Ministry of Defence,23/10/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,512979,Spend on Inventory - General,"£2,519,144.77"
Ministry of Defence,Ministry of Defence,02/10/2020,Development costs for military equipment,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,508382,Intangible fiscal asset  - in year capital addition,"£2,518,980.48"
Ministry of Defence,Ministry of Defence,20/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000015715,Single use military equipment asset under construction - capital in year addition,"£2,490,412.28"
Ministry of Defence,Ministry of Defence,07/10/2020,Research and development,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,509597,R+D Proj Ac Pre MG DES Frasc,"£2,427,109.74"
Ministry of Defence,Ministry of Defence,07/10/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,509405,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,414,969.99"
Ministry of Defence,Ministry of Defence,02/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,508523,Fiscal asset under construction - capital in year addition,"£2,396,800.00"
Ministry of Defence,Ministry of Defence,15/10/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,511334,Defence equipment CLS/IOS service charge,"£2,375,012.00"
Ministry of Defence,Ministry of Defence,27/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,IBM UNITED KINGDOM LIMITED,SE1 9PZ,513333,Fiscal asset under construction - capital in year addition,"£2,335,474.50"
Ministry of Defence,Ministry of Defence,16/10/2020,Spend on Inventory - General,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,511603,Spend on Inventory - General,"£2,334,386.40"
Ministry of Defence,Ministry of Defence,23/10/2020,Development costs for military equipment,Defence Equipment and Support,MARSHALL LAND SYSTEMS LTD,CB5 8RP,512940,Intangible fiscal asset  - in year capital addition,"£2,283,762.00"
Ministry of Defence,Ministry of Defence,14/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,510933,Estate + facilities management services - accommodation inventory + service,"£2,253,430.17"
Ministry of Defence,Ministry of Defence,01/10/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,508080,Spend on Inventory - General,"£2,247,989.34"
Ministry of Defence,Ministry of Defence,15/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,511271,Fiscal asset under construction - capital in year addition,"£2,240,261.12"
Ministry of Defence,Ministry of Defence,06/10/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,509105,Spend on Inventory - General,"£2,231,637.77"
Ministry of Defence,Ministry of Defence,12/10/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000015622,Raw materials and consumable aviation fuel inventory purchased,"£2,209,833.99"
Ministry of Defence,Ministry of Defence,19/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,511893,Single use military equipment asset under construction - capital in year addition,"£2,202,212.84"
Ministry of Defence,Ministry of Defence,23/10/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,512984,Spend on Inventory - General,"£2,174,134.69"
Ministry of Defence,Ministry of Defence,12/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,510506,Fiscal asset under construction - capital in year addition,"£2,145,654.87"
Ministry of Defence,Ministry of Defence,20/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000058365,Single use military equipment asset under construction - capital in year addition,"£2,118,638.91"
Ministry of Defence,Ministry of Defence,12/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000058256,Equipment support project costs,"£2,071,816.88"
Ministry of Defence,Ministry of Defence,09/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,510123,Equipment support non-project costs,"£2,048,725.60"
Ministry of Defence,Ministry of Defence,19/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,511947,Fiscal asset under construction - capital in year addition,"£2,021,153.78"
Ministry of Defence,Ministry of Defence,27/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,513446,Works services - excluding United States forces/NATO + married quarters,"£2,020,101.07"
Ministry of Defence,Ministry of Defence,12/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,510555,Estate + facilities management services - accommodation inventory + service,"£2,016,576.86"
Ministry of Defence,Ministry of Defence,20/10/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,512008,Transport other operating lease,"£2,006,255.20"
Ministry of Defence,Ministry of Defence,05/10/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,508634,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,968,913.70"
Ministry of Defence,Ministry of Defence,27/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,LU1 3PG,513421,Single use military equipment asset under construction - capital in year addition,"£1,955,877.48"
Ministry of Defence,Ministry of Defence,29/10/2020,Research and development,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,514047,R+D Proj Ac Pre MG DES Frasc,"£1,955,538.46"
Ministry of Defence,Ministry of Defence,14/10/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,511119,External military training ,"£1,948,190.74"
Ministry of Defence,Ministry of Defence,26/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,513091,Equipment support project costs,"£1,939,673.46"
Ministry of Defence,Ministry of Defence,15/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,511248,Fiscal asset under construction - capital in year addition,"£1,920,000.00"
Ministry of Defence,Ministry of Defence,21/10/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,512252,Fees for professional services excluding legal fees,"£1,916,965.55"
Ministry of Defence,Ministry of Defence,02/10/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,BFBS,SL9 8TN,508521,Welfare services including sports equipment and ministers of religion.,"£1,915,084.00"
Ministry of Defence,Ministry of Defence,22/10/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,512676,Spend on Inventory - General,"£1,903,424.08"
Ministry of Defence,Ministry of Defence,12/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,510506,Works - estate management,"£1,828,323.53"
Ministry of Defence,Ministry of Defence,19/10/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,511764,Spend on Inventory - General,"£1,787,228.03"
Ministry of Defence,Ministry of Defence,23/10/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,512856,Property dwellings private finance initiative - service concession arrangement service charge,"£1,765,062.68"
Ministry of Defence,Ministry of Defence,29/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000058562,Fiscal asset under construction - capital in year addition,"£1,744,134.49"
Ministry of Defence,Ministry of Defence,08/10/2020,IT and communication services,Army Command,SOFTCAT PLC,SL7 1LW,509732,Information technology services,"£1,723,052.49"
Ministry of Defence,Ministry of Defence,29/10/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000015793,Raw materials and consumable aviation fuel inventory purchased,"£1,692,136.09"
Ministry of Defence,Ministry of Defence,01/10/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,507891,Transport fighting equipment operating lease,"£1,689,052.00"
Ministry of Defence,Ministry of Defence,26/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,513182,Works services - excluding United States forces/NATO + married quarters,"£1,660,892.27"
Ministry of Defence,Ministry of Defence,02/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,MAN TRUCK & BUS UK LTD,SN5 8YU,6000058131,Fiscal asset under construction - capital in year addition,"£1,658,359.65"
Ministry of Defence,Ministry of Defence,26/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,513189,Works - estate management,"£1,643,840.12"
Ministry of Defence,Ministry of Defence,01/10/2020,Spend on Inventory - General,Defence Equipment and Support,LEONARDO MW LTD,SS14 3EL,508019,Spend on Inventory - General,"£1,638,742.50"
Ministry of Defence,Defence Science and Technology Laboratory,06/10/2020,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 0000085028 - 00336758,Sub Contracted Work,"£1,620,000.00"
Ministry of Defence,Ministry of Defence,09/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,510172,Estate core services charge,"£1,615,399.58"
Ministry of Defence,Ministry of Defence,08/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,509640,Fiscal asset under construction - capital in year addition,"£1,579,620.00"
Ministry of Defence,Ministry of Defence,20/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,512108,Equipment support non-project costs,"£1,550,986.80"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2020,IT Hardware,Enabling Divisions,SOPRA STERIA LIMITED,TW8 9DH,V - 0000086692 - 00338758,IT Hardware,"£1,522,830.81"
Ministry of Defence,Ministry of Defence,16/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,511455,Estate + facilities management services - accommodation inventory + service,"£1,495,794.94"
Ministry of Defence,Ministry of Defence,26/10/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,513204,Information technology services,"£1,494,150.35"
Ministry of Defence,Ministry of Defence,15/10/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,511249,Spend on Inventory - General,"£1,490,284.20"
Ministry of Defence,Ministry of Defence,01/10/2020,Fees for professional services,Joint Forces Command,KPMG LLP,WD17 1DE,507917,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,469,834.40"
Ministry of Defence,Ministry of Defence,13/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,510721,Fiscal asset under construction - capital in year addition,"£1,440,000.00"
Ministry of Defence,Ministry of Defence,23/10/2020,Food and clothing,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,512979,Cost of food purchases,"£1,399,256.67"
Ministry of Defence,Ministry of Defence,28/10/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,513864,Utilities consumed - water + sewage,"£1,383,205.31"
Ministry of Defence,Ministry of Defence,09/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE24 8BJ,510037,Equipment support non-project costs,"£1,368,411.00"
Ministry of Defence,Ministry of Defence,26/10/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015762,Defence equipment CLS/IOS service charge,"£1,364,141.81"
Ministry of Defence,Ministry of Defence,12/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS MUNITIONS LIMITED,NP15 1XL,510420,Equipment support project costs,"£1,344,960.00"
Ministry of Defence,Ministry of Defence,15/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,511252,Fiscal asset under construction - capital in year addition,"£1,327,570.51"
Ministry of Defence,Ministry of Defence,23/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,OCCAR-EA,,6000058479,Equipment support project costs,"£1,308,682.89"
Ministry of Defence,Ministry of Defence,01/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,LEONARDO MW LTD,SS14 3EL,508019,Equipment support non-project costs,"£1,308,387.81"
Ministry of Defence,Ministry of Defence,12/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,510506,Estate + facilities management services - accommodation inventory + service,"£1,267,142.11"
Ministry of Defence,Ministry of Defence,12/10/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,510507,Fiscal asset under construction - capital in year addition,"£1,237,183.50"
Ministry of Defence,Ministry of Defence,01/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,HAMILTON SUNDSTRAND CORPORATION,,2000015541,Equipment support non-project costs,"£1,232,984.86"
Ministry of Defence,Ministry of Defence,05/10/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,508807,Spend on Inventory - General,"£1,198,243.87"
Ministry of Defence,Ministry of Defence,09/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,510071,Equipment support project costs,"£1,197,863.71"
Ministry of Defence,Defence Science and Technology Laboratory,27/10/2020,IS Support Service,Enabling Divisions,SOPRA STERIA LIMITED,TW8 9DH,V - 0000086443 - 00338317,IS Support Service,"£1,197,762.21"
Ministry of Defence,Ministry of Defence,12/10/2020,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,510506,Works - civil estate,"£1,197,286.76"
Ministry of Defence,Ministry of Defence,19/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000058362,Fiscal asset under construction - capital in year addition,"£1,195,944.86"
Ministry of Defence,Ministry of Defence,20/10/2020,Transport hire charges,Air Command,BABCOCK LAND LIMITED,BH23 6BS,512008,Transport other operating lease,"£1,186,149.26"
Ministry of Defence,Ministry of Defence,19/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,511764,Equipment support non-project costs,"£1,147,145.01"
Ministry of Defence,Ministry of Defence,22/10/2020,General services and support,Army Command,SAAB AB,,3207062,Defence equipment CLS/IOS service charge,"£1,145,514.00"
Ministry of Defence,Ministry of Defence,14/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,510888,Equipment support project costs,"£1,117,148.83"
Ministry of Defence,Ministry of Defence,07/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000058208,Estate + facilities management services - accommodation inventory + service,"£1,107,323.90"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2020,Facility Management Costs,Enabling Divisions,EMCOR GROUP (UK) PLC,KT6 4BN,V - 0000086252 - 00338220,Facility Management Costs,"£1,106,369.56"
Ministry of Defence,Ministry of Defence,10/10/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13891,Monthly GPC Payment,"£1,102,261.52"
Ministry of Defence,Ministry of Defence,26/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,513182,Works - estate management,"£1,097,146.46"
Ministry of Defence,Ministry of Defence,23/10/2020,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,512970,Capital spares engineering and technical inventory fiscal capital in year addition,"£1,073,000.00"
Ministry of Defence,Ministry of Defence,19/10/2020,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG6 1PT,18544,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,068,900.98"
Ministry of Defence,Ministry of Defence,09/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,510234,Equipment support non-project costs,"£1,067,367.62"
Ministry of Defence,Ministry of Defence,27/10/2020,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,513590,Capital spares engineering and technical inventory single use military equip capital in year addition,"£1,065,315.76"
Ministry of Defence,Ministry of Defence,05/10/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,508635,Estate + facilities management services - accommodation inventory + service,"£1,045,656.21"
Ministry of Defence,Ministry of Defence,12/10/2020,IT and communication services,Navy Command,CARBON60 LIMITED,HP20 2LA,510518,Information technology services,"£1,043,340.60"
Ministry of Defence,Ministry of Defence,23/10/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,512984,Equipment support non-project costs,"£1,032,207.82"
Ministry of Defence,Ministry of Defence,13/10/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,510759,Spend on Inventory - General,"£999,212.87"
Ministry of Defence,Ministry of Defence,16/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,511549,Fiscal asset under construction - capital in year addition,"£998,449.20"
Ministry of Defence,Ministry of Defence,29/10/2020,IT and communication services,Army Command,MCKINSEY & COMPANY INC  UNITED KINGDOM,WC1A 1PB,514066,Information technology services,"£996,000.00"
Ministry of Defence,Ministry of Defence,09/10/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,510079,Single use military equipment asset under construction - capital in year addition,"£994,785.96"
