Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,21/01/2020,IT and communication services,Army Command,ROKE MANOR RESEARCH LTD,SO51 0ZN,458244,Information technology services,"£2,659,025.83"
Ministry of Defence,Ministry of Defence,08/01/2020,Transport hire charges,Defence Equipment and Support,FORELAND SHIPPING LTD,EC3A 7BT,455250,Transport other operating lease,"£2,541,824.00"
Ministry of Defence,Ministry of Defence,15/01/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,456995,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,445,382.42"
Ministry of Defence,Ministry of Defence,03/01/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,454671,Spend on Inventory - General,"£2,425,285.92"
Ministry of Defence,Ministry of Defence,21/01/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,458371,Spend on Inventory - General,"£2,408,381.81"
Ministry of Defence,Ministry of Defence,22/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,458540,Estate core services charge,"£2,375,250.00"
Ministry of Defence,Ministry of Defence,15/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,456974,Fiscal asset under construction - capital in year addition,"£2,337,732.18"
Ministry of Defence,Ministry of Defence,21/01/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,458097,External military training,"£2,302,035.04"
Ministry of Defence,Ministry of Defence,15/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,HARRIS CORPORATION,,2000013474,Single use military equipment asset under construction - capital in year addition,"£2,247,876.06"
Ministry of Defence,Ministry of Defence,07/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,454920,Equipment support non-project costs,"£2,156,873.05"
Ministry of Defence,Ministry of Defence,22/01/2020,Design services and minor equipment purchases,Joint Forces Command,MET OFFICE,EX1 3PB,458545,Equipment support non-project costs,"£2,101,164.83"
Ministry of Defence,Ministry of Defence,28/01/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,460092,Defence equipment CLS/IOS service charge,"£2,094,265.00"
Ministry of Defence,Ministry of Defence,10/01/2020,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3206114,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£2,074,627.97"
Ministry of Defence,Ministry of Defence,24/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,MAN TRUCK & BUS UK LTD,SN5 8YU,6000053247,Fiscal asset under construction - capital in year addition,"£1,978,501.63"
Ministry of Defence,Ministry of Defence,21/01/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,458263,External military training ,"£1,948,190.71"
Ministry of Defence,Ministry of Defence,22/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,458603,Equipment support project costs,"£1,939,673.46"
Ministry of Defence,Ministry of Defence,10/01/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,455939,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,921,824.86"
Ministry of Defence,Ministry of Defence,23/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,458709,Fiscal asset under construction - capital in year addition,"£1,913,511.00"
Ministry of Defence,Ministry of Defence,03/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,454671,Equipment support non-project costs,"£1,885,551.37"
Ministry of Defence,Ministry of Defence,28/01/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,459931,Fees for professional services excluding legal fees,"£1,872,375.61"
Ministry of Defence,Ministry of Defence,16/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,457203,Estate core services charge,"£1,862,133.72"
Ministry of Defence,Ministry of Defence,30/01/2020,IT and communication services,Joint Forces Command,GOVERNMENT COMMUNICATIONS H Q,GL51 0EX,460765,Computer equipment costing below the capitalisation threshold,"£1,860,000.00"
Ministry of Defence,Ministry of Defence,17/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000053150,Equipment support project costs,"£1,770,760.86"
Ministry of Defence,Ministry of Defence,17/01/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,457780,Defence equipment CLS/IOS service charge,"£1,743,155.00"
Ministry of Defence,Ministry of Defence,07/01/2020,IT and communication services,Joint Forces Command,IMPROBABLE WORLDS LTD,EC1M 3HE,454922,Computer equipment costing below the capitalisation threshold,"£1,734,999.00"
Ministry of Defence,Ministry of Defence,02/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,SAAB DYNAMICS AB,,3206101,Single use military equipment asset under construction - capital in year addition,"£1,728,112.80"
Ministry of Defence,Ministry of Defence,08/01/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000013430,Defence equipment CLS/IOS service charge,"£1,725,790.42"
Ministry of Defence,Ministry of Defence,17/01/2020,Inventory Accruals,Defence Equipment and Support,CACI NSS INC,,2000013494,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,716,777.60"
Ministry of Defence,Ministry of Defence,09/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,455702,Fiscal asset under construction - capital in year addition,"£1,678,636.52"
Ministry of Defence,Ministry of Defence,22/01/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,458634,Property dwellings private finance initiative - service concession arrangement service charge,"£1,675,862.15"
Ministry of Defence,Ministry of Defence,17/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,457989,Fiscal asset under construction - capital in year addition,"£1,671,450.17"
Ministry of Defence,Ministry of Defence,27/01/2020,Spend on Inventory - General,Defence Equipment and Support,NHS SUPPLY CHAIN,DE55 4QJ,459349,Spend on Inventory - General,"£1,600,200.00"
Ministry of Defence,Ministry of Defence,15/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,457032,Estate + facilities management services - accommodation inventory + service,"£1,599,864.00"
Ministry of Defence,Ministry of Defence,07/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERFITZPATRICK LIMITED,EN11 9BX,454996,Fiscal asset under construction - capital in year addition,"£1,556,105.86"
Ministry of Defence,Ministry of Defence,27/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,459646,Works - estate management,"£1,498,664.81"
Ministry of Defence,Ministry of Defence,15/01/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,457094,Spend on Inventory - General,"£1,480,084.69"
Ministry of Defence,Ministry of Defence,24/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,SOFTCAT PLC,SL7 1LW,458947,Fiscal asset under construction - capital in year addition,"£1,479,561.42"
Ministry of Defence,Ministry of Defence,15/01/2020,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,457032,Cost of food services,"£1,469,404.97"
Ministry of Defence,Ministry of Defence,03/01/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,454689,Transport fighting equipment operating lease,"£1,416,232.92"
Ministry of Defence,Ministry of Defence,23/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,458714,Equipment support non-project costs,"£1,392,223.97"
Ministry of Defence,Ministry of Defence,14/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,AAR AIRLIFT GROUP INC,,3206122,Equipment support non-project costs,"£1,391,177.44"
Ministry of Defence,Ministry of Defence,22/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,458595,Fiscal asset under construction - capital in year addition,"£1,386,008.51"
Ministry of Defence,Ministry of Defence,29/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,460632,Works - estate management,"£1,354,626.72"
Ministry of Defence,Ministry of Defence,27/01/2020,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,459671,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,352,922.58"
Ministry of Defence,Ministry of Defence,16/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,457475,Works - estate management,"£1,275,725.23"
Ministry of Defence,Ministry of Defence,15/01/2020,General services and support,Army Command,NEWMAN & SPURR CONSULTANCY  LIMITED,GU15 3SY,457099,Defence equipment CLS/IOS service charge,"£1,275,000.00"
Ministry of Defence,Ministry of Defence,22/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,458540,Works - estate management,"£1,274,316.55"
Ministry of Defence,Ministry of Defence,02/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,HAMILTON SUNDSTRAND CORPORATION,,2000013419,Equipment support non-project costs,"£1,259,283.81"
Ministry of Defence,Ministry of Defence,09/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY CONSTRUCTION (UK) LIMITED,G33 1AP,455807,Fiscal asset under construction - capital in year addition,"£1,234,684.80"
Ministry of Defence,Ministry of Defence,23/01/2020,Food and clothing,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,458704,Cost of food purchases,"£1,229,423.27"
Ministry of Defence,Ministry of Defence,17/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,457748,Equipment support project costs,"£1,211,318.87"
Ministry of Defence,Ministry of Defence,10/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,455858,Equipment support non-project costs,"£1,200,000.00"
Ministry of Defence,Ministry of Defence,28/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,459958,Works - estate management,"£1,195,468.84"
Ministry of Defence,Ministry of Defence,27/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,459426,Works - estate management,"£1,172,951.07"
Ministry of Defence,Ministry of Defence,08/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,455267,Works - estate management,"£1,150,974.87"
Ministry of Defence,Ministry of Defence,23/01/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,458704,Spend on Inventory - General,"£1,140,258.88"
Ministry of Defence,Ministry of Defence,21/01/2020,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG6 1PT,17806,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,120,293.74"
Ministry of Defence,Ministry of Defence,22-Jan-20,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,458540,Works - civil estate,"£1,106,294.73"
Ministry of Defence,Ministry of Defence,22/01/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,AIR BP LIMITED,HP2 4UL,2000013524,Raw materials and consumable aviation fuel inventory purchased,"£1,077,167.28"
Ministry of Defence,Ministry of Defence,17/01/2020,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,457873,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,073,316.07"
Ministry of Defence,Ministry of Defence,22/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,F B HELISERVICES LTD,RG24 8AG,458618,Equipment support non-project costs,"£1,035,592.14"
Ministry of Defence,Ministry of Defence,03/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,454678,Fiscal asset under construction - capital in year addition,"£1,012,791.24"
Ministry of Defence,Ministry of Defence,23/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000053245,Estate core services charge,"£956,862.83"
Ministry of Defence,Ministry of Defence,14/01/2020,IT and communication services,Army Command,IBM UNITED KINGDOM LIMITED,SE1 9PZ,456717,Operating lease IT and communications,"£920,914.97"
Ministry of Defence,Ministry of Defence,27/01/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,459677,Information technology services,"£919,732.77"
Ministry of Defence,Ministry of Defence,29/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,460632,Works services - excluding United States forces/NATO + married quarters,"£914,185.67"
Ministry of Defence,Ministry of Defence,14/01/2020,IT and communication services,DES Bespoke Trading Entity,DELOITTE LLP,MK9 1FD,456652,Information technology services,"£910,724.72"
Ministry of Defence,Ministry of Defence,29/01/2020,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3206186,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£910,067.33"
Ministry of Defence,Ministry of Defence,09/01/2020,Spend on Inventory - General,Defence Equipment and Support,POLICE RESOURCES INTERNATIONAL LIMITED,EX5 2BB,455706,Spend on Inventory - General,"£898,128.00"
Ministry of Defence,Ministry of Defence,23/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,458717,Equipment support project costs,"£898,096.66"
Ministry of Defence,Ministry of Defence,03/01/2020,Estate management,Joint Forces Command,OVERSEAS SUPPLY SERVICES LIMITED,KT22 7NL,454664,Works - estate management,"£877,974.08"
Ministry of Defence,Ministry of Defence,24/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,BRIGGS EQUIPMENT UK LIMITED,WS11 8XW,458861,Equipment support non-project costs,"£867,488.59"
Ministry of Defence,Ministry of Defence,27/01/2020,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,459431,Fees for professional services excluding legal fees,"£862,486.43"
Ministry of Defence,Ministry of Defence,03/01/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,2000013422,Defence equipment CLS/IOS service charge,"£859,241.52"
Ministry of Defence,Ministry of Defence,30/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,VOLKSWAGEN GROUP UNITED KINGDOM LTD,MK14 5AN,460970,Fiscal asset under construction - capital in year addition,"£856,740.38"
Ministry of Defence,Ministry of Defence,09/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,455613,Works services - excluding United States forces/NATO + married quarters,"£854,746.34"
Ministry of Defence,Ministry of Defence,09/01/2020,Design services and minor equipment purchases,Joint Forces Command,ULTRA ELECTRONICS LIMITED,UB6 8UA,455774,Equipment support project costs,"£781,884.00"
Ministry of Defence,Ministry of Defence,21/01/2020,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,458315,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£778,414.93"
Ministry of Defence,Ministry of Defence,07/01/2020,General services and support,Navy Command,QINETIQ LIMITED,GU14 0LX,455049,Purchase of defence support equipment below capitalisation threshold of £25k.,"£772,237.00"
Ministry of Defence,Ministry of Defence,15/01/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,456990,Information technology services,"£772,195.82"
Ministry of Defence,Ministry of Defence,30/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,460880,Equipment support project costs,"£750,000.00"
Ministry of Defence,Ministry of Defence,24/01/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,458869,Fiscal asset under construction - capital in year addition,"£744,117.97"
Ministry of Defence,Ministry of Defence,15/01/2020,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,457094,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£742,304.41"
Ministry of Defence,Ministry of Defence,02/01/2020,Inventory Accruals,Defence Equipment and Support,SAFRAN AEROSYSTEMS,,6000052974,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£741,037.94"
Ministry of Defence,Ministry of Defence,23/01/2020,Externally delivered education and training,Army Command,BABCOCK LAND LIMITED,BH23 9BS,458756,External military training ,"£736,989.99"
Ministry of Defence,Ministry of Defence,23/01/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,458726,Estate core services charge,"£732,009.16"
Ministry of Defence,Ministry of Defence,13/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,MARSHALL LAND SYSTEMS LTD,CB5 8RP,456548,Equipment support non-project costs,"£723,862.04"
Ministry of Defence,Ministry of Defence,09/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,455735,Equipment support non-project costs,"£716,959.00"
Ministry of Defence,Ministry of Defence,16/01/2020,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,457481,Equipment support non-project costs,"£716,959.00"
Ministry of Defence,Ministry of Defence,29/01/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,460338,Single use military equipment asset under construction - capital in year addition,"£714,181.80"
Ministry of Defence,Ministry of Defence,14/01/2020,Fees for professional services,Head Office and Corporate Services,RIGHT MANAGEMENT LIMITED,E14 5NS,456723,Fees for professional services excluding legal fees,"£710,699.16"
