Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,22/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,543904,Equipment support non-project costs,"£7,140,763.12"
Ministry of Defence,Ministry of Defence,04/03/2021,Development costs for military equipment,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000016768,Intangible single use military equipment asset  - in year capital addition,"£6,839,419.27"
Ministry of Defence,Ministry of Defence,12/03/2021,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (UK) LTD,GU21 5BH,2000016834,Raw materials and consumable aviation fuel inventory purchased,"£6,584,072.31"
Ministry of Defence,Ministry of Defence,02/03/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,538908,Utilities consumed - gas,"£6,410,374.38"
Ministry of Defence,Ministry of Defence,29/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,545996,Estate core services charge,"£6,386,085.28"
Ministry of Defence,Ministry of Defence,08/03/2021,Estate management,Army Command,HOLDFAST TRAINING SERVICES LIMITED,ME4 4UG,540804,Estate + facilities management services - accommodation inventory + service,"£6,349,958.71"
Ministry of Defence,Ministry of Defence,09/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,540924,Equipment support non-project costs,"£6,307,928.03"
Ministry of Defence,Ministry of Defence,19/03/2021,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,543772,Defence equipment CLS/IOS service charge,"£6,298,086.42"
Ministry of Defence,Ministry of Defence,16/03/2021,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,542466,Defence equipment CLS/IOS service charge,"£5,416,686.00"
Ministry of Defence,Ministry of Defence,05/03/2021,General services and support,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,540460,Defence equipment CLS/IOS service charge,"£5,359,610.77"
Ministry of Defence,Ministry of Defence,30/03/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,546364,Spend on Inventory - General,"£5,183,401.03"
Ministry of Defence,Ministry of Defence,23/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,544174,Fiscal asset under construction - capital in year addition,"£4,998,825.00"
Ministry of Defence,Ministry of Defence,16/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,FERRANTI TECHNOLOGIES LIMITED,OL4 3JA,542658,Single use military equipment asset under construction - capital in year addition,"£4,901,196.00"
Ministry of Defence,Ministry of Defence,03/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,539684,Equipment support non-project costs,"£4,841,884.20"
Ministry of Defence,Ministry of Defence,22/03/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,543904,Spend on Inventory - General,"£4,637,433.21"
Ministry of Defence,Ministry of Defence,16/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,542251,Works - estate management,"£4,612,481.62"
Ministry of Defence,Ministry of Defence,10/03/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,541183,Utilities consumed - water + sewage,"£4,568,856.18"
Ministry of Defence,Ministry of Defence,22/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,544058,Equipment support non-project costs,"£4,361,967.51"
Ministry of Defence,Ministry of Defence,02/03/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,538973,Spend on Inventory - General,"£4,268,470.15"
Ministry of Defence,Ministry of Defence,24/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,544484,Estate core services charge,"£4,237,943.42"
Ministry of Defence,Ministry of Defence,10/03/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14131,Monthly GPC Payment,"£4,132,788.17"
Ministry of Defence,Ministry of Defence,19/03/2021,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000016919,Defence equipment CLS/IOS service charge,"£4,096,408.13"
Ministry of Defence,Ministry of Defence,16/03/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,542252,Utilities consumed - water + sewage,"£4,016,932.34"
Ministry of Defence,Ministry of Defence,16/03/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,542625,Utilities consumed - gas,"£3,988,703.87"
Ministry of Defence,Ministry of Defence,19/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,543677,Fiscal asset under construction - capital in year addition,"£3,932,387.47"
Ministry of Defence,Ministry of Defence,19/03/2021,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,543708,Defence equipment CLS/IOS service charge,"£3,830,607.00"
Ministry of Defence,Ministry of Defence,30/03/2021,Research and development,Air Command,SHORT BROTHERS P.L.C.,BT3 9DZ,18926,Reasearch+Development Frasc,"£3,750,000.00"
Ministry of Defence,Ministry of Defence,17/03/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,542896,Utilities consumed - gas,"£3,454,249.81"
Ministry of Defence,Ministry of Defence,08/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,ELBIT SYSTEMS UK LIMITED,OL4 3JA,540636,Single use military equipment asset under construction - capital in year addition,"£3,394,000.00"
Ministry of Defence,Ministry of Defence,01/03/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,538609,Utilities consumed - gas,"£3,293,063.22"
Ministry of Defence,Ministry of Defence,02/03/2021,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,538818,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,245,906.12"
Ministry of Defence,Ministry of Defence,11/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,541805,Fiscal asset under construction - capital in year addition,"£3,203,158.41"
Ministry of Defence,Ministry of Defence,26/03/2021,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,545613,Transport fighting equipment operating lease,"£3,178,568.38"
Ministry of Defence,Ministry of Defence,24/03/2021,Spend on Inventory - General,Defence Equipment and Support,RHEINMETALL WAFFE MUNITION GMBH,,6000061732,Spend on Inventory - General,"£3,172,880.07"
Ministry of Defence,Ministry of Defence,18/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,543417,Equipment support non-project costs,"£3,143,947.39"
Ministry of Defence,Ministry of Defence,12/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000016843,Single use military equipment asset under construction - capital in year addition,"£3,142,489.19"
Ministry of Defence,Ministry of Defence,16/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,542251,Fiscal asset under construction - capital in year addition,"£3,127,295.04"
Ministry of Defence,Ministry of Defence,03/03/2021,Development costs for military equipment,Defence Equipment and Support,UNITED STATES GOVERNMENT,,2000016762,Intangible single use military equipment asset  - in year capital addition,"£3,119,542.25"
Ministry of Defence,Ministry of Defence,26/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,545448,Works services - excluding United States forces/NATO + married quarters,"£3,045,312.35"
Ministry of Defence,Ministry of Defence,10/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,541327,Works services - excluding United States forces/NATO + married quarters,"£3,040,786.06"
Ministry of Defence,Ministry of Defence,03/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,539761,Estate + facilities management services - accommodation inventory + service,"£3,032,003.88"
Ministry of Defence,Ministry of Defence,09/03/2021,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,541019,External military training ,"£3,021,263.81"
Ministry of Defence,Ministry of Defence,22/03/2021,Development costs for military equipment,Defence Equipment and Support,LEONARDO MW LTD,LU1 3PG,544110,Intangible single use military equipment asset  - in year capital addition,"£3,000,000.00"
Ministry of Defence,Ministry of Defence,16/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,542346,Works services - excluding United States forces/NATO + married quarters,"£2,997,520.29"
Ministry of Defence,Ministry of Defence,18/03/2021,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,543206,Defence equipment CLS/IOS service charge,"£2,993,992.85"
Ministry of Defence,Ministry of Defence,30/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,RHEINMETALL SOLDIER ELECTRONICS GMBH,,6000061833,Single use military equipment asset under construction - capital in year addition,"£2,987,914.69"
Ministry of Defence,Ministry of Defence,23/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,544364,Equipment support project costs,"£2,956,188.00"
Ministry of Defence,Ministry of Defence,04/03/2021,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,540035,Defence equipment CLS/IOS service charge,"£2,911,810.00"
Ministry of Defence,Ministry of Defence,11/03/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,541766,Spend on Inventory - General,"£2,861,742.54"
Ministry of Defence,Ministry of Defence,04/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,539904,Equipment support non-project costs,"£2,853,648.69"
Ministry of Defence,Ministry of Defence,10/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,541327,Works - estate management,"£2,764,305.91"
Ministry of Defence,Ministry of Defence,24/03/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,544796,Spend on Inventory - General,"£2,759,787.09"
Ministry of Defence,Ministry of Defence,08/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,540494,Equipment support non-project costs,"£2,705,944.92"
Ministry of Defence,Ministry of Defence,02/03/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,538935,Spend on Inventory - General,"£2,652,171.73"
Ministry of Defence,Ministry of Defence,16/03/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14141,Monthly GPC Payment,"£2,641,650.52"
Ministry of Defence,Ministry of Defence,18/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000016896,Equipment support project costs,"£2,586,753.96"
Ministry of Defence,Ministry of Defence,18/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,543325,Fiscal asset under construction - capital in year addition,"£2,581,742.31"
Ministry of Defence,Ministry of Defence,02/03/2021,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,538881,Defence equipment CLS/IOS service charge,"£2,578,053.00"
Ministry of Defence,Ministry of Defence,30/03/2021,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,546481,External military training ,"£2,567,804.15"
Ministry of Defence,Ministry of Defence,30/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,546383,Fiscal asset under construction - capital in year addition,"£2,490,324.00"
Ministry of Defence,Ministry of Defence,30/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,546521,Single use military equipment asset under construction - capital in year addition,"£2,486,964.90"
Ministry of Defence,Ministry of Defence,16/03/2021,Development costs for military equipment,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3207632,Intangible single use military equipment asset  - in year capital addition,"£2,416,098.00"
Ministry of Defence,Ministry of Defence,05/03/2021,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,540481,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,414,969.99"
Ministry of Defence,Ministry of Defence,18/03/2021,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,6000061269,Defence equipment CLS/IOS service charge,"£2,395,241.24"
Ministry of Defence,Ministry of Defence,04/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000060810,Estate + facilities management services - accommodation inventory + service,"£2,363,053.78"
Ministry of Defence,Ministry of Defence,26/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,545448,Fiscal asset under construction - capital in year addition,"£2,356,164.63"
Ministry of Defence,Ministry of Defence,09/03/2021,Estate management,Army Command,HOLDFAST TRAINING SERVICES LIMITED,ME4 4UG,540888,Estate + facilities management services - accommodation inventory + service,"£2,300,000.00"
Ministry of Defence,Ministry of Defence,30/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000061820,Estate + facilities management services - accommodation inventory + service,"£2,298,553.04"
Ministry of Defence,Ministry of Defence,24/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,544622,Works - estate management,"£2,267,174.27"
Ministry of Defence,Ministry of Defence,17/03/2021,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,542956,External military training ,"£2,236,735.73"
Ministry of Defence,Ministry of Defence,10/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,541171,Equipment support non-project costs,"£2,195,470.02"
Ministry of Defence,Ministry of Defence,18/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,543422,Equipment support non-project costs,"£2,163,725.60"
Ministry of Defence,Ministry of Defence,16/03/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,542504,Spend on Inventory - General,"£2,154,000.30"
Ministry of Defence,Ministry of Defence,19/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,543667,Works services - excluding United States forces/NATO + married quarters,"£2,147,216.15"
Ministry of Defence,Ministry of Defence,10/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,541327,Fiscal asset under construction - capital in year addition,"£2,114,998.13"
Ministry of Defence,Ministry of Defence,16/03/2021,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,542699,Transport other operating lease,"£2,109,351.15"
Ministry of Defence,Ministry of Defence,24/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,544622,Fiscal asset under construction - capital in year addition,"£2,091,084.36"
Ministry of Defence,Ministry of Defence,10/03/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,541278,Spend on Inventory - General,"£2,068,405.99"
Ministry of Defence,Ministry of Defence,19/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000061575,Equipment support non-project costs,"£2,021,881.14"
Ministry of Defence,Ministry of Defence,02/03/2021,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,538712,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,005,705.18"
Ministry of Defence,Ministry of Defence,25/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,545161,Equipment support non-project costs,"£1,984,928.03"
Ministry of Defence,Ministry of Defence,23/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,544179,Equipment support non-project costs,"£1,982,679.68"
Ministry of Defence,Ministry of Defence,12/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,542129,Estate + facilities management services - accommodation inventory + service,"£1,964,250.99"
Ministry of Defence,Ministry of Defence,16/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,SAAB AB (PUBL),,3207618,Equipment support non-project costs,"£1,931,953.20"
Ministry of Defence,Ministry of Defence,05/03/2021,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3207591,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,927,905.25"
Ministry of Defence,Ministry of Defence,16/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,542346,Estate + facilities management services - accommodation inventory + service,"£1,925,427.29"
Ministry of Defence,Ministry of Defence,12/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,542024,Equipment support project costs,"£1,923,843.69"
Ministry of Defence,Ministry of Defence,01/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,538614,Single use military equipment asset under construction - capital in year addition,"£1,918,515.78"
Ministry of Defence,Ministry of Defence,03/03/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,BFBS,SL9 8TN,539620,Welfare services including sports equipment and ministers of religion.,"£1,915,084.00"
Ministry of Defence,Ministry of Defence,29/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE SERVICES,MK19 7BH,300006571,Fiscal asset under construction - capital in year addition,"£1,914,298.59"
Ministry of Defence,Ministry of Defence,18/03/2021,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,543205,Fees for professional services excluding legal fees,"£1,914,278.62"
Ministry of Defence,Ministry of Defence,19/03/2021,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3207658,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,886,311.25"
Ministry of Defence,Ministry of Defence,30/03/2021,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,546364,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,873,256.52"
Ministry of Defence,Ministry of Defence,10/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,541168,Estate + facilities management services - accommodation inventory + service,"£1,870,971.56"
Ministry of Defence,Ministry of Defence,16/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,542734,Single use military equipment asset under construction - capital in year addition,"£1,862,613.00"
Ministry of Defence,Ministry of Defence,08/03/2021,Rent and rates,Head Office and Corporate Services,THE ROYAL KINGDOM OF SAUDI ARABIA (MOD & AVIATION),SW1P 3JH,3207595,Rent buildings - non civil estate property and married quarter property,"£1,860,000.00"
Ministry of Defence,Ministry of Defence,23/03/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,GU14 6YU,544336,Single use military equipment asset under construction - capital in year addition,"£1,848,206.94"
Ministry of Defence,Ministry of Defence,25/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000061750,Equipment support project costs,"£1,836,162.91"
Ministry of Defence,Ministry of Defence,01/03/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,538543,Spend on Inventory - General,"£1,828,267.38"
Ministry of Defence,Ministry of Defence,16/03/2021,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,SHELL U.K. OIL PRODUCTS LTD,SE1 7NA,2000016855,Raw materials and consumable aviation fuel inventory purchased,"£1,821,350.79"
Ministry of Defence,Ministry of Defence,26/03/2021,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,545620,Information technology services,"£1,819,332.00"
Ministry of Defence,Ministry of Defence,18/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,543559,Estate + facilities management services - accommodation inventory + service,"£1,795,062.84"
Ministry of Defence,Ministry of Defence,16/03/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,542501,Estate + facilities management services - accommodation inventory + service,"£1,771,852.45"
Ministry of Defence,Ministry of Defence,16/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,542346,Fiscal asset under construction - capital in year addition,"£1,718,271.18"
Ministry of Defence,Ministry of Defence,29/03/2021,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3207698,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,699,093.37"
Ministry of Defence,Ministry of Defence,25/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,545324,Fiscal asset under construction - capital in year addition,"£1,669,915.68"
Ministry of Defence,Ministry of Defence,11/03/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,541523,Fiscal asset under construction - capital in year addition,"£1,664,000.00"
Ministry of Defence,Ministry of Defence,16/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,542695,Equipment support non-project costs,"£1,646,236.30"
Ministry of Defence,Ministry of Defence,10-Mar-21,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,541327,Works - civil estate,"£1,626,440.75"
Ministry of Defence,Ministry of Defence,10/03/2021,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,541202,Equipment support non-project costs,"£1,617,279.40"
