Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,15/08/2020,Government Procurement Card,Ministry of Defence,RBS PLC,,13818,Monthly GPC Payment,"£6,311,324.93"
Ministry of Defence,Ministry of Defence,03/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,496577,Estate + facilities management services - accommodation inventory + service,"£6,161,279.17"
Ministry of Defence,Ministry of Defence,10/08/2020,Government Procurement Card,Ministry of Defence,RBS PLC,,13813,Monthly GPC Payment,"£6,110,874.02"
Ministry of Defence,Ministry of Defence,18/08/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,499510,Defence equipment CLS/IOS service charge,"£5,799,051.54"
Ministry of Defence,Ministry of Defence,14/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,498845,Equipment support non-project costs,"£5,468,073.22"
Ministry of Defence,Ministry of Defence,06/08/2020,General services and support,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,497695,Defence equipment CLS/IOS service charge,"£5,205,490.68"
Ministry of Defence,Ministry of Defence,14/08/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,499091,Spend on Inventory - General,"£5,048,280.44"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498640,Works services - excluding United States forces/NATO + married quarters,"£5,033,825.70"
Ministry of Defence,Ministry of Defence,14/08/2020,IT and communication services,Joint Forces Command,FUJITSU SERVICES LIMITED,EC2A 1SL,499221,Information technology services,"£4,489,572.54"
Ministry of Defence,Ministry of Defence,19/08/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,499748,Property non dwellings private finance initiative - service concession arrangement service charge,"£4,398,384.44"
Ministry of Defence,Ministry of Defence,13/08/2020,Development costs for military equipment,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,498668,Intangible fiscal asset  - in year capital addition,"£4,352,589.12"
Ministry of Defence,Ministry of Defence,25/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,501045,Works services - excluding United States forces/NATO + married quarters,"£4,223,751.73"
Ministry of Defence,Ministry of Defence,18/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,499559,Estate + facilities management services - accommodation inventory + service,"£3,842,564.04"
Ministry of Defence,Ministry of Defence,18/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,499705,Works - estate management,"£3,833,420.70"
Ministry of Defence,Ministry of Defence,20/08/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,500066,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,830,943.24"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498640,Estate core services charge,"£3,772,378.38"
Ministry of Defence,Ministry of Defence,13/08/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,COMPANIA ESPANOLA DE PETROLEOS SA,,2000015118,Raw materials and consumable aviation fuel inventory purchased,"£3,732,968.06"
Ministry of Defence,Ministry of Defence,14/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,499227,Fiscal asset under construction - capital in year addition,"£3,723,418.39"
Ministry of Defence,Ministry of Defence,03/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,LU1 3PG,496750,Single use military equipment asset under construction - capital in year addition,"£3,651,119.50"
Ministry of Defence,Ministry of Defence,04/08/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,497061,Defence equipment CLS/IOS service charge,"£3,473,614.00"
Ministry of Defence,Ministry of Defence,03/08/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,496594,Utilities consumed - water + sewage,"£3,357,211.61"
Ministry of Defence,Ministry of Defence,19/08/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,499896,External military training ,"£3,266,901.48"
Ministry of Defence,Ministry of Defence,04/08/2020,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,497078,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,245,906.12"
Ministry of Defence,Ministry of Defence,13/08/2020,Purchase of inventory and services ,Head Office and Corporate Services,Merrill Lynch International,EC1A 1HQ,2000015108,Cost of other material consumed,"£3,233,251.19"
Ministry of Defence,Ministry of Defence,24/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000057310,Equipment support non-project costs,"£3,210,177.37"
Ministry of Defence,Ministry of Defence,27/08/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP Singapore Pte Limited,,2000015269,Raw materials and consumable marine fuel inventory purchased,"£3,175,779.23"
Ministry of Defence,Ministry of Defence,18/08/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015188,Defence equipment CLS/IOS service charge,"£3,153,321.46"
Ministry of Defence,Ministry of Defence,27/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,501524,Equipment support non-project costs,"£3,107,196.32"
Ministry of Defence,Ministry of Defence,06/08/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,497751,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,063,818.54"
Ministry of Defence,Ministry of Defence,20/08/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,500300,Spend on Inventory - General,"£2,954,547.02"
Ministry of Defence,Ministry of Defence,06/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,AFFINITY CAPITAL WORKS LIMITED,KT22 7NL,497585,Equipment support non-project costs,"£2,947,900.96"
Ministry of Defence,Ministry of Defence,18/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,499705,Fiscal asset under construction - capital in year addition,"£2,905,971.39"
Ministry of Defence,Ministry of Defence,27/08/2020,Development costs for military equipment,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,501608,Intangible fiscal asset  - in year capital addition,"£2,798,258.00"
Ministry of Defence,Ministry of Defence,13/08/2020,Purchase of inventory and services ,Head Office and Corporate Services,GOLDMAN SACHS INTERNATIONAL,EC4A 2BB,2000015114,Cost of other material consumed,"£2,781,224.21"
Ministry of Defence,Ministry of Defence,18/08/2020,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,6000057201,Defence equipment CLS/IOS service charge,"£2,654,007.79"
Ministry of Defence,Ministry of Defence,07/08/2020,Transport hire charges,Defence Equipment and Support,FORELAND SHIPPING LTD,EC3A 7BT,498083,Transport other operating lease,"£2,548,312.00"
Ministry of Defence,Ministry of Defence,20/08/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,500209,Transport other operating lease,"£2,531,306.99"
Ministry of Defence,Ministry of Defence,04/08/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,497147,Spend on Inventory - General,"£2,510,335.77"
Ministry of Defence,Ministry of Defence,17/08/2020,IT and communication services,Joint Forces Command,FUJITSU SERVICES LIMITED,EC2A 1SL,499292,Information technology services,"£2,492,736.98"
Ministry of Defence,Ministry of Defence,13/08/2020,Purchase of inventory and services ,Head Office and Corporate Services,MORGAN STANLEY & CO. INTERNATIONAL PLC,EC14 4QA,2000015116,Cost of other material consumed,"£2,487,476.50"
Ministry of Defence,Ministry of Defence,19/08/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,499946,Utilities consumed - gas,"£2,465,070.08"
Ministry of Defence,Ministry of Defence,05/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,497493,Fiscal asset under construction - capital in year addition,"£2,353,648.54"
Ministry of Defence,Ministry of Defence,25/08/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,500999,Spend on Inventory - General,"£2,347,174.47"
Ministry of Defence,Ministry of Defence,20/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000057231,Estate + facilities management services - accommodation inventory + service,"£2,335,506.17"
Ministry of Defence,Ministry of Defence,13/08/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,COMPANIA ESPANOLA DE PETROLEOS SA,,2000015118,Raw materials and consumable marine fuel inventory purchased,"£2,304,526.96"
Ministry of Defence,Ministry of Defence,06/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,497621,Equipment support non-project costs,"£2,218,140.68"
Ministry of Defence,Ministry of Defence,26/08/2020,Design services and minor equipment purchases,Joint Forces Command,MET OFFICE,EX1 3PB,501203,Equipment support non-project costs,"£2,165,933.58"
Ministry of Defence,Ministry of Defence,14/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000057153,Single use military equipment asset under construction - capital in year addition,"£2,159,743.45"
Ministry of Defence,Ministry of Defence,18/08/2020,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,499677,Defence equipment CLS/IOS service charge,"£2,138,877.12"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,498623,Estate + facilities management services - accommodation inventory + service,"£2,118,014.54"
Ministry of Defence,Ministry of Defence,24/08/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,500689,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,098,781.95"
Ministry of Defence,Ministry of Defence,13/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,498627,Equipment support non-project costs,"£2,062,273.60"
Ministry of Defence,Ministry of Defence,13/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,498731,Fiscal asset under construction - capital in year addition,"£2,027,451.00"
Ministry of Defence,Ministry of Defence,27/08/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP Singapore Pte Limited,,2000015269,Raw materials and consumable aviation fuel inventory purchased,"£2,023,066.97"
Ministry of Defence,Ministry of Defence,05/08/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,497453,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,966,792.79"
Ministry of Defence,Ministry of Defence,04/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,496937,Equipment support project costs,"£1,955,624.57"
Ministry of Defence,Ministry of Defence,04/08/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,SERVICES SOUND & VISION CORPORATION(THE),SL9 8TN,497004,Welfare services including sports equipment and ministers of religion.,"£1,915,084.00"
Ministry of Defence,Ministry of Defence,04/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,MAN TRUCK & BUS UK LTD,SN5 8YU,6000056952,Fiscal asset under construction - capital in year addition,"£1,867,465.94"
Ministry of Defence,Ministry of Defence,18/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,499690,Estate core services charge,"£1,862,133.72"
Ministry of Defence,Defence Science and Technology Laboratory,28/08/2020,IT Hardware,Enabling Divisions,SOPRA STERIA LIMITED,TW8 9DH,V - 0000082374 - 00335048,207950855,"£1,852,734.15"
Ministry of Defence,Ministry of Defence,10/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498193,Works services - excluding United States forces/NATO + married quarters,"£1,844,230.35"
Ministry of Defence,Ministry of Defence,18/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,499580,Single use military equipment asset under construction - capital in year addition,"£1,843,840.71"
Ministry of Defence,Ministry of Defence,04/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,FERRANTI TECHNOLOGIES LIMITED,OL4 3JA,497253,Single use military equipment asset under construction - capital in year addition,"£1,838,874.00"
Ministry of Defence,Ministry of Defence,27/08/2020,Research and development,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,501608,Reasearch+Development Frasc,"£1,826,366.00"
Ministry of Defence,Ministry of Defence,26/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,501333,Estate + facilities management services - accommodation inventory + service,"£1,824,992.11"
Ministry of Defence,Ministry of Defence,25-Aug-20,Administration,Head Office and Corporate Services,BBC STUDIOS PRODUCTIONS LIMITED,W12 7FA,501119,General administration,"£1,803,828.00"
Ministry of Defence,Ministry of Defence,14/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,499182,Fiscal asset under construction - capital in year addition,"£1,803,145.38"
Ministry of Defence,Ministry of Defence,25/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000015251,Single use military equipment asset under construction - capital in year addition,"£1,767,830.35"
Ministry of Defence,Ministry of Defence,18/08/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,499713,Property dwellings private finance initiative - service concession arrangement service charge,"£1,743,395.35"
Ministry of Defence,Ministry of Defence,17/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,499327,Single use military equipment asset under construction - capital in year addition,"£1,700,904.58"
Ministry of Defence,Ministry of Defence,10/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498193,Fiscal asset under construction - capital in year addition,"£1,692,446.22"
Ministry of Defence,Ministry of Defence,25/08/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,501127,Transport fighting equipment operating lease,"£1,689,052.00"
Ministry of Defence,Ministry of Defence,05/08/2020,Government Procurement Card,Ministry of Defence,RBS PLC,,13807,Monthly GPC Payment,"£1,657,755.55"
Ministry of Defence,Ministry of Defence,26/08/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,501234,Spend on Inventory - General,"£1,611,523.69"
Ministry of Defence,Ministry of Defence,03/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,SESANTI LIMITED,SP11 0ST,496597,Fiscal asset under construction - capital in year addition,"£1,595,417.43"
Ministry of Defence,Ministry of Defence,25/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,501045,Fiscal asset under construction - capital in year addition,"£1,559,100.11"
Ministry of Defence,Ministry of Defence,18/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,499503,Estate + facilities management services - accommodation inventory + service,"£1,509,020.24"
Ministry of Defence,Ministry of Defence,05/08/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,497362,Spend on Inventory - General,"£1,490,872.23"
Ministry of Defence,Ministry of Defence,25/08/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,501102,Information technology services,"£1,484,268.05"
Ministry of Defence,Ministry of Defence,03/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,496839,Equipment support non-project costs,"£1,482,349.09"
Ministry of Defence,Ministry of Defence,25/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,501020,Fiscal asset under construction - capital in year addition,"£1,464,001.53"
Ministry of Defence,Ministry of Defence,19/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,499775,Equipment support project costs,"£1,454,105.60"
Ministry of Defence,Ministry of Defence,07/08/2020,Fees for professional services,DES Bespoke Trading Entity,QINETIQ LIMITED,GU14 0LX,497844,Safety Management,"£1,398,955.24"
Ministry of Defence,Ministry of Defence,24/08/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,500657,Spend on Inventory - General,"£1,379,593.37"
Ministry of Defence,Ministry of Defence,27/08/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015270,Defence equipment CLS/IOS service charge,"£1,367,463.23"
Ministry of Defence,Ministry of Defence,20/08/2020,Transport hire charges,Air Command,BABCOCK LAND LIMITED,BH23 6BS,500209,Transport other operating lease,"£1,362,537.13"
Ministry of Defence,Ministry of Defence,13/08/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,498704,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,336,284.08"
Ministry of Defence,Defence Science and Technology Laboratory,14/08/2020,Sub Contracted Work,Divisions,LEONARDO MW LIMITED,LU1 3PG,V - 0000081892 - 00332473,849774658,"£1,332,251.76"
Ministry of Defence,Ministry of Defence,26/08/2020,Spend on Inventory - General,Defence Equipment and Support,RUAG AMMOTEC AG,,2207154,Spend on Inventory - General,"£1,295,445.41"
Ministry of Defence,Ministry of Defence,20/08/2020,Inventory Accruals,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,500263,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,274,869.42"
Ministry of Defence,Ministry of Defence,06/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,497561,Project works - United States forces/NATO,"£1,230,253.58"
Ministry of Defence,Ministry of Defence,06/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,497622,Fiscal asset under construction - capital in year addition,"£1,206,777.60"
Ministry of Defence,Ministry of Defence,24/08/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000057315,Spend on Inventory - General,"£1,193,357.65"
Ministry of Defence,Ministry of Defence,21/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,BRITISH INTERNATIONAL HELICOPTER SERVICES LIMITED,CV8 3AZ,500510,Equipment support non-project costs,"£1,192,079.89"
Ministry of Defence,Ministry of Defence,05/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,497454,Estate + facilities management services - accommodation inventory + service,"£1,171,656.21"
Ministry of Defence,Ministry of Defence,13/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498640,Fiscal asset under construction - capital in year addition,"£1,157,169.38"
Ministry of Defence,Ministry of Defence,10/08/2020,Government Procurement Card,Ministry of Defence,RBS PLC,,13814,Monthly GPC Payment,"£1,157,021.80"
Ministry of Defence,Ministry of Defence,14/08/2020,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,499091,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,112,725.94"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK SUPPORT SERVICES LIMITED,BS3 2HQ,6000057107,Estate + facilities management services - accommodation inventory + service,"£1,102,383.19"
Ministry of Defence,Ministry of Defence,13/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,498765,Fiscal asset under construction - capital in year addition,"£1,098,849.60"
Ministry of Defence,Ministry of Defence,13/08/2020,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498640,Works - civil estate,"£1,093,699.96"
Ministry of Defence,Defence Science and Technology Laboratory,28/08/2020,Facility Management Costs,Enabling Divisions,EMCOR GROUP (UK) PLC,KT6 4BN,V - 0000082401 - 00335031,188414046,"£1,084,058.05"
Ministry of Defence,Ministry of Defence,13/08/2020,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3206845,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,084,006.79"
Ministry of Defence,Ministry of Defence,25/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,500922,Estate + facilities management services - accommodation inventory + service,"£1,074,426.13"
Ministry of Defence,Ministry of Defence,27/08/2020,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG6 1PT,18413,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,059,559.19"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,498784,Estate + facilities management services - accommodation inventory + service,"£1,032,785.34"
Ministry of Defence,Ministry of Defence,06/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,WATES CONSTRUCTION LIMITED,KT22 7SW,497619,Fiscal asset under construction - capital in year addition,"£1,023,501.13"
Ministry of Defence,Ministry of Defence,27/08/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,501603,Fiscal asset under construction - capital in year addition,"£1,006,067.75"
Ministry of Defence,Ministry of Defence,20/08/2020,Inventory Accruals,Defence Equipment and Support,DILLON AERO INC,,2000015213,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,001,767.20"
Ministry of Defence,Ministry of Defence,07/08/2020,IT and communication services,Navy Command,CARBON60 LIMITED,HP20 2LA,498077,Information technology services,"£984,984.14"
Ministry of Defence,Ministry of Defence,20/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,500300,Equipment support non-project costs,"£984,411.07"
Ministry of Defence,Ministry of Defence,21/08/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,500344,Equipment support non-project costs,"£972,703.90"
Ministry of Defence,Ministry of Defence,05/08/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,HITZINGER UK LIMITED,ME19 4YU,497526,Single use military equipment asset under construction - capital in year addition,"£965,777.73"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498640,Works - estate management,"£951,397.53"
Ministry of Defence,Ministry of Defence,13/08/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,498640,Estate + facilities management services - accommodation inventory + service,"£931,928.01"
