Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,24/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,506729,Estate core services charge,"£4,433,546.65"
Ministry of Defence,Ministry of Defence,16/09/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,505109,Utilities consumed - water + sewage,"£4,398,384.44"
Ministry of Defence,Ministry of Defence,21/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,HARRIS CORPORATION,,2000015448,Single use military equipment asset under construction - capital in year addition,"£4,061,418.38"
Ministry of Defence,Ministry of Defence,18/09/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,505786,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,830,943.24"
Ministry of Defence,Defence Science and Technology Laboratory,11/09/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000083047 - 00335575,Capital Asset expenditure,"£3,499,862.49"
Ministry of Defence,Ministry of Defence,15/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,504747,Fiscal asset under construction - capital in year addition,"£3,490,174.80"
Ministry of Defence,Ministry of Defence,03/09/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,502559,Defence equipment CLS/IOS service charge,"£3,473,614.00"
Ministry of Defence,Ministry of Defence,02/09/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000015299,Raw materials and consumable aviation fuel inventory purchased,"£3,434,452.39"
Ministry of Defence,Ministry of Defence,24/09/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,506864,Utilities consumed - gas,"£3,409,600.90"
Ministry of Defence,Ministry of Defence,29/09/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,507518,Spend on Inventory - General,"£3,334,865.36"
Ministry of Defence,Ministry of Defence,03/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,502550,Fiscal asset under construction - capital in year addition,"£3,267,531.60"
Ministry of Defence,Ministry of Defence,01/09/2020,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,501715,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,245,906.12"
Ministry of Defence,Ministry of Defence,15/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,504718,Equipment support non-project costs,"£3,134,253.00"
Ministry of Defence,Ministry of Defence,16/09/2020,Purchase of inventory and services ,Head Office and Corporate Services,Merrill Lynch International,EC1A 1HQ,2000015410,Cost of other material consumed,"£3,120,324.54"
Ministry of Defence,Ministry of Defence,24/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,506806,Fiscal asset under construction - capital in year addition,"£3,108,581.70"
Ministry of Defence,Ministry of Defence,03/09/2020,Research and development,Defence Equipment and Support,"FOREIGN, COMMONWEALTH & DEVELOPMENT OFFICE SERVICES",MK19 7BH,502523,Research and development excluding defence science and technology laboratory,"£3,103,679.63"
Ministry of Defence,Ministry of Defence,23/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,506576,Fiscal asset under construction - capital in year addition,"£3,064,532.22"
Ministry of Defence,Ministry of Defence,14/09/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015383,Defence equipment CLS/IOS service charge,"£3,045,213.05"
Ministry of Defence,Ministry of Defence,15/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000015400,Single use military equipment asset under construction - capital in year addition,"£2,999,299.15"
Ministry of Defence,Ministry of Defence,11/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,504202,Works services - excluding United States forces/NATO + married quarters,"£2,965,398.55"
Ministry of Defence,Ministry of Defence,18/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,505785,Works - estate management,"£2,928,618.02"
Ministry of Defence,Ministry of Defence,16/09/2020,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,504991,Defence equipment CLS/IOS service charge,"£2,921,158.70"
Ministry of Defence,Ministry of Defence,21/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,506055,Estate core services charge,"£2,866,737.39"
Ministry of Defence,Ministry of Defence,24/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,506774,Estate core services charge,"£2,688,217.61"
Ministry of Defence,Ministry of Defence,09/09/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (UK) LTD,GU21 5BH,2000015353,Raw materials and consumable aviation fuel inventory purchased,"£2,683,340.84"
Ministry of Defence,Ministry of Defence,16/09/2020,Purchase of inventory and services ,Head Office and Corporate Services,GOLDMAN SACHS INTERNATIONAL,EC4A 2BB,2000015415,Cost of other material consumed,"£2,677,008.02"
Ministry of Defence,Ministry of Defence,28/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,507300,Equipment support non-project costs,"£2,666,051.63"
Ministry of Defence,Ministry of Defence,25/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,507047,Fiscal asset under construction - capital in year addition,"£2,649,422.40"
Ministry of Defence,Ministry of Defence,16/09/2020,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,6000057623,Defence equipment CLS/IOS service charge,"£2,631,008.62"
Ministry of Defence,Ministry of Defence,25/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,507221,Works services - excluding United States forces/NATO + married quarters,"£2,562,454.12"
Ministry of Defence,Ministry of Defence,03/09/2020,Transport hire charges,Defence Equipment and Support,FORELAND SHIPPING LTD,EC3A 7BT,502460,Transport other operating lease,"£2,548,312.00"
Ministry of Defence,Ministry of Defence,24/09/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,506928,Spend on Inventory - General,"£2,504,143.85"
Ministry of Defence,Ministry of Defence,11/09/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (UK) LTD,GU21 5BH,2000015377,Raw materials and consumable aviation fuel inventory purchased,"£2,504,109.15"
Ministry of Defence,Ministry of Defence,23/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,506339,Equipment support non-project costs,"£2,448,940.49"
Ministry of Defence,Ministry of Defence,17/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,505500,Equipment support non-project costs,"£2,410,504.06"
Ministry of Defence,Ministry of Defence,16/09/2020,Purchase of inventory and services ,Head Office and Corporate Services,MORGAN STANLEY & CO. INTERNATIONAL PLC,EC14 4QA,2000015419,Cost of other material consumed,"£2,409,677.42"
Ministry of Defence,Ministry of Defence,25/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,507221,Fiscal asset under construction - capital in year addition,"£2,387,512.16"
Ministry of Defence,Ministry of Defence,21/09/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,505936,Defence equipment CLS/IOS service charge,"£2,350,944.00"
Ministry of Defence,Ministry of Defence,17/09/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,505500,Spend on Inventory - General,"£2,336,203.08"
Ministry of Defence,Ministry of Defence,17/09/2020,IT and communication services,DES Bespoke Trading Entity,ORACLE CORPORATION U K LTD,RG6 1RA,505470,Information technology services,"£2,292,169.77"
Ministry of Defence,Ministry of Defence,15/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,504692,Single use military equipment asset under construction - capital in year addition,"£2,270,070.97"
Ministry of Defence,Ministry of Defence,03/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,502579,Fiscal asset under construction - capital in year addition,"£2,265,509.27"
Ministry of Defence,Ministry of Defence,15/09/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,504846,External military training ,"£2,257,645.94"
Ministry of Defence,Ministry of Defence,18/09/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,505710,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,246,451.73"
Ministry of Defence,Ministry of Defence,21/09/2020,Design services and minor equipment purchases,Joint Forces Command,MET OFFICE,EX1 3PB,505941,Equipment support non-project costs,"£2,246,259.58"
Ministry of Defence,Ministry of Defence,17/09/2020,Purchase of information and communications technology,Army Command,SOFTCAT PLC,SL7 1LW,505498,IT + communications asset - in year capital addition,"£2,213,755.22"
Ministry of Defence,Ministry of Defence,21/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,505998,Estate core services charge,"£2,196,809.79"
Ministry of Defence,Ministry of Defence,09/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,503468,Works services - excluding United States forces/NATO + married quarters,"£2,092,304.26"
Ministry of Defence,Ministry of Defence,10/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,504022,Equipment support non-project costs,"£2,091,815.68"
Ministry of Defence,Ministry of Defence,15/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000057593,Single use military equipment asset under construction - capital in year addition,"£2,081,891.12"
Ministry of Defence,Ministry of Defence,01/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000057373,Equipment support project costs,"£2,066,061.83"
Ministry of Defence,Ministry of Defence,11/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000057542,Equipment support project costs,"£2,037,919.65"
Ministry of Defence,Ministry of Defence,08/09/2020,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,503198,Fees for professional services excluding legal fees,"£2,005,636.80"
Ministry of Defence,Ministry of Defence,10/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,503927,Equipment support non-project costs,"£1,991,521.51"
Ministry of Defence,Ministry of Defence,25/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,507129,Estate core services charge,"£1,988,695.67"
Ministry of Defence,Ministry of Defence,04/09/2020,Fees for professional services,Joint Forces Command,KPMG LLP,WD17 1DE,502732,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,973,340.00"
Ministry of Defence,Ministry of Defence,03/09/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,502400,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,960,912.55"
Ministry of Defence,Ministry of Defence,21/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,505998,Works services - excluding United States forces/NATO + married quarters,"£1,960,318.13"
Ministry of Defence,Ministry of Defence,01/09/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,501816,External military training ,"£1,958,317.30"
Ministry of Defence,Ministry of Defence,14/09/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,504619,External military training ,"£1,948,190.74"
Ministry of Defence,Ministry of Defence,11/09/2020,Development costs for military equipment,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,504258,FATS CDEL Tasks ,"£1,946,200.00"
Ministry of Defence,Ministry of Defence,01/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,501720,Equipment support non-project costs,"£1,925,505.06"
Ministry of Defence,Ministry of Defence,03/09/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,SERVICES SOUND & VISION CORPORATION(THE),SL9 8TN,502463,Welfare services including sports equipment and ministers of religion.,"£1,915,084.00"
Ministry of Defence,Ministry of Defence,21/09/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,505848,Fees for professional services excluding legal fees,"£1,887,892.48"
Ministry of Defence,Ministry of Defence,17/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,505462,Estate core services charge,"£1,870,567.81"
Ministry of Defence,Ministry of Defence,18/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,LU1 3PG,505700,Single use military equipment asset under construction - capital in year addition,"£1,857,762.12"
Ministry of Defence,Ministry of Defence,24/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,506732,Works - estate management,"£1,840,808.12"
Ministry of Defence,Ministry of Defence,08/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,503341,Estate core services charge,"£1,824,992.11"
Ministry of Defence,Ministry of Defence,18/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,505785,Fiscal asset under construction - capital in year addition,"£1,749,488.19"
Ministry of Defence,Ministry of Defence,23/09/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,506518,Property dwellings private finance initiative - service concession arrangement service charge,"£1,736,851.38"
Ministry of Defence,Ministry of Defence,24/09/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,506934,Transport fighting equipment operating lease,"£1,689,052.00"
Ministry of Defence,Ministry of Defence,15/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,504818,Fiscal asset under construction - capital in year addition,"£1,663,721.47"
Ministry of Defence,Ministry of Defence,07/09/2020,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,503133,Capital spares engineering and technical inventory single use military equip capital in year addition,"£1,654,189.20"
Ministry of Defence,DECA,09/09/2020,DECA - Prev Business Stream 3,Direct Materials Electronics,Muirhead Aerospace Ltd,UB2 5NH,CO005,Cost of goods sold,"£1,621,754.46"
Ministry of Defence,Ministry of Defence,07/09/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000057461,Spend on Inventory - General,"£1,614,865.29"
Ministry of Defence,Ministry of Defence,04/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,502701,Single use military equipment asset under construction - capital in year addition,"£1,563,235.08"
Ministry of Defence,Ministry of Defence,15/09/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,504718,Defence equipment CLS/IOS service charge,"£1,560,000.00"
Ministry of Defence,Ministry of Defence,29/09/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,507696,Defence equipment CLS/IOS service charge,"£1,560,000.00"
Ministry of Defence,Ministry of Defence,22/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000057674,Estate core services charge,"£1,550,027.10"
Ministry of Defence,Ministry of Defence,09/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,503468,Fiscal asset under construction - capital in year addition,"£1,536,561.45"
Ministry of Defence,Ministry of Defence,16/09/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,505091,Transport other operating lease,"£1,521,988.94"
Ministry of Defence,Ministry of Defence,07/09/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13834,Monthly GPC Payment,"£1,489,791.59"
Ministry of Defence,Ministry of Defence,17/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,505430,Fiscal asset under construction - capital in year addition,"£1,472,603.63"
Ministry of Defence,Ministry of Defence,17/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,505376,Equipment support non-project costs,"£1,436,726.00"
Ministry of Defence,Ministry of Defence,08/09/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,503367,Spend on Inventory - General,"£1,422,262.37"
Ministry of Defence,Ministry of Defence,14/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,504512,Estate core services charge,"£1,411,065.35"
Ministry of Defence,Ministry of Defence,14/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,504456,Equipment support non-project costs,"£1,406,527.44"
Ministry of Defence,Ministry of Defence,21/09/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,505998,Fiscal asset under construction - capital in year addition,"£1,385,642.64"
Ministry of Defence,Ministry of Defence,01/09/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000015282,Single use military equipment asset under construction - capital in year addition,"£1,362,098.02"
Ministry of Defence,Defence Science and Technology Laboratory,25/09/2020,IT Hardware,Enabling Divisions,SOPRA STERIA LIMITED,TW8 9DH,V - 0000084031 - 00336533,IT Hardware,"£1,356,389.73"
Ministry of Defence,Ministry of Defence,11/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS MUNITIONS LIMITED,NP15 1XL,504120,Equipment support project costs,"£1,344,960.00"
Ministry of Defence,Ministry of Defence,11/09/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,504275,Utilities consumed - water + sewage,"£1,336,284.08"
Ministry of Defence,Ministry of Defence,18/09/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015439,Defence equipment CLS/IOS service charge,"£1,320,581.15"
Ministry of Defence,Ministry of Defence,29/09/2020,Inventory Accruals,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,507620,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,303,152.00"
Ministry of Defence,Ministry of Defence,29/09/2020,Development costs for military equipment,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,507644,Intangible fiscal asset  - in year capital addition,"£1,296,162.00"
Ministry of Defence,Ministry of Defence,08/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,503304,Equipment support project costs,"£1,292,246.75"
Ministry of Defence,Ministry of Defence,03/09/2020,General services and support,Army Command,SAAB AB,,3206901,Defence equipment CLS/IOS service charge,"£1,261,880.00"
Ministry of Defence,Ministry of Defence,04/09/2020,Research and development,Defence Equipment and Support,LEONARDO MW LTD,SS14 3EL,502761,Research and development at the pre main gate stage of a project,"£1,256,422.00"
Ministry of Defence,Ministry of Defence,07/09/2020,Design services and minor equipment purchases,Defence Equipment and Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,502927,Equipment support project costs,"£1,244,132.86"
Ministry of Defence,Ministry of Defence,16/09/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000057605,Estate core services charge,"£1,240,607.34"
