Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,10/8/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,640388,CL MonthEnd Accruals Balance,"£6,004,841.49"
Ministry of Defence,Ministry of Defence,15/8/2022,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,641178,Defence Eqpt Serv Chrge+Off BS,"£5,474,844.05"
Ministry of Defence,Ministry of Defence,11/8/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,640748,CL MonthEnd Accruals Balance,"£5,254,917.88"
Ministry of Defence,Ministry of Defence,12/8/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,17036,Monthly GPC Payment,"£4,936,443.18"
Ministry of Defence,Ministry of Defence,18/8/2022,Assets under Construction,DES Bespoke Trading Entity,QINETIQ LIMITED,GU14 0LX,642013,Fiscal AUC Capital Additions,"£4,859,256.43"
Ministry of Defence,Ministry of Defence,2/8/2022,Telecomms + IT non capital,Strategic Command,MICROSOFT LTD,,638801,IT+Comms Rental Payments,"£4,778,393.60"
Ministry of Defence,Ministry of Defence,19/8/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,642325,Prop NonDw SCA Srv Chrg+Off BS,"£4,593,429.65"
Ministry of Defence,Ministry of Defence,2/8/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,638806,Prop NonDw SCA Srv Chrg+Off BS,"£4,511,208.39"
Ministry of Defence,Ministry of Defence,26/8/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,643315,CL MonthEnd Accruals Balance,"£4,398,414.61"
Ministry of Defence,Ministry of Defence,16/8/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,641407,IT+Comms Rental Payments,"£4,291,517.32"
Ministry of Defence,Ministry of Defence,25/8/2022,Raw Materials + Consumables,Defence Equipment and Support,BP INTERNATIONAL LIMITED,TW16 7BP,2000020781,RMC Oil Fuel & Lubricants,"£4,291,398.37"
Ministry of Defence,Ministry of Defence,4/8/2022,Telecomms + IT non capital,Strategic Command,JANE'S GROUP UK LIMITED,CR5 2YH,639413,IT+Comms Rental Payments,"£4,231,067.18"
Ministry of Defence,Ministry of Defence,24/8/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,642846,Prop NonDw SCA Srv Chrg+Off BS,"£3,985,432.26"
Ministry of Defence,Ministry of Defence,26/8/2022,Assets under Construction,Defence Equipment and Support,SAAB AB (PUBL),,3209420,Fiscal AUC Capital Additions,"£3,703,523.23"
Ministry of Defence,Ministry of Defence,26/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,643397,Fiscal AUC Capital Additions,"£3,558,804.68"
Ministry of Defence,Ministry of Defence,15/8/2022,Heating Oil+Utilities Consumed,Navy Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,641128,Electricity,"£3,392,638.82"
Ministry of Defence,Ministry of Defence,17/8/2022,Assets under Construction,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000020726,SUME AUC Capital Additions,"£3,348,966.32"
Ministry of Defence,Ministry of Defence,4/8/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020631,P+M General Services,"£3,275,802.13"
Ministry of Defence,Ministry of Defence,24/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,642818,Estate+Facilities Mgmnt Servs,"£3,271,259.35"
Ministry of Defence,Ministry of Defence,15/8/2022,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020698,Defence Eqpt Serv Chrge+Off BS,"£3,203,045.62"
Ministry of Defence,Ministry of Defence,25/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VINCI CONSTRUCTION UK LIMITED,WD24 4WW,643223,Estate+Facilities Mgmnt Servs,"£3,121,537.95"
Ministry of Defence,Ministry of Defence,4/8/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,639363,P+M General Services,"£3,028,411.78"
Ministry of Defence,Ministry of Defence,3/8/2022,Rental Payments - Transport,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,639119,Rental Payments-Transport-Oth,"£2,684,256.00"
Ministry of Defence,Ministry of Defence,15/8/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,641274,Rental Payments-Transport-Oth,"£2,664,405.29"
Ministry of Defence,Ministry of Defence,17/8/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020720,P+M General Services,"£2,657,613.75"
Ministry of Defence,Ministry of Defence,8/8/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020651,P+M General Services,"£2,481,543.73"
Ministry of Defence,Ministry of Defence,3/8/2022,Rental Payments - Transport,Strategic Command,SPLIETHOFF TRANSPORT B.V.,,6000071196,Rental Payments-Transport-Oth,"£2,422,116.96"
Ministry of Defence,Ministry of Defence,23/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000071491,Estate+Facilities Mgmnt Servs,"£2,418,047.30"
Ministry of Defence,Ministry of Defence,12/8/2022,Fuels Non Utilities Consumed,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,640857,Fuels Non Utilities Consumed,"£2,413,980.58"
Ministry of Defence,Ministry of Defence,9/8/2022,P+M General Services,Strategic Command,MET OFFICE,EX1 3PB,640114,P+M General Services,"£2,340,468.00"
Ministry of Defence,Ministry of Defence,3/8/2022,Rental Payments - Buildings,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,639299,Prop NonDw SCA Srv Chrg+Off BS,"£2,321,692.51"
Ministry of Defence,Ministry of Defence,11/8/2022,Food + Clothing Consumed,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,640748,Food + Clothing Consumed,"£2,304,724.25"
Ministry of Defence,Ministry of Defence,17/8/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,641639,Rental Payments-Transport-Oth,"£2,234,590.08"
Ministry of Defence,Ministry of Defence,25/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,PINNACLE HOUSING LIMITED,WC1V 6PL,643101,Estate+Facilities Mgmnt Servs,"£2,161,388.48"
Ministry of Defence,Ministry of Defence,15/8/2022,Heating Oil+Utilities Consumed,Air Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,641128,Electricity,"£2,112,593.33"
Ministry of Defence,Ministry of Defence,11/8/2022,External Education + Training,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,640719,External Training Mil.,"£2,072,571.64"
Ministry of Defence,Ministry of Defence,9/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,640223,Estate+Facilities Mgmnt Servs,"£1,968,272.05"
Ministry of Defence,Ministry of Defence,25/8/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,643121,Prop NonDw SCA Srv Chrg+Off BS,"£1,935,544.55"
Ministry of Defence,Ministry of Defence,2/8/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,638765,Prop Dw SCA Serv Chrge+ Off BS,"£1,881,724.98"
Ministry of Defence,Ministry of Defence,22/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,642591,Fiscal AUC Capital Additions,"£1,831,183.34"
Ministry of Defence,Ministry of Defence,19/8/2022,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,642402,IT+Comms Rental Payments,"£1,778,070.36"
Ministry of Defence,Ministry of Defence,26/8/2022,Assets under Construction,Navy Command,HII UNMANNED SYSTEMS INC,,2000020792,Fiscal AUC Capital Additions,"£1,765,036.35"
Ministry of Defence,Ministry of Defence,25/8/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020773,P+M General Services,"£1,743,016.01"
Ministry of Defence,Ministry of Defence,25/8/2022,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000071540,SUME AUC Capital Additions,"£1,663,560.13"
Ministry of Defence,Ministry of Defence,4/8/2022,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,639343,P+M General Services,"£1,642,130.00"
Ministry of Defence,Ministry of Defence,1/8/2022,Rental Payments - Transport,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,638339,Rental Payments-Transport-FE,"£1,630,544.11"
Ministry of Defence,Ministry of Defence,24/8/2022,Food + Clothing Consumed,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,642894,Food + Clothing Consumed,"£1,595,484.23"
Ministry of Defence,Ministry of Defence,19/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA CONSTRUCTION UK LIMITED,WD3 9AS,642416,Fiscal AUC Capital Additions,"£1,545,971.56"
Ministry of Defence,Ministry of Defence,16/8/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020707,P+M General Services,"£1,537,818.55"
Ministry of Defence,Ministry of Defence,26/8/2022,Defence Equip General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,643462,Defence Eqpt Serv Chrge+Off BS,"£1,502,879.00"
Ministry of Defence,Ministry of Defence,3/8/2022,Telecomms + IT non capital,Strategic Command,ORACLE CORPORATION U K LTD,RG6 1RA,639274,IT+Comms Rental Payments,"£1,487,423.21"
Ministry of Defence,Ministry of Defence,10/8/2022,Telecomms + IT non capital,Navy Command,CARBON60 LIMITED,HP20 2LA,640342,IT+Comms Rental Payments,"£1,475,859.75"
Ministry of Defence,Ministry of Defence,11/8/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020674,P+M General Services,"£1,474,286.43"
Ministry of Defence,Ministry of Defence,24/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,642818,Fiscal AUC Capital Additions,"£1,471,140.73"
Ministry of Defence,Ministry of Defence,17/8/2022,Other Materiel Consumed,Army Command,SOLENT GATEWAY LIMITED,DN31 3UA,641674,Other Materiel Consumed,"£1,470,323.09"
Ministry of Defence,Ministry of Defence,16/8/2022,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,641406,Rental Payments-Transport-Oth,"£1,466,185.25"
Ministry of Defence,Ministry of Defence,2/8/2022,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,638780,P+M General Services,"£1,393,412.00"
Ministry of Defence,Ministry of Defence,12/8/2022,Assets under Construction,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000071348,SUME AUC Capital Additions,"£1,357,820.52"
Ministry of Defence,Ministry of Defence,17/8/2022,Assets under Construction,Defence Equipment and Support,C4I PTY LTD,,3209382,Fiscal AUC Capital Additions,"£1,355,542.87"
Ministry of Defence,Ministry of Defence,15/8/2022,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,641274,Rental Payments-Transport-Oth,"£1,321,101.96"
Ministry of Defence,Ministry of Defence,26/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VINCI CONSTRUCTION UK LIMITED,WD24 4WW,643370,Estate+Facilities Mgmnt Servs,"£1,306,277.32"
Ministry of Defence,Ministry of Defence,12/8/2022,Assets under Construction,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000020679,Fiscal AUC Capital Additions,"£1,299,219.77"
Ministry of Defence,Ministry of Defence,11/8/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,640584,P+M General Services,"£1,242,235.00"
Ministry of Defence,Ministry of Defence,24/8/2022,Telecomms + IT non capital,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,642797,IT+Comms Rental Payments,"£1,238,214.00"
Ministry of Defence,Ministry of Defence,8/8/2022,Telecomms + IT non capital,Strategic Command,CENTIANT INTL LIMITED,NN7 2FA,639950,IT+Comms Rental Payments,"£1,202,489.50"
Ministry of Defence,Ministry of Defence,5/8/2022,Intangibles SUME,Defence Equipment and Support,LOCKHEED MARTIN CORPORATION,,2000020639,Intangible Cap Additions In Yr,"£1,200,223.29"
Ministry of Defence,Ministry of Defence,17/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,641676,Fiscal AUC Capital Additions,"£1,187,721.35"
Ministry of Defence,Ministry of Defence,3/8/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,639291,P+M General Services,"£1,183,415.75"
Ministry of Defence,Ministry of Defence,8/8/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,639845,P+M General Services,"£1,182,398.90"
Ministry of Defence,Ministry of Defence,18/8/2022,External Education + Training,Army Command,H M REVENUE & CUSTOMS,BX5 5AB,642090,External Training Mil.,"£1,176,276.00"
Ministry of Defence,Ministry of Defence,1/8/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,638386,Fees for Other Prof Services,"£1,152,861.40"
Ministry of Defence,Ministry of Defence,17/8/2022,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020720,SUME AUC Capital Additions,"£1,093,954.79"
Ministry of Defence,Ministry of Defence,11/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,640767,Fiscal AUC Capital Additions,"£1,093,074.00"
Ministry of Defence,Ministry of Defence,4/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000071231,Estate+Facilities Mgmnt Servs,"£1,074,848.60"
Ministry of Defence,Ministry of Defence,19/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY COMMUNITY LIMITED,L19 2PH,642306,Estate+Facilities Mgmnt Servs,"£1,057,702.58"
Ministry of Defence,Ministry of Defence,26/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,643325,Estate+Facilities Mgmnt Servs,"£987,062.35"
Ministry of Defence,Ministry of Defence,5/8/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,639639,Fees for Other Prof Services,"£972,016.24"
Ministry of Defence,Ministry of Defence,11/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,FES SUPPORT SERVICES LIMITED,FK7 8HW,640717,Fiscal AUC Capital Additions,"£970,763.48"
Ministry of Defence,Ministry of Defence,16/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BALFOUR BEATTY CONSTRUCTION LIMITED,NE12 8BU,641500,Estate+Facilities Mgmnt Servs,"£945,031.48"
Ministry of Defence,Ministry of Defence,18/8/2022,P+M General Services,Defence Equipment and Support,H M REVENUE & CUSTOMS,BX5 5AB,642090,P+M General Services,"£934,770.00"
Ministry of Defence,Ministry of Defence,3/8/2022,Telecomms + IT non capital,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,639160,IT+Comms Rental Payments,"£931,845.00"
Ministry of Defence,Ministry of Defence,15/8/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,641274,Rental Payments-Transport-Oth,"£930,634.28"
Ministry of Defence,Ministry of Defence,1/8/2022,P+M General Services,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,638533,P+M General Services,"£930,502.00"
Ministry of Defence,Ministry of Defence,3/8/2022,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,639291,Defence Eqpt Serv Chrge+Off BS,"£913,571.06"
Ministry of Defence,Ministry of Defence,23/8/2022,Telecomms + IT non capital,Army Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,642720,IT+Comms Rental Payments,"£911,736.63"
Ministry of Defence,Ministry of Defence,11/8/2022,Intangibles SUME,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,640779,Intangible Cap Additions In Yr,"£882,020.40"
Ministry of Defence,Ministry of Defence,24/8/2022,Plant + Machinery,Air Command,RENISHAW UK SALES LIMITED,GL12 8JR,642887,P+M Capital Additions In Year,"£876,644.85"
Ministry of Defence,Ministry of Defence,12/8/2022,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,640873,IT+Comms Rental Payments,"£857,283.36"
Ministry of Defence,Ministry of Defence,26/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,643463,Estate+Facilities Mgmnt Servs,"£857,195.98"
Ministry of Defence,Ministry of Defence,22/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TRANT ENGINEERING LIMITED,SO40 9LT,642530,Fiscal AUC Capital Additions,"£845,948.00"
Ministry of Defence,Ministry of Defence,8/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY COMMUNITY LIMITED,L19 2PH,639936,Estate+Facilities Mgmnt Servs,"£835,392.26"
Ministry of Defence,Ministry of Defence,24/8/2022,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,642835,IT+Comms Rental Payments,"£834,468.78"
Ministry of Defence,Ministry of Defence,25/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,643072,Estate+Facilities Mgmnt Servs,"£831,743.73"
Ministry of Defence,Ministry of Defence,10/8/2022,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,640459,P+M General Services,"£824,138.50"
Ministry of Defence,Ministry of Defence,12/8/2022,Telecomms + IT non capital,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,640899,IT+Comms Rental Payments,"£812,250.76"
Ministry of Defence,Ministry of Defence,4/8/2022,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020628,SUME AUC Capital Additions,"£810,319.07"
Ministry of Defence,Ministry of Defence,18/8/2022,Heating Oil+Utilities Consumed,Navy Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,642157,Electricity,"£768,159.85"
Ministry of Defence,Ministry of Defence,12/8/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,640980,Estate+Facilities Mgmnt Servs,"£750,554.94"
Ministry of Defence,Ministry of Defence,1/8/2022,Intangibles SUME,Defence Equipment and Support,LEONARDO UK LTD,LU1 3PG,638454,Intangible Cap Additions In Yr,"£750,000.00"
Ministry of Defence,Ministry of Defence,16/8/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020707,Intangible Cap Additions In Yr,"£745,983.02"
Ministry of Defence,Ministry of Defence,2/8/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,THE C.S.P. (CYPRUS SERVICES  PROVIDER) JOINT VENTURE,BFPO 53,6000071155,Fiscal AUC Capital Additions,"£737,587.47"
Ministry of Defence,Ministry of Defence,17/8/2022,Estate+Facilities Mgmnt Servs,Head Office and Corporate Services,MODUS SERVICES LIMITED,CF10 2GE,641780,Estate+Facilities Mgmnt Servs,"£727,132.16"
Ministry of Defence,Ministry of Defence,2/8/2022,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SO21 2JN,638632,Fees for Other Prof Services,"£712,758.46"
Ministry of Defence,Ministry of Defence,3/8/2022,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,639107,P+M General Services,"£699,520.00"
Ministry of Defence,Ministry of Defence,25/8/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020773,Intangible Cap Additions In Yr,"£694,280.74"
Ministry of Defence,Ministry of Defence,4/8/2022,Assets under Construction,Strategic Command,HELMET INTEGRATED SYSTEMS LTD,SG6 2TU,639575,Fiscal AUC Capital Additions,"£681,315.60"
Ministry of Defence,Ministry of Defence,16/8/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,641346,CL MonthEnd Accruals Balance,"£680,448.56"
Ministry of Defence,Ministry of Defence,25/8/2022,P+M General Services,Army Command,EVERETT AVIATION CHARTER LTD,,3209410,P+M General Services,"£677,129.64"
Ministry of Defence,Ministry of Defence,17/8/2022,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020720,Intangible Cap Additions In Yr,"£675,898.47"
Ministry of Defence,Ministry of Defence,8/8/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,17021,Monthly GPC Payment,"£662,572.05"
Ministry of Defence,Ministry of Defence,24/8/2022,Capital Spares,Defence Equipment and Support,BEECHWOOD EQUIPMENT LIMITED,KT10 1AF,642991,CS Engineering + Technical,"£657,360.00"
