Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,13/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,684542,Estate+Facilities Mgmnt Servs,"£2,973,980.95"
Ministry of Defence,Ministry of Defence,14/04/2023,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,684708,Prop Dw SCA Serv Chrge+ Off BS,"£2,864,265.65"
Ministry of Defence,Ministry of Defence,13/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,684596,Estate+Facilities Mgmnt Servs,"£2,830,259.11"
Ministry of Defence,Ministry of Defence,26/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,688221,Fiscal AUC Capital Additions,"£2,807,978.57"
Ministry of Defence,Ministry of Defence,13/04/2023,Rental Payments - Transport,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,684579,Rental Payments-Transport-Oth,"£2,725,072.48"
Ministry of Defence,Ministry of Defence,14/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,684708,Fiscal AUC Capital Additions,"£2,674,130.31"
Ministry of Defence,Ministry of Defence,24/04/2023,Fees for Prof Services,Strategic Command,KORN FERRY (UK) LIMITED,SW1Y 6QB,687563,Fees for Other Prof Services,"£2,522,928.00"
Ministry of Defence,Ministry of Defence,19/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,685756,Estate+Facilities Mgmnt Servs,"£2,494,056.56"
Ministry of Defence,Ministry of Defence,24/04/2023,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,687483,P+M General Services,"£2,471,735.00"
Ministry of Defence,Ministry of Defence,26/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,688102,Estate+Facilities Mgmnt Servs,"£2,437,440.94"
Ministry of Defence,Ministry of Defence,25/04/2023,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,687972,Rental Payments-Transport-Oth,"£2,392,623.53"
Ministry of Defence,Ministry of Defence,03/04/2023,Intangibles Non SUME,Strategic Command,COGNIZANT WORLDWIDE LIMITED,W2 6BD,682789,Intangible Cap Additions In Yr,"£2,380,000.00"
Ministry of Defence,Ministry of Defence,18/04/2023,P+M General Services,Strategic Command,MET OFFICE,EX1 3PB,685267,P+M General Services,"£2,340,468.00"
Ministry of Defence,Ministry of Defence,05/04/2023,Rental Payments - Buildings,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,683654,Prop NonDw SCA Srv Chrg+Off BS,"£2,340,101.70"
Ministry of Defence,Ministry of Defence,18/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,685312,Estate+Facilities Mgmnt Servs,"£2,327,340.43"
Ministry of Defence,Ministry of Defence,04/04/2023,Fees for Prof Services,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,683254,Fees for Other Prof Services,"£2,324,008.80"
Ministry of Defence,Ministry of Defence,20/04/2023,Assets under Construction,Air Command,LEONARDO UK LTD,SS14 3EL,686677,Fiscal AUC Capital Additions,"£2,322,251.38"
Ministry of Defence,Ministry of Defence,11/04/2023,P+M General Services,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,684121,P+M General Services,"£2,314,762.53"
Ministry of Defence,Ministry of Defence,05/04/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,683556,P+M General Services,"£2,303,058.28"
Ministry of Defence,Ministry of Defence,04/04/2023,Plant + Machinery,Army Command,MARLBOROUGH COMMUNICATIONS  LIMITED,RH1 5DZ,683217,P+M Capital Additions In Year,"£2,300,944.76"
Ministry of Defence,Ministry of Defence,13/04/2023,External Education + Training,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,684550,External Training Mil.,"£2,145,572.92"
Ministry of Defence,Ministry of Defence,06/04/2023,P+M General Services,Defence Equipment and Support,ROSYTH ROYAL DOCKYARD LTD,KY11 2YD,683963,P+M General Services,"£2,073,646.52"
Ministry of Defence,Ministry of Defence,17/04/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000022302,P+M General Services,"£2,051,475.64"
Ministry of Defence,Ministry of Defence,17/04/2023,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000022302,Intangible Cap Additions In Yr,"£2,004,190.96"
Ministry of Defence,Ministry of Defence,05/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,683474,Estate+Facilities Mgmnt Servs,"£2,001,085.59"
Ministry of Defence,Ministry of Defence,04/04/2023,Research+Development Expend,Air Command,FD TECHNOLOGIES PUBLIC LIMITED COMPANY,BT35 6BP,683363,Research+Development Expend,"£1,980,250.00"
Ministry of Defence,Ministry of Defence,05/04/2023,Telecomms + IT non capital,Strategic Command,ORACLE CORPORATION U K LTD,RG6 1RA,683685,IT+Comms Rental Payments,"£1,954,884.63"
Ministry of Defence,Ministry of Defence,21/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,686968,Fiscal AUC Capital Additions,"£1,921,630.80"
Ministry of Defence,Ministry of Defence,04/04/2023,P+M General Services,Defence Equipment and Support,ROSYTH ROYAL DOCKYARD LTD,KY11 2YD,683256,P+M General Services,"£1,919,553.53"
Ministry of Defence,Ministry of Defence,26/04/2023,Assets under Construction,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,688244,Fiscal AUC Capital Additions,"£1,916,089.05"
Ministry of Defence,Ministry of Defence,26/04/2023,CL MonthEnd Accruals Balance,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000022345,CL MonthEnd Accruals Balance,"£1,894,792.06"
Ministry of Defence,Ministry of Defence,06/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,683849,Estate+Facilities Mgmnt Servs,"£1,835,394.86"
Ministry of Defence,Ministry of Defence,13/04/2023,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000022286,Defence Eqpt Serv Chrge+Off BS,"£1,813,367.73"
Ministry of Defence,Ministry of Defence,20/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,686641,Fiscal AUC Capital Additions,"£1,811,947.47"
Ministry of Defence,Ministry of Defence,05/04/2023,Assets under Construction,Strategic Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,683580,Fiscal AUC Capital Additions,"£1,720,849.20"
Ministry of Defence,Ministry of Defence,19/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,REDS10 (UK) LIMITED,SE1 0HS,685805,Fiscal AUC Capital Additions,"£1,686,747.12"
Ministry of Defence,Ministry of Defence,19/04/2023,Defence Equip General Services,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,685873,Defence Eqpt Serv Chrge+Off BS,"£1,647,481.00"
Ministry of Defence,Ministry of Defence,04/04/2023,Capital Spares,Defence Equipment and Support,AUSTIN HAYES LTD,LS19 7BD,683332,CS Armament,"£1,638,850.69"
Ministry of Defence,Ministry of Defence,21/04/2023,Telecomms + IT non capital,Defence Equipment and Support,ORACLE CORPORATION U K LTD,RG6 1RA,686977,IT+Comms Rental Payments,"£1,627,413.54"
Ministry of Defence,Ministry of Defence,14/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,684820,Fiscal AUC Capital Additions,"£1,625,145.78"
Ministry of Defence,Ministry of Defence,26/04/2023,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,688085,IT+Comms Rental Payments,"£1,588,925.41"
Ministry of Defence,Ministry of Defence,06/04/2023,Assets under Construction,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,683915,Fiscal AUC Capital Additions,"£1,571,088.00"
Ministry of Defence,Ministry of Defence,20/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ALGECO UK LIMITED,PE4 7AP,686749,Fiscal AUC Capital Additions,"£1,554,546.79"
Ministry of Defence,Ministry of Defence,04/04/2023,Fees for Prof Services,Head Office and Corporate Services,COMPUTACENTER (UK) LIMITED,AL10 9TW,683225,Charge for Enabling Services,"£1,529,308.80"
Ministry of Defence,Ministry of Defence,27/04/2023,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000022355,Intangible Cap Additions In Yr,"£1,498,721.58"
Ministry of Defence,Ministry of Defence,06/04/2023,Fees for Prof Services,Air Command,PA CONSULTING SERVICES LTD,SG8 6DP,683865,Fees for Other Prof Services,"£1,480,680.00"
Ministry of Defence,Ministry of Defence,21/04/2023,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,687116,P+M General Services,"£1,479,772.00"
Ministry of Defence,Ministry of Defence,06/04/2023,Assets under Construction,DES Bespoke Trading Entity,QINETIQ LIMITED,GU14 0LX,683907,Fiscal AUC Capital Additions,"£1,449,117.38"
Ministry of Defence,Ministry of Defence,03/04/2023,Research+Development Expend,Air Command,BABCOCK AEROSPACE LIMITED,PO6 3EN,683016,Research+Development Expend,"£1,444,000.00"
Ministry of Defence,Ministry of Defence,05/04/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000022251,P+M General Services,"£1,417,669.49"
Ministry of Defence,Ministry of Defence,06/04/2023,P+M General Services,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,683865,P+M General Services,"£1,414,142.80"
Ministry of Defence,Ministry of Defence,25/04/2023,Assets under Construction,Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,687855,Fiscal AUC Capital Additions,"£1,405,611.60"
Ministry of Defence,Ministry of Defence,24/04/2023,Defence Equip General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,687473,Defence Eqpt Serv Chrge+Off BS,"£1,398,147.00"
Ministry of Defence,Ministry of Defence,13/04/2023,Fees for Prof Services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,WC1A 1PB,684582,PSS Other Tech Support Exc R+D,"£1,362,660.00"
Ministry of Defence,Ministry of Defence,20/04/2023,Assets under Construction,Navy Command,SERCO LIMITED,RG27 9UY,686800,Fiscal AUC Capital Additions,"£1,358,964.73"
Ministry of Defence,Ministry of Defence,26/04/2023,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,688121,Rental Payments-Transport-Oth,"£1,329,687.28"
Ministry of Defence,Ministry of Defence,17/04/2023,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000022302,SUME AUC Capital Additions,"£1,307,156.40"
Ministry of Defence,Ministry of Defence,05/04/2023,Raw Materials + Consumables,Defence Equipment and Support,ATLANTIC INERTIAL SYSTEMS  LIMITED,PL6 6DE,683636,RMC Munitions,"£1,295,490.00"
Ministry of Defence,Ministry of Defence,24/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TEKON YAPI TAAHHUT INSAAT SANAYI VE TICARET LIMITED SIRKETI,,3210330,Fiscal AUC Capital Additions,"£1,283,903.12"
Ministry of Defence,Ministry of Defence,19/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,685756,Fiscal AUC Capital Additions,"£1,271,329.98"
Ministry of Defence,Ministry of Defence,04/04/2023,P+M General Services,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000075763,P+M General Services,"£1,245,330.01"
Ministry of Defence,Ministry of Defence,11/04/2023,Telecomms + IT non capital,Navy Command,CARBON60 LIMITED,HP20 2LA,684111,IT+Comms Rental Payments,"£1,200,622.27"
Ministry of Defence,Ministry of Defence,04/04/2023,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR0 2EE,683268,Fees for Other Prof Services,"£1,151,653.37"
Ministry of Defence,Ministry of Defence,20/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,686770,Estate+Facilities Mgmnt Servs,"£1,148,977.92"
Ministry of Defence,Ministry of Defence,14/04/2023,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,684809,CL MonthEnd Accruals Balance,"£1,144,818.34"
Ministry of Defence,Ministry of Defence,14/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000075856,Estate+Facilities Mgmnt Servs,"£1,143,620.08"
Ministry of Defence,Ministry of Defence,25/04/2023,Telecomms + IT non capital,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,687804,IT+Comms Rental Payments,"£1,143,388.81"
Ministry of Defence,Ministry of Defence,26/04/2023,P+M General Services,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,688190,P+M General Services,"£1,133,443.74"
Ministry of Defence,Ministry of Defence,25/04/2023,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,687972,Rental Payments-Transport-Oth,"£1,130,673.99"
Ministry of Defence,Ministry of Defence,14/04/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,684820,Estate+Facilities Mgmnt Servs,"£1,098,043.49"
Ministry of Defence,Ministry of Defence,20/04/2023,Assets under Construction,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,686658,SUME AUC Capital Additions,"£1,097,215.56"
Ministry of Defence,Ministry of Defence,12/04/2023,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,17695,Monthly GPC Payment,"£1,088,548.58"
Ministry of Defence,Ministry of Defence,05/04/2023,P+M General Services,Army Command,RADIOCOMS SYSTEMS LTD,NW10 6QD,683665,P+M General Services,"£1,072,930.00"
Ministry of Defence,Ministry of Defence,03/04/2023,Fees for Prof Services,Strategic Command,KPMG LLP,WD17 1DE,683045,Fees for Other Prof Services,"£1,071,591.28"
Ministry of Defence,Ministry of Defence,03/04/2023,Assets under Construction,Defence Equipment and Support,NATS (EN ROUTE) PUBLIC LIMITED COMPANY,EH12 5HG,682989,Fiscal AUC Capital Additions,"£1,013,588.99"
Ministry of Defence,Ministry of Defence,03/04/2023,P+M General Services,Navy Command,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,682971,P+M General Services,"£1,008,370.80"
Ministry of Defence,Ministry of Defence,13/04/2023,Unrecov Grants Made,Head Office and Corporate Services,IMPERIAL WAR MUSEUM TRADING  COMPANY LIMITED,SE1 6HZ,684479,Unrecov Grants Made,"£1,000,000.00"
Ministry of Defence,Ministry of Defence,27/04/2023,Grants in Aid,Navy Command,SEA CADET CORPS,SE1 7JF,688352,Grant in Aid Op Costs,"£990,265.56"
Ministry of Defence,Ministry of Defence,05/04/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,683474,Fiscal AUC Capital Additions,"£980,574.41"
Ministry of Defence,Ministry of Defence,12/04/2023,P+M General Services,Strategic Command,SINTELIX PTY LTD,,684430,P+M General Services,"£944,360.28"
Ministry of Defence,Ministry of Defence,05/04/2023,Capital Spares,Defence Equipment and Support,NP AEROSPACE LTD,CV6 5AQ,683703,CS Engineering + Technical,"£936,982.73"
Ministry of Defence,Ministry of Defence,26/04/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,688074,P+M General Services,"£934,980.55"
Ministry of Defence,Ministry of Defence,17/04/2023,Assets under Construction,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000022304,SUME AUC Capital Additions,"£934,577.25"
