Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,12/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,470705,Equipment support non-project costs,"£9,447,654.35"
Ministry of Defence,Ministry of Defence,17/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,471841,Estate management,"£8,741,291.14"
Ministry of Defence,Ministry of Defence,19/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,472834,Equipment support non-project costs,"£8,474,057.79"
Ministry of Defence,Ministry of Defence,12/03/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,CF10 2GE,470856,Property non dwellings private finance initiative - service concession arrangement service charge,"£8,311,799.56"
Ministry of Defence,Ministry of Defence,18/03/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,472284,Utilities consumed - gas,"£8,152,011.65"
Ministry of Defence,Ministry of Defence,11/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,470469,Fiscal asset under construction - capital in year addition,"£8,064,367.76"
Ministry of Defence,Ministry of Defence,20/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,OCCAR-EA,,3206393,Single use military equipment asset under construction - capital in year addition,"£7,467,146.15"
Ministry of Defence,Ministry of Defence,03/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,468242,Fiscal asset under construction - capital in year addition,"£7,299,879.00"
Ministry of Defence,Ministry of Defence,27/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,475155,Fiscal asset under construction - capital in year addition,"£7,258,600.32"
Ministry of Defence,Ministry of Defence,20/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,473273,Equipment support non-project costs,"£7,138,490.89"
Ministry of Defence,Ministry of Defence,16/03/2020,IT and communication services,Joint Forces Command,FUJITSU SERVICES LIMITED,EC2A 1SL,471407,Information technology services,"£6,984,713.63"
Ministry of Defence,Ministry of Defence,18/03/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,472277,Property dwellings private finance initiative - service concession arrangement service charge,"£6,903,060.70"
Ministry of Defence,Ministry of Defence,09/03/2020,Spend on Inventory - General,Defence Equipment and Support,NHS SUPPLY CHAIN,DE55 4QJ,469937,Spend on Inventory - General,"£6,765,738.36"
Ministry of Defence,Ministry of Defence,13/03/2020,Fees for professional services,Army Command,CAPITA BUSINESS SERVICES LTD,DL1 9HN,471237,Fees for professional services excluding legal fees,"£6,614,902.51"
Ministry of Defence,Ministry of Defence,20/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,473140,Estate management,"£6,481,143.09"
Ministry of Defence,Ministry of Defence,05/03/2020,Estate management,Army Command,HOLDFAST TRAINING SERVICES LIMITED,W1U 1QX,469013,Estate + facilities management services - accommodation inventory + service,"£6,278,809.52"
Ministry of Defence,Ministry of Defence,23/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,473720,Estate core services charge,"£6,200,674.13"
Ministry of Defence,Ministry of Defence,17/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,471943,Equipment support non-project costs,"£5,879,593.56"
Ministry of Defence,Ministry of Defence,19/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,472786,Equipment support non-project costs,"£5,869,671.29"
Ministry of Defence,Ministry of Defence,13/02/2020,Government Procurement Card,Ministry of Defence,ROYAL BANK OF SCOTLAND PLC,,13610,Monthly GPC Payment,"£5,780,035.98"
Ministry of Defence,Ministry of Defence,19/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,HARRIS CORPORATION,,2000013960,Single use military equipment asset under construction - capital in year addition,"£5,723,914.76"
Ministry of Defence,Ministry of Defence,18/03/2020,IT and communication services,Joint Forces Command,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,PR1 1BA,472318,Information technology services,"£5,245,824.11"
Ministry of Defence,Ministry of Defence,12/03/2020,General services and support,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,470729,Defence equipment CLS/IOS service charge,"£5,044,227.40"
Ministry of Defence,Ministry of Defence,17/03/2020,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,6000054431,Defence equipment CLS/IOS service charge,"£5,013,808.65"
Ministry of Defence,Ministry of Defence,20/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3206388,Single use military equipment asset under construction - capital in year addition,"£4,740,000.00"
Ministry of Defence,Ministry of Defence,16/03/2020,Development costs for military equipment,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3206366,Intangible single use military equipment asset  - in year capital addition,"£4,714,233.60"
Ministry of Defence,Ministry of Defence,13/03/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,471029,Property non dwellings private finance initiative - service concession arrangement service charge,"£4,569,472.86"
Ministry of Defence,Ministry of Defence,25/03/2020,Research and development,Defence Equipment and Support,RHEINMETALL LANDSYSTEME GMBH,D-29345,3206409,Research and development at the pre main gate stage of a project,"£4,540,800.00"
Ministry of Defence,Ministry of Defence,24/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,473935,Equipment support project costs,"£4,458,561.44"
Ministry of Defence,Ministry of Defence,17/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,471841,Works - estate management,"£4,324,824.25"
Ministry of Defence,Ministry of Defence,26/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,475021,Equipment support non-project costs,"£4,233,725.35"
Ministry of Defence,Ministry of Defence,18/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000054458,Fiscal asset under construction - capital in year addition,"£4,217,057.12"
Ministry of Defence,Ministry of Defence,23/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,473720,Works services - excluding United States forces/NATO + married quarters,"£4,173,014.07"
Ministry of Defence,Ministry of Defence,26/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000054904,Fiscal asset under construction - capital in year addition,"£4,142,187.29"
Ministry of Defence,Ministry of Defence,24/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,474016,Estate core services charge,"£3,973,432.92"
Ministry of Defence,Ministry of Defence,25/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,474529,Estate management,"£3,889,944.81"
Ministry of Defence,Ministry of Defence,17/03/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,471842,Property non dwellings private finance initiative - service concession arrangement service charge,"£3,872,543.88"
Ministry of Defence,Ministry of Defence,09/03/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,469582,Spend on Inventory - General,"£3,865,635.24"
Ministry of Defence,Ministry of Defence,30/03/2020,Fees for professional services,Head Office and Corporate Services,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,475552,Fees for professional services excluding legal fees,"£3,792,816.30"
Ministry of Defence,Ministry of Defence,18/03/2020,Fees for professional services,Head Office and Corporate Services,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,472416,Fees for professional services excluding legal fees,"£3,769,105.39"
Ministry of Defence,Ministry of Defence,25/03/2020,Fees for professional services,DES Bespoke Trading Entity,QINETIQ LIMITED,GU14 0LX,474232,Safety Management,"£3,764,741.42"
Ministry of Defence,Ministry of Defence,25/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,474642,Fiscal asset under construction - capital in year addition,"£3,668,047.95"
Ministry of Defence,Ministry of Defence,20/03/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,10363,Transport other operating lease,"£3,652,182.97"
Ministry of Defence,Ministry of Defence,19/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,472771,Single use military equipment asset under construction - capital in year addition,"£3,651,113.05"
Ministry of Defence,Ministry of Defence,23/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,FERRANTI TECHNOLOGIES LIMITED,OL4 3JA,473584,Single use military equipment asset under construction - capital in year addition,"£3,481,420.80"
Ministry of Defence,Ministry of Defence,23/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,LEONARDO MW LTD,SS14 3EL,473824,Equipment support project costs,"£3,372,470.40"
Ministry of Defence,Ministry of Defence,03/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,468291,Equipment support non-project costs,"£3,330,463.46"
Ministry of Defence,Ministry of Defence,04/03/2020,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,468820,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,192,469.67"
Ministry of Defence,Ministry of Defence,02/03/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,467911,Utilities consumed - gas,"£3,111,751.56"
Ministry of Defence,Ministry of Defence,25/03/2020,IT and communication services,Joint Forces Command,FUJITSU SERVICES LIMITED,EC2A 1SL,474228,Information technology services,"£3,104,666.47"
Ministry of Defence,Defence Science and Technology Laboratory,13/03/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000075243 - 00326700,Capital Asset expenditure,"£3,039,514.81"
Ministry of Defence,Ministry of Defence,03/03/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,468242,Defence equipment CLS/IOS service charge,"£3,032,788.00"
Ministry of Defence,Ministry of Defence,23/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,473720,Fiscal asset under construction - capital in year addition,"£2,960,657.21"
Ministry of Defence,Ministry of Defence,05/03/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,468944,Spend on Inventory - General,"£2,759,941.69"
Ministry of Defence,Ministry of Defence,05/03/2020,Purchase of information and communications technology,DEFENCE INFRASTRUCTURE ORGANISATION,SOFTWARE BOX LIMITED,YO61 1ET,469240,IT + communications asset - in year capital addition,"£2,742,857.15"
Ministry of Defence,Ministry of Defence,17/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,471841,Fiscal asset under construction - capital in year addition,"£2,684,326.32"
Ministry of Defence,Ministry of Defence,23/03/2020,IT and communication services,Army Command,ROKE MANOR RESEARCH LTD,SO51 0ZN,473595,Information technology services,"£2,656,649.22"
Ministry of Defence,Ministry of Defence,04/03/2020,Transport hire charges,Defence Equipment and Support,FORELAND SHIPPING LTD,EC3A 7BT,468454,Transport other operating lease,"£2,541,824.00"
Ministry of Defence,Ministry of Defence,25/03/2020,Research and development,Air Command,SAAB DIGITAL AIR TRAFFIC SOLUTIONS AB,,3206406,Reasearch+Development Frasc,"£2,495,000.00"
Ministry of Defence,Ministry of Defence,19/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,472895,Estate management,"£2,484,696.82"
Ministry of Defence,Ministry of Defence,27/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,475268,Fiscal asset under construction - capital in year addition,"£2,465,699.62"
Ministry of Defence,Ministry of Defence,06/03/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,469339,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,445,382.42"
Ministry of Defence,Ministry of Defence,03/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MORGAN SINDALL CONSTRUCTION & INFRASTRUCTURE LTD,CV21 2DW,468231,Fiscal asset under construction - capital in year addition,"£2,413,743.74"
Ministry of Defence,Ministry of Defence,25/03/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,474520,Spend on Inventory - General,"£2,398,712.78"
Ministry of Defence,Ministry of Defence,23/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,473720,Works - estate management,"£2,396,089.79"
Ministry of Defence,Ministry of Defence,27/03/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000014073,Raw materials and consumable marine fuel inventory purchased,"£2,365,741.82"
Ministry of Defence,Ministry of Defence,24/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERFITZPATRICK LIMITED,EN11 9BX,473926,Fiscal asset under construction - capital in year addition,"£2,348,113.24"
Ministry of Defence,Ministry of Defence,03/03/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,SW1X 7EN,468150,Utilities consumed - electricity,"£2,340,600.31"
Ministry of Defence,Ministry of Defence,30/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000054957,Estate management,"£2,330,945.97"
Ministry of Defence,Ministry of Defence,16/03/2020,Development costs for military equipment,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,471599,Intangible single use military equipment asset  - in year capital addition,"£2,315,484.00"
Ministry of Defence,Ministry of Defence,03/03/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,468291,Spend on Inventory - General,"£2,312,990.83"
Ministry of Defence,Ministry of Defence,11/03/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,470358,External military training,"£2,302,035.04"
Ministry of Defence,Ministry of Defence,11/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MORGAN SINDALL CONSTRUCTION & INFRASTRUCTURE LTD,CV21 2DW,470451,Fiscal asset under construction - capital in year addition,"£2,294,554.65"
Ministry of Defence,Ministry of Defence,18/03/2020,Spend on Inventory - General,Defence Equipment and Support,RHEINMETALL WAFFE MUNITION GMBH,,6000054457,Spend on Inventory - General,"£2,291,732.24"
Ministry of Defence,Ministry of Defence,03/03/2020,Spend on Inventory - General,Defence Equipment and Support,LEONARDO MW LTD,SS14 3EL,468438,Spend on Inventory - General,"£2,248,280.42"
Ministry of Defence,Ministry of Defence,11/03/2020,Inventory Accruals,Defence Equipment and Support,HELI-ONE NORWAY (AS),,3206336,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£2,212,711.20"
Ministry of Defence,Defence Science and Technology Laboratory,20/03/2020,IT Hardware,Enabling Divisions,SOPRA STERIA LIMITED,TW8 9DH,V - 0000076097 - 00327390,IT Hardware,"£2,150,749.70"
Ministry of Defence,Ministry of Defence,25/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000014040,Single use military equipment asset under construction - capital in year addition,"£2,133,912.91"
Ministry of Defence,Ministry of Defence,26/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,475020,Purchase of medical support equipment excluding that supplied from the inventory system,"£2,119,347.00"
Ministry of Defence,Ministry of Defence,18/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,472223,Works services - excluding United States forces/NATO + married quarters,"£2,112,684.29"
Ministry of Defence,Ministry of Defence,12/03/2020,Design services and minor equipment purchases,Joint Forces Command,MET OFFICE,EX1 3PB,470754,Equipment support non-project costs,"£2,101,164.83"
Ministry of Defence,Ministry of Defence,19/03/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,472834,Spend on Inventory - General,"£2,095,234.54"
Ministry of Defence,Ministry of Defence,20/03/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,473099,Defence equipment CLS/IOS service charge,"£2,094,265.00"
Ministry of Defence,Ministry of Defence,30/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,475404,Equipment support project costs,"£2,031,200.18"
Ministry of Defence,Ministry of Defence,30/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,475375,Fiscal asset under construction - capital in year addition,"£2,027,451.00"
Ministry of Defence,Ministry of Defence,19/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,472718,Equipment support non-project costs,"£1,989,149.04"
Ministry of Defence,Ministry of Defence,27/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,475283,Single use military equipment asset under construction - capital in year addition,"£1,962,362.60"
Ministry of Defence,Ministry of Defence,12/03/2020,IT and communication services,Joint Forces Command,ORACLE CORPORATION U K LTD,RG6 1RA,470715,Information technology services,"£1,954,121.00"
Ministry of Defence,Ministry of Defence,04/03/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,468540,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,952,784.30"
Ministry of Defence,Ministry of Defence,25/03/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,474438,External military training ,"£1,948,190.71"
Ministry of Defence,Ministry of Defence,23/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,473605,Estate management,"£1,916,931.15"
Ministry of Defence,Ministry of Defence,13/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,471221,Fiscal asset under construction - capital in year addition,"£1,891,575.48"
Ministry of Defence,Ministry of Defence,02/03/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,SW1X 7EN,467961,Utilities consumed - electricity,"£1,886,106.24"
Ministry of Defence,Defence Science and Technology Laboratory,31/03/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000077221 - 00328084,Capital Asset expenditure,"£1,880,230.76"
Ministry of Defence,Ministry of Defence,24/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,474108,Fiscal asset under construction - capital in year addition,"£1,874,031.49"
Ministry of Defence,Ministry of Defence,04/03/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,SERVICES SOUND & VISION CORPORATION(THE),SL9 8TN,468455,Welfare services including sports equipment and ministers of religion.,"£1,869,000.00"
Ministry of Defence,Ministry of Defence,30/03/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,SERVICES SOUND & VISION CORPORATION(THE),SL9 8TN,475586,Welfare services including sports equipment and ministers of religion.,"£1,869,000.00"
Ministry of Defence,Ministry of Defence,19/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,472912,Estate core services charge,"£1,862,133.72"
Ministry of Defence,Ministry of Defence,11/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000054301,Equipment support project costs,"£1,861,601.27"
Ministry of Defence,Ministry of Defence,13/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,LU1 3PG,471327,Single use military equipment asset under construction - capital in year addition,"£1,857,762.12"
Ministry of Defence,Ministry of Defence,19/03/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,472708,Fees for professional services excluding legal fees,"£1,857,277.78"
Ministry of Defence,Ministry of Defence,25/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,474303,Estate management,"£1,842,662.85"
Ministry of Defence,Ministry of Defence,03/03/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,468415,Fiscal asset under construction - capital in year addition,"£1,836,572.89"
Ministry of Defence,Ministry of Defence,09/03/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,469840,Fees for professional services excluding legal fees,"£1,829,183.96"
Ministry of Defence,Ministry of Defence,23/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,473837,Equipment support non-project costs,"£1,819,156.17"
Ministry of Defence,Ministry of Defence,26/03/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,474975,Spend on Inventory - General,"£1,817,912.07"
Ministry of Defence,Ministry of Defence,09/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,469582,Equipment support non-project costs,"£1,809,082.16"
Ministry of Defence,Ministry of Defence,23/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,473798,Estate management,"£1,797,788.01"
Ministry of Defence,Ministry of Defence,23/03/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,473845,Spend on Inventory - General,"£1,795,543.69"
Ministry of Defence,Ministry of Defence,09/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,469894,Estate management,"£1,782,838.71"
Ministry of Defence,Ministry of Defence,18/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,472235,Fiscal asset under construction - capital in year addition,"£1,780,344.00"
Ministry of Defence,Ministry of Defence,18/03/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,472124,Transport fighting equipment operating lease,"£1,759,782.17"
Ministry of Defence,Ministry of Defence,30/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,LEONARDO MW LTD,SS14 3EL,475419,Equipment support project costs,"£1,751,121.66"
Ministry of Defence,Ministry of Defence,16/03/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,471408,Defence equipment CLS/IOS service charge,"£1,743,155.00"
Ministry of Defence,Ministry of Defence,24/03/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000014027,Defence equipment CLS/IOS service charge,"£1,741,646.59"
Ministry of Defence,Ministry of Defence,17/03/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,471838,Works services - excluding United States forces/NATO + married quarters,"£1,737,542.12"
Ministry of Defence,Ministry of Defence,02/03/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,467665,Property dwellings private finance initiative - service concession arrangement service charge,"£1,706,563.32"
Ministry of Defence,Ministry of Defence,04/03/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,468480,Fiscal asset under construction - capital in year addition,"£1,697,169.00"
Ministry of Defence,Ministry of Defence,12/03/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,470960,Equipment support non-project costs,"£1,678,769.10"
Ministry of Defence,Ministry of Defence,30/03/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,475452,Property dwellings private finance initiative - service concession arrangement service charge,"£1,675,485.97"
