Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,25/05/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,556922,Property dwellings private finance initiative - service concession arrangement service charge,"£7,138,390.63"
Ministry of Defence,Ministry of Defence,17/05/2021,General services and support,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,555051,Defence equipment CLS/IOS service charge,"£6,911,167.84"
Ministry of Defence,Ministry of Defence,10/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,553301,Equipment support non-project costs,"£6,487,245.20"
Ministry of Defence,Ministry of Defence,11/05/2021,Estate management,Army Command,HOLDFAST TRAINING SERVICES LIMITED,ME4 4UG,553554,Estate + facilities management services - accommodation inventory + service,"£6,297,082.81"
Ministry of Defence,Ministry of Defence,07/05/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,553132,Spend on Inventory - General,"£6,236,759.36"
Ministry of Defence,Ministry of Defence,25/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,556916,Works - estate management,"£6,220,319.03"
Ministry of Defence,Ministry of Defence,10/05/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14248,Monthly GPC Payment,"£5,800,898.47"
Ministry of Defence,Ministry of Defence,27/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,557515,Equipment support non-project costs,"£5,767,601.56"
Ministry of Defence,Ministry of Defence,20/05/2021,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,VITOL AVIATION UK LTD,SW1E 5LB,2000017376,Raw materials and consumable marine fuel inventory purchased,"£5,615,980.41"
Ministry of Defence,Ministry of Defence,11/05/2021,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,553605,Defence equipment CLS/IOS service charge,"£5,560,499.00"
Ministry of Defence,Ministry of Defence,17/05/2021,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,554877,Defence equipment CLS/IOS service charge,"£5,458,002.46"
Ministry of Defence,Ministry of Defence,21/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,556301,Fiscal asset under construction - capital in year addition,"£5,413,380.54"
Ministry of Defence,Ministry of Defence,21/05/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,556595,Utilities consumed - gas,"£5,343,296.14"
Ministry of Defence,Ministry of Defence,12/05/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14251,Monthly GPC Payment,"£5,273,223.84"
Ministry of Defence,Ministry of Defence,07/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,553132,Equipment support non-project costs,"£5,125,827.58"
Ministry of Defence,Ministry of Defence,07/05/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,553145,Spend on Inventory - General,"£4,911,690.86"
Ministry of Defence,Ministry of Defence,04/05/2021,Inventory Accruals,Defence Equipment and Support,NATO SUPPORT AND PROCUREMENT AGENCY (NSPA),,6000062235,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£4,754,497.13"
Ministry of Defence,Ministry of Defence,17/05/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,555029,Spend on Inventory - General,"£4,697,066.38"
Ministry of Defence,Ministry of Defence,26/05/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,557408,Utilities consumed - water + sewage,"£4,490,643.59"
Ministry of Defence,Ministry of Defence,26/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,557212,Estate core services charge,"£4,479,240.47"
Ministry of Defence,Ministry of Defence,11/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,553732,Equipment support non-project costs,"£4,388,058.63"
Ministry of Defence,Ministry of Defence,18/05/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,555316,Utilities consumed - water + sewage,"£4,339,008.04"
Ministry of Defence,Ministry of Defence,06/05/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,SEVERN TRENT SERVICES DEFENCE LIMITED,CV3 9NT,552748,Property non dwellings private finance initiative - service concession arrangement service charge,"£4,108,398.48"
Ministry of Defence,Ministry of Defence,04/05/2021,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,SHELL U.K. OIL PRODUCTS LTD,SE1 7NA,2000017206,Raw materials and consumable aviation fuel inventory purchased,"£3,848,990.60"
Ministry of Defence,Ministry of Defence,25/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,557033,Works services - excluding United States forces/NATO + married quarters,"£3,839,246.19"
Ministry of Defence,Ministry of Defence,07/05/2021,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,553132,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£3,645,959.03"
Ministry of Defence,Ministry of Defence,18/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,555420,Fiscal asset under construction - capital in year addition,"£3,535,949.05"
Ministry of Defence,Ministry of Defence,19/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,555914,Equipment support non-project costs,"£3,485,724.44"
Ministry of Defence,Ministry of Defence,04/05/2021,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,552036,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,245,906.12"
Ministry of Defence,Ministry of Defence,25/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,557033,Fiscal asset under construction - capital in year addition,"£3,155,019.08"
Ministry of Defence,Ministry of Defence,26/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,557242,Equipment support non-project costs,"£3,145,528.15"
Ministry of Defence,Ministry of Defence,17/05/2021,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000017327,Defence equipment CLS/IOS service charge,"£3,131,521.78"
Ministry of Defence,Ministry of Defence,20/05/2021,Development costs for military equipment,Defence Equipment and Support,LEONARDO UK LTD,LU1 3PG,555965,Intangible single use military equipment asset  - in year capital addition,"£3,000,000.00"
Ministry of Defence,Ministry of Defence,18/05/2021,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,555213,Defence equipment CLS/IOS service charge,"£2,993,992.85"
Ministry of Defence,Ministry of Defence,19/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,555713,Equipment support project costs,"£2,841,471.00"
Ministry of Defence,Ministry of Defence,24/05/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,556843,Spend on Inventory - General,"£2,820,282.92"
Ministry of Defence,Ministry of Defence,25/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,557033,Works - estate management,"£2,781,287.60"
Ministry of Defence,Ministry of Defence,25/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,557189,Fiscal asset under construction - capital in year addition,"£2,776,642.30"
Ministry of Defence,Ministry of Defence,18/05/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14242,Monthly GPC Payment,"£2,741,316.29"
Ministry of Defence,Ministry of Defence,25/05/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,556975,Fiscal asset under construction - capital in year addition,"£2,729,579.63"
Ministry of Defence,Ministry of Defence,18/05/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,555349,Spend on Inventory - General,"£2,721,664.84"
Ministry of Defence,Ministry of Defence,06/05/2021,General services and support,Defence Equipment and Support,LEONARDO UK LTD,BA20 2YB,552645,Defence equipment CLS/IOS service charge,"£2,671,788.00"
Ministry of Defence,Ministry of Defence,18/05/2021,Transport hire charges,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,555212,Transport other operating lease,"£2,580,100.00"
Ministry of Defence,Ministry of Defence,17/05/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000062411,Spend on Inventory - General,"£2,571,338.87"
Ministry of Defence,Ministry of Defence,17/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,555088,Fiscal asset under construction - capital in year addition,"£2,526,477.97"
Ministry of Defence,Ministry of Defence,21/05/2021,General services and support,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,556267,Defence equipment CLS/IOS service charge,"£2,487,009.00"
Ministry of Defence,Ministry of Defence,21/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,556301,Works - estate management,"£2,439,641.36"
Ministry of Defence,Ministry of Defence,17/05/2021,Property leases,Strategic Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,554825,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,414,969.99"
Ministry of Defence,Ministry of Defence,18/05/2021,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,6000062441,Defence equipment CLS/IOS service charge,"£2,394,620.71"
Ministry of Defence,Ministry of Defence,27/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,557541,Works - estate management,"£2,308,948.83"
Ministry of Defence,Ministry of Defence,13/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,554515,Works - estate management,"£2,176,942.05"
Ministry of Defence,Ministry of Defence,17/05/2021,Transport hire charges,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,555029,Transport other operating lease,"£2,163,904.56"
Ministry of Defence,Ministry of Defence,14/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,554629,Works - estate management,"£2,145,607.69"
Ministry of Defence,Ministry of Defence,27/05/2021,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,557643,Defence equipment CLS/IOS service charge,"£2,057,160.80"
Ministry of Defence,Ministry of Defence,10/05/2021,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,553465,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,049,353.04"
Ministry of Defence,Ministry of Defence,12/05/2021,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,554050,External military training ,"£2,028,594.40"
Ministry of Defence,Ministry of Defence,06/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,552672,Equipment support non-project costs,"£1,992,867.20"
Ministry of Defence,Ministry of Defence,05/05/2021,Medical treatment & stores and welfare services,Head Office and Corporate Services,BFBS,SL9 8TN,552491,Welfare services including sports equipment and ministers of religion.,"£1,961,000.00"
Ministry of Defence,Ministry of Defence,24/05/2021,Fees for professional services,Strategic Command,SERCO LIMITED,RG27 9UY,556874,Fees for professional services excluding legal fees,"£1,957,755.22"
Ministry of Defence,Ministry of Defence,11/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,553655,Works - estate management,"£1,946,092.96"
Ministry of Defence,Ministry of Defence,24/05/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000062628,Single use military equipment asset under construction - capital in year addition,"£1,932,170.09"
Ministry of Defence,Ministry of Defence,10/05/2021,Inventory Accruals,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,553493,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,922,605.57"
Ministry of Defence,Ministry of Defence,11/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000062334,Equipment support project costs,"£1,880,600.17"
Ministry of Defence,Ministry of Defence,25/05/2021,IT and communication services,Strategic Command,CGI IT UK LIMITED,CF31 9AP,557079,Information technology services,"£1,872,895.32"
Ministry of Defence,Ministry of Defence,11/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,553655,Works services - excluding United States forces/NATO + married quarters,"£1,867,568.60"
Ministry of Defence,Ministry of Defence,14/05/2021,Rent and rates,Head Office and Corporate Services,THE ROYAL KINGDOM OF SAUDI ARABIA (MOD & AVIATION),SW1P 3JH,3207868,Rent buildings - non civil estate property and married quarter property,"£1,860,000.00"
Ministry of Defence,Ministry of Defence,12 May 2021,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,554012,Works - civil estate,"£1,847,194.11"
Ministry of Defence,Ministry of Defence,06/05/2021,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,14243,Monthly GPC Payment,"£1,838,192.42"
Ministry of Defence,Ministry of Defence,19/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,ROLLS-ROYCE POWER ENGINEERING PLC,DE24 8BJ,555745,Equipment support non-project costs,"£1,817,703.44"
Ministry of Defence,Ministry of Defence,24/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,556605,Fiscal asset under construction - capital in year addition,"£1,793,326.68"
Ministry of Defence,Ministry of Defence,12/05/2021,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,553937,Spend on Inventory - General,"£1,778,980.10"
Ministry of Defence,Ministry of Defence,21/05/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,556379,Property dwellings private finance initiative - service concession arrangement service charge,"£1,769,360.16"
Ministry of Defence,Ministry of Defence,11/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,553655,Fiscal asset under construction - capital in year addition,"£1,762,895.75"
Ministry of Defence,Ministry of Defence,24/05/2021,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,556843,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,706,945.97"
Ministry of Defence,Ministry of Defence,14/05/2021,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,554791,Capital spares engineering and technical inventory single use military equip capital in year addition,"£1,673,881.81"
Ministry of Defence,Ministry of Defence,19/05/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,555840,Property dwellings private finance initiative - service concession arrangement service charge,"£1,673,324.39"
Ministry of Defence,Ministry of Defence,17/05/2021,IT and communication services,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,554857,Information technology services,"£1,605,078.12"
Ministry of Defence,Ministry of Defence,12/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,554012,Fiscal asset under construction - capital in year addition,"£1,603,602.78"
Ministry of Defence,Ministry of Defence,24/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,556659,Fiscal asset under construction - capital in year addition,"£1,562,420.02"
Ministry of Defence,Ministry of Defence,17/05/2021,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,555016,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,540,366.54"
Ministry of Defence,Ministry of Defence,10/05/2021,IT and communication services,Navy Command,CARBON60 LIMITED,HP20 2LA,553315,Information technology services,"£1,540,066.10"
Ministry of Defence,Ministry of Defence,27/05/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,557683,Utilities consumed - water + sewage,"£1,525,760.73"
Ministry of Defence,Ministry of Defence,18/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,555260,Equipment support project costs,"£1,510,160.66"
Ministry of Defence,Ministry of Defence,19/05/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,555914,Spend on Inventory - General,"£1,466,219.99"
Ministry of Defence,Ministry of Defence,21/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,556401,Works - estate management,"£1,465,414.47"
Ministry of Defence,Ministry of Defence,19/05/2021,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,555813,Transport fighting equipment operating lease,"£1,463,539.25"
Ministry of Defence,Ministry of Defence,12/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000062348,Equipment support non-project costs,"£1,458,869.87"
Ministry of Defence,Ministry of Defence,14/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000062399,Equipment support non-project costs,"£1,452,017.27"
Ministry of Defence,Ministry of Defence,05/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,552503,Equipment support project costs,"£1,435,128.00"
Ministry of Defence,Ministry of Defence,24/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,556746,Equipment support project costs,"£1,432,618.26"
Ministry of Defence,Ministry of Defence,10/05/2021,Food and clothing,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,553294,Cost of food purchases,"£1,380,537.15"
Ministry of Defence,Ministry of Defence,21/05/2021,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP INTERNATIONAL LIMITED,TW16 7BP,2000017377,Raw materials and consumable aviation fuel inventory purchased,"£1,333,795.18"
Ministry of Defence,Ministry of Defence,21/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,556245,Works - estate management,"£1,310,498.16"
Ministry of Defence,Ministry of Defence,20/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,556110,Equipment support project costs,"£1,299,957.88"
Ministry of Defence,Ministry of Defence,04/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,552247,Fiscal asset under construction - capital in year addition,"£1,253,389.75"
Ministry of Defence,Ministry of Defence,17/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,555029,Equipment support non-project costs,"£1,252,661.95"
Ministry of Defence,Ministry of Defence,27/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,557544,Equipment support non-project costs,"£1,213,752.79"
Ministry of Defence,Ministry of Defence,14/05/2021,Fees for professional services,Army Command,PA CONSULTING SERVICES LTD,SG8 6DP,554597,Fees for professional services excluding legal fees,"£1,200,000.00"
Ministry of Defence,Ministry of Defence,17/05/2021,Transport hire charges,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,555029,Transport other operating lease,"£1,193,923.73"
Ministry of Defence,Ministry of Defence,12/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,554012,Works - estate management,"£1,172,829.69"
Ministry of Defence,Ministry of Defence,07/05/2021,GCB001 - Output VAT Payment,DIO-SSG,HMRC VAT RETURNS,SS99 1AA,AP0221PC9098,GCB001 - Output VAT Payment,"£1,169,066.24"
Ministry of Defence,Ministry of Defence,12/05/2021,General services and support,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,553893,Defence equipment CLS/IOS service charge,"£1,162,678.00"
Ministry of Defence,Ministry of Defence,27/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,557541,Works services - excluding United States forces/NATO + married quarters,"£1,154,206.67"
Ministry of Defence,Ministry of Defence,21/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,BRITISH INTERNATIONAL HELICOPTER SERVICES LIMITED,CV8 3AZ,556360,Equipment support non-project costs,"£1,153,464.45"
Ministry of Defence,Ministry of Defence,07/05/2021,General services and support,Defence Equipment and Support,LEONARDO UK LTD,BA20 2YB,2000017252,Defence equipment CLS/IOS service charge,"£1,144,804.02"
Ministry of Defence,Ministry of Defence,24/05/2021,Fuel for military use,Strategic Command,FORELAND SHIPPING LTD,EC3A 7BT,556882,Spot bunker marine fuel consumed,"£1,089,738.43"
Ministry of Defence,Ministry of Defence,04/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,551992,Purchase of medical support equipment excluding that supplied from the inventory system,"£1,086,235.94"
Ministry of Defence,Ministry of Defence,25/05/2021,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,557035,Fees for professional services excluding legal fees,"£1,082,211.60"
Ministry of Defence,Ministry of Defence,18/05/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000062430,Works - estate management,"£1,081,962.08"
Ministry of Defence,Ministry of Defence,24/05/2021,Design services and minor equipment purchases,Defence Equipment and Support,CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,CH41 9BP,556799,Equipment support project costs,"£1,076,346.00"
Ministry of Defence,Ministry of Defence,13/05/2021,Property leases,Strategic Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG6 1PT,19018,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,072,939.86"
Ministry of Defence,Ministry of Defence,21/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,WATES CONSTRUCTION LIMITED,KT22 7SW,556347,Fiscal asset under construction - capital in year addition,"£1,064,377.78"
Ministry of Defence,Ministry of Defence,18/05/2021,Purchase of buildings and military equipment ,Defence Equipment and Support,MARINE SPECIALISED TECHNOLOGY LIMITED,L3 4BE,555419,Fiscal asset under construction - capital in year addition,"£1,062,409.55"
Ministry of Defence,Ministry of Defence,17/05/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,555157,Fiscal asset under construction - capital in year addition,"£1,049,056.45"
Ministry of Defence,Ministry of Defence,26/05/2021,Fees for professional services,Strategic Command,KPMG LLP,WD17 1DE,557281,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,033,622.40"
Ministry of Defence,Ministry of Defence,18/05/2021,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,555349,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,006,538.06"
Ministry of Defence,Ministry of Defence,12/05/2021,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,553937,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,003,549.70"
