Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,19/11/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,519007,Property dwellings private finance initiative - service concession arrangement service charge,"£1,748,535.17"
Ministry of Defence,Ministry of Defence,09/11/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,516225,Spend on Inventory - General,"£1,742,498.12"
Ministry of Defence,Ministry of Defence,25/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,A&P GROUP LIMITED,NE31 1SP,520171,Design services and minor equipment purchases,"£1,739,157.49"
Ministry of Defence,Ministry of Defence,16/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,517806,Works - estate management,"£1,705,156.11"
Ministry of Defence,Ministry of Defence,11/11/2020,Estate management,Army Command,HOLDFAST TRAINING SERVICES LIMITED,ME4 4UG,516912,Estate + facilities management services - accommodation inventory + service,"£1,700,000.00"
Ministry of Defence,Ministry of Defence,25/11/2020,Transport hire charges,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,520080,Transport fighting equipment operating lease,"£1,689,052.00"
Ministry of Defence,Ministry of Defence,06/11/2020,Design services and minor equipment purchases,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,515985,Equipment support non-project costs,"£1,655,730.00"
Ministry of Defence,Ministry of Defence,09/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,516310,Works - estate management,"£1,595,439.64"
Ministry of Defence,Ministry of Defence,26/11/2020,Fees for professional services,Joint Forces Command,KPMG LLP,WD17 1DE,520538,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,589,498.40"
Ministry of Defence,Ministry of Defence,17/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000058817,Design services and minor equipment purchases,"£1,585,290.03"
Ministry of Defence,Ministry of Defence,25/11/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,519914,Information technology services,"£1,503,757.07"
Ministry of Defence,Ministry of Defence,25/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,519928,Fiscal asset under construction - capital in year addition,"£1,503,669.41"
Ministry of Defence,Ministry of Defence,26/11/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,520444,Spend on Inventory - General,"£1,493,957.99"
Ministry of Defence,Ministry of Defence,02/11/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,QIOPTIQ LTD,LL17 0LL,514549,Purchase of buildings and military equipment ,"£1,492,178.94"
Ministry of Defence,Ministry of Defence,17/11/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,518039,Utilities consumed - water + sewage,"£1,455,871.48"
Ministry of Defence,Ministry of Defence,04/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,515033,Equipment support non-project costs,"£1,452,909.37"
Ministry of Defence,Ministry of Defence,24/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,519713,Works services - excluding United States forces/NATO + married quarters,"£1,443,696.70"
Ministry of Defence,Ministry of Defence,12/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,517228,Fiscal asset under construction - capital in year addition,"£1,421,830.80"
Ministry of Defence,Ministry of Defence,10/11/2020,Design services and minor equipment purchases,Army Command,4C EUROPE UK LIMITED,WC2N 6DF,516497,Equipment support project costs,"£1,407,349.93"
Ministry of Defence,Ministry of Defence,24/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,519703,Fiscal asset under construction - capital in year addition,"£1,400,000.00"
Ministry of Defence,Ministry of Defence,18/11/2020,Spend on Inventory - General,Defence Equipment and Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS MUNITIONS LIMITED,NP15 1XL,518402,Spend on Inventory - General,"£1,357,560.00"
Ministry of Defence,Ministry of Defence,20/11/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000015965,Defence equipment CLS/IOS service charge,"£1,322,687.98"
Ministry of Defence,Ministry of Defence,20/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,519180,Equipment support non-project costs,"£1,269,896.60"
Ministry of Defence,Ministry of Defence,16/11/2020,Transport hire charges,Air Command,BABCOCK LAND LIMITED,BH23 6BS,517786,Transport other operating lease,"£1,268,473.78"
Ministry of Defence,Ministry of Defence,27/11/2020,Spend on Inventory - General,Defence Equipment and Support,BBI SOLUTIONS OEM LIMITED,NP11 3EF,520587,Spend on Inventory - General,"£1,257,358.80"
Ministry of Defence,Ministry of Defence,04/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,SAAB AB (PUBL),,3207100,Design services and minor equipment purchases,"£1,220,914.07"
Ministry of Defence,Ministry of Defence,10/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,516424,Fiscal asset under construction - capital in year addition,"£1,199,341.06"
Ministry of Defence,Ministry of Defence,04/11/2020,IT and communication services,Navy Command,CARBON60 LIMITED,HP20 2LA,515168,Information technology services,"£1,179,074.99"
Ministry of Defence,Ministry of Defence,24/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK DEFENCE SERVICES LIMITED,WV3 0SR,519830,Works - estate management,"£1,177,322.50"
Ministry of Defence,Ministry of Defence,10/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,516683,Equipment support non-project costs,"£1,177,126.00"
Ministry of Defence,Ministry of Defence,11/11/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,2000015882,Raw materials and consumable aviation fuel inventory purchased,"£1,164,786.67"
Ministry of Defence,Ministry of Defence,19/11/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,UK DOCKS MARINE SERVICES NORTH LIMITED,NE33 1LH,518825,Purchase of buildings and military equipment ,"£1,149,208.39"
Ministry of Defence,Ministry of Defence,24/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,519713,Fiscal asset under construction - capital in year addition,"£1,149,139.28"
Ministry of Defence,Ministry of Defence,20/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,SG19 2BD,519177,Fiscal asset under construction - capital in year addition,"£1,128,896.89"
Ministry of Defence,Ministry of Defence,02/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,514409,Fiscal asset under construction - capital in year addition,"£1,109,152.80"
Ministry of Defence,Ministry of Defence,09/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000058717,Works - estate management,"£1,092,140.03"
Ministry of Defence,Ministry of Defence,09/11/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13944,Monthly GPC Payment,"£1,074,579.81"
Ministry of Defence,Ministry of Defence,05/11/2020,Research and development,Defence Equipment and Support,"FOREIGN, COMMONWEALTH & DEVELOPMENT OFFICE SERVICES",MK19 7BH,515635,Research and development,"£1,069,439.69"
Ministry of Defence,Ministry of Defence,20/11/2020,General services and support,Army Command,SAAB AB,,3207162,Defence equipment CLS/IOS service charge,"£1,069,325.00"
Ministry of Defence,Ministry of Defence,19/11/2020,Property leases,Joint Forces Command,MINERVA EDUCATION AND TRAINING  LIMITED,RG6 1PT,18612,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,068,834.18"
Ministry of Defence,Ministry of Defence,10/11/2020,Inventory Accruals,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,516568,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,049,967.38"
Ministry of Defence,Ministry of Defence,23/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,519610,Works - estate management,"£1,049,189.21"
Ministry of Defence,Ministry of Defence,04/11/2020,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,515014,Capital spares engineering and technical inventory single use military equip capital in year addition,"£1,044,880.85"
Ministry of Defence,Ministry of Defence,23/11/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,519610,Works services - excluding United States forces/NATO + married quarters,"£1,044,082.65"
Ministry of Defence,Ministry of Defence,20/11/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,519180,Single use military equipment asset under construction - capital in year addition,"£1,033,851.00"
Ministry of Defence,Ministry of Defence,02/11/2020,Inventory Accruals,Defence Equipment and Support,SOURCE VAGABOND SYSTEMS LTD,,3207093,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£1,022,443.32"
Ministry of Defence,Ministry of Defence,03/11/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,514839,Fiscal asset under construction - capital in year addition,"£1,019,778.60"
Ministry of Defence,Ministry of Defence,18/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,AFFINITY CAPITAL WORKS LIMITED,KT22 7NL,518673,Design services and minor equipment purchases,"£1,016,033.20"
Ministry of Defence,Ministry of Defence,11/11/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,SKANSKA UK PLC,WD3 9SW,516949,Fiscal asset under construction - capital in year addition,"£1,013,951.32"
Ministry of Defence,Ministry of Defence,23/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,519512,Equipment support non-project costs,"£1,011,504.90"
Ministry of Defence,Ministry of Defence,17/11/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,518227,Transport other operating lease,"£1,009,069.63"
Ministry of Defence,Ministry of Defence,20/11/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,519187,Equipment support project costs,"£999,326.72"
