Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,06/01/2023,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000021681,Defence Eqpt Serv Chrge+Off BS,"£3,097,189.68"
Ministry of Defence,Ministry of Defence,26/01/2023,Defence Equip General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000021828,Defence Eqpt Serv Chrge+Off BS,"£3,097,189.68"
Ministry of Defence,Ministry of Defence,19/01/2023,P+M General Services,Defence Equipment and Support,ROSYTH ROYAL DOCKYARD LTD,KY11 2YD,669103,P+M General Services,"£3,073,329.44"
Ministry of Defence,Ministry of Defence,12/01/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000021721,P+M General Services,"£2,952,589.07"
Ministry of Defence,Ministry of Defence,24/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,669874,Estate+Facilities Mgmnt Servs,"£2,852,593.54"
Ministry of Defence,Ministry of Defence,25/01/2023,P+M General Services,Defence Equipment and Support,ROSYTH ROYAL DOCKYARD LTD,KY11 2YD,669950,P+M General Services,"£2,749,496.18"
Ministry of Defence,Ministry of Defence,11/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000074063,Estate+Facilities Mgmnt Servs,"£2,614,095.35"
Ministry of Defence,Ministry of Defence,18/01/2023,Raw Materials + Consumables,Defence Equipment and Support,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (UK) LTD,GU21 5BH,2000021760,RMC Oil Fuel & Lubricants,"£2,555,537.64"
Ministry of Defence,Ministry of Defence,12/01/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,667561,P+M General Services,"£2,517,232.00"
Ministry of Defence,Ministry of Defence,26/01/2023,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,670253,Electricity,"£2,434,604.80"
Ministry of Defence,Ministry of Defence,24/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,PINNACLE HOUSING LIMITED,WC1V 6PL,669798,Estate+Facilities Mgmnt Servs,"£2,326,711.56"
Ministry of Defence,Ministry of Defence,25/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,670098,Estate+Facilities Mgmnt Servs,"£2,325,713.22"
Ministry of Defence,Ministry of Defence,19/01/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021764,P+M General Services,"£2,247,876.18"
Ministry of Defence,Ministry of Defence,26 Jan 2023,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000074391,SUME AUC Capital Additions,"£2,209,879.95"
Ministry of Defence,Ministry of Defence,26/01/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021823,P+M General Services,"£2,200,972.28"
Ministry of Defence,Ministry of Defence,12/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000074082,Estate+Facilities Mgmnt Servs,"£2,173,329.35"
Ministry of Defence,Ministry of Defence,12/01/2023,Raw Materials + Consumables,Defence Equipment and Support,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (UK) LTD,GU21 5BH,2000021717,RMC Oil Fuel & Lubricants,"£2,128,510.40"
Ministry of Defence,Ministry of Defence,23/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,669479,Estate+Facilities Mgmnt Servs,"£2,063,008.33"
Ministry of Defence,Ministry of Defence,16/01/2023,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668194,Rental Payments-Transport-Oth,"£1,950,733.47"
Ministry of Defence,Ministry of Defence,24/01/2023,Intangibles SUME,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021794,Intangible Cap Additions In Yr,"£1,783,828.35"
Ministry of Defence,Ministry of Defence,23/01/2023,Intangibles Non SUME,Strategic Command,COGNIZANT WORLDWIDE LIMITED,W2 6BD,669568,Intangible Cap Additions In Yr,"£1,700,000.00"
Ministry of Defence,Ministry of Defence,17/01/2023,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668370,Rental Payments-Transport-Oth,"£1,696,129.95"
Ministry of Defence,Ministry of Defence,11/01/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,667514,P+M General Services,"£1,633,334.74"
Ministry of Defence,Ministry of Defence,27/01/2023,Defence Equip General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,670430,Defence Eqpt Serv Chrge+Off BS,"£1,596,531.05"
Ministry of Defence,Ministry of Defence,12/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,667558,Estate+Facilities Mgmnt Servs,"£1,577,495.11"
Ministry of Defence,Ministry of Defence,13/01/2023,Rental Payments - Transport,Air Command,BABCOCK AEROSPACE LIMITED,BH23 6BS,668052,Rental Payments-Transport-FE,"£1,550,615.39"
Ministry of Defence,Ministry of Defence,10/01/2023,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021699,SUME AUC Capital Additions,"£1,527,833.62"
Ministry of Defence,Ministry of Defence,25/01/2023,Telecomms + IT non capital,Strategic Command,CAPGEMINI UK PLC,GU21 6DB,669900,IT+Comms Rental Payments,"£1,468,578.00"
Ministry of Defence,Ministry of Defence,27/01/2023,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,670425,P+M General Services,"£1,383,714.27"
Ministry of Defence,Ministry of Defence,27/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,670469,Estate+Facilities Mgmnt Servs,"£1,378,787.54"
Ministry of Defence,Ministry of Defence,19 Jan 2023,Administration Pmnts+Cash loss,Navy Command,PEGASYSTEMS LIMITED,RG1 3JH,669007,Administration Pmnts,"£1,323,509.50"
Ministry of Defence,Ministry of Defence,30/01/2023,Telecomms + IT non capital,Air Command,PEGASYSTEMS LIMITED,RG1 3JH,670667,IT+Comms Rental Payments,"£1,323,509.50"
Ministry of Defence,Ministry of Defence,06/01/2023,Assets under Construction,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,2000021681,Fiscal AUC Capital Additions,"£1,308,816.81"
Ministry of Defence,Ministry of Defence,09/01/2023,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021690,SUME AUC Capital Additions,"£1,279,312.79"
Ministry of Defence,Ministry of Defence,20/01/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,REDS10 (UK) LIMITED,SE1 0HS,669144,Fiscal AUC Capital Additions,"£1,267,191.05"
Ministry of Defence,Ministry of Defence,30/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,670680,Estate+Facilities Mgmnt Servs,"£1,170,889.25"
Ministry of Defence,Ministry of Defence,30/01/2023,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,670718,Prop NonDw SCA Srv Chrg+Off BS,"£1,152,322.67"
Ministry of Defence,Ministry of Defence,27/01/2023,Assets under Construction,Defence Equipment and Support,BABCOCK SUPPORT SERVICES LIMITED,PO6 3EN,670490,Fiscal AUC Capital Additions,"£1,149,385.61"
Ministry of Defence,Ministry of Defence,24/01/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021794,P+M General Services,"£1,139,087.55"
Ministry of Defence,Ministry of Defence,25/01/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021816,P+M General Services,"£1,132,834.21"
Ministry of Defence,Ministry of Defence,09/01/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021690,P+M General Services,"£1,096,987.32"
Ministry of Defence,Ministry of Defence,17 Jan 2023,Assets under Construction,Defence Equipment and Support,IAN EDGAR(LIVERPOOL)LIMITED,SK11 0LR,668471,SUME AUC Capital Additions,"£1,075,570.61"
Ministry of Defence,Ministry of Defence,30/01/2023,Telecomms + IT non capital,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,670690,IT+Comms Rental Payments,"£1,059,244.52"
Ministry of Defence,Ministry of Defence,16/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,668179,Estate+Facilities Mgmnt Servs,"£1,057,702.58"
Ministry of Defence,Ministry of Defence,18/01/2023,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668688,Rental Payments-Transport-Oth,"£1,003,922.09"
Ministry of Defence,Ministry of Defence,26/01/2023,Research+Development Expend,Army Command,IBM UNITED KINGDOM LIMITED,SO21 2JN,670208,Research+Development Expend,"£950,055.95"
Ministry of Defence,Ministry of Defence,30/01/2023,Research+Development Expend,Air Command,NOVA AEROSPACE LTD,GL7 6BA,670657,Research+Development Expend,"£906,943.00"
Ministry of Defence,Ministry of Defence,16/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,668341,Estate+Facilities Mgmnt Servs,"£876,759.81"
Ministry of Defence,Ministry of Defence,16/01/2023,Telecomms + IT non capital,Strategic Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,668239,IT+Comms Rental Payments,"£859,153.71"
Ministry of Defence,Ministry of Defence,25/01/2023,Heating Oil+Utilities Consumed,Air Command,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,669921,Electricity,"£841,034.10"
Ministry of Defence,Ministry of Defence,20/01/2023,Research+Development Expend,Defence Equipment and Support,LEONARDO UK LTD,BA20 2YB,669266,Research+Development Expend,"£829,415.00"
Ministry of Defence,Ministry of Defence,05/01/2023,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,666321,IT+Comms Rental Payments,"£792,885.24"
Ministry of Defence,Ministry of Defence,06/01/2023,Assets under Construction,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,666658,Fiscal AUC Capital Additions,"£785,820.37"
Ministry of Defence,Ministry of Defence,24/01/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,REDS10 (UK) LIMITED,SE1 0HS,669800,Fiscal AUC Capital Additions,"£781,788.00"
Ministry of Defence,Ministry of Defence,16/01/2023,Fees for Prof Services,Defence Nuclear Organisation,PA CONSULTING SERVICES LTD,SG8 6DP,668244,Fees for Other Prof Services,"£765,600.00"
Ministry of Defence,Ministry of Defence,27/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,670566,Estate+Facilities Mgmnt Servs,"£750,554.94"
Ministry of Defence,Ministry of Defence,26/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,670349,Estate+Facilities Mgmnt Servs,"£728,730.31"
Ministry of Defence,Ministry of Defence,10/01/2023,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,667295,P+M General Services,"£708,759.70"
Ministry of Defence,Ministry of Defence,18/01/2023,Research+Development Expend,Army Command,COPTRZ LTD,LS1 5QX,668633,Research+Development Expend,"£707,460.00"
Ministry of Defence,Ministry of Defence,17/01/2023,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668370,Rental Payments-Transport-Oth,"£706,934.40"
Ministry of Defence,Ministry of Defence,11/01/2023,P+M General Services,Defence Equipment and Support,HARLAND AND WOLFF (APPLEDORE) LIMITED,EX39 1UZ,667523,P+M General Services,"£703,780.52"
Ministry of Defence,Ministry of Defence,24/01/2023,P+M General Services,Defence Nuclear Organisation,JFD LIMITED,PA4 9RW,669694,P+M General Services,"£703,291.43"
Ministry of Defence,Ministry of Defence,12/01/2023,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021718,P+M General Services,"£665,608.17"
Ministry of Defence,Ministry of Defence,16/01/2023,Telecomms + IT non capital,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,668135,IT+Comms Rental Payments,"£662,460.86"
Ministry of Defence,Ministry of Defence,18/01/2023,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,NE1 4JE,668728,Prop Dw SCA Serv Chrge+ Off BS,"£659,036.64"
Ministry of Defence,Ministry of Defence,25/01/2023,Telecomms + IT non capital,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,670108,IT+Comms Rental Payments,"£644,903.50"
Ministry of Defence,Ministry of Defence,20/01/2023,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,SOPRA STERIA LIMITED,HP2 7AH,669228,IT+Comms Rental Payments,"£643,599.50"
Ministry of Defence,Ministry of Defence,23/01/2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,Kier Graham Defence Limited,G33 6HZ,669611,Fiscal AUC Capital Additions,"£641,459.44"
Ministry of Defence,Ministry of Defence,19/01/2023,Assets under Construction,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000021767,SUME AUC Capital Additions,"£635,217.63"
Ministry of Defence,Ministry of Defence,16/01/2023,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668194,Rental Payments-Transport-Oth,"£630,524.59"
Ministry of Defence,Ministry of Defence,17/01/2023,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668370,Rental Payments-Transport-Oth,"£617,124.75"
Ministry of Defence,Ministry of Defence,30/01/2023,Decom+Restoration Liab Nuclear,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,670690,Decom+Restoration Liab Nuclear,"£607,885.17"
Ministry of Defence,Ministry of Defence,19/01/2023,Research+Development Expend,Army Command,COPTRZ LTD,LS1 5QX,669005,Research+Development Expend,"£601,341.00"
Ministry of Defence,Ministry of Defence,10/01/2023,P+M General Services,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,667097,P+M General Services,"£589,316.40"
Ministry of Defence,Ministry of Defence,23/01/2023,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,669565,P+M General Services,"£586,096.75"
Ministry of Defence,DECA,12/01/2023,DECA - Prev Business Stream 3,Airfix Project,Whistler Technology Limited,NG18 5BU,ALB04,Cost of goods - Materials,"£585,297.22"
Ministry of Defence,Ministry of Defence,25/01/2023,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000021816,SUME AUC Capital Additions,"£583,294.72"
Ministry of Defence,Ministry of Defence,27/01/2023,Assets under Construction,Defence Equipment and Support,LIFE SUPPORT INTERNATIONAL INC,,2000021843,SUME AUC Capital Additions,"£577,078.03"
Ministry of Defence,Ministry of Defence,27/01/2023,Defence Equip General Services,Defence Equipment and Support,SAAB AB,,3209948,Defence Eqpt Serv Chrge+Off BS,"£572,430.50"
Ministry of Defence,Ministry of Defence,16/01/2023,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,668194,Rental Payments-Transport-Oth,"£565,230.25"
Ministry of Defence,Ministry of Defence,18/01/2023,P+M General Services,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,668615,P+M General Services,"£556,526.73"
Ministry of Defence,Ministry of Defence,17/01/2023,P+M General Services,Army Command,EVERETT AVIATION CHARTER LTD,,3209903,P+M General Services,"£551,697.88"
Ministry of Defence,Ministry of Defence,30/01/2023,Defence Equip General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,670690,Defence Eqpt Serv Chrge+Off BS,"£550,663.14"
Ministry of Defence,Ministry of Defence,24/01/2023,Other Materiel Consumed,Army Command,DIGITAL INVESTIGATION AND INTELLIGENCE LIMITED,BH21 7BJ,669814,Other Materiel Consumed,"£540,639.00"
Ministry of Defence,Ministry of Defence,06/01/2023,P+M General Services,Army Command,AL SHARQIYA AVIATION LLC,,2000021689,P+M General Services,"£535,545.71"
Ministry of Defence,Ministry of Defence,18/01/2023,P+M General Services,Defence Equipment and Support,OCCAR-EA,,6000074226,P+M General Services,"£534,724.51"
Ministry of Defence,Ministry of Defence,06/01/2023,P+M General Services,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,666440,P+M General Services,"£529,000.00"
Ministry of Defence,Ministry of Defence,04/01/2023,Defence Equip General Services,Defence Equipment and Support,CUBIC DEFENCE UK LTD.,RH1 5LA,666078,Defence Eqpt Serv Chrge+Off BS,"£522,691.24"
Ministry of Defence,Ministry of Defence,11/01/2023,P+M General Services,Defence Equipment and Support,KUEHNE + NAGEL LIMITED,UB11 1FG,667501,P+M General Services,"£511,971.89"
Ministry of Defence,Ministry of Defence,05/01/2023,Food + Clothing Consumed,Defence Equipment and Support,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,666345,Food + Clothing Consumed,"£508,351.70"
Ministry of Defence,Ministry of Defence,13/01/2023,P+M General Services,Air Command,FR AVIATION LIMITED,BH23 6NE,2000021723,P+M General Services,"£481,807.19"
Ministry of Defence,Ministry of Defence,19/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,669030,Estate+Facilities Mgmnt Servs,"£481,326.65"
Ministry of Defence,Ministry of Defence,27/01/2023,Capital Spares,Defence Equipment and Support,SYSTEMS ENGINEERING & ASSESSMENT LTD,BA11 6TB,670584,CS Engineering + Technical,"£478,365.00"
Ministry of Defence,Ministry of Defence,03/01/2023,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,665765,Estate+Facilities Mgmnt Servs,"£475,729.94"
Ministry of Defence,Ministry of Defence,05/01/2023,Research+Development Expend,Strategic Command,UNIVERSITY OF BIRMINGHAM,B15 2TT,666182,Research+Development Expend,"£473,067.15"
Ministry of Defence,Ministry of Defence,23/01/2023,P+M General Services,Strategic Command,CGI IT UK LIMITED,CF31 9AP,669630,P+M General Services,"£469,736.46"
Ministry of Defence,Ministry of Defence,18/01/2023,P+M General Services,Strategic Command,ZIGNAL LABS INC,,3209909,P+M General Services,"£459,363.96"
Ministry of Defence,Ministry of Defence,13/01/2023,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,667987,P+M General Services,"£458,202.59"
Ministry of Defence,Ministry of Defence,13/01/2023,Med/Welfare/Soc+Rec Costs,Strategic Command,C&S AMERICAN HEART INSTITUTE LIMITED,,6000074104,Medical Costs,"£457,001.92"
Ministry of Defence,Ministry of Defence,27/01/2023,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,670603,Fiscal AUC Capital Additions,"£456,801.60"
Ministry of Defence,Ministry of Defence,06/01/2023,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,17432,Monthly GPC Payment,"£451,961.68"
Ministry of Defence,Ministry of Defence,30/01/2023,Research+Development Expend,Navy Command,QINETIQ LIMITED,GU14 0LX,670688,Research+Development Expend,"£448,000.00"
Ministry of Defence,Ministry of Defence,17/01/2023,Research+Development Expend,Air Command,SIXWORKS LIMITED,GU14 0LX,668485,Research+Development Expend,"£446,267.43"
Ministry of Defence,Ministry of Defence,13 Jan 2023,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,667824,Fiscal AUC Capital Additions,"£436,774.63"
