Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,11/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,524043,Fiscal asset under construction - capital in year addition,"£3,737,653.28"
Ministry of Defence,Ministry of Defence,07/12/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13989,Monthly GPC Payment,"£3,612,132.67"
Ministry of Defence,Defence Science and Technology Laboratory,18/12/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000089611 - 00342004,Capital Asset expenditure,"£3,599,014.21"
Ministry of Defence,Ministry of Defence,22/12/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,526823,Fiscal asset under construction - capital in year addition,"£3,536,223.72"
Ministry of Defence,Ministry of Defence,02/12/2020,General services and support,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,521316,Defence equipment CLS/IOS service charge,"£3,473,614.00"
Ministry of Defence,Ministry of Defence,04/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,522100,Equipment support non-project costs,"£3,413,344.80"
Ministry of Defence,Ministry of Defence,04/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000059241,Equipment support non-project costs,"£3,376,610.91"
Ministry of Defence,Ministry of Defence,07/12/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,522614,Spend on Inventory - General,"£3,311,652.68"
Ministry of Defence,Ministry of Defence,14/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,HARRIS CORPORATION,,2000016137,Single use military equipment asset under construction - capital in year addition,"£3,293,253.55"
Ministry of Defence,Ministry of Defence,02/12/2020,Rental of plant and machinery,Defence Equipment and Support,ALC (SPC) LIMITED,OX25 2LD,521489,Plant + machinery private finance initiative - service concession arrangements service charge,"£3,245,906.12"
Ministry of Defence,Ministry of Defence,08/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000059274,Equipment support non-project costs,"£3,169,770.27"
Ministry of Defence,Ministry of Defence,21/12/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,526421,Spend on Inventory - General,"£3,127,510.60"
Ministry of Defence,Ministry of Defence,09/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,523071,Equipment support non-project costs,"£3,094,189.26"
Ministry of Defence,Ministry of Defence,22/12/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,526746,Spend on Inventory - General,"£3,088,301.72"
Ministry of Defence,Ministry of Defence,24/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,INDRA SISTEMAS  S.A.,,3207339,Single use military equipment asset under construction - capital in year addition,"£3,086,155.20"
Ministry of Defence,Ministry of Defence,07/12/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13988,Monthly GPC Payment,"£3,084,618.69"
Ministry of Defence,Ministry of Defence,18/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,FERRANTI TECHNOLOGIES LIMITED,OL4 3JA,525959,Single use military equipment asset under construction - capital in year addition,"£3,046,242.00"
Ministry of Defence,Ministry of Defence,10/12/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000016112,Defence equipment CLS/IOS service charge,"£3,017,972.55"
Ministry of Defence,Defence Science and Technology Laboratory,24/12/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000090062 - 00342327,Capital Asset expenditure,"£2,984,051.46"
Ministry of Defence,Ministry of Defence,16/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,MARLBOROUGH COMMUNICATIONS  LIMITED,RH6 9UU,525039,Single use military equipment asset under construction - capital in year addition,"£2,936,262.72"
Ministry of Defence,Ministry of Defence,16/12/2020,Spend on Inventory - General,Defence Equipment and Support,PORTON BIOPHARMA LIMITED,SP4 0JG,524946,Spend on Inventory - General,"£2,795,861.88"
Ministry of Defence,Ministry of Defence,15/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,6000059648,Estate + facilities management services - accommodation inventory + service,"£2,732,767.46"
Ministry of Defence,Ministry of Defence,17/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,525493,Fiscal asset under construction - capital in year addition,"£2,699,150.40"
Ministry of Defence,Defence Science and Technology Laboratory,13/11/2020,Capital Asset expenditure,Enabling Divisions,WILLMOTT DIXON CONSTRUCTION LIMITED,CF11 9UQ,V - 0000087618 - 00339400,Capital Asset expenditure,"£2,674,723.53"
Ministry of Defence,Ministry of Defence,21/12/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,526388,Spend on Inventory - General,"£2,662,511.36"
Ministry of Defence,Ministry of Defence,18/12/2020,Development costs for military equipment,Defence Equipment and Support,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,,3207313,Intangible single use military equipment asset  - in year capital addition,"£2,653,243.20"
Ministry of Defence,Ministry of Defence,21/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES (HOUSING) LIMITED,WV3 0SR,526476,Works - estate management,"£2,649,423.45"
Ministry of Defence,Ministry of Defence,11/12/2020,Externally delivered education and training,Navy Command,BABCOCK MARINE TRAINING LIMITED,BS23 6BS,524183,External military training ,"£2,644,292.48"
Ministry of Defence,Ministry of Defence,01/12/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,521025,Spend on Inventory - General,"£2,540,385.84"
Ministry of Defence,Ministry of Defence,15/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,524857,Equipment support non-project costs,"£2,509,509.00"
Ministry of Defence,Ministry of Defence,15/12/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,524599,Fiscal asset under construction - capital in year addition,"£2,502,500.11"
Ministry of Defence,Ministry of Defence,07/12/2020,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,522779,Capital spares engineering and technical inventory fiscal capital in year addition,"£2,498,182.00"
Ministry of Defence,Ministry of Defence,14/12/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,524407,Spend on Inventory - General,"£2,421,612.37"
Ministry of Defence,Ministry of Defence,04/12/2020,Property leases,Joint Forces Command,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,522060,Property non dwellings private finance initiative - service concession arrangement service charge,"£2,414,969.99"
Ministry of Defence,Ministry of Defence,23/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,526931,Single use military equipment asset under construction - capital in year addition,"£2,391,529.51"
Ministry of Defence,Ministry of Defence,18/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,526243,Estate + facilities management services - accommodation inventory + service,"£2,370,566.68"
Ministry of Defence,Ministry of Defence,08/12/2020,General services and support,Defence Equipment and Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,523058,Defence equipment CLS/IOS service charge,"£2,354,253.00"
Ministry of Defence,Ministry of Defence,23/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,527103,Fiscal asset under construction - capital in year addition,"£2,345,564.40"
Ministry of Defence,Ministry of Defence,11/12/2020,Transport hire charges,Army Command,BABCOCK LAND LIMITED,BH23 6BS,523973,Transport other operating lease,"£2,338,115.23"
Ministry of Defence,Ministry of Defence,02/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,521223,Estate + facilities management services - accommodation inventory + service,"£2,297,320.59"
Ministry of Defence,Ministry of Defence,07/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,522512,Equipment support non-project costs,"£2,284,213.02"
Ministry of Defence,Ministry of Defence,18/12/2020,Spend on Inventory - General,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,526177,Spend on Inventory - General,"£2,256,306.76"
Ministry of Defence,Ministry of Defence,18/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,525898,Estate + facilities management services - accommodation inventory + service,"£2,198,833.17"
Ministry of Defence,Ministry of Defence,15/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,524763,Fiscal asset under construction - capital in year addition,"£2,175,354.74"
Ministry of Defence,Ministry of Defence,23/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,526931,Equipment support non-project costs,"£2,163,725.60"
Ministry of Defence,Ministry of Defence,04/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000016056,Single use military equipment asset under construction - capital in year addition,"£2,149,608.36"
Ministry of Defence,Ministry of Defence,23/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000059909,Equipment support project costs,"£2,119,556.99"
Ministry of Defence,Ministry of Defence,01/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,521034,Equipment support non-project costs,"£2,074,303.25"
Ministry of Defence,Ministry of Defence,10/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000059441,Equipment support project costs,"£2,043,359.59"
Ministry of Defence,Ministry of Defence,11/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,524019,Equipment support non-project costs,"£2,028,676.06"
Ministry of Defence,Ministry of Defence,02/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,521553,Single use military equipment asset under construction - capital in year addition,"£2,023,459.37"
Ministry of Defence,Ministry of Defence,16/12/2020,Externally delivered education and training,Air Command,BABCOCK LAND LIMITED,BH23 9BS,524923,External military training ,"£2,012,203.18"
Ministry of Defence,Ministry of Defence,09/12/2020,Spend on Inventory - General,Defence Equipment and Support,PORTON BIOPHARMA LIMITED,SP4 0JG,523375,Spend on Inventory - General,"£1,994,972.04"
Ministry of Defence,Ministry of Defence,18/12/2020,"Purchase of major spares armaments, medical & general stores",Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,526155,Capital spares engineering and technical inventory single use military equip capital in year addition,"£1,979,993.94"
Ministry of Defence,Ministry of Defence,10/12/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,523673,Fiscal asset under construction - capital in year addition,"£1,977,929.42"
Ministry of Defence,Ministry of Defence,18/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,526177,Equipment support non-project costs,"£1,954,537.92"
Ministry of Defence,Ministry of Defence,03/12/2020,Medical treatment & stores and welfare services,Head Office and Corporate Services,BFBS,SL9 8TN,521952,Welfare services including sports equipment and ministers of religion.,"£1,915,084.00"
Ministry of Defence,Ministry of Defence,18/12/2020,"Purchase of munitions, other inventory or fuel",Defence Equipment and Support,BP OIL INTERNATIONAL LIMITED,E14 5NJ,2000016213,Raw materials and consumable aviation fuel inventory purchased,"£1,908,272.95"
Ministry of Defence,Ministry of Defence,17/12/2020,Fees for professional services,Joint Forces Command,SERCO LIMITED,RG27 9UY,525709,Fees for professional services excluding legal fees,"£1,900,108.55"
Ministry of Defence,Ministry of Defence,02/12/2020,Property leases,Army Command,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,521219,Property non dwellings private finance initiative - service concession arrangement service charge,"£1,878,024.19"
Ministry of Defence,Ministry of Defence,17/12/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,WATES CONSTRUCTION LIMITED,KT22 7SW,525587,Fiscal asset under construction - capital in year addition,"£1,860,000.00"
Ministry of Defence,Ministry of Defence,14/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,LEONARDO MW LTD,LU1 3PG,524402,Single use military equipment asset under construction - capital in year addition,"£1,857,762.12"
Ministry of Defence,Ministry of Defence,04/12/2020,Spend on Inventory - General,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,522338,Spend on Inventory - General,"£1,828,845.68"
Ministry of Defence,Ministry of Defence,17/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,525407,Equipment support non-project costs,"£1,802,869.47"
Ministry of Defence,Ministry of Defence,18/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,526233,Fiscal asset under construction - capital in year addition,"£1,761,822.16"
Ministry of Defence,Ministry of Defence,07/12/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,FALCON SUPPORT SERVICES LIMITED,M1 4HB,522807,Property dwellings private finance initiative - service concession arrangement service charge,"£1,718,587.21"
Ministry of Defence,Ministry of Defence,15/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,524670,Works services - excluding United States forces/NATO + married quarters,"£1,691,002.23"
Ministry of Defence,Ministry of Defence,21/12/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,526475,Fiscal asset under construction - capital in year addition,"£1,683,524.83"
Ministry of Defence,Ministry of Defence,03/12/2020,Development costs for military equipment,Defence Equipment and Support,LEONARDO MW LTD,BA20 2YB,521853,Intangible single use military equipment asset  - in year capital addition,"£1,625,280.00"
Ministry of Defence,Ministry of Defence,22/12/2020,Fees for professional services,Joint Forces Command,KPMG LLP,WD17 1DE,526760,"The provision of independent advice and guidance related to the structure, management and operations of an organisation","£1,621,902.00"
Ministry of Defence,Ministry of Defence,17/12/2020,IT and communication services,Joint Forces Command,CGI IT UK LIMITED,CF31 9AP,525698,Information technology services,"£1,619,337.72"
Ministry of Defence,Ministry of Defence,07/12/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,522679,Works services - excluding United States forces/NATO + married quarters,"£1,610,009.21"
Ministry of Defence,Ministry of Defence,14/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,524472,Fiscal asset under construction - capital in year addition,"£1,518,272.10"
Ministry of Defence,Ministry of Defence,09/12/2020,Design services and minor equipment purchases,Defence Equipment and Support,ORGANISATION FOR JOINT ARMAMENTS CO-OPERATION EXECUTIVE ADMIN,,6000059342,Equipment support non-project costs,"£1,516,815.43"
Ministry of Defence,Ministry of Defence,18/12/2020,Development costs for military equipment,Defence Equipment and Support,SAAB AB (PUBL),,3207315,Intangible single use military equipment asset  - in year capital addition,"£1,493,419.60"
Ministry of Defence,Ministry of Defence,08/12/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,523053,Fiscal asset under construction - capital in year addition,"£1,480,404.00"
Ministry of Defence,Ministry of Defence,11/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,6000059462,Single use military equipment asset under construction - capital in year addition,"£1,474,471.10"
Ministry of Defence,Ministry of Defence,11/12/2020,Development costs for military equipment,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,523876,Intangible fiscal asset  - in year capital addition,"£1,473,562.80"
Ministry of Defence,Ministry of Defence,21/12/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,SESANTI LIMITED,SP11 0ST,526490,Fiscal asset under construction - capital in year addition,"£1,470,497.80"
Ministry of Defence,Ministry of Defence,16/12/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER NEVIS LIMITED,WS11 8JP,524929,Utilities consumed - water + sewage,"£1,447,819.01"
