Unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency January 15,04/01/2023,DIG DESKTOP SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTACENTER UK LTD,"£3,286,190"
Transparency January 16,03/01/2023,STR THE PENSIONS OMBUDSMAN NON BUDGET A,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES - TPO,THE PENSION OMBUDSMAN,"£2,813,000"
Transparency January 17,30/01/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,EDF ENERGY 1 LTD SCC UTILITIES ONLY,"£2,591,243"
Transparency January 18,13/01/2023,DIG INFRASTRUCTURE TOOLING RUN,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,DYNATRACE LTD,"£2,530,076"
Transparency January 19,20/01/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£2,317,250"
Transparency January 20,24/01/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AMAZON WEB SERVICES EMEA SARL,"£2,308,902"
Transparency January 21,30/01/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - GAS,TOTAL ENERGIES GAS& POWER LIMITED,"£2,243,416"
Transparency January 22,26/01/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,166,357"
Transparency January 23,24/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WEST LONDON WORK & HEALTH PROGRAMME,"£2,049,644"
Transparency January 24,19/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WEST LONDON WORK & HEALTH PROGRAMME,"£1,922,061"
Transparency January 25,10/01/2023,EP CEP WHP DWP CONTRACTS NW ENG CPA3,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£1,866,601"
Transparency January 26,26/01/2023,FG INTERNAL AUDIT,EXP - PURCHASE OF GOODS/SERVICES - AUDIT SERVICES,HM TREASURY,"£1,831,526"
Transparency January 27,16/01/2023,FG CRC ADVANCED PERSISTENT THREAT DETECTION,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£1,829,311"
Transparency January 28,06/01/2023,STR FAS ADMINISTRATION DEL P,EXP - SUBSIDIES TO PUBLIC CORPORATIONS (PC) - PENSION PROTECTION FUND,PENSION PROTECTION FUND,"£1,820,000"
Transparency January 29,11/01/2023,STR MONEY AND PENSIONS SERVICE GENERAL LEVY GIA,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES - SFGB - GENERAL LEVY,MONEY AND PENSIONS SERVICE,"£1,817,000"
Transparency January 30,30/01/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£1,788,311"
Transparency January 31,11/01/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,CDW LTD,"£1,770,710"
Transparency January 32,05/01/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£1,744,594"
Transparency January 33,16/01/2023,UCO OUTSOURCED TELEPHONY,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,TELEPERFORMANCE LTD,"£1,717,627"
Transparency January 34,17/01/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,VODAFONE LTD,"£1,646,101"
Transparency January 35,20/01/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£1,639,629"
Transparency January 36,31/01/2023,EP CEP WHP DEV. CONTRACTS LONDON CENT CPA8,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,CORPORATION OF LONDON,"£1,592,342"
Transparency January 37,18/01/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£1,585,911"
Transparency January 38,13/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DEPARTMENT FOR WORK & PENSIONS,"£1,448,127"
Transparency January 39,03/01/2023,FG CRC END POINT SECURITY,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£1,403,524"
Transparency January 40,31/01/2023,EP CEP WHP DEV. CONTRACTS MANCHESTER CPA7,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,GREATER MANCHESTER COMBINED AUTHORITY,"£1,355,722"
Transparency January 41,20/01/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£1,234,314"
Transparency January 42,25/01/2023,DIG HCS SECURITY PRODUCTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SOFTCAT PLC,"£1,209,072"
Transparency January 43,20/01/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£1,192,926"
Transparency January 44,20/01/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£1,172,773"
Transparency January 45,23/01/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£1,167,250"
Transparency January 46,20/01/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£1,134,533"
Transparency January 47,11/01/2023,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£1,133,999"
Transparency January 48,20/01/2023,CHG 620084 OLDHAM PHOENIX HOUSE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,MITIE FM LTD,"£1,104,738"
Transparency January 49,18/01/2023,EP CEP WHP JETS DWP CONTRACTS CENT ENG CPA1,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£1,101,314"
Transparency January 50,20/01/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£1,052,100"
Transparency January 51,23/01/2023,"DIG SW ASSET SUBSCRIPTION, SUPPORT & MAINT RENEWALS DELP",EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,TATA CONSULTANCY SERVICES LTD,"£1,047,599"
Transparency January 52,03/01/2023,DIG DATA MODERNISATION (ARA) DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£1,028,975"
Transparency January 53,31/01/2023,EP CEP WHP DEV. CONTRACTS LONDON CENT CPA8,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,CORPORATION OF LONDON,"£1,013,170"
Transparency January 54,23/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SKILLS GURUS ESF,"£1,008,621"
Transparency January 55,20/01/2023,"DIG SW ASSET SUBSCRIPTION, SUPPORT & MAINT RENEWALS DELP",EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,CLOUDERA INC,"£1,000,879"
Transparency January 56,10/01/2023,STR INDEPENDENT CASE EXAMINER,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,ROYAL MAIL GROUP PLC,"£982,080"
Transparency January 57,31/01/2023,EP CEP WHP DEV. CONTRACTS LONDON EAST CPA9,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF REDBRIDGE,"£954,550"
Transparency January 58,20/01/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£944,693"
Transparency January 59,12/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,TEES WORKS,"£929,264"
Transparency January 60,20/01/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£921,312"
Transparency January 61,27/01/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£906,723"
Transparency January 62,13/01/2023,EP CEP WHP JETS DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£904,235"
Transparency January 63,12/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,THE BIG LOTTERY FUND,"£901,929"
Transparency January 64,27/01/2023,EP CEP WHP JETS DWP CONTRACTS CENT ENG CPA1,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£864,996"
Transparency January 65,27/01/2023,OPS DD PIP SERCO,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£850,989"
Transparency January 66,13/01/2023,EP CEP WHP JETS DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£835,070"
Transparency January 67,13/01/2023,EP CEP WHP JETS DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£835,070"
Transparency January 68,20/01/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£826,661"
Transparency January 69,13/01/2023,EP CEP WHP JETS DWP CONTRACTS H COUNT CPA5,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£810,149"
Transparency January 70,27/01/2023,EP CEP WHP JETS DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£806,678"
Transparency January 71,30/01/2023,STR WORK & HEALTH INNOVATION FUND,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,SHEFFIELD CITY REGIONAL MAYORAL AUTHORITY,"£779,673"
Transparency January 72,05/01/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£739,024"
Transparency January 73,13/01/2023,CHG SD CARERS ALLOWANCE INCREASE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT SCANNING,EQUANS SERVICES LTD,"£731,774"
Transparency January 74,12/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ESF LOVE LONDON WORKING,"£721,819"
Transparency January 75,10/01/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£720,572"
Transparency January 76,31/01/2023,EP CEP WHP DEV. CONTRACTS LONDON WEST CPA11,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF EALING,"£711,832"
Transparency January 77,27/01/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£709,540"
Transparency January 78,12/01/2023,FG FSC BANKING,EXP - PURCHASE OF GOODS/SERVICES - OTHER - BANK CHARGES,NATIONAL WESTMINSTER BANK PLC,"£706,967"
Transparency January 79,16/01/2023,DIG DATA MODERNISATION (ARA) DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£699,578"
Transparency January 80,10/01/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£697,668"
Transparency January 81,20/01/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£691,726"
Transparency January 82,24/01/2023,PCP ESTATES FM DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,MITIE FM LTD ,"£689,023"
Transparency January 83,10/01/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£685,064"
Transparency January 84,12/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,THE BIG LOTTERY FUND,"£675,014"
Transparency January 85,16/01/2023,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£669,777"
Transparency January 86,19/01/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD ,"£640,416"
Transparency January 87,10/01/2023,EP CEP RESTART CPA 4A SOUTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£636,270"
Transparency January 88,13/01/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£634,413"
Transparency January 89,10/01/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£632,842"
Transparency January 90,27/01/2023,EP CEP WHP JETS DWP CONTRACTS H COUNT CPA5,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£631,296"
Transparency January 91,20/01/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£628,877"
Transparency January 92,16/01/2023,PO SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - INTERPRETATION,DA LANGUAGES LTD,"£623,200"
Transparency January 93,18/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,GREENING LONDON CONSTRUCTION,"£615,308"
Transparency January 94,09/01/2023,FG HDD MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - VALUATION OFFICE,VALUATION OFFICE AGENCY,"£608,202"
Transparency January 95,20/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ESFA ESF PROJECTS,"£588,837"
Transparency January 96,10/01/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£580,223"
Transparency January 97,18/01/2023,DIG TEXT MESSAGING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CABINET OFFICE,"£579,002"
Transparency January 98,19/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,TEES VALLEY PATHWAYS ESF 1420,"£577,470"
Transparency January 99,26/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,MPT STEPS,"£568,102"
Transparency January 100,12/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DURHAMDIRECTIONS,"£566,753"
Transparency January 101,23/01/2023,FG FSC SIMPLE PAYMENTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SIMPLE PAYMENT SERVICE,I MOVO LTD,"£556,727"
Transparency January 102,10/01/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£556,357"
Transparency January 103,20/01/2023,EP CEP RESTART CPA 4A SOUTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£554,691"
Transparency January 104,23/01/2023,STR DEL P ONR,EXP - SUBSIDIES TO PUBLIC CORPORATIONS (PC) - ONR,OFFICE FOR NUCLEAR REGULATION,"£551,525"
Transparency January 105,30/01/2023,DIG DATA ASSET MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,BETTER GROUP LTD T/A BETTERGOV,"£541,902"
Transparency January 106,20/01/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£537,315"
Transparency January 107,10/01/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SOFTCAT PLC,"£520,440"
Transparency January 108,10/01/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£515,457"
Transparency January 109,16/01/2023,SE SPD RECORDS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REMOTE STORAGE,RESTORE PLC DOCUMENT MANAGEMENT SERVICES DIVISION#ZANZIBAR,"£512,503"
Transparency January 110,17/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NORTH EAST WORKFORCE SKILLS DEVELOPMENT PROGRAMME,"£503,520"
Transparency January 111,26/01/2023,DIG DATA TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£487,222"
Transparency January 112,16/01/2023,DIG INTELLIGENT AUTOMATION GARAGE MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£482,339"
Transparency January 113,31/01/2023,CHG WPT BACK OF HOUSE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - COURIER COSTS,ROYAL MAIL GROUP PLC,"£481,186"
Transparency January 114,23/01/2023,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£471,382"
Transparency January 115,24/01/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SOFTCAT PLC,"£462,728"
Transparency January 116,27/01/2023,PCP ESTATES SECURITY DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£461,524"
Transparency January 117,16/01/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SOFTCAT PLC,"£449,341"
Transparency January 118,25/01/2023,DIG ITLR AMS - IBM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£447,845"
Transparency January 119,23/01/2023,EP CEP WHP DWP CONTRACTS CENT ENG CPA1,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£432,223"
Transparency January 120,27/01/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£430,617"
Transparency January 121,23/01/2023,EP CEP WHP DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£427,810"
Transparency January 122,16/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,HEALTH WORKS FOR CORNWALL HWC,"£423,868"
Transparency January 123,17/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BUSINESS CLUSTERS ESF,"£423,359"
Transparency January 124,11/01/2023,EP CEP WHP JETS DWP CONTRACTS NW ENG CPA3,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£423,170"
Transparency January 125,12/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,AMBITION TEES ESF,"£415,852"
Transparency January 126,30/01/2023,HR OHS,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL - OCCUPATIONAL HEALTH SERVICE,PAM GROUP,"£393,696"
Transparency January 127,23/01/2023,PCP ESTATES LCW DELP,PPE - BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,ISG FIT OUT LTD,"£384,049"
Transparency January 128,23/01/2023,PCP ESTATES SECURITY DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,LEADING MANAGEMENT SERVICES LTD,"£382,158"
Transparency January 129,31/01/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PERMANENT UK STAFF - ALLOWANCES - OGD (NON SECONDMENT),HMRC,"£377,720"
Transparency January 130,10/01/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£376,949"
Transparency January 131,16/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,THE BIG LOTTERY FUND,"£372,493"
Transparency January 132,10/01/2023,DIG DATA ASSET MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,HH GLOBAL,"£368,675"
Transparency January 133,31/01/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PERMANENT UK STAFF - ALLOWANCES - OGD (NON SECONDMENT),HMRC,"£362,963"
Transparency January 134,24/01/2023,PCP ESTATES FM DELA,PPE - FURNITURE AND FITTINGS (OWNED) - COST - ADDITIONS,MITIE FM LTD ,"£361,339"
Transparency January 135,25/01/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£357,926"
Transparency January 136,17/01/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,1 1 NORTH EAST ACHIEVES 1 4 COMMUNITIES WORK,"£357,850"
Transparency January 137,23/01/2023,HR ORGANISATION CAPABILITY,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CABINET OFFICE,"£355,091"
