unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency May 13,03/05/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£2,581,000"
Transparency May 14,16/05/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£2,564,493"
Transparency May 15,19/05/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£2,466,154"
Transparency May 16,04/05/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£2,273,004"
Transparency May 17,26/05/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,227,125"
Transparency May 18,05/05/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,201,390"
Transparency May 19,30/05/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,EDF ENERGY 1 LTD SCC UTILITIES ONLY,"£2,183,054"
Transparency May 20,11/05/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,179,635"
Transparency May 21,16/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,VODAFONE LTD,"£1,828,696"
Transparency May 22,31/05/2023,HR SHARED SERVICES,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£1,808,015"
Transparency May 23,19/05/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£1,781,787"
Transparency May 24,11/05/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£1,767,304"
Transparency May 25,16/05/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£1,647,608"
Transparency May 26,09/05/2023,HR SHARED SERVICES,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£1,623,232"
Transparency May 27,31/05/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£1,602,625"
Transparency May 28,30/05/2023,PCP ESTATES FM DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - OFFICE CLEANING,MITIE FM LTD,"£1,517,178"
Transparency May 29,22/05/2023,CHG 620203 TAUNTON BRENDON HOUSE,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,VINCI CONSTRUCTION UK LTD,"£1,485,874"
Transparency May 30,04/05/2023,STR MONEY AND PENSIONS SERVICE GENERAL LEVY GIA,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES - SFGB - GENERAL LEVY,MONEY AND PENSIONS SERVICE,"£1,425,000"
Transparency May 31,16/05/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£1,365,624"
Transparency May 32,16/05/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£1,312,668"
Transparency May 33,19/05/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - GAS,TOTAL ENERGIES GAS& POWER LIMITED,"£1,299,091"
Transparency May 34,26/05/2023,EP CEP WHP DEV. CONTRACTS MANCHESTER CPA7,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,GREATER MANCHESTER COMBINED AUTHORITY,"£1,254,479"
Transparency May 35,16/05/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£1,224,186"
Transparency May 36,03/05/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£1,197,500"
Transparency May 37,16/05/2023,STR INDEPENDENT CASE EXAMINER,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,ROYAL MAIL GROUP PLC,"£1,194,318"
Transparency May 38,31/05/2023,OPS DD PIP SERCO,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£1,166,558"
Transparency May 39,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON CENT CPA8,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,CORPORATION OF LONDON,"£1,164,591"
Transparency May 40,09/05/2023,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£1,133,999"
Transparency May 41,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON EAST CPA9,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF REDBRIDGE,"£1,083,275"
Transparency May 42,16/05/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£1,052,100"
Transparency May 43,19/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£1,037,507"
Transparency May 44,05/05/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,EDF ENERGY LTD,"£1,027,815"
Transparency May 45,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON EAST CPA9,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF REDBRIDGE,"£992,273"
Transparency May 46,18/05/2023,UCO SC BELFAST SERVICE CENTRE,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND NON STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£971,045"
Transparency May 47,23/05/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£970,727"
Transparency May 48,30/05/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£919,062"
Transparency May 49,19/05/2023,FG CD STRATEGY AND BUSINESS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CABINET OFFICE,"£903,900"
Transparency May 50,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON WEST CPA11,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF EALING,"£860,733"
Transparency May 51,10/05/2023,FG FSC BANKING,EXP - PURCHASE OF GOODS/SERVICES - OTHER - BANK CHARGES,NATIONAL WESTMINSTER BANK PLC,"£857,463"
Transparency May 52,10/05/2023,PCP ESTATES REEP DELP,EXP - SERVICE ELEMENT OF NON - PFI FIN LEASES - NON PRIME,INSTANT MANAGED OFFICES,"£839,907"
Transparency May 53,11/05/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£836,250"
Transparency May 54,16/05/2023,CHG SD CARERS ALLOWANCE INCREASE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT SCANNING,EQUANS SERVICES LTD,"£807,334"
Transparency May 55,16/05/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£803,508"
Transparency May 56,11/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£767,081"
Transparency May 57,04/05/2023,OPS LB LEGACY NETWORK LEADER AND NATIONAL TEAMS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£750,333"
Transparency May 58,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON CENT CPA8,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,CORPORATION OF LONDON,"£741,886"
Transparency May 59,22/05/2023,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£726,763"
Transparency May 60,02/05/2023,DIG TEXT MESSAGING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CABINET OFFICE,"£720,914"
Transparency May 61,04/05/2023,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£719,188"
Transparency May 62,22/05/2023,DIG INFRASTRUCTURE TOOLING RUN,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,GETECH LTD,"£712,087"
Transparency May 63,19/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£709,243"
Transparency May 64,03/05/2023,STR DEL P ONR,EXP - SUBSIDIES TO PUBLIC CORPORATIONS (PC) - ONR,OFFICE FOR NUCLEAR REGULATION,"£707,594"
Transparency May 65,16/05/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£686,816"
Transparency May 66,15/05/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD ,"£640,416"
Transparency May 67,30/05/2023,DIG D&A ROUTE TO CLOUD ACTIVITY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£625,387"
Transparency May 68,16/05/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£620,548"
Transparency May 69,31/05/2023,DIG DATA MODERNISATION (ARA) DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£585,736"
Transparency May 70,30/05/2023,PCP ESTATES SECURITY DELA,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£577,115"
Transparency May 71,03/05/2023,OPS SE DATA REVIEW,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£571,386"
Transparency May 72,03/05/2023,CHG 620166 KIRKCALDY VICTORIA ROAD,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£567,574"
Transparency May 73,16/05/2023,EP CEP RESTART CPA 4A SOUTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£555,486"
Transparency May 74,25/05/2023,FG FSC SIMPLE PAYMENTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SIMPLE PAYMENT SERVICE,I MOVO LTD,"£530,476"
Transparency May 75,10/05/2023,CHG 620129 HOVE BOUNDARY HOUSE BOUNDARY ROAD,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - COURIER COSTS,ROYAL MAIL GROUP PLC,"£525,393"
Transparency May 76,26/05/2023,CHG 620574 LEICESTER NEW WALK,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - COURIER COSTS,ROYAL MAIL GROUP PLC,"£515,111"
Transparency May 77,15/05/2023,DIG INTELLIGENT AUTOMATION GARAGE MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£507,367"
Transparency May 78,17/05/2023,DIG IDENTITY SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,SOFTWAREONE UK LTD,"£506,789"
Transparency May 79,19/05/2023,CHG 620756 SUNDERLAND WEARVIEW HOUSE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - PLANT & MACHINERY,FES SUPPORT SERVICES LTD,"£500,729"
Transparency May 80,10/05/2023,PCP ESTATES REEP DELP,EXP - SERVICE ELEMENT OF NON - PFI FIN LEASES - NON PRIME,INSTANT MANAGED OFFICES,"£500,276"
Transparency May 81,16/05/2023,WWEG CEP IPES CPA 4 SOUTHERN ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£496,886"
Transparency May 82,19/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£490,659"
Transparency May 83,03/05/2023,DIG MOBILITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,SOFTCAT PLC,"£489,304"
Transparency May 84,10/05/2023,DIG DWP MI - BAU RUN,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£486,075"
Transparency May 85,02/05/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£483,521"
Transparency May 86,09/05/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£476,791"
Transparency May 87,02/05/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,STADIA CONSULTING GROUP LTD,"£472,650"
Transparency May 88,30/05/2023,PCP ESTATES SECURITY DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£470,296"
Transparency May 89,10/05/2023,PCP ESTATES REEP DELP,EXP - SERVICE ELEMENT OF NON - PFI FIN LEASES - NON PRIME,INSTANT MANAGED OFFICES,"£464,325"
Transparency May 90,22/05/2023,CHG WPT FEASIBILITY,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LTD,"£458,968"
Transparency May 91,16/05/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£451,466"
Transparency May 92,19/05/2023,DIG ITLR AMS - IBM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£447,845"
Transparency May 93,04/05/2023,DIG WORKPLACE SECURITY OPERATIONS S&S DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTACENTER UK LTD,"£433,510"
Transparency May 94,03/05/2023,DIG ITLR AMS - IBM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£433,399"
Transparency May 95,30/05/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD,"£431,756"
Transparency May 96,09/05/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£418,614"
Transparency May 97,25/05/2023,HR CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£416,138"
Transparency May 98,19/05/2023,CHG WPT BACK OF HOUSE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,LEADING MANAGEMENT SERVICES LTD,"£403,608"
Transparency May 99,03/05/2023,OPS CFC DEBT CONTRACTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£398,776"
Transparency May 100,23/05/2023,OPS OPP INTEGRATION & CONTRACTING TEAM,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£393,992"
Transparency May 101,26/05/2023,EP CEP WHP DEV. CONTRACTS MANCHESTER CPA7,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,GREATER MANCHESTER COMBINED AUTHORITY,"£377,302"
Transparency May 102,09/05/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£376,390"
Transparency May 103,16/05/2023,HR OHS,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL - OCCUPATIONAL HEALTH SERVICE,PAM GROUP,"£374,630"
Transparency May 104,09/05/2023,CHG 620756 SUNDERLAND WEARVIEW HOUSE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - PLANT & MACHINERY,FES SUPPORT SERVICES LTD,"£365,254"
Transparency May 105,18/05/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,STADIA CONSULTING GROUP LTD,"£364,440"
Transparency May 106,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON SOUTH CPA10,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF CROYDON,"£363,086"
Transparency May 107,17/05/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£352,076"
Transparency May 108,19/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£351,729"
Transparency May 109,30/05/2023,PCP ESTATES FM DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,MITIE FM LTD - 2WM,"£349,494"
Transparency May 110,09/05/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£348,175"
Transparency May 111,16/05/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£339,037"
Transparency May 112,30/05/2023,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SHARED SERVICES CONNECTED LTD,"£339,011"
Transparency May 113,26/05/2023,CHG FAS IT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£337,343"
Transparency May 114,26/05/2023,PCP ESTATES GRANT DELA,PPE - PLANT & MACHINERY (OWNED) - COST - ADDITIONS,MORRIS & SPOTTISWOOD,"£330,843"
Transparency May 115,19/05/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£327,584"
Transparency May 116,10/05/2023,PCP ESTATES SECURITY DELA,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£327,199"
Transparency May 117,22/05/2023,CHG FES WORK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COFORGE UK LTD,"£320,922"
Transparency May 118,09/05/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£306,935"
Transparency May 119,18/05/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£305,689"
Transparency May 120,30/05/2023,OPS CFC DEBT CONTRACTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£304,124"
Transparency May 121,15/05/2023,DIG CHILD R&B & CF SIL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£302,044"
Transparency May 122,09/05/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£299,944"
Transparency May 123,25/05/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£299,389"
Transparency May 124,03/05/2023,OPS LB LEGACY NETWORK LEADER AND NATIONAL TEAMS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£298,646"
Transparency May 125,12/05/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£296,396"
Transparency May 126,26/05/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CDW LTD,"£295,163"
Transparency May 127,09/05/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£293,095"
Transparency May 128,09/05/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£291,850"
Transparency May 129,09/05/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,FEDCAP EMPLOYMENT,"£287,225"
Transparency May 130,15/05/2023,PCP ESTATES INTEGRATOR DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,KELLOGG BROWN & ROOT LTD,"£286,199"
Transparency May 131,24/05/2023,OPS WDC WSD NATIONAL EMPLOYER AND PARTNERSHIP TEAM,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,ADZUNA LTD,"£275,536"
Transparency May 132,30/05/2023,PCP ESTATES STRATA DELA,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,INCENDIUM CONSULTING LTD,"£272,235"
Transparency May 133,22/05/2023,DIG PAYMENTS - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£266,858"
Transparency May 134,18/05/2023,EP CEP WHP DWP CONTRACTS NW ENG CPA3,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£264,759"
Transparency May 135,04/05/2023,FG CS HS PIP LOT 2,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP GP FACTUAL,CAPITA BUSINESS SERVICES LTD,"£262,004"
Transparency May 136,26/05/2023,EP CEP WHP DEV. CONTRACTS LONDON EAST CPA9,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF REDBRIDGE,"£258,850"
Transparency May 137,17/05/2023,PO SECRETARY OF STATE,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£255,152"
