Unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency June 21,21/06/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,EDF ENERGY 1 LTD SCC UTILITIES ONLY,"£2,347,458"
Transparency June 22,19/06/2023,PCP ESTATES FM DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD ,"£2,251,125"
Transparency June 23,30/06/2023,STR WORK & HEALTH INNOVATION FUND,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,240,650"
Transparency June 24,23/06/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,188,062"
Transparency June 25,09/06/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,171,901"
Transparency June 26,13/06/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER,DEFRA,"£2,153,831"
Transparency June 27,06/06/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£2,135,218"
Transparency June 28,16/06/2023,STR DISABILITY & EMPLOYMENT SUPPORT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ALEXANDER MANN SOLUTIONS LTD,"£1,963,197"
Transparency June 29,26/06/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£1,863,425"
Transparency June 30,26/06/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£1,808,968"
Transparency June 31,05/06/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£1,760,024"
Transparency June 32,27/06/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,ZSCALER,"£1,689,340"
Transparency June 33,30/06/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,VODAFONE LIMITED,"£1,592,852"
Transparency June 34,16/06/2023,CHG FAS IT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£1,561,046"
Transparency June 35,27/06/2023,PCP ESTATES CSI PROJECT DELP,PPE - PLANT & MACHINERY (OWNED) - COST - ADDITIONS,G4S SECURE SOLUTIONS UK LTD,"£1,464,881"
Transparency June 36,30/06/2023,STR MONEY AND PENSIONS SERVICE GENERAL LEVY GIA,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES - SFGB - GENERAL LEVY,MONEY AND PENSIONS SERVICE,"£1,443,000"
Transparency June 37,14/06/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - GAS,TOTAL ENERGIES GAS& POWER LIMITED,"£1,371,504"
Transparency June 38,19/06/2023,OPS DD PIP SERCO,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£1,365,626"
Transparency June 39,28/06/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£1,347,353"
Transparency June 40,23/06/2023,PCP ESTATES FM DELA,PPE - FURNITURE AND FITTINGS (OWNED) - COST - ADDITIONS,MITIE FM LTD - 2WM,"£1,310,935"
Transparency June 41,05/06/2023,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ACCOUNTING,SHARED SERVICES CONNECTED LTD,"£1,281,823"
Transparency June 42,16/06/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£1,260,576"
Transparency June 43,30/06/2023,CHG 620251 CHESTER CHANTRY HOUSE,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,RESOLUTION INTERIORS LTD,"£1,136,241"
Transparency June 44,01/06/2023,STR WORK & HEALTH INNOVATION FUND,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,SOUTH YORKSHIRE MAYORAL COMBINED AUTHORITY,"£1,101,039"
Transparency June 45,16/06/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£1,100,777"
Transparency June 46,16/06/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£1,052,100"
Transparency June 47,30/06/2023,DIG DATA MODERNISATION (ARA) DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CREDERA LTD,"£1,029,695"
Transparency June 48,06/06/2023,UCO SC AD SOUTH NISSA COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND NON STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£1,027,311"
Transparency June 49,27/06/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£1,015,459"
Transparency June 50,16/06/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,JOBS 22 LTD,"£937,027"
Transparency June 51,05/06/2023,DIG TEXT MESSAGING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CABINET OFFICE,"£932,189"
Transparency June 52,23/06/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£926,786"
Transparency June 53,22/06/2023,FG CD STRATEGY AND BUSINESS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CABINET OFFICE,"£903,900"
Transparency June 54,16/06/2023,EP CEP RESTART CPA 4A SOUTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SEETEC PLUSS LTD,"£890,344"
Transparency June 55,15/06/2023,DIG DFCNI OGD,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT SCANNING,EQUANS SERVICES LTD,"£876,905"
Transparency June 56,14/06/2023,CHG 620238 SOUTHAMPTON ST CROSS HOUSE (LLI),EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,VINCI CONSTRUCTION UK LTD,"£858,555"
Transparency June 57,23/06/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£843,975"
Transparency June 58,06/06/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£843,441"
Transparency June 59,05/06/2023,PCP ESTATES CSI PROJECT DELP,PPE - PLANT & MACHINERY (OWNED) - COST - ADDITIONS,G4S SECURE SOLUTIONS UK LTD,"£827,559"
Transparency June 60,09/06/2023,FG CD STRATEGY AND BUSINESS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CABINET OFFICE,"£799,300"
Transparency June 61,30/06/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - GAS,TOTAL ENERGIES GAS& POWER LIMITED,"£795,894"
Transparency June 62,23/06/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICES,"£788,286"
Transparency June 63,19/06/2023,PCP ESTATES LCW DELP,PPE - BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,ISG FIT OUT LTD,"£787,484"
Transparency June 64,27/06/2023,DIG TEXT MESSAGING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CABINET OFFICE,"£767,387"
Transparency June 65,05/06/2023,OPS LB LEGACY NETWORK LEADER AND NATIONAL TEAMS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£752,005"
Transparency June 66,13/06/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER,DEFRA,"£686,046"
Transparency June 67,08/06/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£667,825"
Transparency June 68,22/06/2023,FG FIN CONT SHARED SERVICES CORE COSTS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,SHARED SERVICES CONNECTED LTD,"£662,549"
Transparency June 69,14/06/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£650,804"
Transparency June 70,14/06/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,G4S FACILITIES MANAGEMENT (UK) LTD,"£633,419"
Transparency June 71,15/06/2023,CHG 620203 TAUNTON BRENDON HOUSE JCP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,VINCI CONSTRUCTION UK LTD,"£598,776"
Transparency June 72,23/06/2023,PCP ESTATES FM DELA,PPE - FURNITURE AND FITTINGS (OWNED) - COST - ADDITIONS,MITIE FM LTD ,"£568,582"
Transparency June 73,15/06/2023,CHG PDP PROJECT DELIVERY FEASIBILITY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - INTERPRETATION,DA LANGUAGES LTD,"£551,458"
Transparency June 74,06/06/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£548,074"
Transparency June 75,29/06/2023,PCP ESTATES CSI PROJECT DELP,PPE - PLANT & MACHINERY (OWNED) - COST - ADDITIONS,G4S SECURE SOLUTIONS UK LTD,"£541,171"
Transparency June 76,14/06/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,FEDCAP EMPLOYMENT,"£537,440"
Transparency June 77,13/06/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER,HOME OFFICE,"£536,232"
Transparency June 78,30/06/2023,DIG DWP MI - BAU RUN,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£533,889"
Transparency June 79,19/06/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD ,"£520,141"
Transparency June 80,09/06/2023,"DIG SW ASSET SUBSCRIPTION, SUPPORT & MAINT RENEWALS DELP",EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,MONGOBD LIMITED,"£519,113"
Transparency June 81,26/06/2023,DIG BUSINESS AND PORTFOLIO MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - COURIER COSTS,ROYAL MAIL GROUP PLC,"£518,785"
Transparency June 82,29/06/2023,DIG - SECURITY CONTRACTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,FLYFORM LTD,"£517,378"
Transparency June 83,09/06/2023,CHG HEALTH ASSESSMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - INTERPRETATION,DA LANGUAGES LTD,"£515,511"
Transparency June 84,15/06/2023,DIG INTELLIGENT AUTOMATION GARAGE MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£507,367"
Transparency June 85,23/06/2023,FG FSC SIMPLE PAYMENTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SIMPLE PAYMENT SERVICE,I MOVO LTD,"£503,142"
Transparency June 86,16/06/2023,DIG DWP MI - BAU RUN,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£502,102"
Transparency June 87,02/06/2023,"DIG SW ASSET SUBSCRIPTION, SUPPORT & MAINT RENEWALS DELP",EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,MONGODB LIMITED,"£498,826"
Transparency June 88,23/06/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD ,"£471,082"
Transparency June 89,13/06/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER,MINISTRY OF JUSTICE,"£463,166"
Transparency June 90,29/06/2023,HR OHS,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL - OCCUPATIONAL HEALTH SERVICE,PAM GROUP,"£462,088"
Transparency June 91,05/06/2023,PCP ESTATES LCW DELP,PPE - BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,ISG FIT OUT LTD,"£452,197"
Transparency June 92,30/06/2023,PCP ESTATES GRANT DELA,PPE - PLANT & MACHINERY (OWNED) - COST - ADDITIONS,MORRIS & SPOTTISWOOD,"£450,284"
Transparency June 93,22/06/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,RESOLUTION INTERIORS LTD,"£447,111"
Transparency June 94,30/06/2023,PCP ESTATES SECURITY DELA,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD-2WM,"£443,269"
Transparency June 95,14/06/2023,DIG HYPERSCALE PUBLIC CLOUD PROVIDERS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTACENTER UK LTD,"£436,150"
Transparency June 96,12/06/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,STADIA CONSULTING GROUP LTD,"£433,620"
Transparency June 97,27/06/2023,DIG ITLR AMS - IBM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IBM UNITED KINGDOM LTD,"£433,399"
Transparency June 98,20/06/2023,SE SPD BULK MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,UK MAIL,"£431,742"
Transparency June 99,06/06/2023,EP CEP WHP DWP CONTRACTS S ENG CPA4,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SEETEC PLUSS LTD,"£427,810"
Transparency June 100,27/06/2023,OPS OPP INTEGRATION & CONTRACTING TEAM,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,G4S GOVERNMENT AND OUTSOURCING SERVICES UK LTD,"£424,319"
Transparency June 101,09/06/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PIXEL GROUP LTD,"£422,541"
Transparency June 102,05/06/2023,PCP ESTATES LCW DELP,PPE - BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,ISG FIT OUT LTD,"£420,023"
Transparency June 103,15/06/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UK LTD,"£419,784"
Transparency June 104,05/06/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£406,550"
Transparency June 105,06/06/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£392,580"
Transparency June 106,20/06/2023,PCP ESTATES SECURITY DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - SECURITY,G4S SECURE SOLUTIONS UK LTD,"£388,373"
Transparency June 107,12/06/2023,FG HDD MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - VALUATION OFFICE,VALUATION OFFICE AGENCY,"£386,906"
Transparency June 108,23/06/2023,FG CRC ROSA,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING NETWORKS,CABINET OFFICE,"£386,460"
Transparency June 109,13/06/2023,CHG UC DESIGN & BUILD PROGRAMME MANAGER,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,HIPPO DIGITAL LTD,"£374,613"
Transparency June 110,23/06/2023,HR CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£369,786"
Transparency June 111,16/06/2023,OPS CFC DEBT CONTRACTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£367,410"
Transparency June 112,22/06/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£362,935"
Transparency June 113,28/06/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£358,956"
Transparency June 114,14/06/2023,CHG FES WORK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COFORGE UK LTD,"£355,302"
Transparency June 115,05/06/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£350,432"
Transparency June 116,23/06/2023,HR CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£346,762"
Transparency June 117,05/06/2023,PCP ESTATES LCW DELP,PPE - POA & AUC (OWNED) - COST - ADDITIONS - PLANT & MACHINERY,AMEY COMMUNITY LTD,"£344,069"
Transparency June 118,05/06/2023,PCP ESTATES STRATA DELA,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,INCENDIUM CONSULTING LTD,"£344,040"
Transparency June 119,23/06/2023,CHG WPT BACK OF HOUSE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,LEADING MANAGEMENT SERVICES LTD,"£342,267"
Transparency June 120,28/06/2023,CHG UC DIGITAL SERVICES-RECURRENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,HM PASSPORT OFFICE,"£342,000"
Transparency June 121,02/06/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£339,473"
Transparency June 122,19/06/2023,CHG 620668 MANCHESTER ALBERT BRIDGE HOUSE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,ISG FIT OUT LTD,"£334,129"
Transparency June 123,29/06/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£331,552"
Transparency June 124,09/06/2023,CHG WORKPLACE TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PERFECT CIRCLE JV LTD,"£324,335"
Transparency June 125,22/06/2023,DIG PAYMENTS - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£321,897"
Transparency June 126,05/06/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£320,425"
Transparency June 127,05/06/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£320,313"
Transparency June 128,29/06/2023,PCP ESTATES STRATA DELA,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,INCENDIUM CONSULTING LTD,"£309,600"
Transparency June 129,05/06/2023,OPS LB LEGACY NETWORK LEADER AND NATIONAL TEAMS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND NON STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£308,794"
Transparency June 130,09/06/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£307,377"
Transparency June 131,21/06/2023,CHG 620116 BLACKPOOL WARBRECK HOUSE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£305,118"
Transparency June 132,13/06/2023,DIG DIGITAL SERVICES SIL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£302,044"
Transparency June 133,21/06/2023,PCP ESTATES INTEGRATOR DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,KELLOGG BROWN & ROOT LTD,"£299,908"
Transparency June 134,05/06/2023,FG CS HS PIP LOT 2,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP GP FACTUAL,CAPITA BUSINESS SERVICES LTD#3WAY,"£298,184"
Transparency June 135,05/06/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£295,738"
Transparency June 136,02/06/2023,CHG 620166 KIRKCALDY VICTORIA ROAD,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£293,971"
Transparency June 137,05/06/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£293,095"
Transparency June 138,26/06/2023,FG ESRM SUPPLIER SECURITY ASSURANCE,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,BOXXE LTD,"£288,000"
