Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,ALLOGA UK LTD,SIN102892503," 180,000.00 ",Warehouse Leasing and Conversion Costs for Medicines Extension,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,AEU-INK-UK-2020-CS-242," 650,520.00 ",PPE - Coverall,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,AEU-INK-UK-2020-CS-242," 739,440.00 ",PPE - Coverall,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,AEU-INK-UK-2020-CS-242," 142,740.00 ",PPE - Coverall,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,0001-DOHSC," 232,875.00 ",Hand Santizer,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ASCOT SIGNS LTD,2820A," 385,819.20 ",PPE - Visors,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ASIA PACIFIC LIQOUR PTY LTD,629093541," 3,529,079.62 ",PPE - Coverall,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/05/2020,Outsourcing Contract,COMMUNITY CARE,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5563," 323,268.00 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584337376," 32,815.34 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584337380," 1,145,971.75 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584337380," 6,284.93 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584336526," 14,495.99 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584336526," 9,956.01 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584336390," 28,130.00 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,01/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584335254," 23,892.75 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-002DHSC INV-003DHSC INV-004DHSC INV-005DHSC," 9,980,000.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-001DHSC," 22,650,000.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-002DHSC INV-003DHSC INV-004DHSC INV-005DHSC," 11,625,000.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-001DHSC," 18,600,000.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-632253-187901," 501,436.50 ",,RM10 7BY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BARNET LONDON BOROUGH COUNCIL,ERS-632254-187902," 1,782,257.00 ",,NW4 4BG,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-632257-187903," 1,501,129.00 ",,S70 2TJ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-631941-187770," 121,624.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-632479-188074," 204,317.10 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-631434-187401," 170,470.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-631893-187769," 2,414,237.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-631858-187768," 82,601.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-632260-187904," 1,094,598.50 ",,BA1 5AW,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BATH UNIVERSITY OF,ERS-631741-187522," 28,827.43 ",,BA2 7AY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BDO LLP,1979353," 35,000.00 ",,W1U 7EU,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BEDFORD BOROUGH COUNCIL,ERS-632262-187905," 1,108,556.50 ",,MK40 1SH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Publicity & advertising,GLOBAL AND PUBLIC HEALTH,BEHAVIOURAL INSIGHTS LTD,153251," 35,971.00 ",,SW1H 9NP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,29/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING UNION GLORY INVESTMENT CO LTD,633460831," 3,488,372.09 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING UNION GLORY INVESTMENT CO LTD,630258954," 1,584,721.66 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING UNION GLORY INVESTMENT CO LTD,629364900," 1,567,146.19 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,21/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING UNION GLORY INVESTMENT CO LTD,632176305," 49,967,180.83 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING YUANLONG YATO CULTURE DISSEMINATION CO LTD,632529687," 10,679,706.60 ",PPE - Aprons,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BELLAGIO GLOBAL LTD,2020-007-001," 1,400,000.00 ",PPE - Gloves,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BEXLEY LONDON BOROUGH COUNCIL,ERS-632264-187906," 1,078,432.50 ",,DA8 1TL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,01/05/2020,Policy Payments,GLOBAL AND PUBLIC HEALTH,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),BBSR15936," 44,222.23 ",,SN2 2ER,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,01/05/2020,Policy Payments,GLOBAL AND PUBLIC HEALTH,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),BBSR15936," 404,476.06 ",,SN2 2ER,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BIRMINGHAM CITY COUNCIL,ERS-632268-187907," 4,880,501.50 ",,B3 3AB,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-632645-188143," 184,000.00 ",,B15 2TT,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-631793-187587," 42,271.00 ",,B15 2TT,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-631878-187692," 33,816.00 ",,B4 6NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-632272-187909," 693,766.50 ",,BB1 7DY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BLACKPOOL BOROUGH COUNCIL,ERS-632276-187908," 1,096,806.00 ",,FY1 1NF,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,20/05/2020,Publicity & advertising,FINANCE AND GROUP OPERATIONS,BMG RESEARCH LTD,117146," 30,897.00 ",,B15 3BE,SME,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Professional fees,FINANCE AND GROUP OPERATIONS,BMG RESEARCH LTD,117376," 38,400.00 ",,B15 3BE,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BMJ PUBLISHING GROUP LTD,BD0061303," 25,000.00 ",,WC1H 9JR,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BMJ PUBLISHING GROUP LTD,BD0060928," 230,959.24 ",,WC1H 9JR,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-632279-187910," 1,151,795.00 ",,BL1 1RX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BOURNEMOUTH COUNCIL,ERS-632283-187911," 3,031,780.00 ",,BH2 6DY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BRACKNELL FOREST BOROUGH COUNCIL,ERS-632285-187912," 326,523.50 ",,RG12 1AQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BRADFORD CITY COUNCIL,ERS-632298-187913," 2,654,189.50 ",,BD1 1HX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-631789-187581," 203,567.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-631431-187386," 154,300.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-631815-187626," 76,886.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-631419-187385," 56,262.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BRENT LONDON BOROUGH COUNCIL,ERS-632299-187920," 845,949.50 ",,HA9 8AD,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BRIGHTON AND HOVE CITY COUNCIL,ERS-632300-187914," 1,372,464.50 ",,BN1 1JE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BRISTOL CITY COUNCIL,ERS-632301-187915," 2,012,628.00 ",,BS1 5SP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,631680193," 845,335.00 ",Freight Charges  ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,632487314," 2,454,042.48 ",Freight Charges  ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100024829," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100024830," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100024831," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100025241," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100025242," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100025686," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100025865," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,100025866," 240,000.00 ",,UB7 0GB,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2020,Revenue Grants to non-profit institutions,GLOBAL AND PUBLIC HEALTH,BRITISH PREGNANCY ADVISORY SERVICE,ERS-631572-187461," 116,171.50 ",2019/20 BPAS NI Abortion Grant Q5,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BROMLEY LONDON BOROUGH COUNCIL,ERS-632304-187916," 1,089,423.00 ",,BR1 3UH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BROVANTURE LTD,650873," 33,000.00 ",,GU2 7YG,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-632305-187917," 3,126,793.00 ",,HP20 1UA,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,BURY METROPOLITAN BOROUGH COUNCIL,ERS-632309-187918," 1,197,945.00 ",,BL9 0SP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUTYL PRODUCTS LTD,129823," 153,031.20 ",,CM12 0DW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUTYL PRODUCTS LTD,129823," 475,216.80 ",,CM12 0DW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/05/2020,Addition Clearing - SW LIC,CHIEF SCIENTIFIC ADVISOR,BYTES SOFTWARE SERVICES LTD,627678," 6,279,044.76 ",,KT22 7TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,18/05/2020,Addition Clearing - SW LIC,CHIEF SCIENTIFIC ADVISOR,BYTES SOFTWARE SERVICES LTD,627677," 7,499,967.02 ",,KT22 7TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2020,Secondees in invoiced costs,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3792605," 141,274.00 ",Commercial Group FS invoices for 2019/21,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2020,Secondees in invoiced costs,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3792605," 16,377.00 ",Commercial Group FS invoices for 2019/20 - Extension,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2020,Fast streamers,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3786259," 267,732.00 ",,FY5 3FW,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,18/05/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,HAFS-30840," 330,000.00 ",,HD3 3EA,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/05/2020,Revenue Grants to local authorities,COMMUNITY CARE,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-632313-187919," 946,365.50 ",,HX1 1TP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,29/05/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CAMBODIAN TEXTILES WORLDWIDE PHNOM PENH,633769695," 2,771,751.12 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-631949-187647," 2,425,149.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-631918-187646," 196,439.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-631859-187645," 234,480.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-632689-188204," 33,206.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30836," 324,000.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30837," 602,000.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30838," 752,000.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,28/05/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-632713-188217," 130,044.34 ",,CB2 1TN,PUBLIC,,,
