Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,19/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALPHA BIOMICS LTD,2020-0004," 55,610.00 ",,SW4 0PA,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/08/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,ALZHEIMERS SOCIETY GRANTS ONLY,ERS-639873-192941," 251,897.00 ",,EC3N 2AE,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,A2TILO9KS664NJ-0520," 60,967.20 ",,EC2A 2FA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,A2TILO9KS664NJ-0520," 74,610.16 ",,EC2A 2FA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,A2TILO9KS664NJ-0520," 109,450.80 ",,EC2A 2FA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AMAZON PAYMENTS UK LTD,A2TILO9KS664NJ-0520," 15,652.48 ",,EC2A 2FA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938535041," 360,676.80 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938463606," 360,676.80 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938429206," 360,676.80 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938328170," 360,676.80 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938673759/88650," 360,676.80 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,17/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938778615," 188,535.60 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,17/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938767113," 409,860.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938915118," 598,395.60 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938614229," 164,640.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938589172," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938589171," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938576905," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938576904," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938540197," 164,640.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938527467," 160,720.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938516930," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938516929," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938509232," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938509231," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,11/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938463608," 160,720.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938693376-CONS," 1,176,000.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938614238," 160,720.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938614237," 160,720.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938470317," 164,640.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938463607," 160,720.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938446569," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938446568," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938446567," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938446566," 172,480.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938393799," 134,260.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938393797," 136,220.00 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938648839," 148,220.28 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938620275," 148,220.28 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938547075," 296,440.56 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938499043," 119,716.38 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938429205," 119,716.38 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938328169," 114,015.60 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938648839," 4,359.42 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938620275," 4,359.42 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938547075," 8,718.84 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938499043," 3,521.07 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938429205," 3,521.07 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938328169," 3,353.40 ",,HU1 2SJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,11/08/2020,Revenue Grants to non-profit institutions,FINANCE AND GROUP OPERATIONS,ASSOCIATION OF AIR AMBULANCES (CHARITY) LTD,ERS-639802-192921," 2,345,000.00 ",,EC1A 7BL,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,11/08/2020,Revenue Grants to non-profit institutions,FINANCE AND GROUP OPERATIONS,ASSOCIATION OF AIR AMBULANCES (CHARITY) LTD,ERS-639802-192921," 450,000.00 ",,EC1A 7BL,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,11/08/2020,Revenue Grants to non-profit institutions,FINANCE AND GROUP OPERATIONS,ASSOCIATION OF AIR AMBULANCES (CHARITY) LTD,ERS-639802-192921," 205,000.00 ",,EC1A 7BL,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,14/08/2020,Outsourcing Contract,COMMUNITY CARE,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5668," 34,239.60 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,01/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584341399," 11,049.37 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,01/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584341399," 81,863.32 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584344277," 1,012,218.95 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584344277," 5,466.53 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584343107," 30,399.07 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584342746," 45,469.00 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-00016DHSC," 8,008,333.33 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-00016DHSC," 7,485,000.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/08/2020,Printing,COMMUNITY CARE,BANNER GROUP LTD TA BANNER,5839925," 94,224.00 ",,NR3 1PD,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,17/08/2020,Additions PDC Revenue Support NHS FT Permanent,Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-31116," 245,377,936.80 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-640152-193207," 121,624.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-639211-192678," 170,470.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-640113-193206," 2,370,523.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-640569-193281," 2,229,380.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-640084-193205," 82,601.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,17/08/2020,Additions PDC Revenue Support NHS FT Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-31117," 592,838,500.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING UNION GLORY INVESTMENT CO LTD,650199659," 6,003,680.42 ",,RH10 1UH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-640004-193061," 25,287.55 ",,BT7 1NN,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BELLAGIO GLOBAL LTD,2020-007-005," 476,000.00 ",PPE - Gloves,M1 3BE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BELLAGIO GLOBAL LTD,2020-007-004," 322,000.00 ",PPE - Gloves,M1 3BE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BELLAGIO GLOBAL LTD,2020-007-003," 182,000.00 ",PPE - Gloves,M1 3BE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-640104-193150," 33,816.00 ",,B4 6NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2020,Service Charge - ICT,COMMUNITY CARE,BLACK PEAR SOFTWARE LTD,INV-10391," 57,137.64 ",,WR6 6TP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,BLOOD CANCER UK,ERS-640786-193361," 42,445.00 ",,WC1R 4TH,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUELEAF LTD,INB504932," 2,392,500.00 ",,RH13 9RT,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUELEAF LTD,INB502211," 7,975,000.00 ",,RH13 9RT,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUETREE DESIGN AND PRINT LTD,23," 76,440.00 ",PPE - Masks,S63 5DR,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BMJ PUBLISHING GROUP LTD,BD0089102," 230,959.24 ",,WC1H 9JR,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK0042783," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40043438," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40046173," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40044699," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,27/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40047068," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,27/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-641174-193521," 37,904.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-639206-192665," 154,300.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-640060-193105," 76,886.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-639184-192664," 55,125.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10346," 1,104,379.92 ",,SE1 7SP,SME,,,
Department of Health and Social Care,Department of Health and Social Care,18/08/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10346," 294,119.12 ",,SE1 7SP,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-889," 5,183,750.00 ",PPE - Gloves,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-889," 1,179,750.00 ",PPE - Gloves,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-889," 1,644,500.00 ",PPE - Gloves,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-896," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-880," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-908," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-903," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRITISH AIRWAYS PLC,650441523," 263,598.52 ",,RH10 1UH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BROVANTURE LTD,650932," 27,000.00 ",,GU2 7YG,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/08/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,BROVANTURE LTD,650932," 6,000.00 ",,GU2 7YG,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/08/2020,Legal Fees,FINANCE AND GROUP OPERATIONS,BROWNE JACOBSON LLP,N-000052478," 56,503.08 ",,NG2 1BJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/08/2020,Legal Fees,FINANCE AND GROUP OPERATIONS,BROWNE JACOBSON LLP,IN-000055429," 79,742.51 ",,NG2 1BJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/08/2020,Legal Fees,FINANCE AND GROUP OPERATIONS,BROWNE JACOBSON LLP,IN-000055429," 2,601.82 ",,NG2 1BJ,LARGE,,,
