Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,24/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING UNION GLORY INVESTMENT CO LTD,626853764," 396,373.69 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,02/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BIOSINO BIO-TECHNOLOGY AND SCIENCE INC,623082727," 517,548.12 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-630489-186984," 93,500.00 ",,B15 2TT,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-630510-186917," 33,816.00 ",,B4 6NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2020,Professional fees,FINANCE AND GROUP OPERATIONS,BMG RESEARCH LTD,117235," 37,111.68 ",,B15 3BE,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-630778-186852," 154,300.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-630457-186850," 76,886.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-630640-186851," 56,262.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-630488-186993," 68,000.00 ",,BS8 1TH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,BRITISH COUNCIL,90521040," 1,165,325.05 ",,SW1A 2BN,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2020,Additions PDC Revenue Support NHS T Permanent,Holding CT Core,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,HAFS-30805," 8,300,000.00 ",,HP7 0JD,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 468,000.00 ",PPE - Goggles,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 17,280.00 ",PPE - Goggles,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 675,000.00 ",PPE - Goggles,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 7,776.00 ",PPE - Goggles,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 319,464.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 341,496.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 545,400.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 567,216.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 2,505,600.00 ",Hand Santizer,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 4,300,800.00 ",Hand Santizer,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 918,000.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 604,440.00 ",PPE - Visors,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 3,283,200.00 ",PPE - Visors,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 4,521,600.00 ",PPE - Visors,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 1,693,440.00 ",PPE - Visors,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BUNZL UK LTD TA GREENHAM,92/0002 & 92/0003," 6,330,240.00 ",PPE - Visors,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2020,Addition Clearing - SW LIC,CHIEF SCIENTIFIC ADVISOR,BYTES SOFTWARE SERVICES LTD,626775," 39,230,249.68 ",,KT22 7TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2020,Training (Learning and Development),COMMUNITY CARE,CABINET OFFICE,371791," 49,000.00 ",,CF14 3UW,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,15/04/2020,Professional fees,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3781438," 8,300.40 ",,FY5 3FW,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,15/04/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,CABINET OFFICE,3781438," 20,400.00 ",,FY5 3FW,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,02/04/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,CABINET OFFICE,1911," 112,470.00 ",,SW1A 2HQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-630602-186868," 2,425,149.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-630570-186867," 196,439.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-630490-186866," 234,480.00 ",,CB2 0QQ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-630487-187000," 25,500.00 ",,CB2 1TN,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-630782-187010," 127,789.00 ",,CB2 1TN,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-630771-186935," 150,001.00 ",,CB1 5EE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-630492-186934," 33,588.00 ",,CB1 5EE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CANNAGROW BIOSCIENCES LTD,SI-20213," 8,250,000.00 ",PPE - Face Mask,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CANNAGROW BIOSCIENCES LTD,SI-20211," 8,250,000.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2020,ENDPBs Admin Revenue Grant in Aid,Holding CT Core,CARE QUALITY COMMISSION (CQC) CQC033,HAFS-30792," 1,995,000.00 ",,NE1 4PA,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,CARERS UK,ERS-631073-187241," 97,562.00 ",,SE1 4LX,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2020,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,CARTER TOWLER LTD,0013/TMR," 26,400.00 ",,LS1 2TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2020,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,CARTER TOWLER LTD,0011/TMR," 130,500.00 ",,LS1 2TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2020,Service Charge - ICT,FINANCE AND GROUP OPERATIONS,CARTER TOWLER LTD,0013/TMR," 11,529.89 ",,LS1 2TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2020,Service Charge - ICT,FINANCE AND GROUP OPERATIONS,CARTER TOWLER LTD,0011/TMR," 56,656.85 ",,LS1 2TW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-630494-186952," 35,313.00 ",,NW1 7QY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CH AND L LTD,626450081," 3,595,222.62 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHANGSHA JINGSHA MEDICAL DEVICES CO LTD,624288614," 3,183,261.42 ",IFUSION SYRINGE & PUMPS,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHANGSHA JINGSHA MEDICAL DEVICES CO LTD,624974885," 610,437.28 ",PUMPS,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,09/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHANGSHA SKYFAVOR MEDICAL DEVICES ON BEHALF OF BEIJING KELLYMED CO LTD,624785488," 2,554,261.09 ",INFUSION PUMPS ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHART ONE AUTOMOTIVE LTD,247486," 73,425.00 ",PPE - Coverall,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHART ONE AUTOMOTIVE LTD,247486," 231,260.00 ",PPE - Coverall,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHART ONE AUTOMOTIVE LTD,246415," 238,500.00 ",PPE - Coverall,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHART ONE AUTOMOTIVE LTD,246415," 701,220.00 ",PPE - Coverall,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-630770-186920," 149,205.00 ",,SW10 9NH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,N0040173," 149,205.00 ",,SW10 9NH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,CHEMICAL INTELLIGENCE LTD,INV-0131," 1,998,000.00 ",PPE - Gowns,,SME,,,
