Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,Revenue Grants to local authorities,Social Care Group,CUMBRIA COUNTY COUNCIL,ICTF2 ICF 08.04.22,-156286.4,ICTF2 ICF REFUND CUMBRIA COUNCIL,CA3 8NA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,Revenue Grants to local authorities,Social Care Group,CITY OF YORK COUNCIL,ICTF2 ICF 08.04.22,-91655.98,ICTF2 ICF REFUND YORK,YO1 6GA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,Revenue Grants to local authorities,Social Care Group,CITY OF YORK COUNCIL,ICTF1 ICF 08.04.22,-41005.77,ICTF1 ICF REFUND YORK,YO1 6GA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,Revenue Grants to local authorities,Social Care Group,SHROPSHIRE COUNTY COUNCIL,ICTF2 ICF 07.04.22,-134800.84,ICTF2 ICF REFUND SHROPSHIRE,SY2 6ND,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,Revenue Grants to local authorities,Social Care Group,CROYDON LONDON BOROUGH COUNCIL,ICTF2 ICF 01.04.22,-62350.96,ICTF2 ICF REFUND CROYDON,CR9 1BQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,Revenue Grants to local authorities,Social Care Group,BIRMINGHAM CITY COUNCIL,ICTF2 ICF 01.04.22,-188892.49,ICTF2 ICF REFUND BRIMINGHAM,B3 3AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49412,8.04,Audio uplift April 2022 to pay invoice,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49412,33144.38,ASCcampaign upweighted Audio Jan22 - costs,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49412,32.82,ASCcampaign upweighted Audio Jan22 - ASBOF,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,Outsourcing Contract,Social Care Group,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,6891,320.53,Business and Commercial Services,SW8 2LL,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,Outsourcing Contract,Social Care Group,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,6891,36787.07,Outsourcing Contract,SW8 2LL,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2022,Revenue Policy Payments,Social Care Group,IMPROVEMENT AND DEVELOPMENT AGENCY,40225471,285140,BCF External Support Programme for 21-22,SW1P 3HZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2022,Outsourcing Contract,Social Care Group,NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,7312623499,81461,SCG Assurance & Data CLD Project Costs - AGEM,LE1 6NB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2022,Outsourcing Contract,Social Care Group,IMPROVEMENT AND DEVELOPMENT AGENCY,40225444,329869,Care and Health Improvement Programme,SW1P 3HZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2022,Outsourcing Contract,Social Care Group,IMPROVEMENT AND DEVELOPMENT AGENCY,40225444,2330983,Care and Health Improvement Programme,SW1P 3HZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,Capital Grants to Other Bodies,Social Care Group,SKILLS FOR CARE LTD,ASI0021507,345102,2021/020 – Skills for Care Capital DHSC Workforce Core Capital Grant,LS1 2RP,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,07/04/2022,Research & development,Social Care Group,OLIVE JAR DIGITAL LTD,INV-100797,124175,Digital Skills Passport Discovery,W1J 6PA,Small,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,Research & development,Social Care Group,IPSOS MORI UK LTD,22000771,64408,ASCS and SACE Survey Discovery commission,E1W 1YW,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49411,57633.51,ASCcampaign upweighted VOD Jan22 - costs,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49411,92.59,ASCcampaign upweighted VOD Jan22 – ASBOF,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49411,35886.41,ASC campaign  - OMD January 2022 VOD,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49416,203353.46,OMD Jan 22 Digital Display UPWEIGHT - Core,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49416,29994.53,ASC campaign  - OMD January 2022 Digital Display,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Publicity & advertising,Social Care Group,OMD GROUP LTD,E49415,96303.13,OMD Jan 22 Digital Display UPWEIGHT - Core,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2022,"SFVS - product & distribution cost, during rest of March 2022",Public Health,Total Produce - Wigan,W22031531352,37669.9141,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357544,26791.3,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357543,29748.37,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357542,41158.5,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357541,29748.77,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357540,88516.6172,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357539,41053.21,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357538,60863.6349,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357537,30417.5936,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357536,74805.65,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357535,33337.15,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357534,35862.01,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357532,43358.58,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357531,33777.4929,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357530,38222.7583,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Birmingham),SIN0357529,137150.5661,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bodmin,B22030139879,25684.141,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bodmin,B22030139908,51733.68,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bodmin,B22030139878,70155.874,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (St Helens),SIN0357509,50337.63,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (St Helens),SIN0357506,96350.88,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (St Helens),SIN0357505,30618.9353,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (St Helens),SIN0357502,52017.05,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Peterborough),SIN0357392,29463.92,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Peterborough),SIN0357391,76491.23,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Peterborough),SIN0357390,55605.1349,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Peterborough),SIN0357388,30890.03,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Peterborough),SIN0357386,57050.4198,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bristol,B22030139865,46030.3528,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bristol,B22030139866,28613.4115,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bristol,B22030139803,28719.6252,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bristol,B22030139801,45432.1002,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bristol,B22030139933,49576.4422,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Bristol,B22030139835,31254.9488,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Marden),SIN0357298,79014.8318,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Marden),SIN0357297,94384.6,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Marden),SIN0357296,28570.6,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Marden),SIN0357295,130044.1492,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Marden),SIN0357293,38352.88,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357289,65712.48,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357288,108112.7601,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357281,30764.4528,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357280,54884.06,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357275,28794.72,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357273,29762.78,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357272,30895.43,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357271,25949.7437,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,MWW (Chesham),SIN0357270,30037.78,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956495,42609.8002,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956491,49737.3955,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956492,33178.4381,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956503,62550.9555,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956497,82277.4316,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956496,32044.3336,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956494,32118.5024,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956500,30411.2834,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956621,50219.1675,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956499,74555.685,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,GW Price,956490,28123.5503,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,AG Axtons,INV-16216,30272.649,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,AG Axtons,INV-16217,129962.9165,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2022,"SFVS - product & distribution cost, during rest of March 2022",Public Health,Total Produce - Hereford,H22031531885,37977.67,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2022,"SFVS - product & distribution cost, during rest of March 2022",Public Health,Total Produce - Hereford,H22031531937,38825.9938,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2022,"SFVS - product & distribution cost, during rest of March 2022",Public Health,Total Produce - Hereford,H22031531916,39175.3434,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Gateshead,NOR2204,26141.3667,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Total Produce - Gateshead,COU2204,40529.7897,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-320,25761.7997,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-211,25357.9485,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-317,30796.6136,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-316,35434.8376,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-203,25876.5848,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-306,36548.1015,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-301,26453.3389,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-935,65752.3667,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2022,"SFVS - product & distribution cost, during March 2022",Public Health,Peacheys Catering Services Ltd,NHS0322-881,117287.2252,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2022,Grant in Aid Funding (Cash) - ENDPBs,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),963981,133000,NHSBT,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2022,Grant in Aid Funding (Cash) - ENDPBs,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),963980,31480,NHSBT EU Exit Funding 2021-22,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,Revenue Grants to non-profit institutions,Public Health,BRITISH PREGNANCY ADVISORY SERVICE,ASI0021782,34357.75,2017_030b_YR5 BPAS_NI_Abortion Payment Jan-March 2022,CV37 9BF,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,Revenue Grants to non-profit institutions,Public Health,ACTION ON SMOKING AND HEALTH,ASI0021783,26000,2018_053 Ash Q4 21/22 Addendum,EC1N 8JY,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2022,Revenue Grants to non-profit institutions,Public Health,ACTION ON SMOKING AND HEALTH,ASI0021781,35000,2018_053_YR4 4th installment Ash,EC1N 8JY,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,12/04/2022,Other programme expenditure,Public Health,DEPARTMENT FOR EDUCATION (DFE),CORE-PSCR-001757,50000,Reimburse the DfE for payment to the CJI,WA7 2GJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/04/2022,Consultancy/Professional Advice,Public Health,AXIS12 LTD,INV-4483,97500,CADeP Online Resource Hub,N1 2HY,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q4,606666.81,Apportionment for Q4 2021 Statutory Scheme,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q4,303241.54,Apportionment for Q4 2021 Historic Cash Payments,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q4,9108761,Apportionment for Q4 2021 2019 VPAS,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q4,882646.14,Apportionment for Q4 2021 Statutory Scheme,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q4,441189.42,Apportionment for Q4 2021 Historic Cash Payments,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q4,13252435.46,Apportionment for Q4 2021 2019 VPAS,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,490413160,24166.67,Wirral IPS employment and welfare service 2122Q4,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,490413160,24166.67,Wirral IPS employment and welfare service 2122Q3,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,490413160,24166.66,Wirral IPS employment and welfare service 2122Q2,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2022,Additions-SW LIC,Office For Health Improvement & Disparities (OHID),TORCHBOX LTD,18494,26334.36,Occupational health workforce data service - alpha,OX7 3EW,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE UNIVERSITY,1902145,44582.4,"6744854 CVD: Academic Honorary Contract, Independent evaluat",ST4 2DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),WELLSET REPO LIMITED T/A FLIPSIDE,9010657362,54000,C43985 / DFD data pipeline and dashboard,GU6 8AJ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH COUNCIL,30162803,0.6,Uplift: Blackpool IPS employment and welfare service - rounding uplift,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH COUNCIL,30162803,36609,Addition: Blackpool IPS employment and welfare service 2122Q2,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/04/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),HULL UNIVERSITY OF,75629,26961.6,Development of AOH Implemtation Toolkit,HU6 7RX,Govn,,,
