Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,09/12/2022,Revenue Grants to local authorities,Social Care Group,GREENWICH LONDON BOROUGH COUNCIL,LA Grants (ICTF3 IPC,-108211.26,LA Grants (ICTF3 IPC refunds) GREENWICH,SE18 6PW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,08/12/2022,Revenue Grants to local authorities,Social Care Group,WARWICKSHIRE COUNTY COUNCIL,LA Grants (ICTF3 IPC,-151654,LA Grants (ICTF3 IPC refunds) wARWICKSHIRE,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,08/12/2022,Revenue Grants to local authorities,Social Care Group,DORSET COUNTY COUNCIL,LA Grants (ICTF3 Tes,-129437.88,LA Grants (ICTF3 Testing refunds) - Dorset,DT1 1XJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,08/12/2022,Revenue Grants to local authorities,Social Care Group,DORSET COUNTY COUNCIL,LA Grants (ICTF3 IPC,-261705.62,LA Grants (ICTF3 IPC refunds) DORSET,DT1 1XJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WORCESTERSHIRE COUNTY COUNCIL,05122022AH1430GD6357,794875,GD31/6357 Adult Social Care Discharge Fund-E1821X-WORCESTERSHIRE COUNTY COUNCIL,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WOLVERHAMPTON CITY COUNCIL,05122022AH1430GD6357,458826,GD31/6357 Adult Social Care Discharge Fund-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WOKINGHAM COUNCIL,05122022AH1430GD6357,133863,GD31/6357 Adult Social Care Discharge Fund-E0306X-WOKINGHAM COUNCIL,RG40 1WJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WIRRAL METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,600123,GD31/6357 Adult Social Care Discharge Fund-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,05122022AH1430GD6357,158819,GD31/6357 Adult Social Care Discharge Fund-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WILTSHIRE COUNTY COUNCIL,05122022AH1430GD6357,607688,GD31/6357 Adult Social Care Discharge Fund-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WIGAN METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,530741,GD31/6357 Adult Social Care Discharge Fund-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WESTMINSTER CITY COUNCIL,05122022AH1430GD6357,441053,GD31/6357 Adult Social Care Discharge Fund-E5022X-WESTMINSTER CITY COUNCIL,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WEST SUSSEX COUNTY COUNCIL,05122022AH1430GD6357,1101151,GD31/6357 Adult Social Care Discharge Fund-E3820X-WEST SUSSEX COUNTY COUNCIL,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WEST NORTHAMPTONSHIRE COUNCIL,05122022AH1430GD6357,485005,GD31/6357 Adult Social Care Discharge Fund-E2802X-WEST NORTHAMPTONSHIRE,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WEST BERKSHIRE COUNCIL,05122022AH1430GD6357,166966,GD31/6357 Adult Social Care Discharge Fund-E0302X-WEST BERKSHIRE COUNCIL,RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WARWICKSHIRE COUNTY COUNCIL,05122022AH1430GD6357,744861,GD31/6357 Adult Social Care Discharge Fund-E3720X-WARWICKSHIRE COUNTY COUNCIL,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WARRINGTON BOROUGH COUNCIL,05122022AH1430GD6357,274579,GD31/6357 Adult Social Care Discharge Fund-E0602X-WARRINGTON BOROUGH COUNCIL,WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WANDSWORTH LONDON BOROUGH COUNCIL,05122022AH1430GD6357,432485,GD31/6357 Adult Social Care Discharge Fund-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WALTHAM FOREST LONDON BOROUGH COUNCIL,05122022AH1430GD6357,362897,GD31/6357 Adult Social Care Discharge Fund-E5049X-WALTHAM FOREST LONDON BOROUGH COUNCIL,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WALSALL METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,477275,GD31/6357 Adult Social Care Discharge Fund-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,05122022AH1430GD6357,549625,GD31/6357 Adult Social Care Discharge Fund-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,TRAFFORD METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,315235,GD31/6357 Adult Social Care Discharge Fund-E4209X-TRAFFORD METROPOLITAN BOROUGH COUNCIL,M32 0YY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,TOWER HAMLETS LONDON BOROUGH COUNCIL,05122022AH1430GD6357,488322,GD31/6357 Adult Social Care Discharge Fund-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,TORBAY COUNCIL,05122022AH1430GD6357,276193,GD31/6357 Adult Social Care Discharge Fund-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,THURROCK BOROUGH COUNCIL,05122022AH1430GD6357,218068,GD31/6357 Adult Social Care Discharge Fund-E1502X-THURROCK BOROUGH COUNCIL,RM17 0LT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,THE LONDON BOROUGH OF RICHMOND UPON THAMES,05122022AH1430GD6357,220281,GD31/6357 Adult Social Care Discharge Fund-E5047X-RICHMOND UPON THAMES BOROUGH COUNCIL,TW1 3BZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,TELFORD AND WREKIN BOROUGH OF,05122022AH1430GD6357,258097,GD31/6357 Adult Social Care Discharge Fund-E3201X-TELFORD AND WREKIN BOROUGH OF,TF3 4LF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,TAMESIDE METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,384679,GD31/6357 Adult Social Care Discharge Fund-E4208X-TAMESIDE METROPOLITAN BOROUGH COUNCIL,OL6 6DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SWINDON BOROUGH COUNCIL,05122022AH1430GD6357,256418,GD31/6357 Adult Social Care Discharge Fund-E3901X-SWINDON BOROUGH COUNCIL,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SUTTON LONDON BOROUGH COUNCIL,05122022AH1430GD6357,245761,GD31/6357 Adult Social Care Discharge Fund-E5048X-SUTTON LONDON BOROUGH COUNCIL,SM1 1EA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SURREY COUNTY COUNCIL,05122022AH1430GD6357,1331546,GD31/6357 Adult Social Care Discharge Fund-E3620X-SURREY COUNTY COUNCIL,KT1 2DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,522592,GD31/6357 Adult Social Care Discharge Fund-E4505X-SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SUFFOLK COUNTY COUNCIL,05122022AH1430GD6357,1087133,GD31/6357 Adult Social Care Discharge Fund-E3520X-SUFFOLK COUNTY COUNCIL,IP1 2DH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,STOKE ON TRENT CITY COUNCIL,05122022AH1430GD6357,443965,GD31/6357 Adult Social Care Discharge Fund-E3401X-STOKE ON TRENT CITY COUNCIL,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,STOCKTON ON TEES BOROUGH COUNCIL,05122022AH1430GD6357,281746,GD31/6357 Adult Social Care Discharge Fund-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,STOCKPORT METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,427738,GD31/6357 Adult Social Care Discharge Fund-E4207X-STOCKPORT METROPOLITAN BOROUGH COUNCIL,SK1 3XE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,STAFFORDSHIRE COUNTY COUNCIL,05122022AH1430GD6357,1180655,GD31/6357 Adult Social Care Discharge Fund-E3421X-STAFFORDSHIRE COUNTY COUNCIL,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,ST HELENS METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,320952,GD31/6357 Adult Social Care Discharge Fund-E4303X-ST HELENS METROPOLITAN BOROUGH COUNCIL,WA10 1HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOUTHWARK LONDON BOROUGH COUNCIL,05122022AH1430GD6357,523549,GD31/6357 Adult Social Care Discharge Fund-E5019X-SOUTHWARK LONDON BOROUGH COUNCIL,SE1 2QH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOUTHEND ON SEA BOROUGH COUNCIL,05122022AH1430GD6357,274667,GD31/6357 Adult Social Care Discharge Fund-E1501X-SOUTHEND ON SEA BOROUGH COUNCIL,SS2 6ER,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOUTHAMPTON CITY COUNCIL,05122022AH1430GD6357,369795,GD31/6357 Adult Social Care Discharge Fund-E1702X-SOUTHAMPTON CITY COUNCIL,SO15 1GX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOUTH TYNESIDE COUNCIL,05122022AH1430GD6357,305087,GD31/6357 Adult Social Care Discharge Fund-E4504X-SOUTH TYNESIDE COUNCIL,NE33 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOUTH GLOUCESTERSHIRE COUNCIL,05122022AH1430GD6357,311682,GD31/6357 Adult Social Care Discharge Fund-E0103X-SOUTH GLOUCESTERSHIRE COUNCIL,BS15 9TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOMERSET COUNTY COUNCIL,05122022AH1430GD6357,832522,GD31/6357 Adult Social Care Discharge Fund-E3320X-SOMERSET COUNTY COUNCIL,TA1 4DY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SOLIHULL METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,290119,GD31/6357 Adult Social Care Discharge Fund-E4605X-SOLIHULL METROPOLITAN BOROUGH COUNCIL,B91 9GN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SLOUGH BOROUGH COUNCIL,05122022AH1430GD6357,171818,GD31/6357 Adult Social Care Discharge Fund-E0304X-SLOUGH BOROUGH COUNCIL,SL1 3UF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SHROPSHIRE COUNTY COUNCIL,05122022AH1430GD6357,464608,GD31/6357 Adult Social Care Discharge Fund-E3202X-SHROPSHIRE COUNTY COUNCIL,SY2 6ND,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SHEFFIELD CITY COUNCIL,05122022AH1430GD6357,901754,GD31/6357 Adult Social Care Discharge Fund-E4404X-SHEFFIELD CITY COUNCIL,S1 1UJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SEFTON COUNCIL,05122022AH1430GD6357,508295,GD31/6357 Adult Social Care Discharge Fund-E4304X-SEFTON METROPOLITAN BOROUGH COUNCIL,L20 3NJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SANDWELL METROPOPLITAN BOROUGH COUNCIL,05122022AH1430GD6357,615976,GD31/6357 Adult Social Care Discharge Fund-E4604X-SANDWELL METROPOPLITAN BOROUGH COUNCIL,B69 3DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,SALFORD CITY COUNCIL,05122022AH1430GD6357,439223,GD31/6357 Adult Social Care Discharge Fund-E4206X-SALFORD CITY COUNCIL,M27 5AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,RUTLAND COUNTY COUNCIL,05122022AH1430GD6357,45240,GD31/6357 Adult Social Care Discharge Fund-E2402X-RUTLAND COUNTY COUNCIL,LE15 6HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,448429,GD31/6357 Adult Social Care Discharge Fund-E4403X-ROTHERHAM METROPOLITAN BOROUGH COUNCIL,S60 1AE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,ROCHDALE BOROUGH COUNCIL,05122022AH1430GD6357,369453,GD31/6357 Adult Social Care Discharge Fund-E4205X-ROCHDALE BOROUGH COUNCIL,OL16 1XU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,REDCAR AND CLEVELAND BOROUGH COUNCIL,05122022AH1430GD6357,240075,GD31/6357 Adult Social Care Discharge Fund-E0703X-REDCAR AND CLEVELAND BOROUGH COUNCIL,TS6 9AR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,REDBRIDGE LONDON BOROUGH COUNCIL,05122022AH1430GD6357,371992,GD31/6357 Adult Social Care Discharge Fund-E5046X-REDBRIDGE LONDON BOROUGH COUNCIL,IG1 1TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,READING BOROUGH COUNCIL,05122022AH1430GD6357,189834,GD31/6357 Adult Social Care Discharge Fund-E0303X-READING BOROUGH COUNCIL,RG1 7TD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,PORTSMOUTH CITY COUNCIL,05122022AH1430GD6357,296806,GD31/6357 Adult Social Care Discharge Fund-E1701X-PORTSMOUTH CITY COUNCIL,PO1 2AL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,PLYMOUTH CITY COUNCIL,05122022AH1430GD6357,428035,GD31/6357 Adult Social Care Discharge Fund-E1101X-PLYMOUTH CITY COUNCIL,PL1 3BJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,PETERBOROUGH CITY COUNCIL,05122022AH1430GD6357,264554,GD31/6357 Adult Social Care Discharge Fund-E0501X-PETERBOROUGH CITY COUNCIL,PE1 1HF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,OXFORDSHIRE COUNTY COUNCIL,05122022AH1430GD6357,763852,GD31/6357 Adult Social Care Discharge Fund-E3120X-OXFORDSHIRE COUNTY COUNCIL,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,OLDHAM METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,374118,GD31/6357 Adult Social Care Discharge Fund-E4204X-OLDHAM METROPOLITAN BOROUGH COUNCIL,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NOTTINGHAMSHIRE COUNTY COUNCIL,05122022AH1430GD6357,1175690,GD31/6357 Adult Social Care Discharge Fund-E3021X-NOTTINGHAMSHIRE COUNTY COUNCIL,NG2 7QP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NOTTINGHAM CITY COUNCIL,05122022AH1430GD6357,516676,GD31/6357 Adult Social Care Discharge Fund-E3001X-NOTTINGHAM CITY COUNCIL,NG1 2DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTHUMBERLAND COUNTY COUNCIL,05122022AH1430GD6357,507151,GD31/6357 Adult Social Care Discharge Fund-E2901X-NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTH YORKSHIRE COUNTY COUNCIL,05122022AH1430GD6357,807867,GD31/6357 Adult Social Care Discharge Fund-E2721X-NORTH YORKSHIRE COUNTY COUNCIL,DL6 1DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,05122022AH1430GD6357,343692,GD31/6357 Adult Social Care Discharge Fund-E4503X-NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,NE28 6UZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTH SOMERSET COUNCIL,05122022AH1430GD6357,307982,GD31/6357 Adult Social Care Discharge Fund-E0104X-NORTH SOMERSET COUNCIL,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTH NORTHAMPTONSHIRE COUNCIL,05122022AH1430GD6357,420698,GD31/6357 Adult Social Care Discharge Fund-E2801X-NORTH NORTHAMPTONSHIRE COUNCIL,NN16 8TL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTH LINCOLNSHIRE COUNCIL,05122022AH1430GD6357,253640,GD31/6357 Adult Social Care Discharge Fund-E2004X-NORTH LINCOLNSHIRE COUNCIL,DN16 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORTH EAST LINCOLNSHIRE COUNCIL,05122022AH1430GD6357,259903,GD31/6357 Adult Social Care Discharge Fund-E2003X-NORTH EAST LINCOLNSHIRE COUNCIL,DN35 8LN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NORFOLK COUNTY COUNCIL,05122022AH1430GD6357,1392893,GD31/6357 Adult Social Care Discharge Fund-E2620X-NORFOLK COUNTY COUNCIL,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NEWHAM LONDON BOROUGH COUNCIL,05122022AH1430GD6357,489471,GD31/6357 Adult Social Care Discharge Fund-E5045X-NEWHAM LONDON BOROUGH COUNCIL,E6 2RP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,NEWCASTLE UPON TYNE CITY COUNCIL,05122022AH1430GD6357,500277,GD31/6357 Adult Social Care Discharge Fund-E4502X-NEWCASTLE UPON TYNE CITY COUNCIL,NE1 8PP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,MILTON KEYNES COUNCIL,05122022AH1430GD6357,302693,GD31/6357 Adult Social Care Discharge Fund-E0401X-MILTON KEYNES COUNCIL,MK9 3ES,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,MIDDLESBROUGH COUNCIL,05122022AH1430GD6357,252646,GD31/6357 Adult Social Care Discharge Fund-E0702X-MIDDLESBROUGH COUNCIL,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,MERTON BOROUGH COUNCIL,05122022AH1430GD6357,249303,GD31/6357 Adult Social Care Discharge Fund-E5044X-MERTON BOROUGH COUNCIL,SM4 5DX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,MEDWAY COUNCIL,05122022AH1430GD6357,332624,GD31/6357 Adult Social Care Discharge Fund-E2201X-MEDWAY COUNCIL,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,MANCHESTER CITY COUNCIL,05122022AH1430GD6357,888683,GD31/6357 Adult Social Care Discharge Fund-E4203X-MANCHESTER CITY COUNCIL,M60 2JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,LUTON BOROUGH COUNCIL,05122022AH1430GD6357,262708,GD31/6357 Adult Social Care Discharge Fund-E0201X-LUTON BOROUGH COUNCIL,LU1 2BQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,LONDON BOROUGH OF BRENT,05122022AH1430GD6357,447679,GD31/6357 Adult Social Care Discharge Fund-E5033X-BRENT LONDON BOROUGH COUNCIL,HA9 0FJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2022,Revenue Grants to local authorities,Social Care Group,LONDON BOROUGH OF BEXLEY,05122022AH1430GD6357,309458,GD31/6357 Adult Social Care Discharge Fund-E5032X-BEXLEY LONDON BOROUGH COUNCIL,DA6 7AT,Govn,,,
