Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,29/03/2023,Revenue Grants to local authorities,Social Care Group,BRISTOL CITY COUNCIL,LA Grants (ICTF3 Tes,-26842.53,LA Grants (ICTF3 Testing refunds) bristol,BS1 5TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/03/2023,Revenue Grants to local authorities,Social Care Group,BRISTOL CITY COUNCIL,LA Grants (ICTF3 IPC,-49125.64,LA Grants (ICTF3 IPC refunds) bristol,BS1 5TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Revenue Grants to local authorities,Social Care Group,MEDWAY COUNCIL,WRRF1 A,-35780,WRRF1 MEWDWAY,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Revenue Grants to local authorities,Social Care Group,MEDWAY COUNCIL,WRRF 2 A,-33144,WRRF 2 MEDWAY,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Revenue Grants to local authorities,Social Care Group,LINCOLNSHIRE COUNTY,WRRF 2,-358839,WRRF 2 LINCOLNSHIRE,LN1 1YL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Revenue Grants to local authorities,Social Care Group,LINCOLNSHIRE COUNTY,WRRF 1,-246638,WRRF 1 LINCOLNSHIRE,LN1 1YL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Revenue Grants to local authorities,Social Care Group,KNOWSLEY METROPOLITA,LA Grants (ICTF3 Tes,-38448.35,LA Grants (ICTF3 Testing refunds) KNOWSLEY,L36 9YZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Revenue Grants to local authorities,Social Care Group,KINGSTON UPON HULL C,WRRF 2 B,-61496.24,WRRF 2 KINGSTON UPON,HU1 2AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Research & development,Social Care Group,PA CONSULTING SERVIC,23109,293901.57,Operational readiness delivery partner,SG8 6DP,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Publicity & advertising,Social Care Group,DEFINE,16665,50070,Audience Insight Research,EC2A 4BD,Small,,,
Department of Health and Social Care,Department of Health and Social Care,28/03/2023,Outsourcing Contract,Social Care Group,ASSOCIATION OF DIREC,7897,440330.4,Regional SLI Operations and Infrastructure,SW8 2LL,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WORCESTERSHIRE COUNT,21032023LH1359GD6585,233206,Capacity and Productivity Grant-E1821X-WORCESTERSHIRE COUNTY COUNCIL,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WOLVERHAMPTON CITY C,21032023LH1359GD6585,134613,Capacity and Productivity Grant-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WOLVERHAMPTON CITY C,21032023LH1005GD6586,38500,Adult Social Care Charging Reform Trailblazer Initiative GRANT DETERMINATION for ‘Trailblazer Funding’ 2022/23-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WOKINGHAM COUNCIL,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0306X-WOKINGHAM COUNCIL,RG40 1WJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WIRRAL METROPOLITAN,21032023LH1359GD6585,176068,Capacity and Productivity Grant-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WINDSOR AND MAIDENHE,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WILTSHIRE COUNTY COU,21032023LH1359GD6585,178288,Capacity and Productivity Grant-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WIGAN METROPOLITAN B,21032023LH1359GD6585,155712,Capacity and Productivity Grant-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WESTMINSTER CITY COU,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5022X-WESTMINSTER CITY COUNCIL,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WEST SUSSEX COUNTY C,21032023LH1359GD6585,323063,Capacity and Productivity Grant-E3820X-WEST SUSSEX COUNTY COUNCIL,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WEST NORTHAMPTONSHIR,21032023LH1359GD6585,142294,Capacity and Productivity Grant-E2802X-WEST NORTHAMPTONSHIRE,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WEST BERKSHIRE COUNC,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0302X-WEST BERKSHIRE COUNCIL,RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WARWICKSHIRE COUNTY,21032023LH1359GD6585,218532,Capacity and Productivity Grant-E3720X-WARWICKSHIRE COUNTY COUNCIL,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WARRINGTON BOROUGH C,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0602X-WARRINGTON BOROUGH COUNCIL,WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WANDSWORTH LONDON BO,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WALTHAM FOREST LONDO,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5049X-WALTHAM FOREST LONDON BOROUGH COUNCIL,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WALSALL METROPOLITAN,21032023LH1359GD6585,140026,Capacity and Productivity Grant-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,WAKEFIELD METROPOLIT,21032023LH1359GD6585,161253,Capacity and Productivity Grant-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,TRAFFORD METROPOLITA,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4209X-TRAFFORD METROPOLITAN BOROUGH COUNCIL,M32 0YY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,TOWER HAMLETS LONDON,21032023LH1359GD6585,143267,Capacity and Productivity Grant-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,TORBAY COUNCIL,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,THURROCK BOROUGH COU,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E1502X-THURROCK BOROUGH COUNCIL,RM17 0LT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,THE LONDON BOROUGH O,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5047X-RICHMOND UPON THAMES BOROUGH COUNCIL,TW1 3BZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,TELFORD AND WREKIN B,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E3201X-TELFORD AND WREKIN BOROUGH OF,TF3 4LF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,TAMESIDE METROPOLITA,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4208X-TAMESIDE METROPOLITAN BOROUGH COUNCIL,OL6 6DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SWINDON BOROUGH COUN,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E3901X-SWINDON BOROUGH COUNCIL,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SUTTON LONDON BOROUG,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5048X-SUTTON LONDON BOROUGH COUNCIL,SM1 1EA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SURREY COUNTY COUNCI,21032023LH1359GD6585,390658,Capacity and Productivity Grant-E3620X-SURREY COUNTY COUNCIL,KT1 2DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SUNDERLAND CITY METR,21032023LH1359GD6585,153322,Capacity and Productivity Grant-E4505X-SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SUFFOLK COUNTY COUNC,21032023LH1359GD6585,318950,Capacity and Productivity Grant-E3520X-SUFFOLK COUNTY COUNCIL,IP1 2DH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,STOKE ON TRENT CITY,21032023LH1359GD6585,130253,Capacity and Productivity Grant-E3401X-STOKE ON TRENT CITY COUNCIL,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,STOCKTON ON TEES BOR,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,STOCKPORT METROPOLIT,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4207X-STOCKPORT METROPOLITAN BOROUGH COUNCIL,SK1 3XE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,STAFFORDSHIRE COUNTY,21032023LH1359GD6585,346388,Capacity and Productivity Grant-E3421X-STAFFORDSHIRE COUNTY COUNCIL,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,ST HELENS METROPOLIT,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4303X-ST HELENS METROPOLITAN BOROUGH COUNCIL,WA10 1HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOUTHWARK LONDON BOR,21032023LH1359GD6585,153602,Capacity and Productivity Grant-E5019X-SOUTHWARK LONDON BOROUGH COUNCIL,SE1 2QH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOUTHEND ON SEA BORO,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E1501X-SOUTHEND ON SEA BOROUGH COUNCIL,SS2 6ER,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOUTHAMPTON CITY COU,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E1702X-SOUTHAMPTON CITY COUNCIL,SO15 1GX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOUTH TYNESIDE COUNC,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4504X-SOUTH TYNESIDE COUNCIL,NE33 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOUTH GLOUCESTERSHIR,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0103X-SOUTH GLOUCESTERSHIRE COUNCIL,BS15 9TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOMERSET COUNTY COUN,21032023LH1359GD6585,244251,Capacity and Productivity Grant-E3320X-SOMERSET COUNTY COUNCIL,TA1 4DY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SOLIHULL METROPOLITA,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4605X-SOLIHULL METROPOLITAN BOROUGH COUNCIL,B91 9GN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SLOUGH BOROUGH COUNC,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0304X-SLOUGH BOROUGH COUNCIL,SL1 3UF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SHROPSHIRE COUNTY CO,21032023LH1359GD6585,136310,Capacity and Productivity Grant-E3202X-SHROPSHIRE COUNTY COUNCIL,SY2 6ND,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SHEFFIELD CITY COUNC,21032023LH1359GD6585,264563,Capacity and Productivity Grant-E4404X-SHEFFIELD CITY COUNCIL,S1 1UJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SEFTON COUNCIL,21032023LH1359GD6585,149127,Capacity and Productivity Grant-E4304X-SEFTON METROPOLITAN BOROUGH COUNCIL,L20 3NJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SANDWELL METROPOPLIT,21032023LH1359GD6585,180719,Capacity and Productivity Grant-E4604X-SANDWELL METROPOPLITAN BOROUGH COUNCIL,B69 3DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,SALFORD CITY COUNCIL,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4206X-SALFORD CITY COUNCIL,M27 5AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,RUTLAND COUNTY COUNC,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E2402X-RUTLAND COUNTY COUNCIL,LE15 6HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,ROTHERHAM METROPOLIT,21032023LH1359GD6585,131563,Capacity and Productivity Grant-E4403X-ROTHERHAM METROPOLITAN BOROUGH COUNCIL,S60 1AE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,ROCHDALE BOROUGH COU,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4205X-ROCHDALE BOROUGH COUNCIL,OL16 1XU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,REDCAR AND CLEVELAND,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0703X-REDCAR AND CLEVELAND BOROUGH COUNCIL,TS6 9AR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,REDBRIDGE LONDON BOR,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5046X-REDBRIDGE LONDON BOROUGH COUNCIL,IG1 1TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,READING BOROUGH COUN,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0303X-READING BOROUGH COUNCIL,RG1 7TD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,PORTSMOUTH CITY COUN,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E1701X-PORTSMOUTH CITY COUNCIL,PO1 2AL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,PLYMOUTH CITY COUNCI,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E1101X-PLYMOUTH CITY COUNCIL,PL1 3BJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,PETERBOROUGH CITY CO,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0501X-PETERBOROUGH CITY COUNCIL,PE1 1HF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,OXFORDSHIRE COUNTY C,21032023LH1359GD6585,224104,Capacity and Productivity Grant-E3120X-OXFORDSHIRE COUNTY COUNCIL,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,OXFORDSHIRE COUNTY C,21032023LH1005GD6586,1183804,Adult Social Care Charging Reform Trailblazer Initiative GRANT DETERMINATION for ‘Trailblazer Funding’ 2022/23-E3120X-OXFORDSHIRE COUNTY COUNCIL,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,OLDHAM METROPOLITAN,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4204X-OLDHAM METROPOLITAN BOROUGH COUNCIL,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NOTTINGHAMSHIRE COUN,21032023LH1359GD6585,344932,Capacity and Productivity Grant-E3021X-NOTTINGHAMSHIRE COUNTY COUNCIL,NG2 7QP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NOTTINGHAM CITY COUN,21032023LH1359GD6585,151586,Capacity and Productivity Grant-E3001X-NOTTINGHAM CITY COUNCIL,NG1 2DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTHUMBERLAND COUNT,21032023LH1359GD6585,148791,Capacity and Productivity Grant-E2901X-NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTH YORKSHIRE COUN,21032023LH1359GD6585,237017,Capacity and Productivity Grant-E2721X-NORTH YORKSHIRE COUNTY COUNCIL,DL6 1DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTH TYNESIDE METRO,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E4503X-NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,NE28 6UZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTH SOMERSET COUNC,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0104X-NORTH SOMERSET COUNCIL,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTH NORTHAMPTONSHI,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E2801X-NORTH NORTHAMPTONSHIRE COUNCIL,NN16 8TL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTH LINCOLNSHIRE C,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E2004X-NORTH LINCOLNSHIRE COUNCIL,DN16 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORTH EAST LINCOLNSH,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E2003X-NORTH EAST LINCOLNSHIRE COUNCIL,DN35 8LN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NORFOLK COUNTY COUNC,21032023LH1359GD6585,408656,Capacity and Productivity Grant-E2620X-NORFOLK COUNTY COUNCIL,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NEWHAM LONDON BOROUG,21032023LH1359GD6585,143604,Capacity and Productivity Grant-E5045X-NEWHAM LONDON BOROUGH COUNCIL,E6 2RP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NEWHAM LONDON BOROUG,21032023LH1005GD6586,159295.93,Adult Social Care Charging Reform Trailblazer Initiative GRANT DETERMINATION for ‘Trailblazer Funding’ 2022/23-E5045X-NEWHAM LONDON BOROUGH COUNCIL,E6 2RP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,NEWCASTLE UPON TYNE,21032023LH1359GD6585,146775,Capacity and Productivity Grant-E4502X-NEWCASTLE UPON TYNE CITY COUNCIL,NE1 8PP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,MILTON KEYNES COUNCI,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0401X-MILTON KEYNES COUNCIL,MK9 3ES,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,MIDDLESBROUGH COUNCI,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0702X-MIDDLESBROUGH COUNCIL,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,MERTON BOROUGH COUNC,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E5044X-MERTON BOROUGH COUNCIL,SM4 5DX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,MEDWAY COUNCIL,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E2201X-MEDWAY COUNCIL,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,MANCHESTER CITY COUN,21032023LH1359GD6585,260728,Capacity and Productivity Grant-E4203X-MANCHESTER CITY COUNCIL,M60 2JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2023,Revenue Grants to local authorities,Social Care Group,LUTON BOROUGH COUNCI,21032023LH1359GD6585,130000,Capacity and Productivity Grant-E0201X-LUTON BOROUGH COUNCIL,LU1 2BQ,Govn,,,
