Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874331,750,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997987,750,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874329,"1,500.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874328,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053704,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997898,585,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93085537,"1,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93085539,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997899,"28,800.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053704,"43,476.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93085538,"56,448.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93071964,"69,120.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93011577,"75,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997898,"160,704.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053704,"537,132.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93085537,"1,080,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997897,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997895,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997895,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874391,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92940263,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92905644,"28,800.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92940266,"43,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92940268,"89,856.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92940262,"330,048.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997895,"489,024.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874325,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874326,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874323,"54,144.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92940262,"75,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874322,"172,800.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874321,"618,048.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874320,"650,304.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,02/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93085558,"940,800.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93091027,"-75,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,09/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003509164,"2,109.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003513406,"6,454.50",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003513408,"69,763.20",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003513172,"90,355.20",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003513182,"98,148.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003512964,"133,040.64",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003509164,"160,551.65",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003513406,"175,266.60",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003510403,"264,672.78",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/07/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003841825,"-2,109.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/07/2021,Additions purchased - Finished Goods & Consumables,Global Health,ACCORD UK LTD,21007610,"266,976.00",,EX32 8NS,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/07/2021,Revenue Grants to non-profit institutions,Public Health,ACTION ON SMOKING AND HEALTH,ASI0013646,"70,000.00",,EC1N 8JY,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,16/07/2021,Contractor/ Staff Substitution,Global Health,ADAM SMITH INTERNATIONAL LIMITED,000133-01,"43,200.00",,SE1 8NW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/07/2021,Revenue Grants to local authorities,Global Health,ADUR DISTRICT COUNCIL,29072021DN1457GD5668,"34,530.00",,BN11 1HA,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Research & development,Chief Scientific Advisor,ADVANCED EXPERT SYSTEMS LTD,2642,"39,799.00",,DE1 1UL,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,08/07/2021,School Fruit and Veg Scheme,Global Health,AG Axton,8680,"82,183.30",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Other programme expenditure,Global Health,AGILE MEDICAL,5214,"35,268.75",VENTILATOR & VENTILATOR CONSUMABLES,DN31 2TG,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000328,"294,948.77",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/07/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00005470,"917,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-846,"3,651,073.56",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/07/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-852,"3,651,073.56",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/07/2021,Consultancy/Professional Advice,NHSX,AKAMAI TECHNOLOGIES LIMITED,21331002399,"47,419.36",,EC4A 3TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2021,Consultancy/Professional Advice,Global Health,AKESO AND COMPANY LTD,21700036,"206,475.60",,WC1A 2TH,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,16/07/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0013340,"32,568.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0013291,"48,800.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0013291,"60,000.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,16/07/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0013515,"57,520.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247882,132.41,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2362705,198.61,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2362705,297.93,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2292775,496.54,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2367249,585.64,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/07/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2371372,585.64,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302316A,617.9,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307097A,617.9,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2325152A,617.9,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2353455,639.97,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2348976,651.01,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302324,662.04,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307088,662.04,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307104,662.04,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2325154,662.04,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302307,667.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2264425,761.35,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2348977,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2353456,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311720A,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2316124A,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2320733A,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2329812A,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2334651A,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297691,816.52,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2358305,816.52,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2358326,816.52,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2273751,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2282805,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2292791,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297685,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297696,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311724,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2316126,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2320738,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2329814,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2255714,838.58,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2358310,838.58,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2269014,866.17,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2292784,899.27,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2344603A,"1,235.81",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2362721,"1,544.76",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2287895,"1,655.11",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2353436,"1,666.14",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2259882,"1,776.48",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2278226,"3,294.83",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26698,"-192,437.11",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26873,"-56,245.08",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26876,"-43,427.33",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26505,"-25,470.91",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26555,"-17,806.03",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26874,"-13,294.08",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26875,"-12,407.81",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26701,"-10,635.26",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26504,"-10,391.82",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26503,"-10,110.96",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2021,Contractor/ Staff Substitution,Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26506,"-7,560.72",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26556,"-5,317.63",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26699,"-2,658.82",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,26700,"-1,772.54",,EC2N 3AQ,Large,,,,
