Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751481318, 169.49 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751481318, 221.70 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751481318, 359.38 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751481318, 492.19 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751481318," 4,429.73 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751481318," 20,606.04 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038, 216.38 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038, 580.61 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 2,589.60 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 3,291.80 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 5,084.64 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 5,314.80 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 12,879.36 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 14,824.26 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 26,086.18 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 39,150.00 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 136,009.06 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 192,978.00 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 261,106.80 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 1,213,695.76 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751520038," 7,951,848.19 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505, 297.53 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505, 568.51 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 1,892.40 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 3,237.84 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 3,337.20 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 17,118.29 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 17,494.46 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 18,507.86 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 29,531.52 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 41,850.00 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 107,460.00 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 163,571.81 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 215,982.00 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 1,158,059.45 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751529505," 8,597,473.92 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,855215573, 896.40 ,,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,855215573," 2,224.80 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,855215573," 71,280.00 ",,SL6 4XE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ACADEMY OF MEDICAL SCIENCES,ERS-650696-200046," 31,243.04 ",,W1B 1QH,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,16/11/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,ACCENTURE UK LTD,3003484424," 403,435.14 ",,EC3M 3BD,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACCORA LTD,431123," 755,405.42 ",,SG8 5QP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACCORA LTD,431470," 1,578,686.08 ",,SG8 5QP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACCORA LTD,431845," 1,631,540.52 ",,SG8 5QP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,AGILISYS LTD,1241308," 1,080.00 ",,W6 9DL,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,AGILISYS LTD,1241308," 175,800.00 ",,W6 9DL,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,20/11/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,AGILISYS LTD,1241309," 48,564.00 ",,W6 9DL,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,06/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,667576177," 1,774,205.86 ",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,669590786," 1,814,424.02 ",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,670633545," 1,795,873.28 ",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,11/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,668029723," 2,435,660.79 ",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,Air Charter Services,670737430," 2,141,278.29 ",,,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,AIR PARTNER PLC,21/1607," 71,582.00 ",,RH6 0PA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-755," 24,215.16 ",,SL1 2EJ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-755," 3,573,979.94 ",,SL1 2EJ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-761," 3,598,195.10 ",,SL1 2EJ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-770," 3,598,195.10 ",,SL1 2EJ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,11/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-779," 241,018.18 ",,SL1 2EJ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-649103-199171," 32,188.00 ",,L12 2AP,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-648985-199170," 56,697.00 ",,L12 2AP,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,MAN255607," 28,881.60 ",,EC2N 3AQ,LARGE,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2213332," 97,115.48 ",,EC2N 3AQ,LARGE,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2217582," 350,697.08 ",,EC2N 3AQ,LARGE,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2219729," 308,349.95 ",,EC2N 3AQ,LARGE,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,24/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2224054," 671,627.98 ",,EC2N 3AQ,LARGE,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C44373," 1,713,354.45 ",,SK3 0ZP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C45279," 1,280,513.32 ",,SK3 0ZP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C44138," 74,064.10 ",,SK3 0ZP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C44138," 82,587.03 ",,SK3 0ZP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C44138," 2,236.00 ",,SK3 0ZP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALPHA BIOMICS LTD,2020-0006," 55,610.00 ",,SW4 0PA,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALPHA BIOMICS LTD,2020-0007," 55,610.00 ",,SW4 0PA,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,ALZHEIMERS SOCIETY GRANTS ONLY,ERS-649595-199341," 88,907.00 ",,EC3N 2AE,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,ANIMAL AND PLANT HEALTH AGENCY,132926," 23,363.06 ",,KT15 3NB,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,ANIMAL AND PLANT HEALTH AGENCY,132926," 96,000.00 ",,KT15 3NB,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,ANIMAL AND PLANT HEALTH AGENCY,132926, 0.01 ,,KT15 3NB,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ASTRAZENECA UK LTD,7910045762," 4,262,181.60 ",,CB2 0AA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ASTRAZENECA UK LTD,7910045918," 2,239,612.80 ",,CB2 0AA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ASTRAZENECA UK LTD,7910045919," 565,048.57 ",,CB2 0AA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ASTRAZENECA UK LTD,7910045919," 4,534,021.90 ",,CB2 0AA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2020,IT minor costs non capital,FINANCE AND GROUP OPERATIONS,ATAMIS LTD,A2020-843," 20,430.00 ",,CF10 1EW,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2020,IT minor costs non capital,FINANCE AND GROUP OPERATIONS,ATAMIS LTD,A2020-843," 29,499.96 ",,CF10 1EW,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,IT minor costs non capital,GLOBAL AND PUBLIC HEALTH,ATAMIS LTD,A2020-851," 139,770.00 ",,CF10 1EW,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ATAMIS LTD,A2020-780Correction," 35,400.00 ",,CF10 1EW,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ATAMIS LTD,A2020-805," 89,358.00 ",,CF10 1EW,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,IT minor costs non capital,GLOBAL AND PUBLIC HEALTH,ATAMIS LTD,A2020-780," 35,400.00 ",,CF10 1EW,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2020,IT minor costs non capital,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584349821," 31,368.67 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584349019," 38,798.99 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584350221," 856,124.22 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584350221," 7,492.92 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584348959," 29,707.43 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584349163," 30,399.07 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,11/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584348964," 26,396.41 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,11/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584348960," 61,679.96 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584348962," 82,723.91 ",,WS11 0JA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Addition Clearing - SW LIC,GLOBAL AND PUBLIC HEALTH,AUTOMATION CONSULTANTS LTD,672254923," 360,151.62 ",Cloud upgrade ,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-00017DHSCB," 5,692,048.63 ",PPE - Masks,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AYANDA CAPITAL LTD,INV-00017DHSCB, 0.01 ,,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,BAE SYSTEMS APPLIED INTELLIGENCE,1001038463," 30,396.00 ",,GU2 7YP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-649829-199501," 1,064,530.00 ",,RM10 7BY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BARNET LONDON BOROUGH COUNCIL,ERS-649830-199502," 1,979,345.00 ",,NW4 4BG,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-31402," 491,500.00 ",,S75 2PY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-31403," 1,241,000.00 ",,S75 2PY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-31404," 1,323,000.00 ",,S75 2PY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-649128-199286," 121,624.00 ",,E1 8PR,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-647944-198816," 170,470.00 ",,E1 8PR,PUBLIC,,,,
