Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196885,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196886,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196887,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196888,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196889,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196890,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196891,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196892,"1,198,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386572,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386575,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386578,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386580,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445125,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445126,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445127,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445128,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445129,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445130,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445131,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445132,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386567,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386569,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403299,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403303,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386557,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386559,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386562,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403301,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403305,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403307,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403309,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403315,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92386555,"1,013,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445133,"1,013,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403311,"1,013,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92403313,"737,280.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92196893,"645,120.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0004943,"25,379.21",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0004899,"81,209.77",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0004981,"59,661.79",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0004938,"12,743.42",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495137,"104,395.50",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495137,"88,138.44",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495137,"79,997.04",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495137,"28,101.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495137,"12,878.21",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495137,"11,563.10",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003497953,"54,973.20",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003495396,"216,218.34",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/02/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003493627,"184,232.16",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003497953,"83,023.74",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003497953,"169,484.16",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/02/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003495130,"731,842.96",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492025,"732,025.88",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/02/2021,Other programme expenditure,Global Health,ACCORA LTD,434985,"1,557,698.30",,SG8 5QP,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2021,Other programme expenditure,Global Health,ACF TECHNOLOGIES UK LTD,40440,"27,600.00",,GU21 6LE,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223924,"94,640.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223924,"22,750.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2021,Rent of Land & Buildings (non-PFI operating lease),Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,INVAEUK3217,"18,762.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2021,Rent of Land & Buildings (non-PFI operating lease),Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,INVAEUK3211,"13,800.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Other programme expenditure,Global Health,ADRECO LIMITED,1711869,"91,104.00",,MK1 1DR,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,01/02/2021,Other programme expenditure,Global Health,ADRECO LIMITED,1711822,"62,688.00",,MK1 1DR,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Other programme expenditure,Global Health,ADRECO LIMITED,1711869,"36,360.00",,MK1 1DR,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,16/02/2021,Other programme expenditure,Global Health,AGILE MEDICAL,4459,"99,495.00",VENTILATOR & VENTILATOR CONSUMABLES,DN31 2TG,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,16/02/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000105,"5,216,386.10",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,04/02/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000086,"3,249,044.40",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,24/02/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000119,"4,893,321.95",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000093,"4,598,612.13",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,22/02/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00001534,"494,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,22/02/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00001533,"257,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/02/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00000518,"187,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/02/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00000519,"115,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,22/02/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00001532,"111,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,24/02/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-806,"241,018.18",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-797,"23,820.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-803,714.6,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-797,"3,628.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-803,108.84,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Contractor/ Staff Substitution,Global Health,AKESO AND COMPANY LTD,20700088,"200,716.80",,WC1A 2TH,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,04/02/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0004867,"32,188.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,24/02/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0005189,"32,188.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,04/02/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0004769,"56,697.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,24/02/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0005110,"56,697.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Contractor/ Staff Substitution,Adult Social Care,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231896,"33,910.50",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247757,"32,287.92",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251746,"27,716.76",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239146,"27,030.00",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,15/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242686,"18,293.03",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,15/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2206602,"16,401.53",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,25/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251846,"16,075.98",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247729,"14,301.22",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,MAN256418,"13,885.20",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,25/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251848,"13,550.33",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247791,"13,357.27",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,19/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,MAN256419,"13,262.40",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245219,"12,811.34",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,16/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251753,"12,663.00",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247744,"12,503.40",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2255570,"12,503.40",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247732,"12,472.70",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247736,"11,850.54",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,08/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247789,"11,700.00",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,16/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251779,"11,700.00",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,25/02/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2255647,"11,209.98",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,15/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239146,"9,947.18",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245202,"9,854.88",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2255561,"9,115.80",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251860,"8,622.96",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,10/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245138,"7,962.90",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,10/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245152,"7,879.22",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,01/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245176,"7,560.72",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247770,"7,560.72",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251809,"7,560.72",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,18/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251821,"6,898.42",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,09/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2219584,"6,804.58",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,16/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251785,"6,369.41",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,22/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251861,"6,159.24",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,15/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239146,"6,120.00",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245228,"6,097.79",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,25/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251845,"5,912.93",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,26/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2255560,"5,820.50",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,11/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247780,"5,617.20",,EC2N 3AQ,Large,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,03/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245197,"5,544.53",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/02/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247735,"5,543.34",,EC2N 3AQ,Large,,,#N/A,
