Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459977,"18,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581427,"15,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581426,"15,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92620154,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614449,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614448,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614445,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614444,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614442,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614441,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614440,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614439,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614438,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614437,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584942,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584938,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584937,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584931,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581428,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581424,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459981,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459970,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459969,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459963,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584934,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584932,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92497872,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445195,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614447,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614436,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584950,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584949,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584948,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584947,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584946,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584945,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584943,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584941,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584940,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584936,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584933,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581425,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492209,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492197,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459982,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459980,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459979,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459978,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459976,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459975,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459974,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459973,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459972,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459968,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459967,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459966,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459965,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445196,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445194,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445193,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445192,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445190,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584952,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584944,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92584939,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520272,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492196,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492195,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Additions-P&M,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92459971,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614459,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92620158,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614447,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614436,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614455,450,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614450,450,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614460,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614457,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614454,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614452,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614451,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614453,225,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614458,180,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92614456,150,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492201,"233,280.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92502820,"174,528.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486340,"122,688.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92447731,"118,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92515810,"116,352.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92502822,"116,352.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492207,"116,352.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492206,"116,352.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492200,"116,352.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486339,"113,472.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520273,"102,528.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486345,"102,528.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92454359,"96,768.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486341,"85,248.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92479864,"85,248.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445192,"78,912.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445207,"70,848.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445203,"70,848.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92515811,"67,968.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486342,"67,968.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445205,"65,664.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92536368,"64,512.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486338,"64,512.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92479867,"64,512.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92486344,"59,328.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445204,"59,328.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92502823,"58,176.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92502821,"58,176.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92497871,"58,176.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/05/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92497868,"58,176.00",,SK7 5BW,Medium,,,,
