Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),HOUSING ASSOCIATIONS CHARITABLE TRUST,2966,"33,048.79",Consultancy/Professional Advice,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2021,Capital policy payments,NHSX,BRAINOMIX LMITED,eASP0341,"200,000.00",29396 Brainomix AI Award Contract,OX2 7HN,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Service charge - ICT,NHSX,BLACK PEAR SOFTWARE LTD,INV-10482,"47,753.74","GPITF  SaaS, API and Compliance",WR6 6TP,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Capital policy payments,NHSX,FACULTY SCIENCE LTD,5199,"175,769.86",NCCID Validation Service,W1G 9XS,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Revenue Grants to non-profit institutions,NHS and Workforce,KOALA NORTH WEST,ASI0018100,"38,000.00",HWB Alliance - Koala North West,CH42 9PH,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Revenue Grants to non-profit institutions,NHS and Workforce,BEVAN HEALTHCARE CIC,ASI0018095,"53,246.00",HWB Alliance - Bevan Healthcare,BD1 3LS,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Outsourcing Contract,NHS and Workforce,GLOBAL BLACK THRIVE CIC,INV-0052,"38,962.00",CAA Pilots Black Thrive,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2021,Outsourcing Contract,Global Health,VALNEVA AUSTRIA GMBH,PSO-01450,"4,483,000.00",Clinical Trials Advance Payment,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,06/12/2021,Contractor/ Staff Substitution,Global Health,JOBSPEC LIMITED,JS-759040,"41,055.00",Contractor/ Staff Substitution,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,06/12/2021,Additional support for delivery of Healthcare services,Global Health,RESPIRATORY PROTECTIVE ASSESSMENT LTD,11957,"169,440.00",Fit test training for NHS staff,BS37 9TW,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Distribution services,Finance and Group Operations,POINT TO POINT,185045,25.55,Credit note 235,W10 6AU,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Distribution services,Finance and Group Operations,POINT TO POINT,185045,25.55,Credit note 236,W10 6AU,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,10/12/2021,Distribution services,Finance and Group Operations,POINT TO POINT,185471,"26,636.62",Provision of Courier Services,W10 6AU,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Distribution services,Finance and Group Operations,POINT TO POINT,185045,"35,091.52",Point to Point,W10 6AU,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Distribution services,Finance and Group Operations,POINT TO POINT,185045,"1,691.07",Provision of Courier Services,W10 6AU,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,GLYCOSCOREDX LIMITED,210004,"34,868.00",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,DEM DX LIMITED,825,"43,366.03",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,DEM DX LIMITED,822,"43,366.03",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,DEM DX LIMITED,820,"43,366.03",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,UFONIA LIMITED,INV-0016,"93,174.00",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,03/12/2021,Research & development,Chief Scientific Advisor,BREATHEOX LIMITED (TRADING AS ALBUS HEALTH),INV-0011,"170,271.88",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,CORTIRIO LTD,INV_NIHR_PDA_08,"41,640.04",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,CORTIRIO LTD,INV_NIHR_PDA_07,"31,071.78",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,CORTIRIO LTD,INV_NIHR_PDA_05,"34,089.98",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,SERG TECHNOLOGIES LIMITED,INV-0011,"45,000.00",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,SERG TECHNOLOGIES LIMITED,INV-0010,"45,000.00",Research & development,,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,NEURONOSTICS LIMITED,INV-21027,"26,563.56",Research & development,EX4 4RN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Additions purchased - Finished Goods & Consumables,NHS and Workforce,SANOFI,918301120,"-126,990.00",PO558846 OFFSET BY INV918217958,RG6 1PT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2021,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARCN/00000099,"-53,276.72",REF INV ARIN00000243 PO554150,SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/12/2021,Revenue Grants to non-profit institutions,Social Care Group,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,ASI0017577,"924,700.00", SCIE - grant agreement,W1U 6AG,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Outsourcing Contract,Public Health,MULTI RESOURCE MARKETING LTD,143705,"32,327.74",A4 HSRU: Administration costs ,LE16 9NR,Small,,,
Department of Health and Social Care,Department of Health and Social Care,15/12/2021,Publicity & advertising,Office For Health Improvement & Disparities (OHID),DEFINE,16581,"35,280.00",Publicity & advertising,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Other programme expenditure,Office For Health Improvement & Disparities (OHID),LSE ENTERPRISE LTD,ARI005325,"25,000.00",6745978 Evidence review of the economic impact on the public,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Consultancy/Professional Advice,NHSX,CXPARTNERS LTD,INV-1038,"34,782.00",Mental Health - Interoprobility,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Research & development,NHSX,BEHOLD AI TECHNOLOGIES LIMITED,1028,"215,205.00",Behold- AI Award Research Delivery,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2021,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN/00000243,"53,276.72",System and support services.,SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Service charge - ICT,NHSX,PRESCRIBING SERVICES LTD,PCECL621,"285,866.55","GPITF Continuity Call Off SaaS, API and Compliance",NR10 5RH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Service charge - ICT,NHSX,INFORMATICA SYSTEMS LTD,INV-0460,"63,511.16","GPITF Continuity Call Off  SaaS, API and Compliance",RH4 9JD,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Service charge - ICT,NHSX,DXS UK LTD,23533,"136,860.24","GPITF Continuity Call off  SaaS , API and Compliance",GU8 6LB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2021,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN/00000243,"582,030.84","20085 GPITF Cont Call Off  SaaS charges, API, Compl.",SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2021,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN/00000242,"634,185.23","20085 GPITF Cont Call Off  SaaS charges, API, Compl.",SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2021,Additions-IT,NHS and Workforce,TERRAFIX LTD,120282,"56,625.32",MP5: Large Screen bundles ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Revenue Grants to non-profit institutions,NHS and Workforce,MURRAY HALL COMMUNITY TRUST,ASI0018101,"57,113.00",HWB Alliance - Murray Hall Community Trust,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Revenue Grants to non-profit institutions,NHS and Workforce,TAMESIDE OLDHAM AND GLOSSOP MIND,ASI0018109,"33,012.00","HWB CYPMH - Tameside, Oldham & Glossop MIND",OL6 7AS,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Additions purchased - Finished Goods & Consumables,NHS and Workforce,SANOFI,918383352,"5,079,600.00",Additions purchased - Finished Goods & Consumables,RG6 1PT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Additions purchased - Finished Goods & Consumables,NHS and Workforce,SANOFI,918341591,"1,729,942.44",Additions purchased - Finished Goods & Consumables,RG6 1PT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Additions purchased - Finished Goods & Consumables,NHS and Workforce,SANOFI,918326826,"8,598,577.56",Additions purchased - Finished Goods & Consumables,RG6 1PT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Additions purchased - Finished Goods & Consumables,NHS and Workforce,SANOFI,918301119,"1,523,880.00",Additions purchased - Finished Goods & Consumables,RG6 1PT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Additions purchased - Finished Goods & Consumables,NHS and Workforce,SANOFI,918217958,"152,388.00",PO558846 OFFSET BY CRN 918301120,RG6 1PT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Revenue Grants to non-profit institutions,NHS and Workforce,CPSL MIND LTD,ASI0018097,"35,371.00",HWB Alliance  - CPSL Ltd,CB4 1ER,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Professional fees,Global Health,QUALCO UK LIMITED,12339,"27,156.00",Debt Management Services for MQS Hardship cases,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2021,Additions-P&M,Global Health,D AND L MEDICAL LIMITED,18839,"119,988.00","Hi Flow Back-Up, Containerised Oxygen Manifolds",,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223998,"478,967.12",Additional Rental Containers ,WF4 3FU,Small,,,
Department of Health and Social Care,Department of Health and Social Care,08/12/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223996,"42,150.00",Actavo container rent ,WF4 3FU,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0859,"165,984.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0857,"165,984.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0853,"165,984.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0846,"165,984.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0844,"165,984.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0840,"165,984.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,08/12/2021,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0839,"169,974.00",Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Consultancy/Professional Advice,Finance and Group Operations,K2 CONSULTANCY LIMITED,5131,"258,905.00",Hospital 1.0 Variation,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/12/2021,Legal Fees,Finance and Group Operations,SHARPE PRITCHARD LLP,128591,"52,631.50",Legal Services Replacement,WC1X 0BJ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/12/2021,Legal Fees,Finance and Group Operations,SHARPE PRITCHARD LLP,128240,"41,135.50",Legal Services Replacement,WC1X 0BJ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,13/12/2021,Rent of Land & Buildings (non-PFI operating lease),Finance and Group Operations,LONDON AND REGIONAL PROPERTIES LTD,53902,"1,875,000.00",Rent of Land & Buildings (non-PFI operating lease),W1U 7DA,Small,,,
Department of Health and Social Care,Department of Health and Social Care,03/12/2021,Consultancy/Professional Advice,Finance and Group Operations,AGILIA INFRASTRUCTURE PARTNERS LIMITED,639,"60,000.00",Independent Commercial Review,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Additions-SW LIC,Finance and Group Operations,BROVANTURE LTD,651292,"7,200.00",C0063 HFM Application Support Fee,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Additions-SW LIC,Finance and Group Operations,BROVANTURE LTD,651292,"32,400.00",C0063 HFM Hosting Fee,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,13/12/2021,Rent of Land & Buildings (non-PFI operating lease),Finance and Group Operations,CARTER TOWLER LTD,0068 / TMR,"160,162.50",Blenheim House Rent,LS1 2TW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2021,Outsourcing Contract,Finance and Group Operations,GOPRO CONSULTING LIMITED,INV-0163,"112,261.76",Solution design and implementation of the ANS,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,20/12/2021,Service charge - ICT,Finance and Group Operations,MOZAIC SERVICES LTD,1574,"359,172.00",IMS4 Technical Support Call Off,EC2R 7HG,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Additions-SW LIC,Finance and Group Operations,IIZUKA SOFTWARE TECHNOLOGIES,1404,"40,320.00",Additions-SW LIC,WS9 0EX,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Research & development,Chief Scientific Advisor,WELLCOME TRUST TRADING LTD,ASI0017567,"135,291.30",Research & development,NW1 2BE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,06/12/2021,Research & development,Chief Scientific Advisor,WELLCOME TRUST TRADING LTD,ASI0017566,"37,657.37",Research & development,NW1 2BE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,06/12/2021,Research & development,Chief Scientific Advisor,WELLCOME TRUST TRADING LTD,ASI0017565,"1,748,626.00",Research & development,NW1 2BE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,06/12/2021,Research & development,Chief Scientific Advisor,WELLCOME TRUST TRADING LTD,ASI0017564,"163,762.00",Research & development,NW1 2BE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,06/12/2021,Research & development,Chief Scientific Advisor,WELLCOME TRUST TRADING LTD,ASI0017563,"1,941,782.00",Research & development,NW1 2BE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/12/2021,Research & development,Chief Scientific Advisor,ELRHA,ASI0017568,"146,051.00",Research & development,EC1M 4AR,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,WELLCOME TRUST TRADING LTD,ASI0018802,"35,782.50",Research & development,NW1 2BE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,INSTITUTE OF OCCUPATIONAL MEDICINE,ASI0018622,"48,540.83",Research & development,EH14 4AP,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,INTENSIVE CARE NATIONAL AUDIT AND RESEARCH CENTRE,ASI0018684,"138,521.92",Research & development,WC1V 6AZ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,INTENSIVE CARE NATIONAL AUDIT AND RESEARCH CENTRE,ASI0018664,"98,992.13",Research & development,WC1V 6AZ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,INTENSIVE CARE NATIONAL AUDIT AND RESEARCH CENTRE,ASI0018480,"96,752.92",Research & development,WC1V 6AZ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,THE ALAN TURING INSTITUTE,ASI0019017,"185,927.00",Research & development,NW1 2DB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,UK CENTRE FOR ECOLOGY AND HYDROLOGY,ASI0018655,"127,764.68",Research & development,OX10 8BB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Research & development,Chief Scientific Advisor,UK BIOCENTRE LTD,ASI0017832,"153,333.00",Research & development,SK3 0SA,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,GENEFIRST LTD,206,"138,359.08",Research & development,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2021,Research & development,Chief Scientific Advisor,GENEFIRST LTD,197,"125,699.75",Research & development,,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,UNIVERSITY OF EDINBURGH,PO535136 3160939,"-106,738.94",Research & development,EH1 1HT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,OXFORD UNIVERSITY OF,ASI0018436,"29,973.13",Research & development,OX1 2JD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ASI0018708,"29,966.00",Research & development,CT1 3NG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,ST GEORGES HOSPITAL MEDICAL SCHOOL TA ST GEORGES UNIVERSITY OF LONDON,ASI0018334,"29,955.28",Research & development,SW17 0RE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,ASI0018202,"29,759.42",Research & development,M25 3BL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Research & development,Chief Scientific Advisor,NOTTINGHAM UNIVERSITY OF,ASI0017733,"29,745.00",Research & development,NG7 2RD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,UNIVERSITY COLLEGE LONDON UCL,ASI0018494,"29,688.55",Research & development,WC1E 6BT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ASI0018324,"29,584.00",Research & development,NE3 3XT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,ASI0018948,"29,509.32",Research & development,L8 7SS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,ASI0018328,"29,419.00",Research & development,WF3 1WE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY OF,ASI0017773,"29,404.00",Research & development,CB2 1TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,OXFORD UNIVERSITY OF,ASI0018914,"29,234.00",Research & development,OX1 2JD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Research & development,Chief Scientific Advisor,BRISTOL UNIVERSITY OF,ASI0017821,"29,227.00",Research & development,BS8 1TH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2021,Research & development,Chief Scientific Advisor,NHS BLOOD AND TRANSPLANT (NHSBT),ASI0018253,"29,155.01",Research & development,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Research & development,Chief Scientific Advisor,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ASI0017593,"29,111.35",Research & development,WC1N 3JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/12/2021,Research & development,Chief Scientific Advisor,OXFORD UNIVERSITY OF,ASI0017680,"29,038.00",Research & development,OX1 2JD,Govn,,,
