Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,06/06/2023,Revenue Grants to local authorities,Social Care Group,GLOUCESTERSHIRE COUNTY COUNCIL,31052023AH 1451GD654,1580000,GD6549- Adult Social Care International Recruitment -E1620X-GLOUCESTERSHIRE COUNTY COUNCIL,GL1 2TG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/06/2023,Revenue Grants to local authorities,Social Care Group,DURHAM COUNTY COUNCIL,31052023AH 1451GD654,820000,GD6549- Adult Social Care International Recruitment -E1302X-DURHAM COUNTY COUNCIL,DH1 5UL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/06/2023,Consultancy/Professional Advice,Social Care Group,SKILLS FOR CARE LTD,SINV 18223,53596,Payment for qualification development contract,LS1 2RP,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042892,32056.2276,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042890,46948.6726,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042895,44772.34,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042894,74627.5297,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042893,25195.7807,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042882,28648.3319,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042891,37747.6154,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,GW Price,1042887,56164.6669,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bristol,B23050131865,36450.5795,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bristol,B23050131801,35090.6218,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bristol,B23050131933,40756.8989,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bristol,B23050131835,26490.02,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-320,25090.7305,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-317,28875.1301,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-316,33921.9546,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-203,25400.0783,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-306,30295.9091,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-301,25288.1776,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-935,51360.6188,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0523-881,110057.4783,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,AG Axtons,INV-46324,51157.6087,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H23041530885,44594.0936,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H23041530937,47324.561,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H23041530916,47020.392,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W23041530352,53786.2717,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W23041530895,27686.2783,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W23041530896,25590.5245,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W23041530350,27676.6434,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0420477,34000.9867,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0420473,29196.139,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0420465,50155.8109,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0419624,42686.73,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,COU2305,28348.3094,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0419002,30964.2469,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0419001,46394.45,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0418999,64930.24,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0418793,34644.3936,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0418791,25183.4182,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0418783,28778.6381,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0418911,27182.9268,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0418910,52736.31,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Revenue Grants to local authorities,Public Health,STAFFORDSHIRE COUNTY COUNCIL,ASI0036689,677000,Midlands Mental Health Productivity Pilot grant (ref 2022/045),ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Outsourcing Contract,Public Health,IQVIA LTD,4231033974,45353.7, IQVIA MIDAS UK Full Market Sales Q2 22 to Q1 23,W2 1AF,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2023,Other non-trading income,Office For Health Improvement & Disparities (OHID),ESSENTRA FILTER PRODUCTS LIMITED,Inv 2023/LAB/013 ref,-26228,Payment made to incorrect account,OX5 1HX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,27062023TC1446GD6442,36450,GD6442 Individual Placement Support Grant-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SALFORD CITY COUNCIL,27062023TC1446GD6442,39740,GD6442 Individual Placement Support Grant-E4206X-SALFORD CITY COUNCIL,M27 5AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),OXFORDSHIRE COUNTY COUNCIL,28062023FS0840,229199,GD6263/6297 Rough Sleeping Drug & Alcohol Treatment Grant (RSDATG)-E3120X-OXFORDSHIRE COUNTY COUNCIL,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LAMBETH LONDON BOROUGH COUNCIL GRANTS,27062023TC1446GD6442,117748,GD6442 Individual Placement Support Grant-E5017X-LAMBETH LONDON BOROUGH COUNCIL GRANTS,SW2 1RW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BOLTON METROPOLITAN BOROUGH COUNCIL,27062023TC1446GD6442,39740,GD6442 Individual Placement Support Grant-E4201X-BOLTON METROPOLITAN BOROUGH COUNCIL,BL1 1RX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST NORTHAMPTONSHIRE COUNCIL,230623THB0824GD6554,81014,In Patient Detox Grant 2023-24-E2802X-WEST NORTHAMPTONSHIRE,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKTON ON TEES BOROUGH COUNCIL,230623THB0824GD6554,179275.6,In Patient Detox Grant 2023-24-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE COUNTY COUNCIL,230623THB0824GD6554,734870.5,In Patient Detox Grant 2023-24-E3421X-STAFFORDSHIRE COUNTY COUNCIL,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LANCASHIRE COUNTY COUNCIL,230623THB0824GD6554,301076.3,In Patient Detox Grant 2023-24-E2321X-LANCASHIRE COUNTY COUNCIL,PR1 0LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86322,35886.84,Stoptober media Partnerships,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9424000014,1359562.49,SFVS: Reimbursement costs 2023 - 2024,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,F07921,42750.17,Start for Life Always On - Online Video,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,F07657,13815.78,Uplift: BHSfL Childhood Obesity Healthy Steps Social Media,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,F07657,60000,BHSfL Childhood Obesity Healthy Steps Social Media,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,F04152,53.16,Adult Obesity Paid Search ASBOF,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,F04152,53824.48,Adult Obesity Paid Search,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE UNIVERSITY,2855153,1200,Strategy Consultancy,ST4 2DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2023,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE UNIVERSITY,2855153,37381.2,"6744854 CVD: Academic Honorary Contract, Independent evaluat",ST4 2DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WORCESTERSHIRE COUNTY COUNCIL,20062023TC0852GD6487,727400,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E1821X-WORCESTERSHIRE COUNTY COUNCIL,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOLVERHAMPTON CITY COUNCIL,20062023TC0852GD6487,833533,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOKINGHAM COUNCIL,20062023TC0852GD6487,59251,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E0306X-WOKINGHAM COUNCIL,RG40 1WJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,20062023TC0852GD6487,117600,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WILTSHIRE COUNTY COUNCIL,20062023TC0852GD6487,251084,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN BOROUGH COUNCIL,20062023TC0852GD6487,718132,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST SUSSEX COUNTY COUNCIL,20062023TC0852GD6487,289359,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E3820X-WEST SUSSEX COUNTY COUNCIL,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST BERKSHIRE COUNCIL,20062023TC0852GD6487,102425,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E0302X-WEST BERKSHIRE COUNCIL,RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WARRINGTON BOROUGH COUNCIL,20062023TC0852GD6487,253706,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E0602X-WARRINGTON BOROUGH COUNCIL,WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WANDSWORTH LONDON BOROUGH COUNCIL,20062023TC0852GD6487,312061,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WAKEFIELD METROPOLITAN DISTRICT COUNCIL,20062023TC0852GD6487,1208190,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TOWER HAMLETS LONDON BOROUGH COUNCIL,20062023TC0852GD6487,1155894,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TORBAY COUNCIL,20062023TC0852GD6487,339856,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THURROCK BOROUGH COUNCIL,20062023TC0852GD6487,53559,GD31/6487 - Supplementary Substance Misuse Treatment & Recovery-E1502X-THURROCK BOROUGH COUNCIL,RM17 0LT,Govn,,,
