Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530352,57329.567,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530895,28379.29,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530896,27166.693,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530350,28932.922,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,AG Axtons,INV-30686,98916.085,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H22091530885,47506.828,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H22091530937,49664.964,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H22091530916,49928.33,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0384498,40374.27,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0384495,84415.664,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0384490,38099.403,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384427,25414.649,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384426,63797.1,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384425,48120.641,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384423,29166.072,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384421,50271.95,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B22090130908,35934.97,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B22090130878,51583.04,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,SUN2210,25710.827,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,NOR2210,28518.246,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,NEW2210,26150.927,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,COU2210,43990.479,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383942,58495.89,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383941,83773.095,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383939,119112.8,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383937,34447.78,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383881,48294.46,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383880,95488.83,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383872,39844.95,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383867,25493.45,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383865,26578.288,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383864,27900.66,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383862,25665.6,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383785,38625.69,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383783,58286.8,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383782,35584.51,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383781,51547.167,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383779,53089.21,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383775,28958.38,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383773,25454.243,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383772,86911.674,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2022,Revenue Grants to non-profit institutions,Public Health,MARIE STOPES INTERNATIONAL,ASI0029091,35673,2022 20a Marie Stopes (NI Abortion) - Services - July-Sept 2022,W1T 6LP,Large,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),965093,5958333,NHSBT - Revenue funding 22/23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/11/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),965092,935000,NHSBT Employer Pension Contributions 2022-23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2022,Research & development,Public Health,KINGS COLLEGE LONDON,SC50050530,56258.38,Evaluation Research Payment 4 (Jul 2022),WC2R 2LS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2022,Secondees in invoiced costs,Public Health,HEALTH AND CARE PROFESSIONS COUNCIL,HCPC/DHSC – 4,20191.06,,SE11 4BU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),World Health Organization (WHO) ,FCP0001127,1032379,World Health Organization (WHO) Grant reference number: 2022-014,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),World Health Organization Geneva,FCP0001129,761628,"761,628.00",,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),HACKNEY LONDON BOROUGH COUNCIL,7470778,28316.3,6746519 Hackney - Individual Placement and Support employmen,E8 4RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MANCHESTER CITY COUNCIL,R9112021DN1143GD5540,-93225,Return of funding Adult Weight Management Scheme 21/22,M60 2JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),EVERFI LIMITED,65899,55982,Schools - Mental Wellbeing activity,SW9 6DE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),EVERFI LIMITED,65863,51402,10MSU Schools marketing,SW9 6DE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),TERRENCE HIGGINS TRUST,PO560972,-48136,Refund for work not undertaken,N7 9BG,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000038,52397.16,SFVS: Reimbursement costs 2022-2023,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000037,1267233.33,SFVS: Reimbursement costs 2022-2023,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),WAVEMAKER LIMITED,L29113,30000,BH-Every Mind Matters Youth_  media planning,SE1 9ET,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),SERCO LTD,91882756,200152.23,contact centre Oct/Nov 22,RG27 9UY,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),PARAGON CUSTOMER COMMUNICATIONS (LONDON) LTD,PHSIN016234,70982.5,BH_EMM_Adult Mental Health_eCRM prog,EC2M 7EB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800209997,40337.51,AHC Reimbursement (2020 - 2021),S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WORCESTERSHIRE COUNTY COUNCIL,21112022TCW1145GD616,230221.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E1821X-WORCESTERSHIRE COUNTY COUNCIL,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOLVERHAMPTON CITY COUNCIL,21112022TCW1145GD616,290640.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,21112022TH1234GD6186,162997,GD31/6186 - In Patient Detox Grant 22-23 -E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,21112022TCW1145GD616,65900.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WILTSHIRE COUNTY COUNCIL,21112022TCW1145GD616,139683.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN BOROUGH COUNCIL,21112022TH1234GD6186,216560.83,GD31/6186 - In Patient Detox Grant 22-23 -E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN BOROUGH COUNCIL,21112022TCW1145GD616,246924.11,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WARWICKSHIRE COUNTY COUNCIL,21112022TCW1145GD616,152387.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3720X-WARWICKSHIRE COUNTY COUNCIL,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WANDSWORTH LONDON BOROUGH COUNCIL,21112022TCW1145GD616,179482.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALTHAM FOREST LONDON BOROUGH COUNCIL,21112022TCW1145GD616,179461.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5049X-WALTHAM FOREST LONDON BOROUGH COUNCIL,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALSALL METROPOLITAN BOROUGH COUNCIL,21112022TCW1145GD616,218905.66,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TRAFFORD METROPOLITAN BOROUGH COUNCIL,21112022TCW1145GD616,110927.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4209X-TRAFFORD METROPOLITAN BOROUGH COUNCIL,M32 0YY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TORBAY COUNCIL,21112022TCW1145GD616,161991.69,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THURROCK BOROUGH COUNCIL,21112022TCW1145GD616,88156.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E1502X-THURROCK BOROUGH COUNCIL,RM17 0LT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THE LONDON BOROUGH OF RICHMOND UPON THAMES,21112022TCW1145GD616,86452.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5047X-RICHMOND UPON THAMES BOROUGH COUNCIL,TW1 3BZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TELFORD AND WREKIN BOROUGH OF,21112022TCW1145GD616,148886.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3201X-TELFORD AND WREKIN BOROUGH OF,TF3 4LF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SWINDON BOROUGH COUNCIL,21112022TCW1145GD616,141582,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3901X-SWINDON BOROUGH COUNCIL,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUTTON LONDON BOROUGH COUNCIL,21112022TCW1145GD616,102063.17,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5048X-SUTTON LONDON BOROUGH COUNCIL,SM1 1EA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SURREY COUNTY COUNCIL,21112022TCW1145GD616,240697.16,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3620X-SURREY COUNTY COUNCIL,KT1 2DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,21112022TCW1145GD616,333349.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4505X-SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUFFOLK COUNTY COUNCIL,21112022TCW1145GD616,228966.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3520X-SUFFOLK COUNTY COUNCIL,IP1 2DH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOKE ON TRENT CITY COUNCIL,21112022TCW1145GD616,201223.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3401X-STOKE ON TRENT CITY COUNCIL,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKTON ON TEES BOROUGH COUNCIL,21112022TH1234GD6186,64000,GD31/6186 - In Patient Detox Grant 22-23 -E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKTON ON TEES BOROUGH COUNCIL,21112022TCW1145GD616,282611.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKPORT METROPOLITAN BOROUGH COUNCIL,21112022TCW1145GD616,168406.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4207X-STOCKPORT METROPOLITAN BOROUGH COUNCIL,SK1 3XE,Govn,,,
