Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WIRRAL METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,97656,GD 6184 Charging Reform Implementation Support Grant 22/23-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,27062022AH1507GD6164,106802,GD 6184 Charging Reform Implementation Support Grant 22/23-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WILTSHIRE COUNTY COUNCIL,27062022AH1507GD6164,99039,GD 6184 Charging Reform Implementation Support Grant 22/23-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WIGAN METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WESTMINSTER CITY COUNCIL,27062022AH1507GD6164,116610,GD 6184 Charging Reform Implementation Support Grant 22/23-E5022X-WESTMINSTER CITY COUNCIL,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WEST SUSSEX COUNTY COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E3820X-WEST SUSSEX COUNTY COUNCIL,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WEST NORTHAMPTONSHIRE COUNCIL,27062022AH1507GD6164,98153,GD 6184 Charging Reform Implementation Support Grant 22/23-E2802X-WEST NORTHAMPTONSHIRE,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WEST BERKSHIRE COUNCIL,27062022AH1507GD6164,105351,GD 6184 Charging Reform Implementation Support Grant 22/23-E0302X-WEST BERKSHIRE COUNCIL,RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WARWICKSHIRE COUNTY COUNCIL,27062022AH1507GD6164,99000,GD 6184 Charging Reform Implementation Support Grant 22/23-E3720X-WARWICKSHIRE COUNTY COUNCIL,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WARRINGTON BOROUGH COUNCIL,27062022AH1507GD6164,98230,GD 6184 Charging Reform Implementation Support Grant 22/23-E0602X-WARRINGTON BOROUGH COUNCIL,WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WANDSWORTH LONDON BOROUGH COUNCIL,27062022AH1507GD6164,116610,GD 6184 Charging Reform Implementation Support Grant 22/23-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WALTHAM FOREST LONDON BOROUGH COUNCIL,27062022AH1507GD6164,104250,GD 6184 Charging Reform Implementation Support Grant 22/23-E5049X-WALTHAM FOREST LONDON BOROUGH COUNCIL,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WALSALL METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98172,GD 6184 Charging Reform Implementation Support Grant 22/23-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,27062022AH1507GD6164,97442,GD 6184 Charging Reform Implementation Support Grant 22/23-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,TRAFFORD METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4209X-TRAFFORD METROPOLITAN BOROUGH COUNCIL,M32 0YY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,TOWER HAMLETS LONDON BOROUGH COUNCIL,27062022AH1507GD6164,116610,GD 6184 Charging Reform Implementation Support Grant 22/23-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,TORBAY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,THURROCK BOROUGH COUNCIL,27062022AH1507GD6164,102360,GD 6184 Charging Reform Implementation Support Grant 22/23-E1502X-THURROCK BOROUGH COUNCIL,RM17 0LT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,THE LONDON BOROUGH OF RICHMOND UPON THAMES,27062022AH1507GD6164,107980,GD 6184 Charging Reform Implementation Support Grant 22/23-E5047X-RICHMOND UPON THAMES BOROUGH COUNCIL,TW1 3BZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,TELFORD AND WREKIN BOROUGH OF,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E3201X-TELFORD AND WREKIN BOROUGH OF,TF3 4LF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,TAMESIDE METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4208X-TAMESIDE METROPOLITAN BOROUGH COUNCIL,OL6 6DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SWINDON BOROUGH COUNCIL,27062022AH1507GD6164,99039,GD 6184 Charging Reform Implementation Support Grant 22/23-E3901X-SWINDON BOROUGH COUNCIL,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SUTTON LONDON BOROUGH COUNCIL,27062022AH1507GD6164,107980,GD 6184 Charging Reform Implementation Support Grant 22/23-E5048X-SUTTON LONDON BOROUGH COUNCIL,SM1 1EA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SURREY COUNTY COUNCIL,27062022AH1507GD6164,106802,GD 6184 Charging Reform Implementation Support Grant 22/23-E3620X-SURREY COUNTY COUNCIL,KT1 2DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E4505X-SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SUFFOLK COUNTY COUNCIL,27062022AH1507GD6164,97412,GD 6184 Charging Reform Implementation Support Grant 22/23-E3520X-SUFFOLK COUNTY COUNCIL,IP1 2DH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,STOKE ON TRENT CITY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E3401X-STOKE ON TRENT CITY COUNCIL,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,STOCKTON ON TEES BOROUGH COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,STOCKPORT METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4207X-STOCKPORT METROPOLITAN BOROUGH COUNCIL,SK1 3XE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,STAFFORDSHIRE COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E3421X-STAFFORDSHIRE COUNTY COUNCIL,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,ST HELENS METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,97656,GD 6184 Charging Reform Implementation Support Grant 22/23-E4303X-ST HELENS METROPOLITAN BOROUGH COUNCIL,WA10 1HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOUTHWARK LONDON BOROUGH COUNCIL,27062022AH1507GD6164,116610,GD 6184 Charging Reform Implementation Support Grant 22/23-E5019X-SOUTHWARK LONDON BOROUGH COUNCIL,SE1 2QH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOUTHEND ON SEA BOROUGH COUNCIL,27062022AH1507GD6164,98211,GD 6184 Charging Reform Implementation Support Grant 22/23-E1501X-SOUTHEND ON SEA BOROUGH COUNCIL,SS2 6ER,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOUTHAMPTON CITY COUNCIL,27062022AH1507GD6164,100646,GD 6184 Charging Reform Implementation Support Grant 22/23-E1702X-SOUTHAMPTON CITY COUNCIL,SO15 1GX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOUTH TYNESIDE COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E4504X-SOUTH TYNESIDE COUNCIL,NE33 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOUTH GLOUCESTERSHIRE COUNCIL,27062022AH1507GD6164,100743,GD 6184 Charging Reform Implementation Support Grant 22/23-E0103X-SOUTH GLOUCESTERSHIRE COUNCIL,BS15 9TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOMERSET COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E3320X-SOMERSET COUNTY COUNCIL,TA1 4DY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SOLIHULL METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98172,GD 6184 Charging Reform Implementation Support Grant 22/23-E4605X-SOLIHULL METROPOLITAN BOROUGH COUNCIL,B91 9GN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SLOUGH BOROUGH COUNCIL,27062022AH1507GD6164,106802,GD 6184 Charging Reform Implementation Support Grant 22/23-E0304X-SLOUGH BOROUGH COUNCIL,SL1 3UF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SHROPSHIRE COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E3202X-SHROPSHIRE COUNTY COUNCIL,SY2 6ND,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SHEFFIELD CITY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E4404X-SHEFFIELD CITY COUNCIL,S1 1UJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SEFTON COUNCIL,27062022AH1507GD6164,97656,GD 6184 Charging Reform Implementation Support Grant 22/23-E4304X-SEFTON METROPOLITAN BOROUGH COUNCIL,L20 3NJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SANDWELL METROPOPLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98172,GD 6184 Charging Reform Implementation Support Grant 22/23-E4604X-SANDWELL METROPOPLITAN BOROUGH COUNCIL,B69 3DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,SALFORD CITY COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4206X-SALFORD CITY COUNCIL,M27 5AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,RUTLAND COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E2402X-RUTLAND COUNTY COUNCIL,LE15 6HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,ROTHERHAM METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E4403X-ROTHERHAM METROPOLITAN BOROUGH COUNCIL,S60 1AE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,ROCHDALE BOROUGH COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4205X-ROCHDALE BOROUGH COUNCIL,OL16 1XU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,REDCAR AND CLEVELAND BOROUGH COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E0703X-REDCAR AND CLEVELAND BOROUGH COUNCIL,TS6 9AR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,REDBRIDGE LONDON BOROUGH COUNCIL,27062022AH1507GD6164,104250,GD 6184 Charging Reform Implementation Support Grant 22/23-E5046X-REDBRIDGE LONDON BOROUGH COUNCIL,IG1 1TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,READING BOROUGH COUNCIL,27062022AH1507GD6164,105351,GD 6184 Charging Reform Implementation Support Grant 22/23-E0303X-READING BOROUGH COUNCIL,RG1 7TD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,PORTSMOUTH CITY COUNCIL,27062022AH1507GD6164,100646,GD 6184 Charging Reform Implementation Support Grant 22/23-E1701X-PORTSMOUTH CITY COUNCIL,PO1 2AL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,PLYMOUTH CITY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E1101X-PLYMOUTH CITY COUNCIL,PL1 3BJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,PETERBOROUGH CITY COUNCIL,27062022AH1507GD6164,100334,GD 6184 Charging Reform Implementation Support Grant 22/23-E0501X-PETERBOROUGH CITY COUNCIL,PE1 1HF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,OXFORDSHIRE COUNTY COUNCIL,27062022AH1507GD6164,102477,GD 6184 Charging Reform Implementation Support Grant 22/23-E3120X-OXFORDSHIRE COUNTY COUNCIL,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,OLDHAM METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4204X-OLDHAM METROPOLITAN BOROUGH COUNCIL,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NOTTINGHAMSHIRE COUNTY COUNCIL,27062022AH1507GD6164,98036,GD 6184 Charging Reform Implementation Support Grant 22/23-E3021X-NOTTINGHAMSHIRE COUNTY COUNCIL,NG2 7QP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NOTTINGHAM CITY COUNCIL,27062022AH1507GD6164,98036,GD 6184 Charging Reform Implementation Support Grant 22/23-E3001X-NOTTINGHAM CITY COUNCIL,NG1 2DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTHUMBERLAND COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E2901X-NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTH YORKSHIRE COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E2721X-NORTH YORKSHIRE COUNTY COUNCIL,DL6 1DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E4503X-NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,NE28 6UZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTH SOMERSET COUNCIL,27062022AH1507GD6164,100743,GD 6184 Charging Reform Implementation Support Grant 22/23-E0104X-NORTH SOMERSET COUNCIL,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTH NORTHAMPTONSHIRE COUNCIL,27062022AH1507GD6164,98153,GD 6184 Charging Reform Implementation Support Grant 22/23-E2801X-NORTH NORTHAMPTONSHIRE COUNCIL,NN16 8TL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTH LINCOLNSHIRE COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E2004X-NORTH LINCOLNSHIRE COUNCIL,DN16 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORTH EAST LINCOLNSHIRE COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E2003X-NORTH EAST LINCOLNSHIRE COUNCIL,DN35 8LN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NORFOLK COUNTY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E2620X-NORFOLK COUNTY COUNCIL,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NEWHAM LONDON BOROUGH COUNCIL,27062022AH1507GD6164,104250,GD 6184 Charging Reform Implementation Support Grant 22/23-E5045X-NEWHAM LONDON BOROUGH COUNCIL,E6 2RP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,NEWCASTLE UPON TYNE CITY COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E4502X-NEWCASTLE UPON TYNE CITY COUNCIL,NE1 8PP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,MILTON KEYNES COUNCIL,27062022AH1507GD6164,103958,GD 6184 Charging Reform Implementation Support Grant 22/23-E0401X-MILTON KEYNES COUNCIL,MK9 3ES,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,MIDDLESBROUGH COUNCIL,27062022AH1507GD6164,97403,GD 6184 Charging Reform Implementation Support Grant 22/23-E0702X-MIDDLESBROUGH COUNCIL,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,MERTON BOROUGH COUNCIL,27062022AH1507GD6164,107980,GD 6184 Charging Reform Implementation Support Grant 22/23-E5044X-MERTON BOROUGH COUNCIL,SM4 5DX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,MEDWAY COUNCIL,27062022AH1507GD6164,97568,GD 6184 Charging Reform Implementation Support Grant 22/23-E2201X-MEDWAY COUNCIL,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,Revenue Grants to local authorities,Social Care Group,MANCHESTER CITY COUNCIL,27062022AH1507GD6164,98649,GD 6184 Charging Reform Implementation Support Grant 22/23-E4203X-MANCHESTER CITY COUNCIL,M60 2JR,Govn,,,
