Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751592054,"7,415.30",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751592054,"2,186.18",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751592054,"1,064.59",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751558986,"3,368,271.06",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216581,"190,758.75",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216392,"131,530.02",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751558986,"390,348.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751592054,"178,973.70",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751592054,"125,101.20",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216581,"5,043.85",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,851020752,"3,369.90",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,851020753,"2,724.60",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/06/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216392,206.06,,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814906,"1,454,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752031,"686,592.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752030,"651,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814903,"339,840.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814904,"335,232.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653387,"270,144.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653388,"220,608.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653382,"207,936.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653384,"173,376.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653383,"163,584.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630500,"161,280.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653381,"157,824.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627728,"135,360.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630499,"134,784.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630498,"100,800.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653389,"90,432.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630497,"77,184.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627729,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627730,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627731,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627732,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627733,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627734,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627735,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627736,"67,392.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814907,"50,112.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92646760,"37,440.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92678216,"37,440.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630495,"30,528.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92782600,"21,888.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92627727,"20,160.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653381,"15,552.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92646761,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92715764,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672446,"10,944.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672448,"10,944.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92688097,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92695714,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92722955,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92695715,"4,608.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630503,"3,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92715763,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630492,"288,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92819646,"18,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814976,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630486,"4,608.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92715763,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752031,"2,550.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814905,"1,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053707,"1,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814903,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814906,375,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752034,360,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92688095,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92688096,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053712,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814904,150,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053705,"646,848.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752080,"75,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053706,"54,144.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053708,"51,840.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752034,"31,104.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053707,"28,800.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053709,"27,072.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053710,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93053711,"14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752029,"13,824.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752033,"5,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92695713,"4,608.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92782600,"2,304.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/06/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92646758,"3,456.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0013149,"41,527.66",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012514,"166,320.98",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012979,"82,121.89",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012342,"79,603.28",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012254,"66,611.91",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012970,"39,901.86",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012323,"144,077.94",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012661,"86,359.09",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012276,"42,996.17",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012306,"26,431.50",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012188,"12,381.11",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0013170,"8,283.88",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012499,"93,707.32",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/06/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0012245,"137,500.00",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,10/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003508986,"86,673.30",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003509209,"361,413.36",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003510400,"242,090.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003510149,"171,266.28",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003510222,"102,425.04",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003509938,"100,272.60",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003509939,"79,622.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003510404,"48,060.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003509171,"23,358.38",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003506766,"327,247.60",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003506767,"281,566.50",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003510634,"212,238.30",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223968,"32,400.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223964,"25,920.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223968,"9,750.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223964,"7,800.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223963,"144,000.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223963,"25,920.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223963,"7,800.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,11/06/2021,School Fruit and Veg Scheme,Global Health,AG Axton,8611,"43,140.83",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2021,Other programme expenditure,Global Health,AGILE MEDICAL,4777,"46,406.25",VENTILATOR & VENTILATOR CONSUMABLES,DN31 2TG,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2021,Other programme expenditure,Global Health,AGILE MEDICAL,4685,"33,412.50",VENTILATOR & VENTILATOR CONSUMABLES,DN31 2TG,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2021,Other programme expenditure,Global Health,AGILE MEDICAL,4939,"11,137.50",VENTILATOR & VENTILATOR CONSUMABLES,DN31 2TG,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2021,Other programme expenditure,Global Health,AGILE MEDICAL,5037,"7,425.00",VENTILATOR & VENTILATOR CONSUMABLES,DN31 2TG,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,10/06/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-847,"211,156.30",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/06/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-835,"210,326.18",,SL1 2EJ,Large,,,,
