Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BEXLEY LONDON BOROUGH COUNCIL,ERS-638360-192166," 1,078,432.50 ",,DA8 1TL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BEXLEY LONDON BOROUGH COUNCIL,ERS-638360-192166," 149,030.00 ",,DA8 1TL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,BIPOLAR UK,ERS-637750-191761," 107,370.00 ",,SW1V 1RB,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BIRMINGHAM CITY COUNCIL,ERS-638361-192167," 4,880,501.50 ",,B3 3AB,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BIRMINGHAM CITY COUNCIL,ERS-637139-191341," 518,627.00 ",,B3 3AB,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BIRMINGHAM CITY COUNCIL,ERS-638361-192167," 1,073,174.00 ",,B3 3AB,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-637579-191554," 33,816.00 ",,B4 6NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,HAFS-30945," 102,909.00 ",,B4 6NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,HAFS-31065," 82,258.00 ",,B70 8NY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,HAFS-30946," 144,004.00 ",,B70 8NY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2020,Service Charge - ICT,COMMUNITY CARE,BLACK PEAR SOFTWARE LTD,INV-10388," 54,540.71 ",,WR6 6TP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2020,Service Charge - ICT,COMMUNITY CARE,BLACK PEAR SOFTWARE LTD,INV-10380," 56,173.94 ",,WR6 6TP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,28/07/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-638784-192521," 300,000.00 ",,BB1 7DY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-638362-192169," 693,766.50 ",,BB1 7DY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-638362-192169," 137,188.00 ",,BB1 7DY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BLACKPOOL BOROUGH COUNCIL,ERS-638363-192168," 1,096,806.00 ",,FY1 1NF,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BLACKPOOL BOROUGH COUNCIL,ERS-638363-192168," 218,963.00 ",,FY1 1NF,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-30947," 623,677.00 ",,FY3 8NR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2020,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,BLISS THE NATIONAL CHARITY FOR THE NEWBORN,ERS-636974-191261," 86,000.00 ",,SE1 1LB,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,16/07/2020,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,BLOOD CANCER UK,ERS-637912-191921," 213,944.00 ",,WC1R 4TH,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUELEAF LTD,SOB295034," 7,830,000.00 ",,RH13 9RT,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUELEAF LTD,SOB295034," 6,525,000.00 ",,RH13 9RT,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40041240," 993,250.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40041698," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/07/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40042402," 1,000,000.00 ",,KT9 2NY,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-638365-192170," 1,151,795.00 ",,BL1 1RX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/07/2020,Revenue Grants to local authorities,COMMUNITY CARE,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-638365-192170," 246,758.00 ",,BL1 1RX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-30949," 30,000.00 ",,BL4 0JR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BOLTON NHS FOUNDATION TRUST,HAFS-30948," 400,000.00 ",,BL4 0JR,PUBLIC,,,
