Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470559," 28,259.71 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470565," 28,259.71 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473631," 39,128.83 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473622," 49,997.95 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473623," 49,997.95 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473624," 49,997.95 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473625," 49,997.95 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470556," 56,519.42 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470557," 56,519.42 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470558," 56,519.42 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470560," 56,519.42 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473627," 80,431.49 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751472856," 86,952.96 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470561," 95,648.26 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470562," 95,648.26 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470566," 95,648.26 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470555," 99,995.90 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470563," 99,995.90 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473629," 102,169.73 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751473626," 141,298.56 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABBOTT LABORATORIES LTD,751470567," 147,820.03 ",Test Kits,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635440-190254," 117,415.83 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635247-190248," 27,972.48 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635428-190253," 42,996.17 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635251-190249," 45,238.02 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635493-190255," 58,697.91 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635516-190256," 127,628.88 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635559-190257," 79,603.50 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635375-190252," 84,471.69 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635382-190829," 124,201.37 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-636040-190830," 88,424.89 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635978-190258," 69,014.59 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-635365-190251," 138,225.93 ",,AB24 3FX,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,18/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABINGDON HEALTH LTD,56," 449,132.00 ",Purchase of components for the production of COVID-19 Antibody tests,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,09/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABINGDON HEALTH LTD,55," 538,882.80 ",Purchase of components for the production of COVID-19 Antibody tests,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ABLE SERVICES SUPPLIES LTD,INV-01056," 338,700.00 ",PPE - Masks,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACF TECHNOLOGIES UK LTD,40425," 20,000.00 ",,GU21 6LE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,16/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACF TECHNOLOGIES UK LTD,40425," 40,000.00 ",,GU21 6LE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACF TECHNOLOGIES UK LTD,40428," 13,500.00 ",,GU21 6LE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACF TECHNOLOGIES UK LTD,40428," 5,000.00 ",,GU21 6LE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACF TECHNOLOGIES UK LTD,40428," 20,000.00 ",,GU21 6LE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ACF TECHNOLOGIES UK LTD,40428," 60,000.00 ",,GU21 6LE,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,636141460," 5,304,853.75 ",Air Freight,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,637706085," 3,385,635.72 ",Air Freight,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,09/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,635440198," 453,248.81 ",Air Freight,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,01/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,633888470," 1,380,086.86 ",Air Freight,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,26/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,638789251," 3,405,466.97 ",Air Freight,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,05/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,635010008," 908,080.65 ",Air Freight,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-732," 3,598,195.10 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,19/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-739," 3,598,195.10 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-733," 241,018.18 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-740," 241,018.18 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,09/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-727AMENDED," 17,977.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-734," 23,820.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-741," 23,820.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,09/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-727AMENDED," 3,628.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-734," 3,628.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-741," 3,628.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,09/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-727AMENDED," 5,843.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-745," 205,050.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,11/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIYA TECHNOLOGY HK LTD,635882761," 350,298.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,15/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIYA TECHNOLOGY HK LTD,636588804," 224,840.00 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIYA TECHNOLOGY HK LTD,638522399," 770,749.20 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIYA TECHNOLOGY HK LTD,638225947," 289,080.00 ",PPE - Aprons,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,01/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIYA TECHNOLOGY HK LTD,633872051," 2,154,960.00 ",PPE - Aprons,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,AIYA TECHNOLOGY HK LTD,638218850," 1,283,443.20 ",PPE - Gowns,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-635842-190058," 114,858.22 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,11/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-633921-188371," 32,188.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-635783-190696," 218,431.78 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-635603-190057," 54,510.65 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-635418-190056," 36,583.38 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-635990-190582," 87,000.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,11/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-633725-188370," 56,697.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568, 311.24 ,,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568, 311.24 ,,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568, 311.24 ,,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568, 840.06 ,,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568, 973.23 ,,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 2,367.78 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 3,160.65 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 3,422.04 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 6,893.31 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 9,150.52 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 9,506.40 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 17,171.37 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 17,175.55 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 27,950.00 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 33,315.40 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 37,546.33 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 39,387.59 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 39,387.59 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 44,417.60 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 49,247.63 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 57,874.80 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 65,591.43 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 83,367.60 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 133,680.00 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C40568," 229,856.59 ",,SK3 0ZP,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,04/06/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,ALLOGA UK LTD,SIN102910382," 120,000.00 ",Warehouse Leasing and Conversion Costs for Medicines Extension,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,02/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALPHA BIOMICS LTD,2020-0001," 47,146.00 ",,SW4 0PA,SME,,,
Department of Health and Social Care,Department of Health and Social Care,02/06/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALPHA BIOMICS LTD,2020-0002," 58,610.00 ",,SW4 0PA,SME,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ARCO LTD,938205204," 101,920.00 ",PPE - Face Shields,,SME,,,
