Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,NORTHUMBERLAND COUNTY COUNCIL,LA Grants ICTF3 Test,-68613,LA Grants (ICTF3 Testing refunds) Northumberland Council (S05286),NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,NORTHUMBERLAND COUNTY COUNCIL,LA Grants ICTF3 IPC,-172783,LA Grants (ICTF3 IPC refunds) Northumberland Council (S05286),NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,DUDLEY METROPOLITAN BOROUGH COUNCIL,LA Grants ICTF3 Test,-94451.28,LA Grants (ICTF3 Testing refunds) Dudley Council (S05227),DY1 1HG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,DUDLEY METROPOLITAN BOROUGH COUNCIL,LA Grants ICTF3 IPC,-199398.35,LA Grants (ICTF3 IPC refunds) Dudley Council (S05227),DY1 1HG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,CHESHIRE EAST UNITARY AUTHORITY,LA Grants ICTF3 Test,-53346.18,LA Grants (ICTF3 Testing refunds) Cheshire East (S05212),CW10 0HU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,CHESHIRE EAST UNITARY AUTHORITY,LA Grants ICTF3 IPC,-246476.82,LA Grants (ICTF3 IPC refunds) Cheshire East (S05212),CW10 0HU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL,LA Grants ICTF3 Test,-76373.66,"LA Grants (ICTF3 Testing refunds) Bournemouth, Christchurch and Poole Council (S05196)",BH2 6DY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL,LA Grants ICTF3 IPC,-199853.36,"LA Grants (ICTF3 IPC refunds) Bournemouth, Christchurch and Poole Council (S05196)",BH2 6DY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,BIRMINGHAM CITY COUNCIL,LA Grants ICTF2 Test,-26003.65,LA Grants (ICTF2 Testing refunds) Birmingham Council (S05192),B3 3AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Grants to local authorities,Social Care Group,BIRMINGHAM CITY COUNCIL,LA Grants ICTF2 IPC,-28086.49,LA Grants (ICTF2 IPC refunds) Birmingham Council (S05192),B3 3AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Outsourcing Contract,Social Care Group,IMPROVEMENT AND DEVELOPMENT AGENCY,40225671,650000,Care and Health Improvement Programme,SW1P 3HZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Secondees in invoiced costs,Social Care Group,WALTHAM FOREST LONDON BOROUGH COUNCIL,500632023,52791,Secondees in invoiced costs,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Total Produce - Bristol,B22090130865,35346.205,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Total Produce - Bristol,B22090130801,33418.06,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Total Produce - Bristol,B22090130933,38513.83,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Total Produce - Bristol,B22090130835,25070.37,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995171,29067.825,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995163,44161.419,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995161,39525.63,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995158,66780.569,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995160,25635.749,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995169,33755.695,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,GW Price,995159,52046.668,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Peacheys Catering Services Ltd,NHS0922-317,25832.78,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Peacheys Catering Services Ltd,NHS0922-316,32526.154,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Peacheys Catering Services Ltd,NHS0922-306,27983.195,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Peacheys Catering Services Ltd,NHS0922-935,48108.9,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,"SFVS - product & distribution cost, during September 2022",Public Health,Peacheys Catering Services Ltd,NHS0922-881,105465.443,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Revenue Grants to non-profit institutions,Public Health,MARIE STOPES INTERNATIONAL,ASI0024981,26215.31,2017_030a_YR5 Marie_Stopes_NI_abortion Travel Costs ,W1T 6LP,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q2 2022,89344,Apportionment for Q2 2022 Statutory Scheme,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q2 2022,281452.85,Apportionment for Q2 2022 Historic Cash Payments,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q2 2022,25640675.62,Apportionment for Q2 2022 2019 VPAS,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q1 2022,68868.96,Apportionment for Q1 2022 Statutory Scheme,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q1 2022,283895.92,Apportionment for Q1 2022 Historic Cash Payments,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,WELSH ASSEMBLY GOVERNMENT,Apportion Q1 2022,23816692.3,Apportionment for Q1 2022 2019 VPAS,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q2 2022,105013.95,Apportionment for Q1 2022 Statutory Scheme,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q2 2022,432895.07,Apportionment for Q1 2022 Historic Cash Payments,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q2 2022,36316578.92,Apportionment for Q1 2022 2019 VPAS,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q1 2022,142668.22,Apportionment for Q2 2022 Statutory Scheme,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q1 2022,449435.63,Apportionment for Q2 2022 Historic Cash Payments,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Revenue Policy Payments,Public Health,SCOTTISH GOVERNMENT,Apportion Q1 2022,40944098.38,Apportionment for Q2 2022 2019 VPAS,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964771,5958333,NHSBT - Revenue funding 22/23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964770,935000,NHSBT Employer Pension Contributions ,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,09/09/2022,Revenue Grants to non-profit institutions,Public Health,MARIE STOPES INTERNATIONAL,ASI0024550,29340,MS221485 14.07.22 Grant Ref 2022_020a,W1T 6LP,Large,,,
Department of Health and Social Care,Department of Health and Social Care,07/09/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),WORLD HEALTH ORGANIZATION,FCP0000997,1000000,Payment for FCTC 2030 ,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,01/09/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),Cyprus- EEA PAYTS ,FCP0000954,542505.52,"Cyprus- EEA PAYTS - EUR 639,878.75  12.08.22",,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),M AND C SAATCHI UK LTD,INV-MCS-00006881,38930.45,BH-EMM_Adult Mental Health_Creative_Production_Part 1,W1F 9EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS LIMITED,SI32142,103091.71,BH-EMM_Adult Mental Health_PR Campaign Fees_Part 2,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS LIMITED,SI32141,73730,BH-EMM_Adult Mental Health_PR Campaign Production,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),SERCO LTD,91869988,196377.98,OHID contact centre costs for Aug and Sept 2022,RG27 9UY,Small,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS LIMITED,SI32279,30000,Consumer engagment HLE,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS LIMITED,SI32275,341000,BH-Every Mind Matters Youth_  content 2022,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,26/09/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LEICESTER CITY COUNCIL,PLPYJ0029692 REFUND,-67452,DN1143GD5540 Return of funding Adult Weight Management Scheme 21/22,LE1 6ZG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),M AND C SAATCHI UK LTD,MCS-00006805,38930.45,BH-EMM_Adult Mental Health_Creative_Production_Part 1,W1F 9EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),M AND C SAATCHI UK LTD,INV-MCS-00006719,47257.9,Stoptober Campaign Creative Agency fees,W1F 9EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7550001415,27500,Active Hospitals Q4 2021-2022,NE27 0QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),NHS ENGLAND CBA033,7000045225,96000,consultancy & change mgt services of NHS Horizons,LS2 7UE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12681863,462000,Campaigns NHSUK Workpackage for Q4 21/22,LS1 4AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12681862,500000,Campaigns NHSUK Workpackage for Q3 21/22,LS1 4AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ALLPAY LIMITED,Month 6,8441951.03,Healthy Start Beneficiaries' prepaid card payments 2022-23,HR1 3SE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),NEWCASTLE UNIVERSITY,9000325309,25674.16,22-23 AHC Reimbursement,NE1 7RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E49171,36996.45,6741096 ECM 6137/ Better Health/ Stoptober/ Search/ 2021/22,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),M AND C SAATCHI UK LTD,INV-MCS-00006783,44212.75,Stoptober Campaign Creative Agency fees,W1F 9EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/09/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),M AND C SAATCHI UK LTD,INV-MCS-00006780,94058.32,Stoptober Campaign Creative Agency costs,W1F 9EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/09/2022,Good received not invoiced (ST),Office For Health Improvement & Disparities (OHID),ILLY SYSTEMS LIMITED,6349,40192,Year 2 ILLY costs - RSDATG,N1 6UT,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/09/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),UNIVERSITY COLLEGE LONDON UCL,1170733,28800,Academic Honorary Contract ,WC1E 6BT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/09/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),SUPPLY CHAIN COORDINATION LIMITED – SCCL ONLY,3122000087,84500,SFVS (&HS Vits) Admin Costs/Mgt Fee 2022 - 2023,DE55 4QJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/09/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),FACULTY OF SPORT AND EXERCISE MEDICINE UK,MM-MS003,40000,Completion of agreed outputs in line with Jan 22 spec.,EH8 9DR,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Secondees in invoiced costs,Office For Health Improvement & Disparities (OHID),NEWCASTLE UNIVERSITY,9000323706,5036.38,Uplift: 21-22 - AHC Reimbursement,NE1 7RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Secondees in invoiced costs,Office For Health Improvement & Disparities (OHID),NEWCASTLE UNIVERSITY,9000323706,20189.13,6746085 Q2.Newcastle University Salary Reimbursement for Aca,NE1 7RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BRISTOL CITY COUNCIL,125955,50000,"Bristol IPS employment and welfare service uplift

C72508",BS1 5TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000025,930995.11,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),EXETER UNIVERSITY OF,124288,43094,6715568 Model calibration and validation of the lung cancer,EX4 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),EXETER UNIVERSITY OF,124287,43094,6726930 A List of Considerations For The Validation of AI IT,EX4 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),EXETER UNIVERSITY OF,124287,5775,6715568 Model calibration and validation of the lung cancer,EX4 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Service charge - ICT,NHSX,ANSWER DIGITAL LIMITED,5395,101040,Technical Architecture,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Outsourcing Contract,NHSX,ENTRUST (EUROPE) LIMITED,740806321,1632.43,ICT Hosting,RG1 3BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Outsourcing Contract,NHSX,ENTRUST (EUROPE) LIMITED,740806321,51911.85,COVID Cert - Entrust PKI for Scotland,RG1 3BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Other programme expenditure,NHSX,MASON ADVISORY LTD,INV003405,98292,COVID Cert Security Architecture,M50 2ST,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Contractor/ Staff Substitution,NHSX,PRICEWATERHOUSECOOPERS LLP,1355839171,570105.38,Delivery PMO Data Modelling & Transition,SE1 2RD,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2022,Additions-SW LIC,NHSX,DH OPCO UK LTD TA DEDALUS HEALTHCARE LTD,5970001956,136601.44,Capital 20136 Lorenzo covering FY 2021/22,GU11 1PZ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Research & development,NHSX,IMPERIAL COLLEGE LONDON,10191176,171671.31,AI Award,SW7 2AZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Research & development,NHSX,eCONSULT HEALTH LTD,1466,249999,Econsult Health Ltd - AI Award,E14 9FJ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Other programme expenditure,NHSX,NETCOMPANY UK LIMITED,NCUK60147,544102.5,Live Service and Development,EC1V 0AT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Other programme expenditure,NHSX,NETCOMPANY UK LIMITED,NCUK60147,52162.5,Disease prevention and control,EC1V 0AT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Other programme expenditure,NHSX,NETCOMPANY UK LIMITED,201070,-26032.5,REF INV NCUK60147 PO561328,EC1V 0AT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2022,Consultancy/Professional Advice,NHSX,2020 DELIVERY LTD TA THE PSC,5040,64149.96,Implantable Medical Devices - Bridging Team,SE1 9LQ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Other programme expenditure,NHSX,NETCOMPANY UK LIMITED,NCUK60046,565605,Live Service and Development,EC1V 0AT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Good received not invoiced (ST),NHSX,TPXIMPACT LIMITED,INTPXI258,29130,DHSC National Digital Support Platform,SE1 9RG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2022,Capital policy payments,NHSX,LONDON SOUTH BANK UNIVERSITY,134591,42332.58,LONDON SOUTHBANK UNIVERSITY- Evaluation- DRDoctor,SE1 0AA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2022,Research & development,NHSX,SOUTH BANK UNIVERSITY ENTERPRISES LTD,134705,63215.89,AI Award,SE1 0AA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2022,Research & development,NHSX,KINGS COLLEGE LONDON,SG50049535,59602,Research & development,WC2R 2LS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV084738,92449.69,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2022,Research & development,NHSX,YORK UNIVERSITY OF,126576,66000,AI Award,YO10 5DD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Training (Learning and Development),NHSX,2020 DELIVERY LTD TA THE PSC,5016,49950,CC13934 - Ext: Delivering Fast Effective Projects Programme,SE1 9LQ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPITF31,109309.1,GPITF Framework Agreement Schedule 2.3 FY2223,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPITF31,3304788.64,GP IT Futures Framework agreement Schedule 2.3 Q1&2 FY2223,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPES035,106323.67,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,PRESCRIBING SERVICES LTD,PCECL630,276578.91,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,NR10 5RH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN00000255,620511.06,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,B1 1RF,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,SINV084068,53159.79,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,FIN002868,3876403.79,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,FIN002867,68936.13,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/09/2022,Service charge - ICT,NHSX,DXS UK LTD,23557,134911.25,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,GU8 6LB,Medium,,,
