Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NORTH SOMERSET COUNC,09022023OS1251GD6468,211519,GD31/6468 - Local Authority Social Services Grants NORTH SOMERSET COUNC,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NORTH NORTHAMPTONSHI,09022023OS1251GD6468,361954,GD31/6468 - Local Authority Social Services Grants NORTH NORTHAMPTONSHI,NN16 8TL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NORTH LINCOLNSHIRE C,09022023OS1251GD6468,188236,GD31/6468 - Local Authority Social Services Grants NORTH LINCOLNSHIRE C,DN16 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NORTH EAST LINCOLNSH,09022023OS1251GD6468,177009,GD31/6468 - Local Authority Social Services Grants NORTH EAST LINCOLNSH,DN35 8LN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NORFOLK COUNTY COUNC,09022023OS1251GD6468,1198589,GD31/6468 - Local Authority Social Services Grants NORFOLK COUNTY COUNC,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NEWHAM LONDON BOROUG,09022023OS1251GD6468,237615,GD31/6468 - Local Authority Social Services Grants NEWHAM LONDON BOROUG,E6 2RP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,NEWCASTLE UPON TYNE,09022023OS1251GD6468,341098,GD31/6468 - Local Authority Social Services Grants NEWCASTLE UPON TYNE,NE1 8PP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,MILTON KEYNES COUNCI,09022023OS1251GD6468,216254,GD31/6468 - Local Authority Social Services Grants MILTON KEYNES COUNCI,MK9 3ES,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,MIDDLESBROUGH COUNCI,09022023OS1251GD6468,175982,GD31/6468 - Local Authority Social Services Grants MIDDLESBROUGH COUNCI,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,MERTON BOROUGH COUNC,09022023OS1251GD6468,141157,GD31/6468 - Local Authority Social Services Grants MERTON BOROUGH COUNC,SM4 5DX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,MEDWAY COUNCIL,09022023OS1251GD6468,264264,GD31/6468 - Local Authority Social Services Grants MEDWAY COUNCIL,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,MANCHESTER CITY COUN,09022023OS1251GD6468,523518,GD31/6468 - Local Authority Social Services Grants MANCHESTER CITY COUN,M60 2JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LUTON BOROUGH COUNCI,09022023OS1251GD6468,143068,GD31/6468 - Local Authority Social Services Grants LUTON BOROUGH COUNCI,LU1 2BQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LONDON BOROUGH OF BE,09022023OS1251GD6468,167087,GD31/6468 - Local Authority Social Services Grants LONDON BOROUGH OF BE,DA6 7AT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LIVERPOOL CITY COUNC,09022023OS1251GD6468,968614,GD31/6468 - Local Authority Social Services Grants LIVERPOOL CITY COUNC,L69 2DQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LINCOLNSHIRE COUNTY,09022023OS1251GD6468,1075261,GD31/6468 - Local Authority Social Services Grants LINCOLNSHIRE COUNTY,LN1 1YL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LEWISHAM LONDON BORO,09022023OS1251GD6468,230330,GD31/6468 - Local Authority Social Services Grants LEWISHAM LONDON BORO,SE6 4RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LEICESTERSHIRE COUNT,09022023OS1251GD6468,559732,GD31/6468 - Local Authority Social Services Grants LEICESTERSHIRE COUNT,LE3 8RA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LEICESTER CITY COUNC,09022023OS1251GD6468,320582,GD31/6468 - Local Authority Social Services Grants LEICESTER CITY COUNC,LE1 6ZG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LEEDS CITY COUNCIL,09022023OS1251GD6468,845554,GD31/6468 - Local Authority Social Services Grants LEEDS CITY COUNCIL,LS2 8JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LANCASHIRE COUNTY CO,09022023OS1251GD6468,1679874,GD31/6468 - Local Authority Social Services Grants LANCASHIRE COUNTY CO,PR1 0LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,LAMBETH LONDON BOROU,09022023OS1251GD6468,341326,GD31/6468 - Local Authority Social Services Grants LAMBETH LONDON BOROU,SW2 1RW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,KNOWSLEY METROPOLITA,09022023OS1251GD6468,236245,GD31/6468 - Local Authority Social Services Grants KNOWSLEY METROPOLITA,L36 9YZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,KIRKLEES METROPOLITA,09022023OS1251GD6468,348160,GD31/6468 - Local Authority Social Services Grants KIRKLEES METROPOLITA,HD1 2EY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,KINGSTON UPON THAMES,09022023OS1251GD6468,109222,GD31/6468 - Local Authority Social Services Grants KINGSTON UPON THAMES,KT1 1EU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,KINGSTON UPON HULL C,09022023OS1251GD6468,499967,GD31/6468 - Local Authority Social Services Grants KINGSTON UPON HULL C,HU1 2AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,KENT COUNTY COUNCIL,09022023OS1251GD6468,1587799,GD31/6468 - Local Authority Social Services Grants KENT COUNTY COUNCIL,ME14 1XQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,KENSINGTON AND CHELS,09022023OS1251GD6468,165091,GD31/6468 - Local Authority Social Services Grants KENSINGTON AND CHELS,W8 7NX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,ISLINGTON LONDON BOR,09022023OS1251GD6468,403383,GD31/6468 - Local Authority Social Services Grants ISLINGTON LONDON BOR,EC1V 7LQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,ISLES OF SCILLY COUN,09022023OS1251GD6468,34397,GD31/6468 - Local Authority Social Services Grants ISLES OF SCILLY COUN,TR21 0LW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,ISLE OF WIGHT COUNCI,09022023OS1251GD6468,335096,GD31/6468 - Local Authority Social Services Grants ISLE OF WIGHT COUNCI,PO30 1UD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,HOUNSLOW LONDON BORO,09022023OS1251GD6468,184444,GD31/6468 - Local Authority Social Services Grants HOUNSLOW LONDON BORO,TW3 4DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,HILLINGDON LONDON BO,09022023OS1251GD6468,184016,GD31/6468 - Local Authority Social Services Grants HILLINGDON LONDON BO,UB8 1UW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,HERTFORDSHIRE COUNTY,09022023OS1251GD6468,770481,GD31/6468 - Local Authority Social Services Grants HERTFORDSHIRE COUNTY,SG13 8DQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Social Care Group,HEREFORDSHIRE COUNCI,09022023OS1251GD6468,250672,GD31/6468 - Local Authority Social Services Grants HEREFORDSHIRE COUNCI,HR1 2XW,Govn,,,
