Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445707,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Agency staff (temp admin),Public Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2329764,845.68,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Agency staff (temp admin),NHS and Workforce,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436967,875.95,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2402742,"1,467.53",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,11/11/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436896,"2,973.67",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28544,"-279,936.60",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28537,"-240,774.85",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,17/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28083,"-151,546.06",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28453,"-97,489.92",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28354,"-69,442.56",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28452,"-46,811.44",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28445,"-28,360.70",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28545,"-20,156.18",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28444,"-16,839.17",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28454,"-15,509.71",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28534,"-6,312.96",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28016,"-5,317.63",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,17/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2428533,"-3,780.36",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28357,"-1,772.54",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28536,-886.27,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,19/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,27914,-328.55,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,19/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,28014,-46.92,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441297,0.06,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445712,15.96,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,19/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2415756,46.92,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441303,229.3,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432702,237.13,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436901,237.13,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441355,237.13,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436921,254.08,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441298,280.86,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,19/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441357,328.55,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2450183,474.28,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2450201,508.14,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445727,523.55,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2450199,523.55,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436839,574.62,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436915,606.6,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436834,631.3,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441418,677.52,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Public Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2385667,756.07,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441372,762.22,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445729,762.22,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441305,886.27,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445721,886.27,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445721,886.27,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436843,916.74,,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,NHS and Workforce,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432764,"1,047.08",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,NHS and Workforce,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441422,"1,047.08",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432706,"1,077.90",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436905,"1,077.90",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441360,"1,077.90",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445714,"1,077.90",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2450187,"1,077.90",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436907,"1,385.82",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441362,"1,385.82",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445716,"1,385.82",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432654,"1,404.30",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436845,"1,404.30",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2450135,"1,410.54",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2415741,"1,616.48",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Public Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441356,"1,701.14",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432648,"1,773.86",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432715,"1,830.53",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445711,"2,016.19",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432718,"2,032.56",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441370,"2,094.17",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436964,"2,155.80",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2432705,"2,189.52",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2436850,"2,189.52",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,16/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2441302,"2,189.52",,EC2N 3AQ,Large,,,,#N/A
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2445665,"2,189.52",,EC2N 3AQ,Large,,,,#N/A
