Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200551,450,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672444,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92681214,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92695712,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107355,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200553,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200557,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672449,750,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107354,900,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107356,900,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93252507,900,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200555,900,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200560,"1,050.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93251188,"1,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200556,"1,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93243494,"1,500.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107351,"2,025.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200554,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93252506,"4,920.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107352,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107353,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200560,"602,496.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814892,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630491,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630502,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653380,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672444,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672445,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92672447,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92681215,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814895,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630488,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630489,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92702369,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92821005,"9,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630487,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630490,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630501,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653385,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92658982,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814891,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107351,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814893,"15,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92653386,"24,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814890,"45,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814889,"48,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92814894,"84,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107350,"54,144.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93107349,"512,064.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92819711,"5,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200553,"5,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93252507,"39,744.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200552,"39,744.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93252506,"60,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93243494,"65,088.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93200551,"509,184.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93120197,"518,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93252506,"1,453,824.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003515447,"6,720.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003515351,"10,331.26",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003515352,"26,173.20",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003512820,"28,097.70",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003515352,"32,995.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003512903,"44,442.64",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003515463,"77,177.10",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003515464,"130,191.36",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003512820,"130,264.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003515698,"169,965.60",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003512903,"251,633.30",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223977,"7,800.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2021,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,223977,"25,920.00",,WF4 3FU,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,Revenue Grants to non-profit institutions,Public Health,ACTION ON SMOKING AND HEALTH,ASI0013732,"35,000.00",,EC1N 8JY,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2021,Contractor/ Staff Substitution,Global Health,ADDLESHAW GODDARD LLP,AGI1006,"37,620.00",,EC1Y 4AG,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2021,Rent of Land & Buildings (non-PFI operating lease),Finance and Group Operations,ADDLESHAW GODDARD LLP,CLAIM F01RG432,"25,800.00",,EC1Y 4AG,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2021,School Fruit and Veg Scheme,Global Health,AG Axton,8710,"73,780.34",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Capital policy payments,NHSX,AIDENCE BV,2021029,"300,000.00",,1017WV,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2021,Additions NCB PDC,Default Group,AIREDALE NHS FOUNDATION TRUST,PF00005609,"1,248,000.00",,BD20 6TD,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-864,"4,237.73",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-858,"-32,355.92",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-854CR,"-10,600.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-853,"212,159.35",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-862,"214,028.65",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-859,"30,681.16",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-861,"3,645,545.24",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-868,262.98,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-854,"23,522.25",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-863,"23,820.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-868,40.06,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-854,"3,925.75",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-868,40.06,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-854,"3,628.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-863,"7,256.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/08/2021,Publicity & advertising,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-865,"8,310.60",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-861,"5,528.32",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-859,"10,600.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-862,"30,486.62",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-853,"32,355.92",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-866,"-30,486.62",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-867,"-5,528.32",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/08/2021,Consultancy/Professional Advice,NHSX,AKAMAI TECHNOLOGIES LIMITED,21331003219,"35,027.98",,EC4A 3TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2021,Consultancy/Professional Advice,Global Health,AKESO AND COMPANY LTD,21700047,"193,339.20",,WC1A 2TH,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2021,Other programme expenditure,Global Health,AKHTER COMPUTERS LIMITED,SI0052997,"214,942.26",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"1,306.85",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"1,485.06",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"15,121.91",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"32,182.92",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"169,099.20",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"226,165.20",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,06/08/2021,IT minor costs non capital,Global Health,AKHTER COMPUTERS LIMITED,SI0053100,"756,117.00",,CM18 7PN,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0013740,"32,568.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0013816,"57,519.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2021,Agency staff (temp admin),NHS and Workforce,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2320723,15.83,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,17/08/2021,Agency staff (temp admin),Social Care Group,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2320730,34.2,,EC2N 3AQ,Large,,,,
