Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Additions purchased - Finished Goods & Consumables,Global Health,ABBOTT LABORATORIES LTD,751637448,"10,800.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751617341,"11,502.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751617341,"12,683.30",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751580975,"13,026.10",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216810,"13,026.10",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"13,119.38",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751637448,"13,711.68",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751637448,"14,697.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"15,669.72",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"17,469.14",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751580975,"18,385.92",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216810,"18,385.92",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"21,960.71",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751637448,"23,639.04",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751617341,"23,803.20",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"26,203.72",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"26,749.32",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"28,794.53",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"30,672.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"39,070.08",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751637448,"40,973.30",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"41,477.83",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"46,905.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Additions purchased - Finished Goods & Consumables,Global Health,ABBOTT LABORATORIES LTD,751637448,"47,688.26",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Additions purchased - Finished Goods & Consumables,Global Health,ABBOTT LABORATORIES LTD,751637448,"48,564.00",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751580975,"49,826.83",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216810,"49,826.83",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751617341,"60,198.06",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"60,903.36",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751617341,"61,357.01",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"80,711.23",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"95,947.54",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216177,"131,488.88",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"451,951.15",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751580975,"632,533.46",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751580975,"1,460,131.19",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,855216810,"1,460,131.19",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751637448,"1,591,543.02",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751617341,"1,937,107.40",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751627794,"2,122,057.36",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT LABORATORIES LTD,751601497,"4,643,217.21",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Other programme expenditure,Global Health,ABBOTT LABORATORIES LTD,851021714,"-157,786.66",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Other programme expenditure,Global Health,ABBOTT LABORATORIES LTD,851021715,"-157,786.66",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2021,Other programme expenditure,Global Health,ABBOTT LABORATORIES LTD,851021716,"-157,786.66",,SL6 4XE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93420069,"-14,400.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93224149,"-5,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93216131,"-3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93258756,-300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752083,300,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752082,600,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752032,825,,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874324,"1,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93308834,"2,850.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874327,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93413042,"3,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874324,"5,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93308841,"6,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93378451,"7,050.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93308840,"11,520.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93308840,"12,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874327,"18,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92997896,"43,200.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,20/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752081,"54,144.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93378451,"60,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,17/09/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630494,"96,768.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,09/09/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92445197,"97,632.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92874324,"170,496.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,17/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92630494,"292,608.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93308834,"303,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,17/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92731799,"353,088.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,17/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92731798,"442,944.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92752032,"1,262,016.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93308834,"1,691,712.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,27/09/2021,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,93378451,"1,990,080.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,01/09/2021,Rent of Land & Buildings (non-PFI operating lease),Global Health,ABERDEEN INTERNATIONAL AIRPORT LIMITED,7978573,"378,364.14",,AB21 7DU,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0015376,"41,527.66",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0015278,"39,901.86",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0014551,"66,611.91",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0014627,"79,603.28",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0015285,"82,121.89",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0015483,"11,675.97",,AB24 3FX,Govn,,,,
