Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530353,25822.607,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530352,57329.567,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530895,28379.29,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530896,27166.693,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W22091530350,28932.922,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,AG Axtons,INV-30686,98916.085,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H22091530885,47506.828,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H22091530937,49664.964,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H22091530916,49928.33,"SFVS - product & distribution cost, during part September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0384498,40374.27,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0384495,84415.664,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0384490,38099.403,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384427,25414.649,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384426,63797.1,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384425,48120.641,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384423,29166.072,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0384421,50271.95,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B22090130908,35934.97,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B22090130878,51583.04,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,SUN2210,25710.827,"SFVS - product & distribution cost, during September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,NOR2210,28518.246,"SFVS - product & distribution cost, during September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,NEW2210,26150.927,"SFVS - product & distribution cost, during September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,COU2210,43990.479,"SFVS - product & distribution cost, during September and part October 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383942,58495.89,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383941,83773.095,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383939,119112.8,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0383937,34447.78,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383881,48294.46,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383880,95488.83,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383872,39844.95,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383867,25493.45,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383865,26578.288,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383864,27900.66,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0383862,25665.6,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383785,38625.69,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383783,58286.8,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383782,35584.51,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383781,51547.167,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383779,53089.21,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383775,28958.38,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383773,25454.243,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2022,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0383772,86911.674,"SFVS - product & distribution cost, during September 2022",,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Outsourcing Contract,Public Health,HM COURTS & TRIBUNALS SERVICE,2539758,10346.4,HSPAT semi fixed costs - payroll/admin with HMTCS,NP20 9BB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Outsourcing Contract,Public Health,HM COURTS & TRIBUNALS SERVICE,2539758,13614.73,HSPAT - fixed costs for payroll/admin with HMTCS,NP20 9BB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Outsourcing Contract,Public Health,HM COURTS & TRIBUNALS SERVICE,2539758,40845.36,Addition: HSPAT-fixed costs for pay/admin with HMTCS,NP20 9BB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Outsourcing Contract,Public Health,HM COURTS & TRIBUNALS SERVICE,2539758,17422.62,Addition: HSPAT- SEMI fixed costs for pay/admin with HMTCS,NP20 9BB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964950,5958333,NHSBT - Revenue funding 22/23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964949,935000,NHSBT Employer Pension Contributions 2022-23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Contractor/ Staff Substitution,Public Health,NCSCT COMMUNITY INTEREST COMPANY,103035,56100,Stop Smoking Training 22/23 (Yr 3 Q2) itt_4273,DT1 1RD,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Contractor/ Staff Substitution,Public Health,NCSCT COMMUNITY INTEREST COMPANY,103033,56100,Stop Smoking Training 22/23 (Yr 3 Q1) itt_4273,DT1 1RD,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,Revenue Policy Payments,Public Health,HEALTH AND SOCIAL CARE BOARD,Q1,60215.8,Apportionment for Q2 2022 Statutory Scheme,BT42 9DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,Revenue Policy Payments,Public Health,HEALTH AND SOCIAL CARE BOARD,Q1,189692.73,Apportionment for Q2 2022 Historic Cash Payments,BT42 9DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,Revenue Policy Payments,Public Health,HEALTH AND SOCIAL CARE BOARD,Q1,17281223.74,Apportionment for Q2 2022 2019 VPAS,BT42 9DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,Revenue Policy Payments,Public Health,HEALTH AND SOCIAL CARE BOARD,Q1,46866.61,Apportionment for Q1 2022 Statutory Scheme,BT42 9DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,Revenue Policy Payments,Public Health,HEALTH AND SOCIAL CARE BOARD,Q1,193196.48,Apportionment for Q1 2022 Historic Cash Payments,BT42 9DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,Revenue Policy Payments,Public Health,HEALTH AND SOCIAL CARE BOARD,Q1,16207703.8,Apportionment for Q1 2022 2019 VPAS,BT42 9DF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),OCR NO 0000202226091211,FCP0001062,33550.75,"OCR NO 0000202226091211 - SEK 420,000.00",,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,10/10/2022,UK subscriptions to overseas bodies,Office For Health Improvement & Disparities (OHID),WORLD HEALTH ORGANIZATION ,FCP0001057,309618.8,UK Assessed Contribution to the Protocol to Eliminate Illicit Trade in Tobacco Products for the financial period 2022 (PROTOCOL),,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE COUNTY COUNCIL,ASI0028761,2300000,Midlands Engine Grant 22/23 - Mental Health & Productivity pilot,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),GLOUCESTERSHIRE COUNTY COUNCIL,9112021DN1143GD5540A,-141843.3,Refund of Adult weight management scheme 21/22,GL1 2TG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),M AND C SAATCHI UK LTD,INV-MCS-00006911,68004.97,BH-EMM_Adult Mental Health_Creative_Production_Pt2,W1F 9EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58213,110543,NDNS 22/23 Q2,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58212,105912,NDNS 22/23 Q2,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58211,318759,NDNS 22/23 Q2,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58210,67757,NDNS 22/23 Q2,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2022,Good received not invoiced (ST),Office For Health Improvement & Disparities (OHID),SH:24 CIC,Inv2022.03-00026,42959.91,HIV and syphilis self-sampling kits 21-22,SE1 1YB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),SERCO LTD,91875954,202508.3,OHID contact centre costs ,RG27 9UY,Small,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),PARAGON CUSTOMER COMMUNICATIONS (LONDON) LTD,PHSIN016243,38855.06,BH Stoptober - Email and SMS Acquisition,EC2M 7EB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E55912,43847.98,S4L Weaning Biddable Media,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),MANCHESTER UNIVERSITY OF,15127581,40000,NDTMS - analytics for single point of contact work,M13 9PL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),MANCHESTER UNIVERSITY OF,15127580,91373.5,Uplift: NDTMS -analytics (NDEC) - 2022/23,M13 9PL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),NEWCASTLE UNIVERSITY,9000326200,30625,22-23 AHC Reimbursement ,NE1 7RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),BIRMINGHAM UNIVERSITY OF,71011154,25477.5,22-23 AHC Reimbursement ,B15 2TT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORFOLK COUNTY COUNCIL,19102022TCW1514GD532,219788.76,GD31/5328 - ADDER Grant 22-23 - Payment 1-E2620X-NORFOLK COUNTY COUNCIL,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MIDDLESBROUGH COUNCIL,19102022TCW1514GD532,339220,GD31/5328 - ADDER Grant 22-23 - Payment 1-E0702X-MIDDLESBROUGH COUNCIL,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),EAST SUSSEX COUNTY COUNCIL,19102022TCW1514GD532,373681.44,GD31/5328 - ADDER Grant 22-23 - Payment 1-E1421X-EAST SUSSEX COUNTY COUNCIL,BN21 3UU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH COUNCIL,19102022TCW1514GD532,337500,GD31/5328 - ADDER Grant 22-23 - Payment 1-E2302X-BLACKPOOL BOROUGH COUNCIL,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),LANCASHIRE COUNTY COUNCIL,5200258706,35924,Uplift: IPS Employment and Welfare service Q1 22/23  Lancashire,PR1 0LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),ESSEX COUNTY COUNCIL,1020266586,61000,Q3 IPS employment and welfare service Essex,CM1 1JZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),ESSEX COUNTY COUNCIL,1020204106,61000,Q2 IPS employment and welfare service Essex,CM1 1JZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),YOUGOV PLC,INV228652,31525,YouGov - Smoking tracking evaluation 22/23,EC1Y 8RT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS LIMITED,SI32083,102000,Stoptober Campaign PR agency fees,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS LIMITED,562658,120000,Stoptober Campaign PR agency costs,W1T 1AL,Large,,,
