Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,31/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100508887,1404276,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100502933,152513.4,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100502931,57319.2,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100502921,71015.15,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100502920,60301.3,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507045,67074.01,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507043,72957.66,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507047,25702.5,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507044,73745.93,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507042,124667.33,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507041,82383.97,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507039,104020.75,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100507035,66410.6,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100504375,130983.4,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100504373,58474.14,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100504371,96859.08,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100504370,68346.6,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100504367,208877.42,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100504366,28504.07,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Consultancy/Professional Advice,Default Group,MOTT MACDONALD LTD,100502269,86678.32,28611 - Technical Consultancy,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2022,Research & development,NHSX,IRHYTHM TECHNOLOGIES LTD,2022/INHSX60401,566250,29396 iRhytm  AI Award Research Delivery,GU19 5HL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2022,Research & development,NHSX,KINGS COLLEGE LONDON,SG50045849,59602,29396 Kings College London - (Mirada) AI Award Research,WC2R 2LS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Research & development,NHSX,KINGS COLLEGE LONDON,SH50043642,198273.75,29396 Kings College London-  AI Award Research,WC2R 2LS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Research & development,NHSX,NAVENIO LIMITED,INV-0125,351002,29396 Navenio Ltd-  AI Award Research,OX1 1PT,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Rates,Finance and Group Operations,WESTMINSTER CITY COUNCIL,BID a/c: 420188434,15824.37,39 Victoria Street Rates FY 2021/22,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Rates,Finance and Group Operations,WESTMINSTER CITY COUNCIL,BID a/c: 420188434,28328.15,39 Victoria Street Rates FY 22/23,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Security: contract,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651249RI,47314.64,39VS  Security 2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Building repairs & maintenance,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651249RI,54939.8,39VS Building/Maintanence  2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Facilities management: contract,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651249RI,44236.61,39VS Central FM 2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Cleaning: contract,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651249RI,30031.9,39VS Cleaning 2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ENGLISH SPORTS COUNCIL T/A SPORTS ENGLAND,SIINV376,279225,6741576 Active Lives Survey 2021/2022 - delivery of two roll,WC1B 3HF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,09/05/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),YOUGOV PLC,219574,104474,6746443 Continuous tracking costs 2nd instalment  - requeste,EC1Y 8RT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),NEWCASTLE UPON TYNE CITY COUNCIL,1.80E+12,69381,6746563 Newcastle - Individual Placement and Support employm,NE1 8PP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Additions-SW LIC,NHSX,INSIGHT DIRECT UK LTD,2100189134,2062366.8,AAA-10842 - O365E3 ShrdSvr  PerUsr - 13 months,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Additions-SW LIC,NHSX,INSIGHT DIRECT UK LTD,2100189133,5694000,AAA-10842 - O365E3 ShrdSvr ALNG SubsVL MVL PerUsr,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2022,Service charge - ICT,NHS and Workforce,SMARTSIMPLE,10003090,28749.95,ACCEA SmartSimple hosting per year,W6 8AF,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1037,37298.41,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1023,39176.47,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1013,39245.35,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1011,39268.13,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1005,60320.03,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1003,70960.3,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,09/05/2022,Telephone costs,Global Health,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1001,71097.79,Add: 119 - HGS additional costs,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),SERCO LTD,91845158,68352.53,Add: A3 HSIU: Administration costs 2021-22 - top-up,RG27 9UY,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000004,341436.19,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000003,260167.06,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000002,3099549.63,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000001 PO554219,930995.11,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000001,930995.11,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,508751,128272.96,Addition 1: DHSC0128 TLT Contracts and Disputes,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,507193,171560.58,Addition 1: DHSC0128 TLT Contracts and Disputes,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,506654,58211.14,Addition 1: Disbursements Monthly 2022,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2022,Additions-IT,NHS and Workforce,INSIGHT DIRECT UK LTD,2100218268,27209.9,Addition 1: Ext - IT Hardware/software/support & warranties,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Additions-IT,NHS and Workforce,INSIGHT DIRECT UK LTD,2100194119,101360.46,Addition 1: Ext - IT Hardware/software/support & warranties,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,508640,142716,Addition 1: GLD Commercial Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,507065,146372.02,Addition 1: GLD Commercial Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,508145,209183.58,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,506619,163447.95,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,504642,129907.96,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,502853,148818.94,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,501604,250075.88,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,500406,181759.44,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,499263,195900.03,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,496975,226769.04,Addition 1: GLD General Litigation - Monthly Charged ,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,508186,31960.92,Addition 2: Disbursements Monthly 2021-22,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/05/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,506654,18039.08,Addition 2: Disbursements Monthly 2021-22,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Training (Learning and Development),Public Health,THE FORWARD TRUST,8106,133.33,Addition: Payment to the Forward Trust,SE11 5DP,Large,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Research & development,NHSX,UNITY INSIGHTS LIMITED,INV-0057,66678.87,AI Award,BN11 1RL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2022,Research & development,NHSX,UNIVERSITY OF EDINBURGH,Z0038733,212000,AI Award -,EH1 1HT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Research & development,Chief Scientific Advisor,NEURONOSTICS LIMITED,INV-21032,36992.5,AI Call,EX4 4RN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Research & development,Chief Scientific Advisor,DEM DX LIMITED,831,43366.03,AI Call,N7 8LB,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2022,Research & development,Chief Scientific Advisor,DEM DX LIMITED,828,43366.03,AI Call,N7 8LB,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,NEWCASTLE UNIVERSITY,ASI0022023,57826,AI Call,NE1 7RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,IMPERIAL COLLEGE LONDON,ASI0022053,308736,AI Call,SW7 2AZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY OF,ASI0021926,153982,AI Call,CB2 1TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/05/2022,Capital policy payments,NHSX,QINETIQ LTD,117068246,27019.13,AI Skunkworks Acute Kidney Injury deterioration prediction,GU14 0LX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2022,Capital policy payments,NHSX,AIDENCE BV,2022014,500000,Aidence AI Award Contract,1017WV,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,09/05/2022,Consultancy/Professional Advice,NHSX,AKAMAI TECHNOLOGIES LIMITED,22331000514,38700.37,AKAMAI Covid Status Cert - extension,EC4A 3TW,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,ASI0021993,185150,Applied Research Collaborations (ARCs),BS1 9JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ASI0022003,264558,Applied Research Collaborations (ARCs),SO16 6YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ASI0022002,168947,Applied Research Collaborations (ARCs),B15 2TH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,ASI0022008,270452,Applied Research Collaborations (ARCs),BN13 3EP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ASI0022000,231550,Applied Research Collaborations (ARCs),EX1 2ED,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,OXFORD HEALTH NHS FOUNDATION TRUST,ASI0021998,162521,Applied Research Collaborations (ARCs),OX1 5RW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ASI0021999,245475,Applied Research Collaborations (ARCs),NG3 6AA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ASI0021997,387636,Applied Research Collaborations (ARCs),NE3 3XT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,NHS LIVERPOOL CCG,ASI0021992,189035,Applied Research Collaborations (ARCs),L1 4AZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,ASI0021996,166048,Applied Research Collaborations (ARCs),M13 0ZY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ASI0022009,220302,Applied Research Collaborations (ARCs),SE5 9RS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ASI0021994,183298,Applied Research Collaborations (ARCs),SW10 9NH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ASI0021995,178662,Applied Research Collaborations (ARCs),CB1 5EE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ASI0022001,194504,Applied Research Collaborations (ARCs),BD9 6RJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,BARTS HEALTH NHS TRUST,ASI0022004,182819,Applied Research Collaborations (ARCs),E1 8PR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-923,185720.71,April 2021 - March 2022 CCNs,SL1 2EJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-923,25744.93,April 2021 - March 2022 Core Service Charges,SL1 2EJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2022,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-931,237202.2,April 2022 - Dec 2022 CCNs incl TU Rebates,SL1 2EJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2022,Storage costs,Global Health,EDDIE STOBART LIMITED,PM/0147474,394944.33,Bardon Warehouse Costs,WA4 4TQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/05/2022,Storage costs,Global Health,EDDIE STOBART LIMITED,PM/0147411,416526.69,Bardon Warehouse Costs,WA4 4TQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2022,Storage costs,Global Health,EDDIE STOBART LIMITED,PM/0147241,392661.55,Bardon Warehouse Costs,WA4 4TQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/05/2022,Storage costs,Global Health,EDDIE STOBART LIMITED,PM/0147053,399192.65,Bardon Warehouse Costs,WA4 4TQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2022,Storage costs,Global Health,EDDIE STOBART LIMITED,PM/0146925,393316.1,Bardon Warehouse Costs,WA4 4TQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2022,Storage costs,Global Health,EDDIE STOBART LIMITED,PM/0146855,447005.09,Bardon Warehouse Costs,WA4 4TQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E54544,84653.82,Better Health Obesity Campaign Q4 Biddable 21-22,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),CENTRE FOR MENTAL HEALTH,1304,71940,Better Mental Health Fund Evaluation,SE1 1LB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Building repairs & maintenance,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651254RI,13992.5,BH Building/Maintanence  2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Facilities management: contract,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651254RI,14433.09,BH Central FM 2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Cleaning: contract,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651254RI,9181.59,BH Cleaning 2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,25/05/2022,Security: contract,Finance and Group Operations,EMCOR FACILITIES SERVICES LTD,00651254RI,1730.79,BH Security 2022/23,SO53 3YE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ASI0021956,203605,Bio-Medical Research Centres,LE5 4QF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,ASI0021964,347644,Bio-Medical Research Centres,BS1 9JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ASI0021953,241818,Bio-Medical Research Centres,SO16 6YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ASI0021957,225766,Bio-Medical Research Centres,B15 2TH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ASI0021966,2176572,Bio-Medical Research Centres,NW1 2BX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ASI0021959,717905,Bio-Medical Research Centres,SW3 6JJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/05/2022,Research & development,Chief Scientific Advisor,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ASI0021963,282644,Bio-Medical Research Centres,NE7 7DN,Govn,,,
