Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92116762A," 10,229,760.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92119104A," 10,229,760.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92049177A," 4,807,680.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92042785A," 4,792,320.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92073565A," 4,792,320.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92084705A," 3,609,600.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92203531," 3,456,000.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92101611A," 2,903,040.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92014260A," 2,396,160.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92017693A," 1,198,080.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92077897A," 1,198,080.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92021675A," 1,159,680.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,Outsourcing Contract,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92011599A," 46,080.00 ",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0003742," 117,415.83 ",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0003845," 79,603.50 ",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0003786," 58,697.91 ",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0003725," 42,983.60 ",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0003581," 12,381.11 ",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0003695," 138,225.93 ",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Other programme expenditure,Global Health,ACCORA LTD,432595," 1,471,334.30 ",,SG8 5QP,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Other programme expenditure,Global Health,ACCORA LTD,433066," 1,278,739.48 ",,SG8 5QP,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Other programme expenditure,Global Health,ACCORA LTD,432003," 1,130,549.90 ",,SG8 5QP,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Other programme expenditure,Global Health,ACCORA LTD,433472," 190,576.40 ",,SG8 5QP,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,02/12/2020,Other programme expenditure,Global Health,ADRECO LIMITED,1711784," 683,280.00 ",,MK1 1DR,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,02/12/2020,Other programme expenditure,Global Health,ADRECO LIMITED,1711784," 666,792.00 ",,MK1 1DR,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,02/12/2020,Other programme expenditure,Global Health,ADRECO LIMITED,1711784," 94,032.00 ",,MK1 1DR,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,07/12/2020,NT UK motor vehicles costs,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000006," 6,073,806.30 ",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,30/12/2020,Additional support for delivery of Healthcare services,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000041," 2,890,296.91 ",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Additional support for delivery of Healthcare services,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000022," 4,599,777.03 ",,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2020,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-778," 3,598,195.10 ",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-794," 205,040.00 ",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2020,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-780," 23,820.00 ",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/12/2020,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-780," 3,628.00 ",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0003770," 32,188.00 ",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0003950," 114,858.22 ",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0004152," 218,431.78 ",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0003865," 54,510.65 ",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0003717," 36,583.38 ",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0003534," 56,697.00 ",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226499," 24,113.70 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226511," 20,700.00 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226574," 20,037.60 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229152," 19,617.44 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226565," 17,953.64 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229045," 16,814.77 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229200," 15,521.33 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226602," 14,365.50 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229072," 14,351.41 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229201," 14,166.25 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231891," 13,858.20 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229054," 12,503.40 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231762," 12,503.40 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226580," 12,318.60 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231877," 12,010.68 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229127," 11,908.14 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226507," 11,086.74 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226581," 11,086.68 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231748," 10,778.76 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226541," 10,585.01 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229044," 9,854.88 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2215315," 9,600.00 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,548603," 7,760.70 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/12/2020,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231892," 7,623.72 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229131," 7,560.72 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226527," 7,560.72 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226578," 7,560.72 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231792," 7,560.72 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229112," 7,391.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231820," 7,391.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226548," 7,391.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226621," 7,067.88 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231781," 7,035.00 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226608," 6,898.42 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229165," 6,898.42 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231874," 6,898.42 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231901," 6,898.32 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229140," 6,159.30 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226570," 6,159.30 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229122," 6,149.16 ",Contractor/ Staff Substitution,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231829," 6,149.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231905," 6,073.08 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226490," 5,820.50 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231835," 5,670.54 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226616," 5,670.54 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229093," 5,617.20 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226533," 5,617.20 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231745," 5,589.64 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229097," 5,544.53 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231807," 5,544.53 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226537," 5,544.53 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229039," 5,543.42 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229042," 5,543.34 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229141," 5,543.34 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226530," 5,307.84 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229102," 5,292.50 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231811," 5,292.50 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226559," 5,124.30 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229130," 5,040.48 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231838," 5,040.48 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226567," 5,040.48 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231878," 4,927.44 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226613," 4,927.44 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,549722," 4,927.44 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231769," 4,841.21 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226505," 4,841.21 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229061," 4,841.21 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2202679," 4,800.00 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229044," 4,800.00 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229146," 4,742.70 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226588," 4,742.70 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226630," 4,742.64 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226633," 4,725.48 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231771," 4,706.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226508," 4,706.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229063," 4,706.16 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231766," 4,696.07 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226595," 4,619.52 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226626," 4,564.02 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2229188," 4,564.02 ",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/12/2020,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231904," 4,564.02 ",,EC2N 3AQ,Large,,,,
