Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,07/02/2022,Research & development,NHSX,SKIN ANALYTICS LIMITED,INV-0251,678934,Skin Analytics Ltd -AI Award Research,EC1R 3AB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,07/02/2022,Contractor/ Staff Substitution,NHSX,MASON ADVISORY LTD,INV002959,66896.4,COVID Status Cert -MasonAdvisory Security service,M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,07/02/2022,Consultancy/Professional Advice,NHSX,CXPARTNERS LTD,INV-1005,48482,Mental Health - Interoprobility,BS1 5UE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,01/02/2022,Research & development,NHSX,HEALTHY IO UK LTD,INVUK20200202,479808,Addtional line- Healthy . IO,W1G 0AN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,01/02/2022,Research & development,NHSX,HEALTHY IO UK LTD,INVUK20200195,479808,Addtional line- Healthy . IO,W1G 0AN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2022,Revenue Grants to non-profit institutions,NHS and Workforce,TROPICAL HEALTH AND EDUCATION TRUST THET,ASI0019684,164476,2021_042a THET Building the Future International Workforce - Ghana,W1G 0AE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/02/2022,Publicity & advertising,NHS and Workforce,TERRAFIX LTD,120531,39650,MDVS Contingency: CR1021 - NMA Connectivity to Legacy Airwave Handheld Devices (Milestones 1-5),ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,21/02/2022,Travel & subsistence non staff,NHS and Workforce,TERRAFIX LTD,120493,32400,NMA Lite licence fee ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2022,Publicity & advertising,NHS and Workforce,TERRAFIX LTD,120509,25730,MP5: Milestone 3: System Testing Complete,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2022,Publicity & advertising,NHS and Workforce,TERRAFIX LTD,120508,25348.5,MP5: Milestone 5: Go Live,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2022,Publicity & advertising,NHS and Workforce,TERRAFIX LTD,120507,73642.5,MP5: Milestone 4: Integration Testing Complete,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,07/02/2022,Travel & subsistence non staff,NHS and Workforce,TERRAFIX LTD,120462,55296,NMA Lite licence fee ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Outsourcing Contract,Global Health,IMPACTT LIMITED,7793,31443.3,MDS Audit Services,NW9 6BX,Small,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0899,165984,Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2022,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,224012,748866.62,Additional Rental Containers Oct 21 - Mar 22,WF4 3FU,Small,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2022,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,224007,33720,Actavo container rent Oct 21 - Mar 22,WF4 3FU,Small,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2022,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0893,165984,Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2022,IT minor costs non capital,Global Health,ATAMIS LTD,A2020-1110,73728,PPE Atamis Licenses FY 21-22,CF10 1EW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2022,IT minor costs non capital,Global Health,ATAMIS LTD,A2020-1110,43080,OneWorld integration costs FY 21-22,CF10 1EW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2022,Other programme expenditure,Global Health,TOFFELN LTD,539782B,151724,REf PO 546204 balance on account,BS15 4FW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2022,Other programme expenditure,Global Health,TOFFELN LTD,539782,305276,REf PO 546204 balance on account,BS15 4FW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2022,Professional fees,Global Health,QUALCO UK LIMITED,12432,116692.25,Debt Management Services for MQS Hardship cases,KT12 4RZ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2022,Professional fees,Global Health,QUALCO UK LIMITED,12377,204004,Debt Management Services for MQS Hardship cases,KT12 4RZ,Small,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2022,Additions-SW LIC,Global Health,THELOGICALLY LIMITED,INV-0066,57000,To monitor threats towards HPIs,HD6 2RW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2022,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0888,165186,Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,11/02/2022,Storage costs,Global Health,LINCOLN POLYTHENE LTD,5009944,65372,3PL storage of flat packed aprons,LN5 8LG,Small,,,
Department of Health and Social Care,Department of Health and Social Care,11/02/2022,Storage costs,Global Health,LINCOLN POLYTHENE LTD,5009941,65372,3PL storage of flat packed aprons,LN5 8LG,Small,,,
Department of Health and Social Care,Department of Health and Social Care,11/02/2022,Storage costs,Global Health,LINCOLN POLYTHENE LTD,5009565,65372,3PL storage of flat packed aprons,LN5 8LG,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/02/2022,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0881,150024,Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2022,Other programme expenditure,Global Health,TOFFELN LTD,CANX539782A,151724,REf PO 546204 balance on account,BS15 4FW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2022,Other programme expenditure,Global Health,TOFFELN LTD,539782A,-151724,REf PO 546204 balance on account 09.02.2022,BS15 4FW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,09/02/2022,Other programme expenditure,Global Health,EUMAR TECHNOLOGY LTD,INV-0886,165186,Type IIR Face Masks for COVID-19 (New CC),HR1 3SE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,04/02/2022,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,224004,58592.69,Additional Rental Containers Oct 21 - Mar 22,WF4 3FU,Small,,,
Department of Health and Social Care,Department of Health and Social Care,04/02/2022,Storage costs,Global Health,ACTAVO BUILDING SOLUTIONS UK LIMITED,224004,871819.2,Additional Rental Containers Dec 21 - Mar 22,WF4 3FU,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2022,Publicity & advertising,Finance and Group Operations,WORCESTERSHIRE MEDAL SERVICE LIMITED,32113,43570.8,Platinum Jubilee ,B61 8LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2022,Publicity & advertising,Finance and Group Operations,WORCESTERSHIRE MEDAL SERVICE LIMITED,32111,44460,Platinum Jubilee ,B61 8LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2022,Publicity & advertising,Finance and Group Operations,WORCESTERSHIRE MEDAL SERVICE LIMITED,32109,47305.44,Platinum Jubilee ,B61 8LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/02/2022,Publicity & advertising,Finance and Group Operations,WORCESTERSHIRE MEDAL SERVICE LIMITED,31861,52907.4,Platinum Jubilee ,B61 8LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2022,Service charge - ICT,Finance and Group Operations,MOZAIC SERVICES LTD,1604,257040,IMS4 Technical Support Call Off,EC2R 7HG,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/02/2022,Consultancy/Professional Advice,Finance and Group Operations,K2 CONSULTANCY LIMITED,5151,68560,Hospital 1.0 Variation,SE1 2EL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,07/02/2022,Publicity & advertising,Finance and Group Operations,WORCESTERSHIRE MEDAL SERVICE LIMITED,31254,32366.88,Platinum Jubilee ,B61 8LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,21/02/2022,Outsourcing Contract,Commercial,ATAMIS LTD,A2020-1107,74700,Atamis eCommercial System,CF10 1EW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,21/02/2022,Outsourcing Contract,Commercial,ATAMIS LTD,A2020-1104,42282.75,Atamis eCommercial System,CF10 1EW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,18/02/2022,Capital Grants to non-profit institutions,Commercial,CORNWALL AIR AMBULANCE TRUST,ASI0019589,54644.58,21/22 Air Amb Cap grant - 2019/010b/YR3 - Cornwall Air Ambulance,TR8 4DY,Small,,,
Department of Health and Social Care,Department of Health and Social Care,02/02/2022,Service charge - ICT,Commercial,NQC LTD,222313,30000,Licencing costs ,M1 1FN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,23/02/2022,Research & development,Chief Scientific Advisor,OPEN MEDICAL LIMITED,OM122021RD,54504,AI_AWARD02365,W5 5BW,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2022,Research & development,Chief Scientific Advisor,MYWAY DIGITAL HEALTH LIMITED,INV-0127,125037,AWARD02234,DD2 4BF,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2022,Research & development,Chief Scientific Advisor,CORPORATEHEALTH INTERNATIONAL UK LTD,UK211231,182304,AI_AWARD02440,IV2 5NA,Small,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WORCESTERSHIRE COUNTY COUNCIL,21022022AH1156GD5853,894234,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E1821X-WORCESTERSHIRE COUNTY COUNCIL",WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WOLVERHAMPTON CITY COUNCIL,21022022AH1156GD5853,516179,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E4607X-WOLVERHAMPTON CITY COUNCIL",WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WOKINGHAM COUNCIL,21022022AH1156GD5853,150596,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E0306X-WOKINGHAM COUNCIL",RG40 1WJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WIRRAL METROPOLITAN BOROUGH COUNCIL,21022022AH1156GD5853,675138,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL",CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,21022022AH1156GD5853,178671,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF",SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WILTSHIRE COUNTY COUNCIL,21022022AH1156GD5853,683649,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E3902X-WILTSHIRE COUNTY COUNCIL",BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WIGAN METROPOLITAN BOROUGH COUNCIL,21022022AH1156GD5853,597083,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL",WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WEST SUSSEX COUNTY COUNCIL,21022022AH1156GD5853,1238795,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E3820X-WEST SUSSEX COUNTY COUNCIL",PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WEST NORTHAMPTONSHIRE COUNCIL,21022022AH1156GD5853,545631,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E2802X-WEST NORTHAMPTONSHIRE",CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WEST BERKSHIRE COUNCIL,21022022AH1156GD5853,187837,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E0302X-WEST BERKSHIRE COUNCIL",RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WARWICKSHIRE COUNTY COUNCIL,ICF REF 25.02.22,-233891,ICTF1 ICF Refund Warwickshire,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WARWICKSHIRE COUNTY COUNCIL,21022022AH1156GD5853,837969,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E3720X-WARWICKSHIRE COUNTY COUNCIL",CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WARRINGTON BOROUGH COUNCIL,21022022AH1156GD5853,308902,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E0602X-WARRINGTON BOROUGH COUNCIL",WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WANDSWORTH LONDON BOROUGH COUNCIL,21022022AH1156GD5853,486546,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL",SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WALTHAM FOREST LONDON BOROUGH COUNCIL,21022022AH1156GD5853,408259,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E5049X-WALTHAM FOREST LONDON BOROUGH COUNCIL",E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WALSALL METROPOLITAN BOROUGH COUNCIL,21022022AH1156GD5853,536934,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL",WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ICF1 REF 28.02.22,-83529.84,ICF1 REFUND WAKEFIELD,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/02/2022,Revenue Grants to local authorities,Social Care Group,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,21022022AH1156GD5853,618328,"GD5853- Workforce Recruitment and Retention Fund, round 2 (round 2)-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL",WF1 9AJ,Govn,,,
