Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520178,"1,013,760.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492140,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492141,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492142,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492143,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492144,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492145,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492146,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92492147,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571156,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571157,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571158,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571159,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571160,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571161,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571162,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571163,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571169,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571171,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571172,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571173,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571175,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571176,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571177,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571178,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92571179,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581361,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581362,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581363,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581364,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581366,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581367,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581369,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92581370,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520170,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520171,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520172,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520173,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520175,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520176,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,08/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92520177,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92620067,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92620068,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92620069,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2021,Other programme expenditure,Global Health,ABBOTT RAPID DIAGNOSTICS LTD,92620070,"1,152,000.00",,SK7 5BW,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009641,"59,968.55",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009599,"2,295.55",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009993,"25,379.21",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009753,"79,603.50",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009455,"12,381.11",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009626,"42,996.17",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009477,"45,238.00",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009477,"45,238.00",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009688,"58,698.27",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0010223,"59,661.79",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009722,"81,209.77",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009971,"12,743.42",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Research & development,Chief Scientific Advisor,ABERDEEN UNIVERSITY OF,ASI0009591,"138,226.19",,AB24 3FX,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500812,"521,106.84",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003497977,"638,926.08",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003501106,"3,459.17",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003499322,"4,514.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500968,"7,603.57",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003499322,"10,174.50",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003501175,"12,018.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003499323,"22,572.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500321,"22,572.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003499323,"23,085.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500321,"30,780.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500884,"48,597.12",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500321,"56,202.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003499323,"56,928.76",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003501137,"93,134.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500881,"154,864.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500917,"160,663.32",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003501668,"169,330.98",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003501138,"362,973.36",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003501140,"459,879.90",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492221,"9,811.97",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489069,"12,264.96",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489069,"13,214.98",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489068,"13,491.46",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003498435,"16,492.44",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492221,"17,344.66",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500987,"18,931.20",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500987,"22,272.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003498435,"24,795.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003497430,"25,536.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500987,"26,880.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500811,"28,927.50",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500987,"30,780.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500811,"31,235.23",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492221,"34,713.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500908,"36,822.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003497430,"38,760.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500987,"42,816.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500908,"48,518.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489069,"56,202.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500811,"79,324.60",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003498435,"79,330.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500906,"79,594.56",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,17/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003495993,"80,996.45",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489068,"94,663.16",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500908,"95,304.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492221,"99,890.23",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489069,"102,828.18",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003498435,"102,828.18",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003489068,"104,965.50",,EC3M 3BD,Large,,,,
