Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Social Care Group,EAST SUSSEX COUNTY C,16052023AH1130GD6549,2540000,GD6549 Adult Social Care International Recruitment -E1421X-EAST SUSSEX COUNTY COUNCIL,BN21 3UU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Social Care Group,CAMDEN LONDON BOROUG,16052023AH1130GD6549,290000,GD6549 Adult Social Care International Recruitment -E5011X-CAMDEN LONDON BOROUGH COUNCIL,WC1H 8NG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Social Care Group,BURY METROPOLITAN BO,16052023AH1130GD6549,690000,GD6549 Adult Social Care International Recruitment -E4202X-BURY METROPOLITAN BOROUGH COUNCIL,BL9 0SP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F05429,46983.59,ASC Campaign- OLV Youtube (Core),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F05429,46.48,ASC Campaign- OLV Youtube (ASBOF),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F05427,95980.58,ASC Campaign- Digital Audio (Core),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F05427,94.97,ASC Campaign- Digital Audio (ASBOF),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F04151,56232.67,ASC Campaign - Search (Core),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F04151,55.52,ASC Campaign - Search (ASBOF),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/05/2023,Publicity & advertising,Social Care Group,OMD GROUP LTD,F04149,50915.61,ASC Campaign - Social (Core),N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2023,Outsourcing Contract,Social Care Group,NHS ARDEN AND GREATE,7312627728,53119.54,SCG Assurance & Data CLD Project Costs - AGEM,LE1 6NB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2023,Revenue Grants to local authorities,Social Care Group,ROTHERHAM METROPOLIT, ICTF3 IPC & Testing,-50182.09, ICTF3 IPC & Testing - Rotherham,S60 1AE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2023,Revenue Grants to local authorities,Social Care Group,KENSINGTON AND CHELS,WRRF2,-41399,WRRF2 - KENSINGTON & CHELSEA,W8 7NX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/05/2023,Revenue Grants to local authorities,Social Care Group,KENSINGTON AND CHELS,WRRF1,-155601,WRRF1  - KENSINGTON & CHELSEA,W8 7NX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2023,Outsourcing Contract,Social Care Group,IMPROVEMENT AND DEVE,64008206,620520,BCF Support Programe Q4 2023,SW1P 3HZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B23040130878,26896.44,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037140,33746.8456,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037126,54031.17497,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037132,48388.89929,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037123,42505.14349,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037127,61196.6329,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037134,74180.83274,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037124,25457.57638,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037137,58865.42105,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037125,48704.68097,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037130,61897.85399,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037133,36725.06733,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1037131,59044.42485,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0423-935,26656.8401,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Peacheys,NHS0423-881,58336.8579,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Gateshead,COU2304,33334.453,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0414528,62913.9,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0414527,90810.778,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0414525,26054.802,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0414523,126624.04,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Marden),SIN0414520,37167.983,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414291,25801.64,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414288,29783.37,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414287,42932.908,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414286,25145.55,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414285,72159.567,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414284,35320.49,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414283,50335.051,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414281,60504.16,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414280,26419.35,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414279,29064.174,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414277,35813.211,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414276,26741.75,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414275,32999.308,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Birmingham),SIN0414274,106926.584,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0413361,49884.012,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0413358,97067.797,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0413356,26674.74,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (St Helens),SIN0413353,43992.51,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Liverpool,W23031523352,34855.658,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B23030131908,42239.765,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Bodmin,B23030131878,59058.285,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0413170,29378.95,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0413169,77916.57,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0413168,58555.842,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0413166,32278.58,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0413165,25526.19,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Peterborough),SIN0413164,58327.086,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031841,34437.9825,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031791,49958.823,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031798,26050.136,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031792,46299.1265,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031799,78019.497,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031795,26415.563,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031796,29772.248,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031800,39909.521,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,GW Price,1031803,60694.97,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412853,60422.949,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412852,112422.697,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412845,28356.16,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412844,49340.58,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412840,26023.68,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412839,30391.799,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412837,31968.66,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412836,33474.09,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412835,25571.91,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,MWW (Chesham),SIN0412834,30325.56,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H23031531885,27372.769,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H23031531937,28093.88,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/05/2023,SFVS - product & distribution cost,Public Health,Total Produce - Hereford,H23031531916,29062.07,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,05/05/2023,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSP,965785,18000000,funding to underpin NHSBT’s position.,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,03/05/2023,Training (Learning and Development),Office For Health Improvement & Disparities (OHID),THE UNIVERSITY OF COLORADO,FCP0001578,33039.16,Inv DHSC-1007_LIC REGENTS OF THE UNIVERSITY OF COLORADO,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9424000002,1234712.72,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/05/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9424000001,2163456.44,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),SOUTHAMPTON CITY COU,81208992,35406,Uplift: Southampton IPS Employment and Welfare service Q2 22/23,SO15 1GX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),DEPARTMENT FOR CULTU,6059,4700000,School Games Organiser Network  Sep 2022- Mar 2022,SW1A 2BQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Research & development,Office For Health Improvement & Disparities (OHID),KENT UNIVERSITY OF,572638,223455.02,2022-23 Costs for HBSC,CT2 7NZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,F04351,126807.5,BH-EMM Youth campaign C4 Media Partnership,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9424000006,50907.46,SFVS: Reimbursement costs 2023 - 2024,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9424000005,722242.12,SFVS: Reimbursement costs 2023 - 2024,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/05/2023,Other programme expenditure,Office For Health Improvement & Disparities (OHID),OXFORD UNIVERSITY IN,44134,120000,Pre-evaluation Study NIPD in SCT  screening prog,OX2 0JB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN B,240523TC1152GD6554,455004,In Patient Detox Grant 2023-24-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NOTTINGHAMSHIRE COUN,240523TC1152GD6554,485463,In Patient Detox Grant 2023-24-E3021X-NOTTINGHAMSHIRE COUNTY COUNCIL,NG2 7QP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH TYNESIDE METRO,240523TC1152GD6554,136334,In Patient Detox Grant 2023-24-E4503X-NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,NE28 6UZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH SOMERSET COUNC,240523TC1152GD6554,314671,In Patient Detox Grant 2023-24-E0104X-NORTH SOMERSET COUNCIL,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LEEDS CITY COUNCIL,240523TC1152GD6554,240659.26,In Patient Detox Grant 2023-24-E4704X-LEEDS CITY COUNCIL,LS2 8JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),KENT COUNTY COUNCIL,240523TC1152GD6554,128713,In Patient Detox Grant 2023-24-E2221X-KENT COUNTY COUNCIL,ME14 1XQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),HAMPSHIRE COUNTY COU,240523TC1152GD6554,699712.1,In Patient Detox Grant 2023-24-E1721X-HAMPSHIRE COUNTY COUNCIL,SO23 8UJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ESSEX COUNTY COUNCIL,240523TC1152GD6554,484051.3,In Patient Detox Grant 2023-24-E1521X-ESSEX COUNTY COUNCIL,CM1 1JZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),DURHAM COUNTY COUNCI,240523TC1152GD6554,88349.86,In Patient Detox Grant 2023-24-E1302X-DURHAM COUNTY COUNCIL,DH1 5UL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),DONCASTER METROPOLIT,240523TC1152GD6554,594874,In Patient Detox Grant 2023-24-E4402X-DONCASTER METROPOLITAN BOROUGH COUNCIL,DN1 1GG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),CORNWALL COUNCIL,240523TC1152GD6554,212168,In Patient Detox Grant 2023-24-E0801X-CORNWALL COUNTY COUNCIL,TR1 3AY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,23/05/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),EAST SUSSEX COUNTY C,8004117526,34734,Q1 IPS employment welfare service East Sussex,BN21 3UU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),HH ASSOCIATES UK LIM,260163656,44029.27,Better Health Start for Life  printing,KT22 9DF,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS,SI33085,37500,BH-EMM_Youth Cutdowns/ Assets,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/05/2023,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),WELLSET REPO LIMITED,9010667017,25000,Food scanner CMS and front end optimisations/JC,GU6 8AJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN B,170523TC0944GD6442,37561.25,GD6442 Individual Placement Support Grant-E4210X-WIGAN METROPOLITAN BOROUGH COUNCIL,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WAKEFIELD METROPOLIT,170523TC0944GD6442,37567.5,GD6442 Individual Placement Support Grant-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TOWER HAMLETS LONDON,170523TC0944GD6442,42495,GD6442 Individual Placement Support Grant-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKTON ON TEES BOR,17052023TC0926GD6433,56795,GD6433 Individual Placement Support Grant-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE COUNTY,170523TC0944GD6442,33750,GD6442 Individual Placement Support Grant-E3421X-STAFFORDSHIRE COUNTY COUNCIL,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ST HELENS METROPOLIT,17052023TC0926GD6433,31500.41,GD6433 Individual Placement Support Grant-E4303X-ST HELENS METROPOLITAN BOROUGH COUNCIL,WA10 1HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTHAMPTON CITY COU,170523TC0944GD6442,37123.25,GD6442 Individual Placement Support Grant-E1702X-SOUTHAMPTON CITY COUNCIL,SO15 1GX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTH TYNESIDE COUNC,170523TC0944GD6442,34910.75,GD6442 Individual Placement Support Grant-E4504X-SOUTH TYNESIDE COUNCIL,NE33 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/05/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SHEFFIELD CITY COUNC,170523TC0944GD6442,37091,GD6442 Individual Placement Support Grant-E4404X-SHEFFIELD CITY COUNCIL,S1 1UJ,Govn,,,
