Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,"SFVS - product & distribution cost, during June 2022",Public Health,GW Price,974565,44057.93,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,"SFVS - product & distribution cost, during June 2022",Public Health,GW Price,974578,71250.111,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,"SFVS - product & distribution cost, during June 2022",Public Health,GW Price,974572,26473.115,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,"SFVS - product & distribution cost, during June 2022",Public Health,GW Price,974577,35945.135,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,"SFVS - product & distribution cost, during June 2022",Public Health,GW Price,974568,51308.155,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,"SFVS - product & distribution cost, during part May and part June 2022",Public Health,Total Produce - Wigan,W22051531352,40481.529,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,"SFVS - product & distribution cost, during part May and part June 2022",Public Health,Total Produce - Hereford,H22051531885,36551.493,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,"SFVS - product & distribution cost, during part May and part June 2022",Public Health,Total Produce - Hereford,H22051531937,35988.56,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,"SFVS - product & distribution cost, during part May and part June 2022",Public Health,Total Produce - Hereford,H22051531916,37031.199,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,"SFVS - product & distribution cost, during part May and part June 2022",Public Health,Total Produce - Gateshead,COU2206,31352.635,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (St Helens),SIN0366431,44437.827,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (St Helens),SIN0366425,83819.54,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,16/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (St Helens),SIN0366416,37031.42,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Marden),SIN0366381,57392.757,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Marden),SIN0366380,83331.019,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Marden),SIN0366379,25105.74,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Marden),SIN0366378,115059.226,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Marden),SIN0366376,34212.16,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365736,27184.476,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365735,37683.732,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365733,63674.32,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365732,30937.31,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365731,45078.28,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365729,54573.989,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365727,26259.55,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365725,31615.82,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365723,28958.859,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Birmingham),SIN0365722,96938.609,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Peterborough),SIN0365534,25427.86,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Peterborough),SIN0365533,66608.51,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Peterborough),SIN0365532,49361.556,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Peterborough),SIN0365530,26471.076,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,MWW (Peterborough),SIN0365528,49753.122,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,Total produce - Bodmin,B22050131908,37130.28,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,Total produce - Bodmin,B22050131878,51320.67,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,10/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,AG Axtons,INV-19731,92715.8,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,Total Produce - Bristol,B22050230865,34536.405,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,Total Produce - Bristol,B22050230801,33989.56,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,06/06/2022,"SFVS - product & distribution cost, during May 2022",Public Health,Total Produce - Bristol,B22050230933,38259.895,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,Contractor/ Staff Substitution,Public Health,NETWORKERS INTERNATIONAL UK PLC,NWII10011296,30483.6,Contractor/ Staff Substitution,BR1 1HP,Large,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),CARGO SERVICES FAR EAST ,FCP0000772,76199.35,EBANKGO01423852 Inv No: 220414 and 220415,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E40112,340233.94,Better Health Obesity Campaign Q4 Audio 21-22,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/06/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800225821,44898.67,Prevalence Estimates of Harmful Gambling Treatment,S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),SUPPLY CHAIN COORDINATION LIMITED – SCCL ONLY,3123000010,84500,S2 SFVS Admin Costs (inc HS Vits Mgmt Fee) 2021-22,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),IPSOS MORI UK LTD,22001498,88250,Infant Feeding Survey 2022/23,E1W 1YW,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/06/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ESSENTRA FILTER PRODUCTS LIMITED,2022/DN/FIC/LAB/017,28386,"6732906 Purchasing services for testing Tar, Nicotine & Carb",OX5 1HX,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),IPSOS MORI UK LTD,22001395,25000,SH: Innovation Fund Impact Evaluation,E1W 1YW,Large,,,
Department of Health and Social Care,Department of Health and Social Care,15/06/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E49980,619.5,Marketing services.,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,15/06/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E49980,29362.71,COBH Community Social Media,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,Secondees in invoiced costs,Office For Health Improvement & Disparities (OHID),NHS ENGLAND CBA033,7000044198,28084.96,Secondees in invoiced costs,LS2 7UE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000007,1038690.2,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),MULTI RESOURCE MARKETING LTD,144399,31464.01,HSRU Admin Costs (2022 - 2023),LE16 9NR,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ESSENTRA FILTER PRODUCTS LIMITED,2022/DN/FIC/LAB/013,28884,"6732906 Purchasing services for testing Tar, Nicotine & Carb",OX5 1HX,Small,,,
Department of Health and Social Care,Department of Health and Social Care,14/06/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ALLPAY LIMITED,Jun-22,5154644.87,Healthy Start Beneficiaries' prepaid card payments 2022-23,HR1 3SE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,08/06/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E55914,34133.85,S4L Weaning Biddable Media - top up,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,Research & development,NHSX,NANO-X AI LTD,FCP0000806,194054,Expense reimbursement according to the agreement for Q1/22,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,28/06/2022,Good received not invoiced (ST),NHSX,QINETIQ LTD,117068702,48546.43,Skunkworks - C275.1 Recruitment Shortlisting,GU14 0LX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,27/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002799,408160,"GPITF Continuity Call Off FY 21/22 SaaS, API and compliance",LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV081928,46152.38,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV081928,9244.98,"GPES 2122
Non-Core - GPDPPR Dec 21 - Mar 22",LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,24/06/2022,Consultancy/Professional Advice,NHSX,CXPARTNERS LTD,INV-1119,65880,Physical health checks - Mental Health,BS1 5UE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Other programme expenditure,NHSX,MASON ADVISORY LTD,INV003264,30000,COVID Cert Security Architecture,M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Other programme expenditure,NHSX,MASON ADVISORY LTD,INV003257,98292,COVID Cert Security Architecture,M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Other programme expenditure,NHSX,MASON ADVISORY LTD,INV003225,32100,COVID Cert Security Architecture,M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Other programme expenditure,NHSX,MASON ADVISORY LTD,INV003220,98292,COVID Cert Security Architecture,M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Contractor/ Staff Substitution,NHSX,DELOITTE,8002441979,264120,Deloitte COVID Status Cert PMO,EC4A 3HQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Contractor/ Staff Substitution,NHSX,DELOITTE,8002441977,282360,Deloitte COVID Status Cert PMO,EC4A 3HQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Contractor/ Staff Substitution,NHSX,DELOITTE,8002441976,244530,Deloitte COVID Status Cert PMO,EC4A 3HQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Contractor/ Staff Substitution,NHSX,DELOITTE,8002441975,80100,Deloitte COVID Status Cert PMO,EC4A 3HQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/06/2022,Contractor/ Staff Substitution,NHSX,DELOITTE,8002441974,199050,Deloitte COVID Status Cert PMO,EC4A 3HQ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2022,Other programme expenditure,NHSX,ANSWER DIGITAL LIMITED,5212,148800,Technical Architecture,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,21/06/2022,Other programme expenditure,NHSX,ANSWER DIGITAL LIMITED,5211,127800,Letters Service,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,20/06/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPES029,44900.7,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/06/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPES029,5739.26,"GPES various extracts 2122 Non-Core - GP2DRS, LDD, SMI & CVD",LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/06/2022,Additions-SW LIC,NHSX,CXPARTNERS LTD,INV-1122,55626,Mental Health Act/ACD,BS1 5UE,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPITF-SCP22,40000,GP IT Futures Framework agreement Schedule 2.3 Q1&2 FY2223,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPITF28,3400610.79,GP IT Futures Framework agreement Schedule 2.3 Q1&2 FY2223,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,13918,46579.41,GP IT Futures Framework agreement Schedule 2.3 Q1&2 FY2223,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,PRESCRIBING SERVICES LTD,PCECL627,274592.65,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,NR10 5RH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN/00000250,635562.18,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN/00000249,638214.97,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,PCTI SOLUTIONS LTD,ARIN/00000249,2250,"20085 GPITF Cont Call Off 21 22 SaaS charges, API, Compl.",SL3 9LL,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,IN PRACTICE SYSTEMS LTD,453236,40000,"GP IT Futures Framework agreement, Schedule 2.3 Q1&2 FY2223",SW8 3QJ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,IN PRACTICE SYSTEMS LTD,453235,33811.61,"GP IT Futures Framework agreement, Schedule 2.3 Q1&2 FY2223",SW8 3QJ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002833,210545.81,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002831,3868763.68,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002823CN,-231728.59,CN to cancel incorrectly paid invoice.,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002823B,231729.59,Correctly charged. A CN was applied previously & No line was added for it so 2x the value was removed incorrectly,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FCN001213,-187917.66,REF Inv: EM-FIN002750 PO560796,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,DXS UK LTD,23554,137718.1,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,GU8 6LB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,BLACK PEAR SOFTWARE LTD,INV-10537,47921.49,GPIT Futures Continuity Call Off,WR6 6TP,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,17/06/2022,Service charge - ICT,NHSX,ACCURX LIMITED,PLUS003828,60538.41,GP IT Futures Lot 1 Framework Agreement,N1 5AA,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,16/06/2022,Consultancy/Professional Advice,NHSX,SOCITM ADVISORY LTD,IN0000645,64753.99,Producing a social care terminology catalogue and a process,NN4 5EZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,15/06/2022,Printing,NHSX,HH ASSOCIATES UK LIMITED,260127541,182579.37,Print and Print Management,KT22 9DF,Large,,,
Department of Health and Social Care,Department of Health and Social Care,15/06/2022,Printing,NHSX,HH ASSOCIATES UK LIMITED,260127541,55294.31,COVID Status Cert -HH Associates vacc letters_Ext,KT22 9DF,Large,,,
Department of Health and Social Care,Department of Health and Social Care,15/06/2022,Outsourcing Contract,NHSX,NHS ENGLAND CBA033,7000040725,45381.6,North East Yorkshire NHSE/I Region,LS2 7UE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/06/2022,Additions-SW LIC,NHSX,JIGSAW SYSTEMS LTD TA JIGSAW24 LTD,PLPYJ0043973,-88110,PLPYJ0043973 PO559421,NG7 7JA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/06/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002750,187916.66,REF CN: EM-FCN001213 PO560796,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,09/06/2022,Research & development,NHSX,HEALTHY IO UK LTD,INVUK20200230,959616,Addtional line- Healthy . IO,W1G 0AN,Small,,,
