Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,22/04/2021,Research & development,Chief Scientific Advisor,ACADEMY OF MEDICAL SCIENCES,ASI0010775,"2,638.73",,W1B 1QH,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500335,"340,855.32",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500335,799.2,,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003500335,707.4,,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492164,"163,647.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492164,"140,448.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"122,304.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003498464,"38,304.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492164,"35,853.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"34,252.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003492164,"26,812.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"25,920.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"22,848.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"14,476.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"10,022.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Contractor/ Staff Substitution,Global Health,ACCENTURE UK LTD,3003500985,"1,620.00",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003504605,"314,983.14",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003504378,"194,380.80",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003504377,"181,562.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003504604,"95,942.40",,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003841880,-707.4,,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,Consultancy/Professional Advice,Global Health,ACCENTURE UK LTD,3003841879,-799.2,,EC3M 3BD,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/04/2021,HGC Main Account 10003053,GLOBAL AND PUBLIC HEALTH,ACCESSIBLY INC,FCP0000221,"67,500.00",Implementation Services,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,13/04/2021,Revenue Grants to non-profit institutions,Prevention Community and Social Care,ACTION ON SMOKING AND HEALTH,ASI0011018,"35,000.00",,EC1N 8JY,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Contractor/ Staff Substitution,Global Health,ADDLESHAW GODDARD LLP,AGI0891,"34,164.00",,EC1Y 4AG,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/04/2021,School Fruit and Veg Scheme,Global Health,AG Axton,8536,"60,871.91",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,HGC Main Account 10003053,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000200,"2,754,757.63",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,09/04/2021,HGC Main Account 10003053,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000188,"2,427,056.67",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/04/2021,HGC Main Account 10003053,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000204,"3,741,967.71",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,19/04/2021,HGC Main Account 10003053,GLOBAL AND PUBLIC HEALTH,AIR CHARTER SERVICE LTD,FCP0000198,"4,799,325.10",Air Freight,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-833,"87,204.65",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-825,"36,391.41",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-825,"170,856.52",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-826,"22,629.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-826,"3,446.60",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Service charge - ICT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-816,"11,521.20",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-818,"106,004.00",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Publicity & advertising,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-817,"4,228.16",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-832,"4,911.81",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-833,"41,281.16",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-825,"33,770.25",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-826,"1,097.92",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-826,274.48,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-823,-329.38,,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-831,"-1,317.50",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-829,"-33,770.25",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Additions-IT,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-830,"-49,537.39",,SL1 2EJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0011053,"32,568.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0010681,"97,566.17",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0010765,"83,604.10",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,30/04/2021,Research & development,Chief Scientific Advisor,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ASI0011318,"57,519.00",,L12 2AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2278225,"3,294.83",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2287852,"2,604.04",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2259834,"1,710.28",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231875,"1,699.25",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231876,"1,693.73",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2268912,"1,644.07",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2282694,"1,512.14",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2273658,"1,445.46",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2259835,"1,362.71",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302216,"1,283.18",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226496,"1,266.71",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/04/2021,Agency staff (temp admin),Adult Social Care,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242750,"1,058.40",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251732,945.1,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2255609,926.86,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2278283,893.76,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2268962,882.72,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2278245,882.72,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2264371,882.72,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2268961,882.72,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2278214,876.6,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2292751,871.69,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251823,871.69,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235605,866.17,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2264372,866.17,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2287853,860.65,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226610,860.65,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297670,860.65,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2273698,849.62,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2292750,849.62,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2273699,844.1,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297671,844.1,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226609,838.58,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,30/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311721,833.06,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239200,827.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2287890,811,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,20/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239201,811,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226497,772.38,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311700,739.28,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/04/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311660,708.62,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302276,678.59,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297694,673.08,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,01/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2226496,669.75,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302275,651.01,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307064,651.01,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307012,574.56,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2282752,568.25,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297625,553.1,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,16/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302317,551.7,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307098,485.5,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/04/2021,Agency staff (temp admin),Adult Social Care,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311711,396.9,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,09/04/2021,Agency staff (temp admin),Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2251864,319.99,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,06/04/2021,Agency staff (temp admin),Finance and Group Operations,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297625,129.6,,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2287849,"3,309,006.34",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/04/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2297668,"3,103,435.58",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/04/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2311695,"3,034,660.24",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/04/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2307060,"3,028,063.18",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/04/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2282748,"2,926,229.64",,EC2N 3AQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,14/04/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2302270,"2,656,430.14",,EC2N 3AQ,Large,,,,
