Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,04/03/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,AGE UK,ERS-627448-184461," 170,000.00 ",,WC1H 9NA,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,24/03/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,AGE UK SUNDERLAND,ERS-629754-186544," 37,500.00 ",,SR2 7AQ,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,AIREDALE NHS FOUNDATION TRUST,HAFS-29957," 113,000.00 ",,BD20 6TD,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,AIREDALE NHS FOUNDATION TRUST,HAFS-29956," 500,000.00 ",,BD20 6TD,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,AIREDALE NHS FOUNDATION TRUST,HAFS-29955," 510,000.00 ",,BD20 6TD,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-717," 234,918.60 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-716," 1,391,800.22 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-716," 2,114,165.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-721," 46,082.40 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-718," 27,448.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-722," 264,568.00 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-719," 29,748.19 ",,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-719, 437.41 ,,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,18/03/2020,Radio communications,FINANCE AND GROUP OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-719, 437.41 ,,SL1 2EJ,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-629523-185956," 118,871.37 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-627997-184653," 34,713.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-629207-185955," 54,510.65 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-629037-185953," 36,583.38 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-627797-184652," 60,465.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-29958," 38,000.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-30581," 250,000.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-30582," 411,793.00 ",,L12 2AP,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,"AMBULANC (SHENZHEN) TECH. CO., LTD",622148065," 810,241.45 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,ANTHONY NOLAN TRUST,105106," 25,834.00 ",,NW3 2NU,VCS,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-29959," 35,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-29962," 300,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-29960," 358,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-30512," 500,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-30513," 605,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-30514," 816,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions-PDC permanent,Holding CT Core,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,HAFS-29961," 1,500,000.00 ",,KT16 0PZ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5355," 133,958.00 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5455," 133,958.00 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2020,Outsourcing Contract,COMMUNITY CARE,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5382," 50,000.00 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2020,Outsourcing Contract,COMMUNITY CARE,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5381," 33,000.00 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2020,Consultancy/Professional Advice,COMMUNITY CARE,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5354," 8,241.60 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,26/03/2020,Consultancy/Professional Advice,COMMUNITY CARE,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,5354," 32,073.60 ",,SW8 2LL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,20/03/2020,IT minor costs non capital,FINANCE AND GROUP OPERATIONS,ATAMIS LTD,A2019-741," 225,840.00 ",,CF10 1EW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,20/03/2020,IT minor costs non capital,FINANCE AND GROUP OPERATIONS,ATAMIS LTD,A2019-740," 440,160.00 ",,CF10 1EW,SME,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331568," 70,462.34 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,10/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331572," 25,163.84 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331571," 26,522.17 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331649," 22,698.52 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331648," 58,568.00 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331648," 1,592.15 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,20/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584332016," 30,175.34 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584332014," 1,021,922.02 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331641," 39,150.00 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,27/03/2020,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584332433," 43,506.00 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,31/03/2020,Printing,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584330017," 24,996.38 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,05/03/2020,Printing,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584331360," 26,614.73 ",,WS11 0JA,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-629312-185541," 89,785.67 ",,BA1 3QE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-628265-184951," 27,126.00 ",,BA1 3QE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-628266-184952," 27,126.00 ",,BA1 3QE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-628568-185540," 34,911.00 ",,BA1 3QE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/03/2020,Additions NHS FTs Capital Investment Loans,Holding CT Core,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,LOAN PAYMENT HAFS-30730," 1,350,000.00 ",,BA1 3QE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions NHS Trust Working Capital Loans,Holding CT Core,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,HAFS-30145," 3,000,000.00 ",,BA1 3QE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BANGOR UNIVERSITY,ERS-628530-185846," 26,571.48 ",,LL57 2DG,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BANGOR UNIVERSITY,ERS-628560-185365," 27,828.18 ",,LL57 2DG,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BANGOR UNIVERSITY,ERS-628814-185847," 150,561.00 ",,LL57 2DG,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-30584," 325,000.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-30516," 1,437,000.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions NHS Trust Capital Investment Loans,Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-30147," 3,000,000.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions NHS Trust Capital Investment Loans,Holding CT Core,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-30146," 9,012,000.00 ",,WF3 1WE,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,"BARNET, ENFIELD & HARINGEY MENTAL HEALTH NHS TRUST",HAFS-30517," 250,000.00 ",,N15 3TH,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-30518," 125,000.00 ",,S75 2PY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-30519," 780,000.00 ",,S75 2PY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-628856-186407," 54,732.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-628842-186406," 72,267.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-629509-186410," 109,451.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-628045-184898," 151,624.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,02/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-627326-184340," 162,697.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-629188-186409," 99,664.56 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-627939-184896," 2,501,956.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-629134-186408," 49,350.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-628595-185880," 99,859.64 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-627864-184897," 82,251.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-628752-185883," 25,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BARTS HEALTH NHS TRUST,ERS-628526-185879," 30,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30585," 30,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30520," 234,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30522," 380,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-29967," 562,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-29966," 946,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30521," 1,136,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,02/03/2020,Additions NHS Trust Capital Investment Loans,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-29938," 1,428,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-29965," 1,564,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions NHS Trust Capital Investment Loans,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30148," 5,000,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions NHS Trust Capital Investment Loans,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30110," 7,800,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions NHS Trust Working Capital Loans,Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-30149," 44,459,000.00 ",,E1 8PR,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30524," 40,000.00 ",,SS16 5NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30526," 343,000.00 ",,SS16 5NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30527," 650,000.00 ",,SS16 5NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30525," 1,235,000.00 ",,SS16 5NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,02/03/2020,Additions NHS FTs Capital Investment Loans,Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-29939," 1,481,000.00 ",,SS16 5NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,16/03/2020,Additions NHS FTs Working Capital Loans,Holding CT Core,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-30150," 21,385,000.00 ",,SS16 5NL,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BATH UNIVERSITY OF,ERS-628960-186122," 85,387.49 ",,BA2 7AY,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,03/03/2020,Storage costs,COMMUNITY CARE,BAXTER HEALTHCARE LTD,20050548," 1,620,162.03 ",,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,09/03/2020,Additions PDC Capital Support NHS T Permanent,Holding CT Core,BEDFORD HOSPITAL NHS TRUST,HAFS-29968," 900,000.00 ",,MK42 9DJ,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,24/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING AEONMED CO LTD,621067212," 1,935,182.03 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,17/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING AEONMED CO LTD,FT/20077/00318," 3,284,084.10 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,23/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING AEONMED CO LTD,620807714," 3,838,436.71 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,25/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING AEONMED CO LTD,621124250," 1,848,118.28 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING AEONMED CO LTD ,620137129," 4,939,524.66 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,30/03/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BEIJING SIRIUSMED MEDICAL DEVICE CO LTD,622148412," 1,830,000.00 ",Ventilator and ventilator consumables ,,LARGE,,,
Department of Health and Social Care,Department of Health and Social Care,19/03/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-629249-186134," 67,193.87 ",,BT7 1NN,PUBLIC,,,
